plot,abbr,layer,cov,voucher,comment,history
sd13,jugl regi,tl1,2b,,,
sd13,pice abie,tl1,2a,,,
sd13,quer robu,tl1,2a,,,
sd13,tili plat,tl1,2a,,,
sd13,cory avel,tl2,1,,,
sd14,achi mill,hl,+,,,
sd14,arte vulg,hl,+,,,
sd14,astr glyc,hl,+,,,
sd14,aven flex flex,hl,+,,,
sd14,brac sylv,hl,+,,,
sd14,cala epig,hl,+,,,
sd14,camp rotu,hl,+,,,
sd14,care digi,hl,+,,,
sd14,clin vulg vulg,hl,+,,,
sd14,dauc caro caro,hl,+,,,
sd14,erig annu annu,hl,+,,,
sd14,euon euro,hl,r,,,
sd14,fest rubr,hl,+,,,
sd14,frag vesc,hl,+,,,
sd14,frax exce,hl,+,,,
sd14,gali albu,hl,1,,,
sd14,hier muro,hl,+,,,
sd14,lupi poly,hl,2a,,,
sd14,luzu luzu ides,hl,1,,,
sd14,medi lupu,hl,+,,,
sd14,pice abie,hl,+,,,
sd14,pinu sylv,hl,+,,,
sd14,poa comp,hl,+,,,
sd14,poa nemo,hl,+,,,
sd14,quer robu,hl,+,,,
sd14,sile nuta nuta,hl,+,,,
sd14,soli cana,hl,2a,,,
sd14,vale offi slat,hl,+,,,
sd14,vici sylv,hl,+,,,
sd14,viol reic,hl,+,,,
sd14,betu pend,sl,+,,,
sd14,pice abie,sl,1,,,
sd14,pinu sylv,sl,1,,,
sd14,sali capr,sl,2a,,,
sd14,sali purp,sl,+,,,
sd14,betu pend,tl2,1,,,
sd14,pinu sylv,tl2,3,,,
sd14,sali capr,tl2,3,,,
