plot;abbr;layer;cov;voucher;determined;history
sp039;fagu sylv;tl2;3;;;
sp039;frax exce;tl2;3;;;
sp040;ajug rept;hl;+;;;
sp040;anem nemo;hl;1;;;
sp040;care alba;hl;2a;;;
sp040;care digi;hl;+;;;
sp040;care pilo;hl;1;;;
sp040;cycl purp;hl;+;;;
sp040;euph amyg amyg;hl;+;;;
sp040;fagu sylv;hl;3;;;
sp040;fran alnu;hl;+;;;
sp040;frax exce;hl;2b;;;
sp040;gale mont;hl;+;;;
sp040;hell nige;hl;+;;;
sp040;hepa nobi;hl;2b;;;
sp040;meli nuta;hl;+;;;
sp040;merc pere;hl;+;;;
sp040;pice abie;hl;+;;;
sp040;poly mult;hl;+;;;
sp040;prun padu padu;hl;+;;;
sp040;fagu sylv;tl1;5;;;
sp040;pice abie;tl1;2a;;;
sp040;quer robu;tl1;2a;;;
sp040;fagu sylv;tl2;2a;;;
sp040;pice abie;tl2;1;;;
sp041;acer pseu;hl;2a;;;
sp041;apos foet;hl;r;;;
sp041;berb vulg;hl;r;;;
sp041;care alba;hl;1;;;
sp041;care digi;hl;+;;;
sp041;cirs arve;hl;+;;;
sp041;cirs eris;hl;1;;;
sp041;clem vita;hl;+;;;
sp041;cycl purp;hl;+;;;
sp041;euph amyg amyg;hl;+;;;
sp041;fagu sylv;hl;+;;;
sp041;fest hete ylla;hl;1;;;
sp041;fran alnu;hl;+;;;
sp041;frax exce;hl;1;;;
sp041;gali albu;hl;r;;;
sp041;hede heli;hl;+;;;
sp041;hepa nobi;hl;1;;;
sp041;hipp como;hl;r;;;
sp041;lact mura;hl;r;;;
sp041;lath prat prat;hl;+;;;
sp041;loni xylo;hl;+;;;
sp041;meli nuta;hl;+;;;
sp041;merc pere;hl;1;;;
sp041;moeh trin;hl;r;;;
sp041;oxal acet;hl;1;;;
sp041;phyt spic spic;hl;r;;;
sp041;poly mult;hl;r;;;
sp041;pote ster;hl;+;;;
sp041;quer robu;hl;+;;;
sp041;rubu idae;hl;+;;;
sp041;salv glut;hl;+;;;
sp041;sene nemo jacq;hl;+;;;
sp041;viol rivi;hl;+;;;
sp041;fran alnu;sl;+;;;
sp041;acer pseu;tl1;2a;;;
sp041;lari deci deci;tl1;2a;;;
sp041;pice abie;tl1;5;;;
sp041;pinu sylv;tl1;1;;;
sp041;fagu sylv;tl2;2a;;;
sp042;acer pseu;hl;2a;;;
sp042;ajug rept;hl;+;;;
sp042;anem nemo;hl;2a;;;
sp042;berb vulg;hl;+;;;
sp042;brac sylv;hl;1;;;
sp042;brom bene;hl;+;;;
sp042;care alba;hl;3;;;
sp042;care digi;hl;1;;;
sp042;cirs eris;hl;+;;;
sp042;clem vita;hl;+;;;
sp042;cycl purp;hl;+;;;
sp042;dact glom glom;hl;+;;;
sp042;daph meze;hl;+;;;
sp042;desc cesp;hl;+;;;
sp042;dryo dila;hl;+;;;
sp042;dryo fili;hl;+;;;
sp042;euph amyg amyg;hl;+;;;
sp042;fagu sylv;hl;3;;;
sp042;fest hete ylla;hl;+;;;
sp042;frag vesc;hl;+;;;
sp042;fran alnu;hl;+;;;
sp042;frax exce;hl;2b;;;
sp042;gale mont;hl;1;;;
sp042;gali sylv;hl;+;;;
sp042;hede heli;hl;+;;;
sp042;hell nige;hl;+;;;
sp042;hepa nobi;hl;2a;;;
sp042;lath vern;hl;+;;;
sp042;loni xylo;hl;1;;;
sp042;meli nuta;hl;+;;;
sp042;merc pere;hl;1;;;
sp042;oxal acet;hl;+;;;
sp042;pice abie;hl;+;;;
sp042;poly mult;hl;+;;;
sp042;pote ster;hl;+;;;
sp042;prun spin;hl;+;;;
sp042;pulm offi;hl;+;;;
sp042;quer robu;hl;+;;;
sp042;rubu idae;hl;+;;;
sp042;rubu sect rubu;hl;+;;;
sp042;sorb aria;hl;+;;;
sp042;sorb aucu aucu;hl;+;;;
sp042;vici sepi;hl;+;;;
sp042;acer pseu;sl;1;;;
sp042;berb vulg;sl;+;;;
sp042;fagu sylv;sl;2a;;;
sp042;fran alnu;sl;+;;;
sp042;frax exce;sl;+;;;
sp042;loni xylo;sl;2a;;;
sp042;pice abie;sl;+;;;
sp042;sorb aria;sl;+;;;
sp042;fagu sylv;tl1;3;;;
sp042;frax exce;tl1;2b;;;
sp042;pice abie;tl1;3;;;
sp042;frax exce;tl2;2a;;;
sp043;aego poda;hl;+;;;
sp043;anem nemo;hl;+;;;
sp043;brac sylv;hl;+;;;
sp043;cala epig;hl;2a;;;
sp043;care alba;hl;2a;;;
sp043;care cary;hl;1;;;
sp043;care mich;hl;2b;;;
sp043;care pall;hl;1;;;
sp043;care pilu pilu;hl;1;;;
sp043;cirs eris;hl;1;;;
sp043;cirs oler;hl;+;;;
sp043;cirs vulg;hl;+;;;
sp043;clem vita;hl;+;;;
sp043;dact glom glom;hl;1;;;
sp043;desc cesp;hl;1;;;
sp043;dryo fili;hl;+;;;
sp043;erig cana;hl;+;;;
sp043;eupa cann;hl;+;;;
sp043;euph cypa;hl;r;;;
sp043;fest hete ylla;hl;1;;;
sp043;fest rubr slat;hl;+;;;
sp043;frag vesc;hl;+;;;
sp043;fran alnu;hl;1;;;
sp043;frax exce;hl;+;;;
sp043;gale mont;hl;+;;;
sp043;gale psis spec ies;hl;+;;;
sp043;gali apar;hl;+;;;
sp043;hepa nobi;hl;+;;;
sp043;hype hirs;hl;+;;;
sp043;lath prat prat;hl;1;;;
sp043;meli nuta;hl;1;;;
sp043;myos arve arve;hl;+;;;
sp043;orig vulg;hl;1;;;
sp043;pice abie;hl;+;;;
sp043;poa angu;hl;+;2013-0122;;
sp043;pote rept;hl;+;2013-0111;;
sp043;pote ster;hl;+;;;
sp043;pulm offi;hl;1;;;
sp043;quer robu;hl;+;;;
sp043;rosa cani;hl;r;;;
sp043;rubu idae;hl;3;;;
sp043;rubu sect rubu;hl;1;;;
sp043;sene nemo jacq;hl;+;;;
sp043;soli cana;hl;1;;;
sp043;sorb aria;hl;+;;;
sp043;urti dioi dioi;hl;+;;;
sp043;vero cham cham;hl;+;;;
sp043;vero offi;hl;+;;;
sp043;vici sepi;hl;+;;;
sp043;viol reic;hl;+;;;
sp043;berb vulg;sl;1;;;
sp043;betu pend;sl;+;;;
sp043;fagu sylv;sl;+;;;
sp043;fran alnu;sl;4;;;
sp043;pice abie;sl;+;;;
sp044;aego poda;hl;+;;;
sp044;apos foet;hl;+;;;
sp044;betu pend;hl;+;;;
sp044;brac sylv;hl;1;;;
sp044;brom bene;hl;+;;;
sp044;cala epig;hl;1;;;
sp044;camp rapu rapu;hl;+;;;
sp044;care alba;hl;1;;;
sp044;care digi;hl;1;;;
sp044;care flac;hl;+;;;
sp044;care mich;hl;+;;;
sp044;care pall;hl;+;;;
sp044;care poly;hl;+;;;
sp044;cirs ×och;hl;+;2013-0131;;
sp044;clem vita;hl;+;;;
sp044;clin vulg vulg;hl;+;;;
sp044;corn sang sang;hl;+;;;
sp044;desc cesp;hl;1;;;
sp044;eupa cann;hl;+;;;
sp044;fest giga;hl;+;;;
sp044;fest hete ylla;hl;2a;;;
sp044;fran alnu;hl;2a;;;
sp044;frax exce;hl;1;;;
sp044;gale mont;hl;+;;;
sp044;gali albu;hl;+;;;
sp044;hype hirs;hl;+;;;
sp044;hype perf;hl;+;;;
sp044;lath prat prat;hl;+;;;
sp044;luzu luzu ides;hl;+;;;
sp044;meli nuta;hl;1;;;
sp044;orig vulg;hl;1;;;
sp044;pice abie;hl;+;;;
sp044;poa angu;hl;+;TE;cf.;
sp044;pote rept;hl;+;;;
sp044;pote ster;hl;+;;;
sp044;pulm offi;hl;+;;;
sp044;quer robu;hl;+;;;
sp044;rubu idae;hl;3;;;
sp044;rubu sect rubu;hl;+;;;
sp044;sali capr;hl;1;;;
sp044;sene nemo jacq;hl;+;TE;;
sp044;thal aqui;hl;+;;;
sp044;urti dioi dioi;hl;+;;;
sp044;vinc hiru;hl;+;;;
sp044;berb vulg;sl;1;;;
sp044;betu pend;sl;1;;;
sp044;clem vita;sl;+;;;
sp044;fran alnu;sl;4;;;
sp044;frax exce;sl;+;;;
sp044;loni xylo;sl;1;;;
sp044;sali spec ies;sl;+;TE;;
sp044;samb nigr;sl;1;;;
sp044;frax exce;tl2;1;;;
sp045;acer pseu;hl;+;;;
sp045;ajug rept;hl;+;;;
sp045;berb vulg;hl;1;;;
sp045;brac sylv;hl;1;;;
sp045;brom bene;hl;+;;;
sp045;cala epig;hl;3;;;
sp045;cala vari;hl;+;;;
sp045;care alba;hl;2m;;;
sp045;care digi;hl;+;;;
sp045;care pall;hl;+;;;
sp045;care pilo;hl;+;;;
sp045;cirs eris;hl;1;;;
sp045;cirs oler;hl;+;;;
sp045;clem vita;hl;+;;;
sp045;desc cesp;hl;1;;;
sp045;eupa cann;hl;+;;;
sp045;fagu sylv;hl;1;;;
sp045;fest hete ylla;hl;1;;;
sp045;frax exce;hl;1;;;
sp045;gale mont;hl;1;;;
sp045;gali albu;hl;+;;;
sp045;gali apar;hl;+;;;
sp045;hepa nobi;hl;+;;;
sp045;humu lupu;hl;+;;;
sp045;hype hirs;hl;+;;;
sp045;hype perf;hl;+;;;
sp045;loni xylo;hl;+;;;
sp045;mela nemo;hl;r;;;
sp045;mela sylv;hl;+;;;
sp045;merc pere;hl;2a;;;
sp045;pice abie;hl;1;;;
sp045;pulm offi;hl;+;;;
sp045;rubu idae;hl;3;;;
sp045;rubu sect rubu;hl;1;;;
sp045;sene nemo jacq;hl;+;;;
sp045;soli cana;hl;+;;;
sp045;sorb aria;hl;+;;;
sp045;sorb aucu aucu;hl;+;;;
sp045;tili cord;hl;+;;;
sp045;urti dioi dioi;hl;+;;;
sp045;berb vulg;sl;2b;;;
sp045;clem vita;sl;+;;;
sp045;fagu sylv;sl;2a;;;
sp045;fran alnu;sl;4;;;
sp045;frax exce;sl;2a;;;
sp045;humu lupu;sl;+;;;
sp045;lari deci deci;sl;+;;;
sp045;loni xylo;sl;1;;;
sp045;pice abie;sl;2b;;;
sp045;quer robu;sl;+;;;
sp045;samb nigr;sl;+;;;
sp045;sorb aria;sl;+;;;
sp046;aego poda;hl;+;;;
sp046;ajug rept;hl;+;;;
sp046;anem nemo;hl;2b;;;
sp046;ange sylv sylv;hl;+;;;
sp046;apos foet;hl;+;;;
sp046;brac sylv;hl;1;;;
sp046;brom bene;hl;+;;;
sp046;care alba;hl;3;;;
sp046;care digi;hl;+;;;
sp046;cirs eris;hl;+;;;
sp046;conv maja maja;hl;2a;;;
sp046;cycl purp;hl;+;;;
sp046;daph meze;hl;+;;;
sp046;desc cesp;hl;+;;;
sp046;dryo cart;hl;+;;;
sp046;dryo fili;hl;+;;;
sp046;euph amyg amyg;hl;+;;;
sp046;fagu sylv;hl;1;;;
sp046;frag vesc;hl;+;;;
sp046;fran alnu;hl;+;;;
sp046;frax exce;hl;2a;;;
sp046;gale mont;hl;1;;;
sp046;hell nige;hl;+;;;
sp046;hepa nobi;hl;2a;;;
sp046;maia bifo;hl;+;;;
sp046;meli nuta;hl;1;;;
sp046;merc pere;hl;2a;;;
sp046;orig vulg;hl;+;;;
sp046;oxal acet;hl;+;;;
sp046;poly mult;hl;+;;;
sp046;pulm offi;hl;+;;;
sp046;quer robu;hl;+;;;
sp046;rubu idae;hl;+;;;
sp046;rubu sect rubu;hl;2a;;;
sp046;viol rivi;hl;+;;;
sp046;berb vulg;sl;1;;;
sp046;fagu sylv;sl;1;;;
sp046;fran alnu;sl;2a;;;
sp046;frax exce;sl;2b;;;
sp046;loni xylo;sl;2a;;;
sp046;pice abie;sl;1;;;
sp046;quer robu;sl;+;;;
sp046;fagu sylv;tl1;4;;;
sp046;frax exce;tl1;2b;;;
sp046;pice abie;tl1;2a;;;
sp046;fagu sylv;tl2;2b;;;
sp046;frax exce;tl2;3;;;
sp047;aego poda;hl;1;;;
sp047;ajug rept;hl;+;;;
sp047;ange sylv sylv;hl;+;;;
sp047;atro bell;hl;+;;;
sp047;berb vulg;hl;+;;;
sp047;brac sylv;hl;1;;;
sp047;brom bene;hl;+;;;
sp047;care alba;hl;2a;;;
sp047;cirs eris;hl;+;;;
sp047;cirs oler;hl;+;;;
sp047;desc cesp;hl;1;;;
sp047;dryo cart;hl;+;;;
sp047;eupa cann;hl;+;;;
sp047;euph dulc dulc;hl;+;;;
sp047;fagu sylv;hl;+;;;
sp047;fest hete ylla;hl;+;;;
sp047;frax exce;hl;+;;;
sp047;gale mont;hl;2b;;;
sp047;humu lupu;hl;+;;;
sp047;lath vern;hl;+;;;
sp047;maia bifo;hl;+;;;
sp047;meli nuta;hl;1;;;
sp047;merc pere;hl;2b;;;
sp047;poly mult;hl;+;;;
sp047;pote ster;hl;+;;;
sp047;pulm offi;hl;2a;;;
sp047;quer robu;hl;+;;;
sp047;rubu idae;hl;3;;;
sp047;rubu sect rubu;hl;1;;;
sp047;soli cana;hl;+;;;
sp047;berb vulg;sl;2a;;;
sp047;betu pend;sl;1;;;
sp047;fagu sylv;sl;1;;;
sp047;fran alnu;sl;5;;;
sp047;frax exce;sl;1;;;
sp047;humu lupu;sl;+;;;
sp047;loni xylo;sl;2a;;;
sp047;pice abie;sl;1;;;
sp047;quer robu;sl;1;;;
sp047;sali purp;sl;+;;;
sp047;samb nigr;sl;+;;;
sp048;ajug rept;hl;+;;;
sp048;anem nemo;hl;1;;;
sp048;apos foet;hl;+;;;
sp048;brom bene;hl;r;;;
sp048;care alba;hl;1;;;
sp048;care digi;hl;+;;;
sp048;cycl purp;hl;+;;;
sp048;daph meze;hl;+;;;
sp048;dryo cart;hl;+;;;
sp048;frax exce;hl;+;;;
sp048;gale mont;hl;+;;;
sp048;hepa nobi;hl;1;;;
sp048;loni xylo;hl;+;;;
sp048;maia bifo;hl;+;;;
sp048;mela nemo;hl;+;;;
sp048;poly mult;hl;+;;;
sp048;rubu sect rubu;hl;+;;;
sp048;vibu lant;hl;+;;;
sp048;viol reic;hl;+;;;
sp048;berb vulg;sl;+;;;
sp048;fran alnu;sl;+;;;
sp048;fagu sylv;tl1;5;;;
sp048;pice abie;tl1;2a;;;
sp048;fagu sylv;tl2;2a;;;
sp049;anem nemo;hl;1;;;
sp049;care alba;hl;+;;;
sp049;care mich;hl;r;;;
sp049;clem vita;hl;+;;;
sp049;cycl purp;hl;+;;;
sp049;fagu sylv;hl;2a;;;
sp049;frax exce;hl;+;;;
sp049;hell nige;hl;+;;;
sp049;hepa nobi;hl;1;;;
sp049;loni xylo;hl;+;;;
sp049;pice abie;sl;2a;;;
sp049;fagu sylv;tl1;4;;;
sp049;frax exce;tl1;2a;;;
sp049;pice abie;tl1;2b;;;
sp049;pice abie;tl2;5;;;
sp050;acer pseu;hl;+;;;
sp050;aego poda;hl;1;;;
sp050;ajug rept;hl;+;;;
sp050;anem nemo;hl;+;;;
sp050;ange sylv sylv;hl;+;;;
sp050;arrh elat;hl;r;;;
sp050;brac sylv;hl;1;;;
sp050;brom bene;hl;+;;;
sp050;care alba;hl;2a;;;
sp050;care digi;hl;+;;;
sp050;care flac;hl;+;;;
sp050;cirs oler;hl;+;;;
sp050;crat mono;hl;+;;;
sp050;daph meze;hl;+;;;
sp050;desc cesp;hl;1;;;
sp050;dryo cart;hl;+;;;
sp050;dryo dila;hl;+;;;
sp050;dryo fili;hl;+;;;
sp050;eupa cann;hl;+;;;
sp050;fagu sylv;hl;1;;;
sp050;fran alnu;hl;+;;;
sp050;frax exce;hl;+;;;
sp050;gale mont;hl;2b;;;
sp050;hepa nobi;hl;2a;;;
sp050;hype hirs;hl;+;;;
sp050;hype perf;hl;+;;;
sp050;loni xylo;hl;+;;;
sp050;meli nuta;hl;1;;;
sp050;merc pere;hl;2b;;;
sp050;pice abie;hl;+;;;
sp050;pulm offi;hl;1;;;
sp050;quer robu;hl;+;;;
sp050;rubu idae;hl;3;;;
sp050;rubu sect rubu;hl;3;;;
sp050;sorb aucu aucu;hl;+;;;
sp050;vero cham cham;hl;+;;;
sp050;vici sepi;hl;+;;;
sp050;berb vulg;sl;1;;;
sp050;crat mono;sl;+;;;
sp050;fagu sylv;sl;2a;;;
sp050;fran alnu;sl;3;;;
sp050;frax exce;sl;1;;;
sp050;loni xylo;sl;2a;;;
sp050;pice abie;sl;1;;;
sp050;fagu sylv;tl1;2a;;;
sp050;ulmu glab;tl1;2a;2013-0121;;
sp050;frax exce;tl2;2b;;;
sp051;ajug rept;hl;+;;;
sp051;anem nemo;hl;1;;;
sp051;brac sylv;hl;+;;;
sp051;care alba;hl;2b;;;
sp051;care digi;hl;1;;;
sp051;care pilo;hl;2b;;;
sp051;cirs eris;hl;+;;;
sp051;euph amyg amyg;hl;+;;;
sp051;fran alnu;hl;+;;;
sp051;frax exce;hl;1;;;
sp051;gale mont;hl;1;;;
sp051;hepa nobi;hl;+;;;
sp051;hype hirs;hl;+;;;
sp051;meli nuta;hl;+;;;
sp051;merc pere;hl;1;;;
sp051;pulm offi;hl;+;;;
sp051;quer robu;hl;+;;;
sp051;rubu sect rubu;hl;1;;;
sp051;soli cana;hl;r;;;
sp051;symp tube slat;hl;+;;;
sp051;viol reic;hl;+;;;
sp051;acer pseu;sl;+;;;
sp051;fagu sylv;sl;1;;;
sp051;pice abie;sl;+;;;
sp051;quer robu;sl;1;;;
sp051;sorb aria;sl;+;;;
sp051;acer pseu;tl1;5;;;
sp051;betu pend;tl1;2a;;;
sp051;carp betu;tl1;2a;;;
sp051;fagu sylv;tl1;2a;;;
sp051;frax exce;tl1;2b;;;
sp051;sali capr;tl1;2a;;;
sp052;ajug rept;hl;1;;;
sp052;anem nemo;hl;1;;;
sp052;apos foet;hl;+;;;
sp052;arab aren;hl;r;;;
sp052;arte vulg;hl;+;;;
sp052;astr glyc;hl;r;;;
sp052;barb vulg slat;hl;+;;;
sp052;betu pend;hl;+;;;
sp052;brac sylv;hl;1;;;
sp052;cala epig;hl;1;;;
sp052;camp rotu;hl;+;;;
sp052;care digi;hl;1;;;
sp052;care flac;hl;1;;;
sp052;care mich;hl;+;;;
sp052;care pall;hl;+;;;
sp052;care poly;hl;+;;;
sp052;carp betu;hl;+;;;
sp052;cera semi semi;hl;r;;;
sp052;cirs arve;hl;+;;;
sp052;cirs eris;hl;1;;;
sp052;cirs oler;hl;r;;;
sp052;cirs palu;hl;r;;;
sp052;clem vita;hl;+;;;
sp052;conv maja maja;hl;+;;;
sp052;coto diva;hl;+;;;
sp052;dact glom glom;hl;+;;;
sp052;desc cesp;hl;+;;;
sp052;erig cana;hl;+;;;
sp052;eupa cann;hl;+;;;
sp052;euph cypa;hl;1;;;
sp052;fagu sylv;hl;1;;;
sp052;fest hete ylla;hl;2a;;;
sp052;frag mosc;hl;r;;;
sp052;frag vesc;hl;2a;;;
sp052;fran alnu;hl;1;;;
sp052;frax exce;hl;2a;;;
sp052;gale mont;hl;1;;;
sp052;gali albu;hl;+;;;
sp052;gali sylv;hl;+;;;
sp052;hell nige;hl;+;;;
sp052;hepa nobi;hl;1;;;
sp052;holc lana;hl;+;;;
sp052;hype hirs;hl;+;;;
sp052;hype perf;hl;+;;;
sp052;lath prat prat;hl;+;;;
sp052;loni xylo;hl;1;;;
sp052;medi lupu;hl;r;;;
sp052;meli nuta;hl;2a;;;
sp052;odon vulg;hl;+;;;
sp052;orig vulg;hl;1;;;
sp052;pimp majo majo;hl;+;;;
sp052;poa nemo;hl;+;;;
sp052;poly mult;hl;+;;;
sp052;pote erec;hl;r;;;
sp052;pote indi;hl;r;;;
sp052;pote ster;hl;+;;;
sp052;prun padu padu;hl;+;;;
sp052;prun spin;hl;+;;;
sp052;quer robu;hl;+;;;
sp052;rham cath;hl;+;;;
sp052;rubu idae;hl;2a;;;
sp052;sali capr;hl;+;;;
sp052;sali purp;hl;+;;;
sp052;salv glut;hl;r;;;
sp052;sene nemo jacq;hl;+;;;
sp052;soli cana;hl;+;;;
sp052;soli giga;hl;+;;;
sp052;sorb aucu aucu;hl;1;;;
sp052;tana vulg;hl;+;;;
sp052;tara sect rude;hl;+;;;
sp052;trif prat prat;hl;+;;;
sp052;tris flav flav;hl;+;;;
sp052;tuss farf;hl;2m;;;
sp052;verb lych;hl;+;;;
sp052;verb nigr;hl;+;;cf.;
sp052;vero cham cham;hl;+;;;
sp052;vero offi;hl;1;;;
sp052;vibu lant;hl;1;;;
sp052;vici crac;hl;+;;;
sp052;vici sepi;hl;+;;;
sp052;viol hirt;hl;+;;;
sp052;viol reic;hl;+;;;
sp052;carp betu;sl;1;;;
sp052;cory avel;sl;1;;;
sp052;crat mono;sl;+;;;
sp052;fagu sylv;sl;1;;;
sp052;fran alnu;sl;5;;;
sp052;frax exce;sl;+;;;
sp052;loni xylo;sl;1;;;
sp052;prun padu padu;sl;+;;;
sp052;prun spin;sl;+;;;
sp052;quer robu;sl;1;;;
sp052;rham cath;sl;1;;;
sp052;rosa cani;sl;+;;;
sp052;sali capr;sl;+;;;
sp052;sorb aucu aucu;sl;+;;;
sp052;sorb inte;sl;+;;;
sp052;vibu lant;sl;+;;;
sp052;betu pend;tl2;+;;;
sp052;sali capr;tl2;+;;;
sp053;achi mill aggr;hl;+;;;
sp053;aego poda;hl;+;;;
sp053;agro capi;hl;+;;;
sp053;arrh elat;hl;2a;;;
sp053;arte vulg;hl;+;;;
sp053;barb vulg slat;hl;+;;;
sp053;berb vulg;hl;+;;;
sp053;brac sylv;hl;+;;;
sp053;brom ster;hl;+;;;
sp053;cala epig;hl;1;;;
sp053;camp rapu rapu;hl;+;;;
sp053;care alba;hl;1;;;
sp053;care digi;hl;+;;;
sp053;care mich;hl;+;;;
sp053;care pall;hl;+;;;
sp053;cera holo;hl;+;;;
sp053;cirs arve;hl;+;;;
sp053;cirs oler;hl;+;;;
sp053;clem vita;hl;+;;;
sp053;conv maja maja;hl;+;;;
sp053;dact glom glom;hl;+;;;
sp053;desc cesp;hl;1;;;
sp053;dryo fili;hl;+;;;
sp053;epil spec ies;hl;+;;;
sp053;erig cana;hl;+;;;
sp053;eupa cann;hl;1;;;
sp053;euph amyg amyg;hl;+;;;
sp053;euph cypa;hl;1;;;
sp053;fest hete ylla;hl;+;;;
sp053;fest prat prat;hl;+;;;
sp053;fest rubr rubr;hl;+;;;
sp053;frag mosc;hl;2a;;;
sp053;frag vesc;hl;2a;;;
sp053;frax exce;hl;+;;;
sp053;gale mont;hl;+;;;
sp053;gali albu;hl;+;;;
sp053;gali apar;hl;+;;;
sp053;gera robe;hl;+;;;
sp053;gera sibi;hl;+;;;
sp053;geum urba;hl;+;;;
sp053;glec hede;hl;1;;;
sp053;hell nige;hl;+;;;
sp053;humu lupu;hl;+;;;
sp053;hype hirs;hl;+;;;
sp053;hype perf;hl;+;;;
sp053;jugl regi;hl;r;;;
sp053;lami macu;hl;1;;;
sp053;lath prat prat;hl;+;;;
sp053;loni xylo;hl;+;;;
sp053;meli meli;hl;+;;;
sp053;meli nuta;hl;1;;;
sp053;myos arve arve;hl;+;;;
sp053;orig vulg;hl;1;;;
sp053;orni umbe;hl;+;;;
sp053;poa nemo;hl;+;;;
sp053;poly mult;hl;+;;;
sp053;pote ster;hl;+;;;
sp053;ranu repe;hl;1;;;
sp053;rubu idae;hl;2a;;;
sp053;rubu sect rubu;hl;1;;;
sp053;soli cana;hl;+;;;
sp053;sorb aria;hl;+;;;
sp053;sorb aucu aucu;hl;+;;;
sp053;symp tube slat;hl;+;;;
sp053;tara sect rude;hl;+;;;
sp053;tris flav flav;hl;+;;;
sp053;tuss farf;hl;1;;;
sp053;urti dioi dioi;hl;+;;;
sp053;verb lych;hl;+;;;
sp053;vero cham cham;hl;+;;;
sp053;viol hirt;hl;+;;;
sp053;fagu sylv;sl;+;;;
sp053;fran alnu;sl;4;;;
sp053;frax exce;sl;+;;;
sp053;loni xylo;sl;1;;;
sp053;prun padu padu;sl;+;;;
sp053;samb nigr;sl;+;;;
sp053;sorb aria;sl;+;;;
sp053;carp betu;tl2;1;;;
sp053;fagu sylv;tl2;1;;;
sp053;frax exce;tl2;1;;;
sp054;acer pseu;hl;+;;;
sp054;aego poda;hl;1;;;
sp054;ajug rept;hl;+;;;
sp054;anem nemo;hl;+;;;
sp054;apos foet;hl;+;;;
sp054;armo rust;hl;r;;;
sp054;arrh elat;hl;1;;;
sp054;arte vulg;hl;+;;;
sp054;berb vulg;hl;+;;;
sp054;brac sylv;hl;2a;;;
sp054;brom bene;hl;+;;;
sp054;cala epig;hl;+;;;
sp054;card impa;hl;+;;;
sp054;care alba;hl;2a;;;
sp054;care digi;hl;1;;;
sp054;care pilo;hl;+;;;
sp054;care poly;hl;+;;;
sp054;cirs eris;hl;+;;;
sp054;cirs oler;hl;+;;;
sp054;clem vita;hl;+;;;
sp054;conv maja maja;hl;1;;;
sp054;corn sang sang;hl;+;;;
sp054;cory avel;hl;1;;;
sp054;cory cava;hl;r;;;
sp054;cycl purp;hl;+;;;
sp054;dact glom glom;hl;+;;;
sp054;daph meze;hl;+;;;
sp054;desc cesp;hl;1;;;
sp054;eupa cann;hl;+;;;
sp054;euph cypa;hl;+;;;
sp054;euph dulc dulc;hl;+;;;
sp054;fagu sylv;hl;1;;;
sp054;fest hete ylla;hl;2b;;;
sp054;frag vesc;hl;1;;;
sp054;frax exce;hl;1;;;
sp054;gale mont;hl;+;;;
sp054;gali apar;hl;2b;;;
sp054;gali sylv;hl;+;;;
sp054;gera robe;hl;+;;;
sp054;hell nige;hl;+;;;
sp054;hepa nobi;hl;+;;;
sp054;hipp como;hl;+;;;
sp054;humu lupu;hl;+;;;
sp054;hype perf;hl;+;;;
sp054;impa glan;hl;1;;;
sp054;lath prat prat;hl;+;;;
sp054;loni xylo;hl;+;;;
sp054;maia bifo;hl;+;;;
sp054;meli nuta;hl;+;;;
sp054;moeh trin;hl;+;;;
sp054;moli caer aggr;hl;+;;;
sp054;orig vulg;hl;+;;;
sp054;poa nemo;hl;+;;;
sp054;poly mult;hl;+;;;
sp054;pote ster;hl;+;;;
sp054;pulm offi;hl;+;;;
sp054;quer robu;hl;+;;;
sp054;rosa arve;hl;+;;;
sp054;rubu idae;hl;2b;;;
sp054;rubu sect rubu;hl;1;;;
sp054;sene nemo jacq;hl;+;;;
sp054;soli cana;hl;1;;;
sp054;soli giga;hl;1;;;
sp054;soli virg virg;hl;r;;;
sp054;symp tube slat;hl;+;;;
sp054;tara sect rude;hl;+;;;
sp054;tuss farf;hl;+;;;
sp054;urti dioi dioi;hl;1;;;
sp054;vero cham cham;hl;+;;;
sp054;vici crac;hl;+;;;
sp054;vici sepi;hl;+;;;
sp054;vinc mino;hl;+;;;
sp054;viol hirt;hl;+;;;
sp054;acer pseu;sl;+;;;
sp054;berb vulg;sl;2a;;;
sp054;clem vita;sl;+;;;
sp054;corn sang sang;sl;+;;;
sp054;cory avel;sl;2a;;;
sp054;fagu sylv;sl;2a;;;
sp054;fran alnu;sl;4;;;
sp054;frax exce;sl;1;;;
sp054;humu lupu;sl;+;;;
sp054;loni xylo;sl;2a;;;
sp054;pice abie;sl;1;;;
sp054;prun aviu slat;sl;1;;;
sp054;quer robu;sl;1;;;
sp054;sali purp;sl;+;;;
sp054;samb nigr;sl;+;;;
sp054;fagu sylv;tl2;2a;;;
sp054;popu trem;tl2;1;;;
sp055;aego poda;hl;1;;;
sp055;arrh elat;hl;+;;;
sp055;clem vita;hl;1;;;
sp055;dact glom glom;hl;+;;;
sp055;fest hete ylla;hl;+;;;
sp055;fica vern vern;hl;+;;;
sp055;frag mosc;hl;+;;;
sp055;gale mont;hl;1;;;
sp055;gali apar;hl;4;;;
sp055;geum urba;hl;+;;;
sp055;humu lupu;hl;2a;;;
sp055;lami macu;hl;1;;;
sp055;moeh trin;hl;+;;;
sp055;poa prat;hl;+;;;
sp055;poa triv;hl;+;;;
sp055;soli cana;hl;+;;;
