plot;abbr;layer;cov;voucher;determined;history
sp022;card bulb;hl;+;;;
sp022;card cris cris;hl;r;;;
sp022;care alba;hl;2a;;;
sp022;care digi;hl;2a;;;
sp022;care mich;hl;r;;;
sp022;care sylv;hl;+;;;
sp022;carp betu;hl;+;;;
sp022;conv maja maja;hl;1;;;
sp022;corn sang sang;hl;+;;;
sp022;crat mono;hl;+;;;
sp022;daph meze;hl;+;;;
sp022;dryo dila;hl;+;;;
sp022;euph amyg amyg;hl;+;;;
sp022;euph dulc dulc;hl;r;;;
sp022;fagu sylv;hl;+;;;
sp022;frax exce;hl;1;;;
sp022;gale mont;hl;2a;;;
sp022;gali apar;hl;+;;;
sp022;gali sylv;hl;+;;;
sp022;gera phae phae;hl;r;;;
sp022;gera robe;hl;+;;;
sp022;geum urba;hl;+;;;
sp022;hede heli;hl;+;;;
sp022;hell nige;hl;2b;;;
sp022;hepa nobi;hl;2a;;;
sp022;lami macu;hl;+;;;
sp022;lath vern;hl;+;;;
sp022;lili mart;hl;+;;;
sp022;loni xylo;hl;+;;;
sp022;meli meli;hl;r;;;
sp022;meli nuta;hl;+;;;
sp022;merc pere;hl;1;;;
sp022;oxal acet;hl;+;;;
sp022;pari quad;hl;+;;;
sp022;phyt spic spic;hl;1;;;
sp022;poly acul;hl;r;;;
sp022;prun padu padu;hl;1;;;
sp022;pulm offi;hl;+;;;
sp022;quer robu;hl;+;;;
sp022;ranu lanu;hl;+;;;
sp022;salv glut;hl;+;;;
sp022;samb nigr;hl;r;;;
sp022;sani euro;hl;+;;;
sp022;scro nodo;hl;+;;;
sp022;tili cord;hl;1;;;
sp022;ulmu glab;hl;1;;;
sp022;urti dioi dioi;hl;+;;;
sp022;carp betu;sl;1;;;
sp022;corn sang sang;sl;+;;;
sp022;fagu sylv;sl;1;;;
sp022;hede heli;sl;+;;;
sp022;pice abie;sl;1;;;
sp022;prun padu padu;sl;+;;;
sp022;samb nigr;sl;+;;;
sp022;tili cord;sl;1;;;
sp022;ulmu glab;sl;1;;;
sp022;carp betu;tl1;1;;;
sp022;fagu sylv;tl1;2a;;;
sp022;frax exce;tl1;3;;;
sp022;hede heli;tl1;1;;;
sp022;tili cord;tl1;2a;;;
sp022;ulmu glab;tl1;2a;;;
sp022;acer camp;tl2;2a;;;
sp022;acer pseu;tl2;2a;;;
sp022;carp betu;tl2;2b;;;
sp022;fagu sylv;tl2;2a;;;
sp022;frax exce;tl2;2a;;;
sp022;hede heli;tl2;1;;;
sp022;pice abie;tl2;1;;;
sp022;quer robu;tl2;2b;2013-0114;;
sp022;tili cord;tl2;2b;2013-0108;;
sp022;ulmu glab;tl2;2a;;;
sp023;acer camp;hl;+;;;
sp023;acer plat;hl;1;;;
sp023;acer pseu;hl;1;;;
sp023;aego poda;hl;+;;;
sp023;alli peti;hl;+;;;
sp023;apos foet;hl;1;;;
sp023;aspl ruta;hl;+;;;
sp023;aspl tric slat;hl;+;2013-0115;;
sp023;brac sylv;hl;+;;;
sp023;cala vari;hl;1;;;
sp023;care alba;hl;2b;;;
sp023;care digi;hl;1;;;
sp023;care orni orni;hl;+;;;
sp023;care sylv;hl;+;;;
sp023;clem vita;hl;2a;;;
sp023;conv maja maja;hl;2b;;;
sp023;corn sang sang;hl;+;;;
sp023;cycl purp;hl;1;;;
sp023;fagu sylv;hl;1;;;
sp023;frax exce;hl;2b;;;
sp023;gale mont;hl;2a;;;
sp023;gali sylv;hl;+;;;
sp023;gymn robe;hl;+;;;
sp023;hede heli;hl;+;;;
sp023;hell nige;hl;2b;;;
sp023;hepa nobi;hl;1;;;
sp023;meli nuta;hl;+;;;
sp023;moeh trin;hl;+;;;
sp023;phyt spic spic;hl;+;;;
sp023;poa nemo;hl;+;;;
sp023;poly mult;hl;+;;;
sp023;prun padu padu;hl;+;;;
sp023;quer robu;hl;+;;;
sp023;ranu lanu;hl;+;;;
sp023;sorb aria;hl;+;;;
sp023;ulmu glab;hl;1;;;
sp023;viol hirt;hl;+;;;
sp023;acer plat;sl;+;;;
sp023;acer pseu;sl;1;;;
sp023;crat mono;sl;+;;;
sp023;hede heli;sl;+;;;
sp023;prun padu padu;sl;1;;;
sp023;samb nigr;sl;+;;;
sp023;sorb aria;sl;1;;;
sp023;tili cord;sl;+;;;
sp023;ulmu glab;sl;1;;;
sp023;fagu sylv;tl1;5;;;
sp023;frax exce;tl1;1;;;
sp023;hede heli;tl1;+;;;
sp023;pice abie;tl1;2a;;;
sp023;pinu sylv;tl1;2a;;;
sp023;quer robu;tl1;2a;;;
sp023;tili cord;tl1;2a;;;
sp023;ulmu glab;tl1;2a;;;
sp023;fagu sylv;tl2;2b;;;
sp023;hede heli;tl2;+;;;
sp024;acer camp;hl;+;;;
sp024;acer plat;hl;+;;;
sp024;acer pseu;hl;1;;;
sp024;aego poda;hl;1;;;
sp024;alli ursi ursi;hl;5;;;
sp024;anem nemo;hl;2a;;;
sp024;anem ranu;hl;+;;cf.;
sp024;asar euro euro;hl;2b;;;
sp024;brac sylv;hl;+;;;
sp024;care alba;hl;2b;;;
sp024;care digi;hl;1;;;
sp024;conv maja maja;hl;+;;;
sp024;cycl purp;hl;+;;;
sp024;daph meze;hl;+;;;
sp024;dryo dila;hl;+;;;
sp024;dryo fili;hl;+;;;
sp024;euon euro;hl;+;;;
sp024;euph amyg amyg;hl;+;;;
sp024;gale mont;hl;1;;;
sp024;hede heli;hl;+;;;
sp024;leuc vern;hl;+;;;
sp024;ligu vulg;hl;r;;;
sp024;lili mart;hl;+;;;
sp024;loni xylo;hl;+;;;
sp024;meli nuta;hl;+;;;
sp024;pari quad;hl;+;;;
sp024;phyt spic spic;hl;+;;;
sp024;pulm offi;hl;+;;;
sp024;salv glut;hl;+;;;
sp024;scil bifo;hl;r;;;
sp024;tili cord;hl;+;;;
sp024;ulmu glab;hl;1;;;
sp024;plag nium undu;ml;+;;;
sp024;loni xylo;sl;+;;;
sp024;tili cord;sl;2a;;;
sp024;vibu lant;sl;+;;;
sp024;acer pseu;tl1;2a;;;
sp024;frax exce;tl1;2a;;;
sp024;pice abie;tl1;2a;;;
sp024;tili cord;tl1;5;;;
sp024;ulmu glab;tl1;2a;;;
sp024;tili cord;tl2;2a;;;
sp025;anem nemo;hl;2a;;;
sp025;brac sylv;hl;+;;;
sp025;care alba;hl;1;;;
sp025;care digi;hl;+;;;
sp025;care pall;hl;+;;;
sp025;care pilu pilu;hl;1;;;
sp025;care sylv;hl;+;;;
sp025;carp betu;hl;+;;;
sp025;desc cesp;hl;+;;;
sp025;euph dulc dulc;hl;+;;;
sp025;fagu sylv;hl;2b;;;
sp025;fran alnu;hl;+;;;
sp025;frax exce;hl;+;;;
sp025;hepa nobi;hl;1;;;
sp025;meli nuta;hl;+;;;
sp025;oxal acet;hl;+;;;
sp025;pice abie;hl;2a;;;
sp025;pinu sylv;hl;r;;;
sp025;quer robu;hl;+;;;
sp025;rubu sect rubu;hl;2b;;;
sp025;tili cord;hl;+;;;
sp025;poly comm;ml;2a;;;
sp025;fagu sylv;sl;3;;;
sp025;fran alnu;sl;1;;;
sp025;fagu sylv;tl1;5;;;
sp025;frax exce;tl1;2a;;;
sp025;pice abie;tl1;2a;;;
sp025;fagu sylv;tl2;2a;;;
sp026;anem nemo;hl;3;;;
sp026;apos foet;hl;+;;;
sp026;care digi;hl;1;;;
sp026;cycl purp;hl;r;;;
sp026;dryo cart;hl;r;;;
sp026;gale mont;hl;+;;;
sp026;hepa nobi;hl;+;;;
sp026;maia bifo;hl;+;;;
sp026;merc pere;hl;+;;;
sp026;vibu opul;hl;r;;;
sp026;poly comm;ml;+;;;
sp026;euon euro;sl;+;;;
sp026;loni xylo;sl;+;;;
sp026;fagu sylv;tl2;5;;;
sp027;anem nemo;hl;1;;;
sp027;care digi;hl;+;;;
sp027;care pilo;hl;2a;;;
sp027;dryo cart;hl;+;;;
sp027;frax exce;hl;+;;;
sp027;gale mont;hl;+;;;
sp027;hepa nobi;hl;+;;;
sp027;merc pere;hl;+;;;
sp027;prun aviu slat;hl;+;;;
sp027;rubu sect rubu;hl;+;;;
sp027;poly comm;ml;+;;;
sp027;frax exce;sl;+;;;
sp027;pice abie;sl;1;;;
sp027;betu pend;tl2;2a;;;
sp027;carp betu;tl2;2a;;;
sp027;fagu sylv;tl2;4;;;
sp027;popu trem;tl2;1;;;
sp027;quer robu;tl2;2a;;;
sp028;aego poda;hl;+;;;
sp028;atro bell;hl;1;;;
sp028;card cris cris;hl;1;;;
sp028;care alba;hl;+;;;
sp028;cirs arve;hl;+;;;
sp028;frax exce;hl;+;;;
sp028;gale mont;hl;2b;;;
sp028;gali apar;hl;+;;;
sp028;humu lupu;hl;+;;;
sp028;meli nuta;hl;+;;;
sp028;poa triv;hl;+;;;
sp028;rubu idae;hl;5;;;
sp028;salv glut;hl;+;;;
sp028;sene nemo jacq;hl;+;;;
sp028;sile dioi;hl;+;;;
sp028;sorb aucu aucu;hl;+;;;
sp028;urti dioi dioi;hl;1;;;
sp028;betu pend;sl;1;;;
sp028;cory avel;sl;+;;;
sp028;fran alnu;sl;2b;;;
sp028;humu lupu;sl;+;;;
sp028;loni xylo;sl;1;;;
sp028;quer robu;sl;+;;;
sp028;samb nigr;sl;2b;;;
sp029;acer pseu;hl;+;;;
sp029;ajug rept;hl;+;;;
sp029;anem nemo;hl;1;;;
sp029;apos foet;hl;+;;;
sp029;brac sylv;hl;+;;;
sp029;brom bene;hl;+;;;
sp029;care alba;hl;1;;;
sp029;care digi;hl;1;;;
sp029;carp betu;hl;r;;;
sp029;cycl purp;hl;r;;;
sp029;daph meze;hl;+;;;
sp029;dryo dila;hl;+;;;
sp029;euph amyg amyg;hl;+;;;
sp029;fest giga;hl;+;;;
sp029;frax exce;hl;2a;;;
sp029;gale mont;hl;2a;;;
sp029;gali apar;hl;r;;;
sp029;hell nige;hl;1;;;
sp029;hepa nobi;hl;2b;;;
sp029;merc pere;hl;2b;;;
sp029;oxal acet;hl;1;;;
sp029;poly mult;hl;r;;;
sp029;prun padu padu;hl;r;;;
sp029;pulm offi;hl;+;;;
sp029;quer robu;hl;1;;;
sp029;rubu idae;hl;+;;;
sp029;rubu sect rubu;hl;+;;;
sp029;loni xylo;sl;+;;;
sp029;fagu sylv;tl1;4;;;
sp029;quer robu;tl1;2b;;;
sp030;acer camp;hl;+;;;
sp030;anem nemo;hl;3;;;
sp030;apos foet;hl;+;;;
sp030;brac sylv;hl;1;;;
sp030;care alba;hl;3;;;
sp030;care digi;hl;1;;;
sp030;crat mono;hl;+;;;
sp030;cycl purp;hl;+;;;
sp030;daph meze;hl;+;;;
sp030;euon euro;hl;+;;;
sp030;euph dulc dulc;hl;+;;;
sp030;fagu sylv;hl;2b;;;
sp030;frag vesc;hl;+;;;
sp030;frax exce;hl;2a;;;
sp030;gale mont;hl;1;;;
sp030;gali sylv;hl;+;;;
sp030;hell nige;hl;1;;;
sp030;hepa nobi;hl;2a;;;
sp030;loni xylo;hl;+;;;
sp030;merc pere;hl;2b;;;
sp030;poly mult;hl;+;;;
sp030;pulm offi;hl;+;;;
sp030;quer robu;hl;+;;;
sp030;rubu sect rubu;hl;+;;;
sp030;ulmu glab;hl;+;;;
sp030;viol reic;hl;+;;;
sp030;berb vulg;sl;+;;;
sp030;fagu sylv;sl;1;;;
sp030;loni xylo;sl;+;;;
sp030;pice abie;sl;1;;;
sp030;fagu sylv;tl1;4;;;
sp030;frax exce;tl1;3;;;
sp030;fagu sylv;tl2;2a;;;
sp030;frax exce;tl2;2a;;;
sp031;aego poda;hl;1;;;
sp031;ajug rept;hl;+;;;
sp031;anem nemo;hl;2a;;;
sp031;berb vulg;hl;+;;;
sp031;brac sylv;hl;2a;;;
sp031;brom bene;hl;+;;;
sp031;care alba;hl;2a;;;
sp031;care digi;hl;1;;;
sp031;care sylv;hl;+;;;
sp031;cirs arve;hl;+;;;
sp031;clem vita;hl;1;;;
sp031;conv maja maja;hl;+;;;
sp031;desc cesp;hl;+;;;
sp031;dryo fili;hl;+;;;
sp031;euph amyg amyg;hl;+;;;
sp031;fagu sylv;hl;+;;;
sp031;fest giga;hl;+;;;
sp031;frax exce;hl;2a;;;
sp031;gale mont;hl;2b;;;
sp031;glec hede;hl;+;;;
sp031;hell nige;hl;+;;;
sp031;hepa nobi;hl;2a;;;
sp031;humu lupu;hl;+;;;
sp031;hype hirs;hl;+;;;
sp031;hype perf;hl;+;;;
sp031;lath prat prat;hl;+;;;
sp031;loni xylo;hl;+;;;
sp031;meli nuta;hl;+;;;
sp031;merc pere;hl;2b;;;
sp031;moli caer aggr;hl;+;;;
sp031;orig vulg;hl;+;;;
sp031;pice abie;hl;+;;;
sp031;poly mult;hl;+;;;
sp031;pote ster;hl;+;;;
sp031;pulm offi;hl;+;;;
sp031;rubu idae;hl;3;;;
sp031;rubu sect rubu;hl;1;;;
sp031;salv glut;hl;+;;;
sp031;berb vulg;sl;+;;;
sp031;betu pend;sl;1;;;
sp031;carp betu;sl;2a;;;
sp031;clem vita;sl;2a;;;
sp031;cory avel;sl;1;;;
sp031;crat mono;sl;+;;;
sp031;euon euro;sl;1;;;
sp031;fagu sylv;sl;2a;;;
sp031;fran alnu;sl;1;;;
sp031;frax exce;sl;4;;;
sp031;humu lupu;sl;+;;;
sp031;loni xylo;sl;2a;;;
sp031;pice abie;sl;+;;;
sp031;prun padu padu;sl;+;;;
sp031;quer robu;sl;1;;;
sp031;rham cath;sl;1;;;
sp031;sorb aria;sl;1;;;
sp032;aego poda;hl;2a;;;
sp032;anem nemo;hl;2b;;;
sp032;brac sylv;hl;1;;;
sp032;care alba;hl;2b;;;
sp032;care digi;hl;+;;;
sp032;care pilo;hl;2b;;;
sp032;cory avel;hl;+;;;
sp032;dryo cart;hl;+;;;
sp032;dryo dila;hl;+;;;
sp032;dryo fili;hl;+;;;
sp032;euph amyg amyg;hl;+;;;
sp032;euph cypa;hl;+;;;
sp032;fagu sylv;hl;1;;;
sp032;frag vesc;hl;+;;;
sp032;frax exce;hl;2a;;;
sp032;gale mont;hl;2a;;;
sp032;hell nige;hl;2a;;;
sp032;hepa nobi;hl;2a;;;
sp032;lath vern;hl;+;;;
sp032;loni xylo;hl;+;;;
sp032;luzu pilo;hl;+;;;
sp032;maia bifo;hl;+;;;
sp032;meli nuta;hl;+;;;
sp032;merc pere;hl;2a;;;
sp032;oxal acet;hl;+;;;
sp032;poly mult;hl;+;;;
sp032;quer robu;hl;+;;;
sp032;rubu idae;hl;1;;;
sp032;rubu sect rubu;hl;1;;;
sp032;salv glut;hl;+;;;
sp032;vici sepi;hl;+;;;
sp032;poly comm;ml;1;;;
sp032;berb vulg;sl;2a;;;
sp032;cory avel;sl;1;;;
sp032;fagu sylv;sl;3;;;
sp032;fran alnu;sl;2a;;;
sp032;frax exce;sl;2b;;;
sp032;loni xylo;sl;1;;;
sp032;prun padu padu;sl;+;;;
sp032;rosa cani;sl;+;;;
sp032;fagu sylv;tl1;3;;;
sp032;frax exce;tl1;3;;;
sp032;pice abie;tl1;2b;;;
sp032;fagu sylv;tl2;2a;;;
sp033;acer pseu;hl;+;;;
sp033;apos foet;hl;+;;;
sp033;berb vulg;hl;+;;;
sp033;care alba;hl;1;;;
sp033;care digi;hl;1;;;
sp033;care pilo;hl;1;;;
sp033;clem vita;hl;+;;;
sp033;conv maja maja;hl;2a;;;
sp033;corn sang sang;hl;+;;;
sp033;crat mono;hl;+;;;
sp033;cycl purp;hl;+;;;
sp033;dryo fili;hl;+;;;
sp033;euon euro;hl;+;;;
sp033;euph amyg amyg;hl;+;;;
sp033;fagu sylv;hl;2a;;;
sp033;frax exce;hl;2b;;;
sp033;gale mont;hl;1;;;
sp033;gera robe;hl;+;;;
sp033;hell nige;hl;2a;;;
sp033;hepa nobi;hl;2a;;;
sp033;lath vern;hl;+;;;
sp033;loni xylo;hl;1;;;
sp033;meli nuta;hl;+;;;
sp033;merc pere;hl;1;;;
sp033;poly mult;hl;+;;;
sp033;pulm offi;hl;+;;;
sp033;rubu idae;hl;+;;;
sp033;sorb aucu aucu;hl;+;;;
sp033;ulmu glab;hl;+;;;
sp033;carp betu;sl;+;;;
sp033;cory avel;sl;+;;;
sp033;fagu sylv;sl;2a;;;
sp033;loni xylo;sl;+;;;
sp033;pice abie;sl;1;;;
sp033;fagu sylv;tl1;4;;;
sp033;frax exce;tl1;3;;;
sp033;pice abie;tl1;1;;;
sp033;fagu sylv;tl2;2b;;;
sp033;pice abie;tl2;2a;;;
sp034;ajug rept;hl;+;;;
sp034;astr glyc;hl;+;;;
sp034;athy fili;hl;+;;;
sp034;brac sylv;hl;1;;;
sp034;brom bene;hl;+;;;
sp034;cala epig;hl;1;;;
sp034;card cris cris;hl;+;;;
sp034;care alba;hl;2b;;;
sp034;care mich;hl;2a;2013-0113;;
sp034;care pall;hl;+;;;
sp034;care pilo;hl;1;;;
sp034;care sylv;hl;+;;;
sp034;cirs arve;hl;+;;;
sp034;cirs eris;hl;+;;;
sp034;cirs oler;hl;+;;;
sp034;clem vita;hl;+;;;
sp034;eupa cann;hl;+;;;
sp034;fest hete ylla;hl;+;;;
sp034;fest rubr rubr;hl;+;;;
sp034;frax exce;hl;2a;;;
sp034;gale psis spec ies;hl;+;;;
sp034;hype hirs;hl;+;;;
sp034;hype macu;hl;+;;;
sp034;hype perf;hl;+;;;
sp034;meli nuta;hl;2a;;;
sp034;orig vulg;hl;+;;;
sp034;poa angu;hl;+;2013-0112;;
sp034;pote ster;hl;+;;;
sp034;prun padu padu;hl;+;;;
sp034;quer robu;hl;1;;;
sp034;rubu idae;hl;4;;;
sp034;salv glut;hl;1;;;
sp034;sene nemo jacq;hl;+;;;
sp034;sola dulc;hl;+;;;
sp034;sorb aucu aucu;hl;+;;;
sp034;urti dioi dioi;hl;1;;;
sp034;vero cham cham;hl;+;;;
sp034;vici sepi;hl;+;;;
sp034;viol hirt;hl;+;;;
sp034;cory avel;sl;1;;;
sp034;fran alnu;sl;3;;;
sp034;loni xylo;sl;1;;;
sp034;sali capr;sl;+;;;
sp034;samb nigr;sl;1;;;
sp034;frax exce;tl1;3;;;
sp034;lari deci deci;tl1;2b;;;
sp034;pice abie;tl1;2b;;;
sp035;acer pseu;hl;+;;;
sp035;aego poda;hl;2b;;;
sp035;ajug rept;hl;+;;;
sp035;anem nemo;hl;2a;;;
sp035;apos foet;hl;+;;;
sp035;berb vulg;hl;+;;;
sp035;brac sylv;hl;1;;;
sp035;cala epig;hl;+;;;
sp035;cala vari;hl;r;;;
sp035;care alba;hl;2b;;;
sp035;care digi;hl;1;;;
sp035;care pall;hl;+;;;
sp035;care pilo;hl;1;;;
sp035;care poly;hl;+;;;
sp035;carp betu;hl;+;;;
sp035;clem vita;hl;+;;;
sp035;conv maja maja;hl;1;;;
sp035;corn sang sang;hl;+;;;
sp035;cory avel;hl;+;;;
sp035;crat mono;hl;1;;;
sp035;cycl purp;hl;+;;;
sp035;daph meze;hl;+;;;
sp035;desc cesp;hl;+;;;
sp035;euon euro;hl;+;;;
sp035;euph dulc dulc;hl;+;;;
sp035;fagu sylv;hl;+;;;
sp035;fest hete ylla;hl;+;;;
sp035;frag mosc;hl;2a;2013-0110;;
sp035;frag vesc;hl;1;;;
sp035;frax exce;hl;+;;;
sp035;gale mont;hl;2a;;;
sp035;gali apar;hl;+;;;
sp035;gali sylv;hl;2a;;;
sp035;gera robe;hl;+;;;
sp035;geum urba;hl;+;;;
sp035;hell nige;hl;2b;;;
sp035;hepa nobi;hl;1;;;
sp035;lami macu;hl;+;;;
sp035;lath vern;hl;+;;;
sp035;loni xylo;hl;1;;;
sp035;maia bifo;hl;+;;;
sp035;meli meli;hl;+;;;
sp035;meli nuta;hl;1;;;
sp035;merc pere;hl;2a;;;
sp035;poa angu;hl;+;;;
sp035;poly mult;hl;+;;;
sp035;prun aviu slat;hl;+;;;
sp035;prun padu padu;hl;+;;;
sp035;pulm offi;hl;2a;;;
sp035;quer robu;hl;+;;;
sp035;ribe uvac slat;hl;r;;;
sp035;rosa arve;hl;+;;;
sp035;rubu caes;hl;2a;;;
sp035;tara sect rude;hl;+;;;
sp035;vero cham cham;hl;+;;;
sp035;vibu lant;hl;1;;;
sp035;acer pseu;sl;+;;;
sp035;berb vulg;sl;+;;;
sp035;clem vita;sl;1;;;
sp035;cory avel;sl;2a;;;
sp035;crat mono;sl;1;;;
sp035;euon euro;sl;1;;;
sp035;fagu sylv;sl;+;;;
sp035;frax exce;sl;2a;;;
sp035;loni xylo;sl;2b;;;
sp035;prun aviu slat;sl;2a;;;
sp035;prun padu padu;sl;2a;;;
sp035;prun spin;sl;+;;;
sp035;samb nigr;sl;+;;;
sp035;vibu lant;sl;1;;;
sp035;clem vita;tl2;+;;;
sp035;cory avel;tl2;+;;;
sp035;frax exce;tl2;3;;;
sp035;prun aviu slat;tl2;2a;;;
sp036;anem nemo;hl;2a;;;
sp036;brac sylv;hl;+;;;
sp036;care alba;hl;+;;;
sp036;care digi;hl;+;;;
sp036;care pilo;hl;2a;;;
sp036;clem vita;hl;+;;;
sp036;conv maja maja;hl;1;;;
sp036;corn sang sang;hl;+;;;
sp036;cycl purp;hl;+;;;
sp036;daph meze;hl;+;;;
sp036;dryo fili;hl;+;;;
sp036;frax exce;hl;+;;;
sp036;gale mont;hl;1;;;
sp036;hell nige;hl;1;;;
sp036;hepa nobi;hl;1;;;
sp036;lath vern;hl;+;;;
sp036;meli nuta;hl;+;;;
sp036;merc pere;hl;2a;;;
sp036;neot nidu;hl;r;;;
sp036;poly mult;hl;+;;;
sp036;sorb aucu aucu;hl;+;;;
sp036;tili cord;hl;+;;;
sp036;vibu lant;hl;+;;;
sp036;viol reic;hl;+;;;
sp036;acer pseu;sl;1;;;
sp036;clem vita;sl;1;;;
sp036;cory avel;sl;2a;;;
sp036;crat mono;sl;+;;;
sp036;fagu sylv;sl;2a;;;
sp036;frax exce;sl;+;;;
sp036;loni xylo;sl;+;;;
sp036;ulmu glab;sl;+;;;
sp036;acer pseu;tl2;2b;;;
sp036;clem vita;tl2;1;;;
sp036;cory avel;tl2;2b;;;
sp036;fagu sylv;tl2;4;;;
sp036;frax exce;tl2;2a;;;
sp036;ulmu glab;tl2;1;;;
sp037;acer pseu;hl;+;;;
sp037;acon lyco vulp;hl;+;;;
sp037;anem nemo;hl;+;;;
sp037;arun dioi;hl;1;;;
sp037;aspl ruta;hl;+;;;
sp037;aspl viri;hl;1;;;
sp037;brac sylv;hl;+;;;
sp037;cala vari;hl;+;;;
sp037;camp pers;hl;1;;;
sp037;camp rapu rapu;hl;1;;;
sp037;card enne;hl;2b;;;
sp037;care alba;hl;2b;;;
sp037;care digi;hl;+;;;
sp037;carp betu;hl;+;;;
sp037;clem vita;hl;+;;;
sp037;conv maja maja;hl;1;;;
sp037;corn sang sang;hl;+;;;
sp037;cory avel;hl;1;;;
sp037;cycl purp;hl;+;;;
sp037;daph meze;hl;+;;;
sp037;dryo fili;hl;+;;;
sp037;euon euro;hl;+;;;
sp037;euph dulc dulc;hl;+;;;
sp037;fagu sylv;hl;1;;;
sp037;frax exce;hl;1;;;
sp037;gali sylv;hl;1;;;
sp037;gymn robe;hl;+;;;
sp037;hede heli;hl;+;;;
sp037;hell nige;hl;+;;;
sp037;hepa nobi;hl;+;;;
sp037;hier muro;hl;1;;;
sp037;lact mura;hl;+;;;
sp037;lath vern;hl;+;;;
sp037;lili mart;hl;r;;;
sp037;loni xylo;hl;+;;;
sp037;meli meli;hl;+;;;
sp037;meli nuta;hl;1;;;
sp037;prun padu padu;hl;+;;;
sp037;pulm offi;hl;1;;;
sp037;rosa pend;hl;+;;;
sp037;salv glut;hl;+;;;
sp037;sorb aria;hl;+;;;
sp037;sorb aucu aucu;hl;+;;;
sp037;vale trip;hl;1;;;
sp037;vibu lant;hl;+;;;
sp037;cten moll slat;ml;1;;;
sp037;fiss taxi;ml;1;;;
sp037;neck cris;ml;1;;;
sp037;acer pseu;sl;+;;;
sp037;clem vita;sl;+;;;
sp037;corn sang sang;sl;1;;;
sp037;cory avel;sl;2a;;;
sp037;daph meze;sl;+;;;
sp037;euon euro;sl;+;;;
sp037;fagu sylv;sl;1;;;
sp037;loni xylo;sl;+;;;
sp037;pice abie;sl;+;;;
sp037;samb nigr;sl;+;;;
sp037;vibu lant;sl;1;;;
sp037;acer pseu;tl1;2a;;;
sp037;fagu sylv;tl1;2b;;;
sp037;frax exce;tl1;2b;;;
sp037;pice abie;tl1;3;;;
sp037;clem vita;tl2;+;;;
sp037;cory avel;tl2;1;;;
sp037;fagu sylv;tl2;2a;;;
sp037;pice abie;tl2;1;;;
sp037;sorb aria;tl2;+;;;
sp038;acer pseu;hl;1;;;
sp038;acon lyco vulp;hl;1;;;
sp038;arun dioi;hl;1;;;
sp038;aspl tric slat;hl;+;;;
sp038;brac sylv;hl;+;;;
sp038;card enne;hl;2b;;;
sp038;care alba;hl;2a;;;
sp038;care digi;hl;+;;;
sp038;clem vita;hl;+;;;
sp038;conv maja maja;hl;+;;;
sp038;cory avel;hl;+;;;
sp038;cycl purp;hl;+;;;
sp038;frax exce;hl;1;;;
sp038;gali sylv;hl;+;;;
sp038;gymn robe;hl;+;;;
sp038;hede heli;hl;+;;;
sp038;hepa nobi;hl;+;;;
sp038;lath vern;hl;+;;;
sp038;lili mart;hl;+;;;
sp038;meli nuta;hl;+;;;
sp038;quer robu;hl;+;;;
sp038;tili cord;hl;+;;;
sp038;ulmu glab;hl;+;;;
sp038;vale trip;hl;+;;;
sp038;cory avel;sl;1;;;
sp038;fagu sylv;sl;2a;;;
sp038;tili cord;sl;1;;;
sp038;ulmu glab;sl;1;;;
sp038;acer pseu;tl1;2a;;;
sp038;fagu sylv;tl1;4;;;
sp038;frax exce;tl1;1;;;
sp038;pice abie;tl1;2a;;;
sp038;tili cord;tl1;2b;;;
sp038;acer pseu;tl2;2b;;;
sp038;fagu sylv;tl2;2a;;;
sp038;pice abie;tl2;1;;;
sp038;sorb aria;tl2;1;;;
sp038;tili cord;tl2;1;;;
sp039;ajug rept;hl;+;;;
sp039;anem nemo;hl;1;;;
sp039;berb vulg;hl;+;;;
sp039;brac sylv;hl;2a;;;
sp039;brom bene;hl;+;;;
sp039;cala vari;hl;1;;;
sp039;care alba;hl;4;;;
sp039;care digi;hl;+;;;
sp039;care pilo;hl;2a;;;
sp039;carp betu;hl;+;;;
sp039;cirs eris;hl;r;;;
sp039;conv maja maja;hl;1;;;
sp039;corn sang sang;hl;+;;;
sp039;cory avel;hl;+;;;
sp039;cycl purp;hl;+;;;
sp039;dryo cart;hl;+;;;
sp039;euph amyg amyg;hl;+;;;
sp039;fagu sylv;hl;+;;;
sp039;fest hete ylla;hl;+;;;
sp039;frax exce;hl;1;;;
sp039;gale mont;hl;1;;;
sp039;gali moll;hl;+;;cf.;
sp039;gali sylv;hl;1;;;
sp039;hell nige;hl;1;;;
sp039;hepa nobi;hl;1;;;
sp039;loni xylo;hl;+;;;
sp039;meli nuta;hl;1;;;
sp039;merc pere;hl;2a;;;
sp039;prun spin;hl;+;;;
sp039;pulm offi;hl;+;;;
sp039;quer robu;hl;+;;;
sp039;rosa arve;hl;r;;;
sp039;rosa pend;hl;+;;;
sp039;rubu caes;hl;+;;;
sp039;rubu idae;hl;+;;;
sp039;rubu sect rubu;hl;+;;;
sp039;sorb aria;hl;+;;;
sp039;sorb aucu aucu;hl;+;;;
sp039;vibu lant;hl;+;;;
sp039;vinc mino;hl;1;;;
sp039;berb vulg;sl;+;;;
sp039;cory avel;sl;1;;;
sp039;fagu sylv;sl;1;;;
sp039;frax exce;sl;1;;;
sp039;loni xylo;sl;2a;;;
sp039;pice abie;sl;+;;;
sp039;sorb aria;sl;1;;;
sp039;vibu lant;sl;+;;;
