plot;abbr;layer;cov;voucher;determined;history
hd06;acer pseu;hl;1;;;
hd06;aden alli;hl;1;;;
hd06;aden alpi;hl;r;;;
hd06;anem nemo;hl;+;;;
hd06;athy fili;hl;2a;;;
hd06;brac sylv;hl;+;;;
hd06;card bulb;hl;2a;;;
hd06;card enne;hl;+;;;
hd06;card trif;hl;+;;;
hd06;care sylv;hl;+;;;
hd06;daph meze;hl;+;;;
hd06;desc cesp;hl;+;;;
hd06;digi gran;hl;+;;;
hd06;dryo dila;hl;+;;;
hd06;dryo fili;hl;2b;;;
hd06;equi sylv;hl;+;;;
hd06;fagu sylv;hl;1;;;
hd06;frag vesc;hl;1;;;
hd06;frax exce;hl;1;;;
hd06;gali odor;hl;1;;;
hd06;lili mart;hl;+;;;
hd06;luzu sylv sylv;hl;1;;;
hd06;oxal acet;hl;1;;;
hd06;pari quad;hl;+;;;
hd06;peta albu;hl;1;;;
hd06;phyt spic spic;hl;+;;;
hd06;pice abie;hl;1;;;
hd06;poly acul;hl;+;;;
hd06;poly vert;hl;2a;;;
hd06;pren purp;hl;+;;;
hd06;prim elat;hl;1;;;
hd06;rubu idae;hl;1;;;
hd06;rubu sect rubu;hl;+;;;
hd06;sani euro;hl;2a;;;
hd06;sene ovat ovat;hl;+;;;
hd06;sorb aria;hl;+;;;
hd06;sorb aucu aucu;hl;+;;;
hd06;thal aqui;hl;r;;;
hd06;ulmu glab;hl;+;;;
hd06;vacc myrt;hl;1;;;
hd06;vera albu slat;hl;1;;;
hd06;viol reic;hl;+;;;
hd06;cory avel;sl;+;;;
hd06;fagu sylv;sl;3;;;
hd06;frax exce;sl;2m;;;
hd06;pice abie;sl;1;;;
hd06;sorb aria;sl;+;;;
hd06;fagu sylv;tl1;3;;;
hd06;pice abie;tl1;3;;;
hd06;fagu sylv;tl2;2b;;;
hd07;abie alba;hl;+;;;
hd07;acer pseu;hl;+;;;
hd07;aego poda;hl;+;;;
hd07;ajug rept;hl;+;;;
hd07;athy fili;hl;1;;;
hd07;brac sylv;hl;1;;;
hd07;cala epig;hl;2a;;;
hd07;cala vari;hl;1;;;
hd07;cala vill;hl;2b;;;
hd07;call coph;hl;+;cf.;;
hd07;calt palu;hl;1;;;
hd07;card flex;hl;+;;;
hd07;care acut a;hl;r;;;
hd07;care flav flav;hl;+;;;
hd07;care pend;hl;r;;;
hd07;care remo remo;hl;+;;;
hd07;care sylv;hl;+;;;
hd07;cirs palu;hl;+;;;
hd07;colc autu;hl;r;;;
hd07;desc cesp;hl;1;;;
hd07;dryo dila;hl;1;;;
hd07;dryo fili;hl;1;;;
hd07;epil alpe;hl;+;;;
hd07;equi sylv;hl;+;;;
hd07;fagu sylv;hl;+;;;
hd07;frag vesc;hl;+;;;
hd07;gale psis spec ies;hl;+;;;
hd07;gali palu palu;hl;+;;;
hd07;hype macu;hl;+;;;
hd07;junc effu;hl;1;;;
hd07;knau maxi;hl;+;;;
hd07;lari deci deci;hl;+;;;
hd07;luzu sylv sylv;hl;1;;;
hd07;lych flos cucu;hl;+;;;
hd07;lyco anno;hl;+;;;
hd07;lysi nemo;hl;1;;;
hd07;lysi numm;hl;1;;;
hd07;ment long;hl;1;;;
hd07;myos nemo;hl;2a;;;
hd07;peta albu;hl;1;;;
hd07;pice abie;hl;1;;;
hd07;poly vert;hl;+;;;
hd07;popu trem;hl;+;;;
hd07;pote erec;hl;+;;;
hd07;pren purp;hl;+;;;
hd07;prim elat;hl;+;;;
hd07;ranu acon;hl;2b;;;
hd07;ranu repe;hl;2a;;;
hd07;rosa pend;hl;+;;;
hd07;rubu idae;hl;1;;;
hd07;sali capr;hl;+;;;
hd07;samb race;hl;+;;;
hd07;scir sylv;hl;2b;;;
hd07;scro nodo;hl;+;;;
hd07;sene nemo slat;hl;+;;;
hd07;soli virg virg;hl;+;;;
hd07;sorb aucu aucu;hl;+;;;
hd07;tara sect rude;hl;+;;;
hd07;urti dioi dioi;hl;+;;;
hd07;vale dioi dioi;hl;+;;;
hd07;vera albu slat;hl;+;;;
hd07;vero cham cham;hl;1;;;
hd07;fagu sylv;sl;+;;;
hd07;lari deci deci;sl;+;;;
hd07;pice abie;sl;2a;;;
hd07;pinu sylv;sl;r;;;
hd07;popu trem;sl;+;;;
hd07;samb race;sl;1;;;
hd08;acer pseu;hl;+;;;
hd08;acon lyco slat;hl;+;;;
hd08;aden alpi;hl;1;;;
hd08;anth niti;hl;r;;;
hd08;arun dioi;hl;r;;;
hd08;card enne;hl;+;;;
hd08;care alba;hl;r;;;
hd08;athy fili;hl;+;;;
hd08;dryo fili;hl;2a;;;
hd08;euph amyg amyg;hl;r;;;
hd08;fagu sylv;hl;2b;;;
hd08;frax exce;hl;+;;;
hd08;gali odor;hl;+;;;
hd08;hell nige;hl;+;;;
hd08;loni alpi;hl;+;;;
hd08;lysi nemo;hl;+;;;
hd08;oxal acet;hl;r;;;
hd08;pari quad;hl;+;;;
hd08;phyt spic spic;hl;+;;;
hd08;poly acul;hl;2a;;;
hd08;poly vert;hl;2m;;;
hd08;prim elat;hl;1;;;
hd08;sene ovat ovat;hl;r;;;
hd08;thal aqui;hl;+;;;
hd08;vera albu slat;hl;+;;;
hd08;viol reic;hl;+;;;
hd08;fagu sylv;sl;1;;;
hd08;fagu sylv;tl1;5;;;
hd08;frax exce;tl1;2a;dead standing tree, ash dieback;;
hd08;acer pseu;tl2;1;;;
hd08;fagu sylv;tl2;2a;;;
hd09;acer pseu;hl;+;;;
hd09;aden alpi;hl;1;;;
hd09;ange sylv sylv;hl;r;;;
hd09;anth niti;hl;1;;;
hd09;athy fili;hl;+;;;
hd09;cala vari;hl;+;;;
hd09;card enne;hl;+;;;
hd09;care alba;hl;+;;;
hd09;care brac;hl;+;;;
hd09;care flac;hl;+;;;
hd09;care sylv;hl;+;;;
hd09;desc cesp;hl;+;;;
hd09;dryo fili;hl;1;;;
hd09;euph amyg amyg;hl;+;;;
hd09;fagu sylv;hl;2b;;;
hd09;frax exce;hl;+;;;
hd09;gale mont;hl;+;;;
hd09;gali odor;hl;1;;;
hd09;hell nige;hl;1;;;
hd09;hype hirs;hl;+;;;
hd09;pari quad;hl;+;;;
hd09;phyt spic spic;hl;+;;;
hd09;pice abie;hl;1;;;
hd09;poly acul;hl;2a;;;
hd09;poly vert;hl;2a;;;
hd09;pren purp;hl;r;;;
hd09;prim elat;hl;1;;;
hd09;ranu mont;hl;r;;;
hd09;rubu idae;hl;+;;;
hd09;sene ovat ovat;hl;+;;;
hd09;sorb aria;hl;+;;;
hd09;sorb aucu aucu;hl;1;;;
hd09;thal aqui;hl;1;;;
hd09;vale mont;hl;r;;;
hd09;vera albu slat;hl;+;;;
hd09;viol reic;hl;+;;;
hd09;acer pseu;sl;+;;;
hd09;fagu sylv;sl;1;;;
hd09;pice abie;sl;1;;;
hd09;sorb aria;sl;1;;;
hd09;fagu sylv;tl1;5;;;
hd09;frax exce;tl1;2a;dead standing tree, ash dieback;;
hd09;pice abie;tl1;2a;;;
hd09;acer pseu;tl2;2a;;;
hd09;fagu sylv;tl2;2b;;;
hd10;acon lyco slat;hl;+;;;
hd10;aden alli;hl;1;;;
hd10;anem nemo;hl;+;;;
hd10;anth niti;hl;+;;;
hd10;athy fili;hl;+;;;
hd10;cala vari;hl;+;;;
hd10;card enne;hl;+;;;
hd10;card trif;hl;2m;;;
hd10;care sylv;hl;+;;;
hd10;daph meze;hl;+;;;
hd10;desc cesp;hl;+;;;
hd10;dryo fili;hl;1;;;
hd10;fagu sylv;hl;+;;;
hd10;frax exce;hl;+;;;
hd10;gale mont;hl;+;;;
hd10;gali odor;hl;+;;;
hd10;hell nige;hl;+;;;
hd10;hera spho spho;hl;+;;;
hd10;luzu sylv sylv;hl;+;;;
hd10;merc pere;hl;+;;;
hd10;oxal acet;hl;2m;;;
hd10;pari quad;hl;+;;;
hd10;phyt spic spic;hl;+;;;
hd10;pice abie;hl;+;;;
hd10;poly acul;hl;+;;;
hd10;poly vert;hl;1;;;
hd10;prim elat;hl;1;;;
hd10;sani euro;hl;1;;;
hd10;thal aqui;hl;1;;;
hd10;vale mont;hl;r;;;
hd10;viol reic;hl;+;;;
hd10;fagu sylv;tl1;5;;;
hd10;frax exce;tl1;1;Almost dead standing tree, ash dieback;;
hd10;fagu sylv;tl2;2b;;;
hd10;pice abie;tl2;2b;;;
hd11;achi mill aggr;hl;+;;;
hd11;ajug rept;hl;+;;;
hd11;alch mont;hl;+;;;
hd11;anem nemo;hl;+;;;
hd11;anth odor;hl;1;;;
hd11;anth vuln slat;hl;+;;;
hd11;arab cili;hl;r;2013-0151;;
hd11;astr majo;hl;+;;;
hd11;bell pere;hl;+;;;
hd11;beto offi offi;hl;+;;;
hd11;camp rotu;hl;2m;;;
hd11;care cary;hl;1;;;
hd11;care flac;hl;1;;;
hd11;care flav flav;hl;+;;;
hd11;care hirt;hl;+;;;
hd11;care mont;hl;3;;;
hd11;care orni orni;hl;+;;;
hd11;care pall;hl;+;;;
hd11;care pani;hl;+;;;
hd11;caru carv;hl;+;;;
hd11;cent jace jace;hl;+;;;
hd11;cent scab scab;hl;+;;;
hd11;cera holo;hl;+;;;
hd11;colc autu;hl;+;;;
hd11;crep bien;hl;+;;;
hd11;cyno cris;hl;+;;;
hd11;dact glom glom;hl;+;;;
hd11;equi arve;hl;r;;;
hd11;fest prat prat;hl;+;;;
hd11;fest rubr rubr;hl;+;;;
hd11;gali albu;hl;+;;;
hd11;gymn cono cono;hl;2a;;;
hd11;gymn odor;hl;+;;;
hd11;hier schu;hl;+;yes;;
hd11;homa pube pube;hl;2a;;;
hd11;knau arve arve;hl;+;;;
hd11;koel pyra pyra;hl;+;;;
hd11;leon hisp hisp;hl;2a;;;
hd11;leuc ircu;hl;1;;;
hd11;lili bulb bulb;hl;+;yes;;
hd11;list ovat;hl;r;;;
hd11;lotu corn;hl;1;;;
hd11;luzu camp;hl;+;;;
hd11;medi lupu;hl;+;;;
hd11;phyt orbi;hl;+;;;
hd11;pimp majo majo;hl;+;;;
hd11;plan lanc;hl;+;;;
hd11;plan medi;hl;+;;;
hd11;poly amar ella;hl;+;;;
hd11;poly como;hl;+;yes;;
hd11;pote erec;hl;+;;;
hd11;prim veri veri;hl;+;;;
hd11;ranu acri acri;hl;1;;;
hd11;ranu nemo;hl;+;;;
hd11;rhin mino;hl;+;;;
hd11;sedu sexa;hl;+;;;
hd11;tara sect rude;hl;+;;;
hd11;thym prae poly;hl;2m;;;
hd11;trag orie;hl;+;;;
hd11;trif medi medi;hl;+;;;
hd11;trif mont mont;hl;1;;;
hd11;trif prat prat;hl;+;;;
hd11;trif repe repe;hl;+;;;
hd11;tris flav flav;hl;+;;;
hd11;vero cham cham;hl;+;;;
hd12;acer pseu;hl;r;;;
hd12;achi mill aggr;hl;+;;;
hd12;ajug rept;hl;+;;;
hd12;anth odor;hl;1;;;
hd12;astr majo;hl;+;;;
hd12;bell pere;hl;+;;;
hd12;beto offi offi;hl;+;;;
hd12;briz medi;hl;+;;;
hd12;buph sali;hl;+;;;
hd12;care cary;hl;+;;;
hd12;care flac;hl;1;;;
hd12;care mont;hl;2a;;;
hd12;care pall;hl;2m;;;
hd12;care pani;hl;+;;;
hd12;care sylv;hl;+;;;
hd12;carl acau slat;hl;r;;;
hd12;caru carv;hl;+;;;
hd12;cent jace jace;hl;1;;;
hd12;cent scab scab;hl;+;;;
hd12;cirs erio erio;hl;+;;;
hd12;colc autu;hl;+;;;
hd12;crep bien;hl;+;;;
hd12;cruc laev;hl;+;;;
hd12;cyno cris;hl;+;;;
hd12;dact glom glom;hl;2a;;;
hd12;equi arve;hl;+;;;
hd12;euph cypa;hl;1;;;
hd12;fest nigr cens;hl;1;;;
hd12;fest prat prat;hl;+;;;
hd12;fest rubr rubr;hl;1;;;
hd12;frag vesc;hl;+;;;
hd12;gali albu;hl;+;;;
hd12;gali pumi;hl;r;;;
hd12;hier lach;hl;r;;;
hd12;homa pube pube;hl;+;;;
hd12;hype macu;hl;+;;;
hd12;hypo macu;hl;r;;;
hd12;knau arve arve;hl;+;;;
hd12;lase lati lati;hl;+;;;
hd12;lath prat prat;hl;+;;;
hd12;leon hisp hisp;hl;2a;;;
hd12;leuc vulg;hl;+;;;
hd12;lotu corn;hl;+;;;
hd12;nard stri;hl;1;;;
hd12;orch masc spec;hl;r;;;
hd12;orig vulg;hl;+;;;
hd12;phle prat;hl;+;;;
hd12;pimp majo majo;hl;1;;;
hd12;plan lanc;hl;+;;;
hd12;poa prat;hl;+;;;
hd12;pote erec;hl;+;;;
hd12;prim veri veri;hl;+;;;
hd12;prun vulg;hl;+;;;
hd12;ranu acri acri;hl;1;;;
hd12;ranu repe;hl;+;;;
hd12;rhin mino;hl;2m;;;
hd12;rume acet osa;hl;+;;;
hd12;sene nemo slat;hl;r;;;
hd12;sorb aucu aucu;hl;r;;;
hd12;trag orie;hl;+;;;
hd12;trif medi medi;hl;1;;;
hd12;trif mont mont;hl;1;;;
hd12;trif prat prat;hl;1;;;
hd12;tris flav flav;hl;1;;;
hd12;tuss farf;hl;+;;;
hd12;vale offi tenu;hl;r;;;
hd12;vera albu slat;hl;+;;;
hd13;acer pseu;hl;r;;;
hd13;achi mill aggr;hl;+;;;
hd13;ajug rept;hl;1;;;
hd13;alch mont;hl;+;;;
hd13;anem nemo;hl;+;;;
hd13;anth odor;hl;2m;;;
hd13;astr majo;hl;+;;;
hd13;beto offi offi;hl;2a;;;
hd13;briz medi;hl;1;;;
hd13;camp rotu;hl;+;;;
hd13;card defl viri;hl;+;;;
hd13;care cary;hl;+;;;
hd13;care digi;hl;+;;;
hd13;care flac;hl;1;;;
hd13;care mont;hl;3;;;
hd13;care orni orni;hl;+;;;
hd13;care pani;hl;+;;;
hd13;care sylv;hl;+;;;
hd13;carl acau slat;hl;+;;;
hd13;caru carv;hl;+;;;
hd13;cent jace jace;hl;+;;;
hd13;cirs erio erio;hl;r;;;
hd13;cirs eris;hl;r;;;
hd13;colc autu;hl;+;;;
hd13;cruc laev;hl;+;;;
hd13;dact glom glom;hl;2a;;;
hd13;dact macu slat;hl;r;;;
hd13;fest prat prat;hl;+;;;
hd13;fest rubr rubr;hl;+;;;
hd13;frax exce;hl;+;;;
hd13;gali albu;hl;+;;;
hd13;gali pumi;hl;2m;;;
hd13;gymn cono cono;hl;+;;;
hd13;hype macu;hl;+;;;
hd13;knau arve arve;hl;+;;;
hd13;leon hisp hisp;hl;+;;;
hd13;leuc vulg;hl;+;;;
hd13;linu cath;hl;+;;;
hd13;lotu corn;hl;+;;;
hd13;luzu mult;hl;1;;;
hd13;lysi nemo;hl;+;;;
hd13;nard stri;hl;1;;;
hd13;pimp majo majo;hl;+;;;
hd13;plan medi;hl;+;;;
hd13;poa prat;hl;+;;;
hd13;poly amar ella;hl;+;;;
hd13;pote erec;hl;1;;;
hd13;pote ster;hl;r;;;
hd13;prim veri veri;hl;+;;;
hd13;ranu acri acri;hl;+;;;
hd13;ranu nemo;hl;+;;;
hd13;rume acet osa;hl;+;;;
hd13;thym pule pule;hl;+;;;
hd13;trif medi medi;hl;+;;;
hd13;trif mont mont;hl;+;;;
hd13;tris flav flav;hl;+;;;
hd13;vera albu slat;hl;+;;;
hd13;vero cham cham;hl;+;;;
hd13;viol reic;hl;r;;;
