plot,abbr,layer,cov,voucher,determined,history
ew11,abie alba,sl,1,,,
ew11,abie alba,hl,2a,,,
ew11,quer robu,hl,r,,,
ew11,vacc myrt,hl,3,,,
ew11,visc laxu abie,tl1,+,,,
ew11,dryo cart,hl,+,,,
ew11,dryo dila,hl,+,,,
ew11,poly form,ml,1,,,
ew11,poly comm,ml,+,,cf.,
ew11,pleu schr,ml,3,,,
ew11,leuc glau,ml,2a,,,
ew11,dicr scop,ml,1,,,
ew11,plag laet secu,ml,1,,,
ew11,dicr denu,ml,+,,,
ew11,bazz tril,ml,1,,,
ew11,hylo sple,ml,1,,,
ew11,spha girg,ml,1,,,
ew11,hypn cupr,ml,+,,,
ew12,abie alba,hl,3,,,
ew12,abie alba,sl,3,,,
ew12,abie alba,tl2,2b,,,
ew12,abie alba,tl1,3,,,
ew12,pinu sylv,tl1,2b,,,
ew12,pice abie,sl,+,,,
ew12,pice abie,tl2,+,,,
ew12,pice abie,tl1,2a,,,
ew12,fran alnu,sl,2b,,,
ew12,quer robu,hl,r,,,
ew12,dryo cart,hl,+,,,
ew12,vacc myrt,hl,2b,,,
ew12,aven flex flex,hl,+,,,
ew12,betu pend,hl,+,,,
ew12,betu pend,sl,1,,,
ew12,dicr denu,ml,+,,,
ew12,poly form,ml,+,,,
ew12,pleu schr,ml,3,,,
ew12,leuc glau,ml,2a,,,
ew12,hylo sple,ml,2b,,,
ew12,hypn cupr,ml,+,,,
ew12,plag laet secu,ml,+,,,
ew12,dicr scop,ml,+,,,
ew12,visc laxu abie,tl1,+,,,
ew13,pice abie,tl2,2a,,,
ew13,pice abie,tl1,3,,,
ew13,abie alba,hl,2a,,,
ew13,abie alba,sl,2b,,,
ew13,abie alba,tl2,3,,,
ew13,pinu sylv,tl1,2b,,,
ew13,betu pend,hl,+,,,
ew13,betu pend,tl1,2b,,,
ew13,fran alnu,hl,+,,,
ew13,vacc myrt,hl,3,,,
ew13,quer robu,hl,r,,,
ew13,aven flex flex,hl,+,,,
ew13,pleu schr,ml,2b,,,
ew13,poly form,ml,2b,,,
ew13,poly comm,ml,+,,cf.,
ew13,dicr scop,ml,1,,,
ew13,hylo sple,ml,2b,,,
ew13,leuc glau,ml,1,,,
ew13,plag laet secu,ml,1,,,
ew13,dicr denu,ml,+,,,
ew13,hypn cupr,ml,+,,,
ew13,bazz tril,ml,+,,,
ew14,abie gran,sl,1,,,
ew14,abie gran,tl2,2a,,,
ew14,abie gran,tl1,2b,,,
ew14,pice abie,sl,1,,,
ew14,pice abie,tl1,3,,,
ew14,fagu sylv,sl,1,,,
ew14,fagu sylv,tl2,2a,,,
ew14,betu pend,tl1,2a,,,
ew14,tsug cana,tl1,2a,,,
ew14,thuj plic,tl2,1,,,
ew14,abie alba,sl,1,,,
ew14,abie alba,tl1,2a,,,
ew14,fran alnu,sl,1,,,
ew14,pinu sylv,tl1,1,,,
ew14,dryo cart,hl,+,,,
ew14,vacc myrt,hl,+,,,
ew14,hylo sple,ml,1,,,
ew14,plag laet secu,ml,3,,,
ew14,pleu schr,ml,1,,,
ew14,dicr denu,ml,+,,,
ew14,leuc glau,ml,1,,,
ew14,poly form,ml,+,,,
ew14,bazz tril,ml,+,,,
ew15,pinu sylv,tl1,2a,,,
ew15,abie alba,hl,2a,,,
ew15,abie alba,sl,2a,,,
ew15,abie alba,tl2,2a,,,
ew15,abie alba,tl1,+,,,
ew15,betu pend,sl,2a,,,
ew15,betu pend,tl1,1,,,
ew15,pice abie,sl,1,,,
ew15,pice abie,tl2,+,,,
ew15,fran alnu,hl,2a,,,
ew15,fran alnu,sl,+,,,
ew15,sorb aucu aucu,sl,+,,,
ew15,sorb aucu aucu,tl2,+,,,
ew15,junc effu,hl,+,,,
ew15,aven flex flex,hl,5,,,
ew15,vacc myrt,hl,r,,,
ew15,quer robu,hl,+,,,
ew15,pseu menz,sl,+,,,
ew15,spha capi,ml,2a,,cf. spha quin?,
ew15,pleu schr,ml,3,,,
ew15,hylo sple,ml,+,,,
ew15,leuc glau,ml,+,,,
ew15,call vulg,hl,+,,,
ew15,care pilu pilu,hl,+,,,
ew15,care cane cane,hl,+,,,
ew15,dicr denu,ml,+,,,
ew15,plag laet secu,ml,1,,,
ew15,clad spec ies,ml,+,,,
ew15,poly form,ml,+,,,
ew15,dicr scop,ml,+,,,
ew16,fagu sylv,hl,+,,,
ew16,fagu sylv,sl,+,,,
ew16,fagu sylv,tl1,3,,,
ew16,pinu sylv,hl,+,,,
ew16,pinu sylv,tl1,2a,,,
ew16,abie alba,hl,1,,,
ew16,abie alba,sl,1,,,
ew16,abie alba,tl2,+,,,
ew16,betu pend,hl,1,,,
ew16,betu pend,sl,1,,,
ew16,fran alnu,hl,+,,,
ew16,fran alnu,sl,1,,,
ew16,rubu sect rubu,hl,+,,,
ew16,vacc myrt,hl,3,,,
ew16,call vulg,hl,1,,,
ew16,junc effu,hl,+,,,
ew16,dicr denu,ml,+,,,
ew16,poly form,ml,+,,,
ew16,plag laet secu,ml,1,,,
ew16,dicr scop,ml,+,,,
ew16,lari deci deci,sl,+,,,
ew16,pice abie,hl,+,,,
ew16,pice abie,sl,+,,,
ew16,dryo cart,hl,+,,,
ew16,care cane cane,hl,+,,,
ew16,care echi,hl,+,,,
ew16,dryo dila,hl,+,,,
ew16,clad spec ies,ml,+,,,
ew17,abie nord,sl,3,,,
ew17,abie nord,tl2,3,,,
ew17,abie nord,tl1,3,,,
ew17,betu pend,hl,1,,,
ew17,betu pend,sl,2a,,,
ew17,betu pend,tl2,2b,,,
ew17,fran alnu,hl,1,,,
ew17,fran alnu,sl,1,,,
ew17,pice abie,sl,+,,,
ew17,pice abie,tl1,1,,,
ew17,pinu sylv,hl,+,,,
ew17,pinu sylv,tl1,1,,,
ew17,vacc myrt,hl,5,,,
ew17,aven flex flex,hl,+,,,
ew17,call vulg,hl,1,,,
ew17,pleu schr,ml,4,,,
ew17,spha girg,ml,+,,,
ew17,bazz tril,ml,1,,,
ew17,hylo sple,ml,+,,,
ew17,plag laet secu,ml,1,,,
ew17,dicr scop,ml,+,,,
ew17,leuc glau,ml,+,,,
ew18,pice abie,sl,1,,,
ew18,pice abie,tl2,1,,,
ew18,pice abie,tl1,3,,,
ew18,abie gran,sl,+,,,
ew18,abie gran,tl2,1,,,
ew18,abie gran,tl1,3,,,
ew18,quer robu,sl,+,,,
ew18,fran alnu,tl1,1,,,
ew18,lari deci deci,hl,1,,,
ew18,abie alba,sl,+,,,
ew18,abie alba,tl1,+,,,
ew18,tsug cana,tl2,1,,,
ew18,quer robu,tl2,+,,,
ew18,vacc myrt,hl,2a,,,
ew18,dicr denu,ml,+,,,
ew18,plag laet secu,ml,2b,,,
ew18,leuc glau,ml,1,,,
ew18,pinu sylv,tl1,1,,,
ew18,prun spec ies,sl,+,,,
ew18,dicr scop,ml,1,,,
ew18,poly form,ml,+,,,
ew18,hylo sple,ml,+,,,
ew18,aven flex flex,hl,+,,,
