plot;variable;value
WMb2-10;expo;NW
WMb3-01;expo;S
WMb3-02;expo;NE
WMb3-03;expo;SW
WMb3-04;expo;F
WMb3-05;expo;S
WMb3-06;expo;SW
WMb3-07;expo;S
WMb3-08;expo;W
WMb3-09;expo;SW
WMb3-10;expo;E
WMb4-01;expo;N
WMb4-02;expo;N
WMb4-03;expo;N
WMb4-04;expo;N
WMb4-05;expo;N
WMb4-06;expo;N
WMb4-07;expo;N
WMb4-08;expo;N
WMb4-09;expo;N
WMb4-10;expo;N
WMb5-01;expo;E
WMb5-02;expo;E
WMb5-03;expo;E
WMb5-04;expo;E
WMb5-05;expo;E
WMb5-06;expo;E
WMb5-07;expo;E
WMb5-08;expo;E
WMb5-09;expo;E
WMb5-10;expo;E
H1-01;hhl1;0,15
H1-02;hhl1;0,35
H1-03;hhl1;0,07
H1-04;hhl1;0,3
H1-05;hhl1;0,2
H1-06;hhl1;0,4
H1-07;hhl1;0,04
H1-08;hhl1;0,3
H1-09;hhl1;0,1
H1-10;hhl1;0,35
H2-01;hhl1;0,1
H2-02;hhl1;0,2
H2-03;hhl1;0,2
H2-04;hhl1;0,3
H2-05;hhl1;0,15
H2-06;hhl1;0,35
H2-07;hhl1;0,07
H2-08;hhl1;0,3
H2-09;hhl1;0,2
H2-10;hhl1;0,3
H3-01;hhl1;0,1
H3-02;hhl1;0,3
H3-03;hhl1;0,15
H3-04;hhl1;0,3
H3-05;hhl1;0,1
H3-06;hhl1;0,2
H3-07;hhl1;0,15
H3-08;hhl1;0,25
H3-09;hhl1;0,15
H3-10;hhl1;0,6
H4-01;hhl1;0,15
H4-02;hhl1;0,1
H4-03;hhl1;0,1
H4-04;hhl1;0,7
H4-05;hhl1;0,1
H4-06;hhl1;0,5
H4-07;hhl1;0,3
H4-08;hhl1;0,35
H4-09;hhl1;0,35
H4-10;hhl1;0,35
H5-01;hhl1;0,5
H5-02;hhl1;0,1
H5-03;hhl1;0,05
H5-04;hhl1;0,2
H5-05;hhl1;0,15
H5-06;hhl1;0,1
H5-07;hhl1;0,4
H5-08;hhl1;0,08
H5-09;hhl1;0,3
H5-10;hhl1;0,15
H6-01;hhl1;0,15
H6-02;hhl1;0,15
H6-03;hhl1;0,2
H6-04;hhl1;0,15
H6-05;hhl1;0,25
H6-06;hhl1;0,15
H6-07;hhl1;0,15
H6-08;hhl1;0,15
H6-09;hhl1;0,15
H6-10;hhl1;0,15
H7-01;hhl1;0,07
H7-02;hhl1;0,07
H7-03;hhl1;0,08
H7-04;hhl1;0,07
H7-05;hhl1;0,12
H7-06;hhl1;0,08
H7-07;hhl1;0,12
H7-08;hhl1;0,06
H7-09;hhl1;0,12
H7-10;hhl1;0,07
HO1-01;hhl1;0,4
HO1-02;hhl1;1
HO1-03;hhl1;0,5
HO1-04;hhl1;0,5
HO1-05;hhl1;0,15
HO1-06;hhl1;0,5
HO1-07;hhl1;0,5
HO1-08;hhl1;0,3
HO1-09;hhl1;0,4
HO1-10;hhl1;0,7
HO2-01;hhl1;0,2
HO2-02;hhl1;0,35
HO2-03;hhl1;0,25
HO2-04;hhl1;0,5
HO2-05;hhl1;0,25
HO2-06;hhl1;0,55
HO2-07;hhl1;0,25
HO2-08;hhl1;0,4
HO2-09;hhl1;0,25
HO2-10;hhl1;0,2
HO3-01;hhl1;0,3
HO3-02;hhl1;0,7
HO3-03;hhl1;0,35
HO3-04;hhl1;0,75
HO3-05;hhl1;0,5
HO3-06;hhl1;0,45
HO3-07;hhl1;0,45
HO3-08;hhl1;0,7
HO3-09;hhl1;0,35
HO3-10;hhl1;0,8
HO4-01;hhl1;0,2
HO4-02;hhl1;0,3
HO4-03;hhl1;0,2
HO4-04;hhl1;0,3
HO4-05;hhl1;0,2
HO4-06;hhl1;0,25
HO4-07;hhl1;0,2
HO4-08;hhl1;0,35
HO4-09;hhl1;0,35
HO4-10;hhl1;0,3
HO5-01;hhl1;0,07
HO5-02;hhl1;0,05
HO5-03;hhl1;0,04
HO5-04;hhl1;0,05
HO5-05;hhl1;0,04
HO5-06;hhl1;0,05
HO5-07;hhl1;0,03
HO5-08;hhl1;0,05
HO5-09;hhl1;0,05
HO5-10;hhl1;0,05
T1-01;hhl1;1
T1-02;hhl1;1
T1-03;hhl1;1
T1-04;hhl1;1
T1-05;hhl1;1
T1-06;hhl1;1
T1-07;hhl1;0,8
T1-08;hhl1;1
T1-09;hhl1;0,7
T1-10;hhl1;1,2
T2-01;hhl1;0,25
T2-02;hhl1;0,5
T2-03;hhl1;0,05
T2-04;hhl1;0,7
T2-05;hhl1;1
T2-06;hhl1;0,5
T2-07;hhl1;0,7
T2-08;hhl1;1
T2-09;hhl1;0,8
T2-10;hhl1;1
T3-01;hhl1;1,1
T3-02;hhl1;1
T3-03;hhl1;1
T3-04;hhl1;1
T3-05;hhl1;1
T3-06;hhl1;1
T3-07;hhl1;0,6
T3-08;hhl1;1
T3-09;hhl1;0,9
T3-10;hhl1;1
T4-01;hhl1;0,4
T4-02;hhl1;0,9
T4-03;hhl1;0,5
T4-04;hhl1;0,5
T4-05;hhl1;0,25
T4-06;hhl1;0,7
T4-07;hhl1;0,45
T4-08;hhl1;0,7
T4-09;hhl1;0,01
T4-10;hhl1;0,5
T5-01;hhl1;0,7
T5-02;hhl1;1,2
T5-03;hhl1;0,8
T5-04;hhl1;1,1
T5-05;hhl1;0,4
T5-06;hhl1;1,2
T5-07;hhl1;0,35
T5-08;hhl1;1
T5-09;hhl1;0,4
T5-10;hhl1;1
W1-01;hhl1;0,03
W1-02;hhl1;0,3
W1-03;hhl1;0,2
W1-04;hhl1;0,3
W1-05;hhl1;0,1
W1-06;hhl1;0,3
W1-07;hhl1;0,1
W1-08;hhl1;0,3
W1-09;hhl1;0,1
W1-10;hhl1;0,3
W2-01;hhl1;0,3
W2-02;hhl1;1,2
W2-03;hhl1;0,15
W2-04;hhl1;1
W2-05;hhl1;0,35
W2-06;hhl1;0,8
W2-07;hhl1;0,25
W2-08;hhl1;1
W2-09;hhl1;0,7
W2-10;hhl1;1
W3-01;hhl1;0,3
W3-02;hhl1;0,5
W3-03;hhl1;0,25
W3-04;hhl1;0,5
W3-05;hhl1;0,2
W3-06;hhl1;0,4
W3-07;hhl1;0,1
W3-08;hhl1;0,4
W3-09;hhl1;0,1
W3-10;hhl1;0,5
W4-01;hhl1;0,3
W4-02;hhl1;0,5
W4-03;hhl1;0,15
W4-04;hhl1;0,4
W4-05;hhl1;0,15
W4-06;hhl1;0,4
W4-07;hhl1;0,05
W4-08;hhl1;0,3
W4-09;hhl1;0,15
W4-10;hhl1;0,5
W5-01;hhl1;0,05
W5-02;hhl1;0,1
W5-03;hhl1;0,05
W5-04;hhl1;0,1
W5-05;hhl1;0,06
W5-06;hhl1;0,1
W5-07;hhl1;0,1
W5-08;hhl1;0,15
W5-09;hhl1;0,15
W5-10;hhl1;0,25
W6-01;hhl1;0,15
W6-02;hhl1;0,15
W6-03;hhl1;0,2
W6-04;hhl1;0,2
W6-05;hhl1;0,2
W6-06;hhl1;0,2
W6-07;hhl1;0,15
W6-08;hhl1;0,3
W6-09;hhl1;0,2
W6-10;hhl1;0,25
W7-01;hhl1;0,2
W7-02;hhl1;0,2
W7-03;hhl1;0,1
W7-04;hhl1;0,1
W7-05;hhl1;0,2
W7-06;hhl1;0,1
W7-07;hhl1;0,25
W7-08;hhl1;0,1
W7-09;hhl1;0,1
W7-10;hhl1;0,1
WMa1-01;hhl1;0,15
WMa1-02;hhl1;0,5
WMa1-03;hhl1;0,15
WMa1-04;hhl1;0,6
WMa1-05;hhl1;0,15
WMa1-06;hhl1;0,7
WMa1-07;hhl1;0,25
WMa1-08;hhl1;0,5
WMa1-09;hhl1;0,15
WMa1-10;hhl1;0,7
WMa2-01;hhl1;0,07
WMa2-02;hhl1;0,3
WMa2-03;hhl1;0,1
WMa2-04;hhl1;0,3
WMa2-05;hhl1;0,1
WMa2-06;hhl1;0,4
WMa2-07;hhl1;0,25
WMa2-08;hhl1;0,3
WMa2-09;hhl1;0,25
WMa2-10;hhl1;0,3
WMa3-01;hhl1;0,2
WMa3-02;hhl1;0,3
WMa3-03;hhl1;0,1
WMa3-04;hhl1;0,35
WMa3-05;hhl1;0,3
WMa3-06;hhl1;0,4
WMa3-07;hhl1;0,35
WMa3-08;hhl1;0,35
WMa3-09;hhl1;0,3
WMa3-10;hhl1;0,2
WMa4-01;hhl1;0,15
WMa4-02;hhl1;0,7
WMa4-03;hhl1;0,2
WMa4-04;hhl1;0,6
WMa4-05;hhl1;0,2
WMa4-06;hhl1;0,6
WMa4-07;hhl1;0,25
WMa4-08;hhl1;0,5
WMa4-09;hhl1;0,15
WMa4-10;hhl1;0,8
WMa5-01;hhl1;0,04
WMa5-02;hhl1;0,05
WMa5-03;hhl1;0,04
WMa5-04;hhl1;0,05
WMa5-05;hhl1;0,05
WMa5-06;hhl1;0,05
WMa5-07;hhl1;0,05
WMa5-08;hhl1;0,05
WMa5-09;hhl1;0,05
WMa5-10;hhl1;0,05
WMb1-01;hhl1;0,2
WMb1-02;hhl1;0,7
WMb1-03;hhl1;0,1
WMb1-04;hhl1;0,5
WMb1-05;hhl1;0,1
WMb1-06;hhl1;1
WMb1-07;hhl1;0,1
WMb1-08;hhl1;1
WMb1-09;hhl1;0,25
WMb1-10;hhl1;0,5
WMb2-01;hhl1;0,05
WMb2-02;hhl1;1
WMb2-03;hhl1;0,1
WMb2-04;hhl1;0,6
WMb2-05;hhl1;0,05
WMb2-06;hhl1;0,5
WMb2-07;hhl1;0,15
WMb2-08;hhl1;0,8
WMb2-09;hhl1;0,4
WMb2-10;hhl1;0,8
WMb3-01;hhl1;0,15
WMb3-02;hhl1;0,5
WMb3-03;hhl1;0,1
WMb3-04;hhl1;0,6
WMb3-05;hhl1;0,2
WMb3-06;hhl1;0,3
WMb3-07;hhl1;0,25
WMb3-08;hhl1;0,8
WMb3-09;hhl1;0,3
WMb3-10;hhl1;0,7
WMb4-01;hhl1;0,2
WMb4-02;hhl1;0,5
WMb4-03;hhl1;0,15
WMb4-04;hhl1;0,1
WMb4-05;hhl1;0,2
WMb4-06;hhl1;0,15
WMb4-07;hhl1;0,25
WMb4-08;hhl1;0,25
WMb4-09;hhl1;0,2
WMb4-10;hhl1;0,25
WMb5-01;hhl1;0,3
WMb5-02;hhl1;0,6
WMb5-03;hhl1;0,2
WMb5-04;hhl1;0,6
WMb5-05;hhl1;0,3
WMb5-06;hhl1;0,7
WMb5-07;hhl1;0,35
WMb5-08;hhl1;0,4
WMb5-09;hhl1;0,3
WMb5-10;hhl1;0,4
H1-01;hhl2;0,03
H1-02;hhl2;0,05
H1-03;hhl2;0,02
H1-04;hhl2;0,05
H1-05;hhl2;0,04
H1-06;hhl2;0,1
H1-07;hhl2;0
H1-08;hhl2;0,05
H1-09;hhl2;0,03
H1-10;hhl2;0,1
H2-01;hhl2;0,03
H2-02;hhl2;0,05
H2-03;hhl2;0,05
H2-04;hhl2;0,05
H2-05;hhl2;0,05
H2-06;hhl2;0,1
H2-07;hhl2;0,03
H2-08;hhl2;0,1
H2-09;hhl2;0,05
H2-10;hhl2;0,1
H3-01;hhl2;0,05
H3-02;hhl2;0,1
H3-03;hhl2;0,05
H3-04;hhl2;0,1
H3-05;hhl2;0,02
H3-06;hhl2;0,05
H3-07;hhl2;0,04
H3-08;hhl2;0,1
H3-09;hhl2;0,05
H3-10;hhl2;0,2
H4-01;hhl2;0,1
H4-02;hhl2;0,05
H4-03;hhl2;0,03
H4-04;hhl2;0,3
H4-05;hhl2;0,04
H4-06;hhl2;0,3
H4-07;hhl2;0,1
H4-08;hhl2;0,1
H4-09;hhl2;0,15
H4-10;hhl2;0,1
H5-01;hhl2;0,12
H5-02;hhl2;0,05
H5-03;hhl2;0,03
H5-04;hhl2;0,05
H5-05;hhl2;0,1
H5-06;hhl2;0,03
H5-07;hhl2;0,05
H5-08;hhl2;0,03
H5-09;hhl2;0,05
H5-10;hhl2;0,1
H6-01;hhl2;0,1
H6-02;hhl2;0,08
H6-03;hhl2;0,1
H6-04;hhl2;0,05
H6-05;hhl2;0,15
H6-06;hhl2;0,05
H6-07;hhl2;0,07
H6-08;hhl2;0,05
H6-09;hhl2;0,1
H6-10;hhl2;0,05
H7-01;hhl2;0,03
H7-02;hhl2;0,03
H7-03;hhl2;0,05
H7-04;hhl2;0,03
H7-05;hhl2;0,03
H7-06;hhl2;0,03
H7-07;hhl2;0,05
H7-08;hhl2;0,03
H7-09;hhl2;0,04
H7-10;hhl2;0,03
HO1-01;hhl2;0,1
HO1-02;hhl2;0,2
HO1-03;hhl2;0,1
HO1-04;hhl2;0,1
HO1-05;hhl2;0,05
HO1-06;hhl2;0,2
HO1-07;hhl2;0,05
HO1-08;hhl2;0,1
HO1-09;hhl2;0,1
HO1-10;hhl2;0,1
HO2-01;hhl2;0,1
HO2-02;hhl2;0,2
HO2-03;hhl2;0,15
HO2-04;hhl2;0,3
HO2-05;hhl2;0,15
HO2-06;hhl2;0,35
HO2-07;hhl2;0,15
HO2-08;hhl2;0,15
HO2-09;hhl2;0,15
HO2-10;hhl2;0,1
HO3-01;hhl2;0,15
HO3-02;hhl2;0,4
HO3-03;hhl2;0,2
HO3-04;hhl2;0,35
HO3-05;hhl2;0,2
HO3-06;hhl2;0,3
HO3-07;hhl2;0,3
HO3-08;hhl2;0,3
HO3-09;hhl2;0,25
HO3-10;hhl2;0,4
HO4-01;hhl2;0,1
HO4-02;hhl2;0,2
HO4-03;hhl2;0,1
HO4-04;hhl2;0,1
HO4-05;hhl2;0,1
HO4-06;hhl2;0,2
HO4-07;hhl2;0,1
HO4-08;hhl2;0,2
HO4-09;hhl2;0,15
HO4-10;hhl2;0,15
HO5-01;hhl2;0,03
HO5-02;hhl2;0,04
HO5-03;hhl2;0,02
HO5-04;hhl2;0,03
HO5-05;hhl2;0,01
HO5-06;hhl2;0,03
HO5-07;hhl2;0,01
HO5-08;hhl2;0,01
HO5-09;hhl2;0,02
HO5-10;hhl2;0,03
T1-01;hhl2;0,1
T1-02;hhl2;0,3
T1-03;hhl2;0,1
T1-04;hhl2;0,2
T1-05;hhl2;0,8
T1-06;hhl2;0,2
T1-07;hhl2;0,1
T1-08;hhl2;0,3
T1-09;hhl2;0,1
T1-10;hhl2;0,3
T2-01;hhl2;0,05
T2-02;hhl2;0,1
T2-03;hhl2;0,01
T2-04;hhl2;0,2
T2-05;hhl2;0,2
T2-06;hhl2;0,1
T2-07;hhl2;0,1
T2-08;hhl2;0,1
T2-09;hhl2;0,15
T2-10;hhl2;0,2
T3-01;hhl2;0,3
T3-02;hhl2;0,3
T3-03;hhl2;0,15
T3-04;hhl2;0,4
T3-05;hhl2;0,3
T3-06;hhl2;0,4
T3-07;hhl2;0,25
T3-08;hhl2;0,5
T3-09;hhl2;0,25
T3-10;hhl2;0,5
T4-01;hhl2;0,1
T4-02;hhl2;0,2
T4-03;hhl2;0,2
T4-04;hhl2;0,2
T4-05;hhl2;0,1
T4-06;hhl2;0,2
T4-07;hhl2;0,1
T4-08;hhl2;0,2
T4-09;hhl2;0
T4-10;hhl2;0,2
T5-01;hhl2;0,15
T5-02;hhl2;0,4
T5-03;hhl2;0,2
T5-04;hhl2;0,4
T5-05;hhl2;0,15
T5-06;hhl2;0,4
T5-07;hhl2;0,2
T5-08;hhl2;0,4
T5-09;hhl2;0,15
T5-10;hhl2;0,5
W1-01;hhl2;0,01
W1-02;hhl2;0,1
W1-03;hhl2;0,02
W1-04;hhl2;0,1
W1-05;hhl2;0,03
W1-06;hhl2;0,1
W1-07;hhl2;0,03
W1-08;hhl2;0,1
W1-09;hhl2;0,02
W1-10;hhl2;0,1
W2-01;hhl2;0,1
W2-02;hhl2;0,3
W2-03;hhl2;0,03
W2-04;hhl2;0,2
W2-05;hhl2;0,1
W2-06;hhl2;0,3
W2-07;hhl2;0,05
W2-08;hhl2;0,3
W2-09;hhl2;0,2
W2-10;hhl2;0,3
W3-01;hhl2;0,2
W3-02;hhl2;0,2
W3-03;hhl2;0,02
W3-04;hhl2;0,1
W3-05;hhl2;0,1
W3-06;hhl2;0,05
W3-07;hhl2;0,03
W3-08;hhl2;0,05
W3-09;hhl2;0,03
W3-10;hhl2;0,2
W4-01;hhl2;0,1
W4-02;hhl2;0,1
W4-03;hhl2;0,03
W4-04;hhl2;0,1
W4-05;hhl2;0,05
W4-06;hhl2;0,1
W4-07;hhl2;0,02
W4-08;hhl2;0,05
W4-09;hhl2;0,03
W4-10;hhl2;0,1
W5-01;hhl2;0,03
W5-02;hhl2;0,05
W5-03;hhl2;0,02
W5-04;hhl2;0,05
W5-05;hhl2;0,03
W5-06;hhl2;0,05
W5-07;hhl2;0,05
W5-08;hhl2;0,05
W5-09;hhl2;0,1
W5-10;hhl2;0,1
W6-01;hhl2;0,05
W6-02;hhl2;0,1
W6-03;hhl2;0,1
W6-04;hhl2;0,1
W6-05;hhl2;0,1
W6-06;hhl2;0,1
W6-07;hhl2;0,1
W6-08;hhl2;0,15
W6-09;hhl2;0,1
W6-10;hhl2;0,1
W7-01;hhl2;0,1
W7-02;hhl2;0,1
W7-03;hhl2;0,04
W7-04;hhl2;0,05
W7-05;hhl2;0,1
W7-06;hhl2;0,03
W7-07;hhl2;0,1
W7-08;hhl2;0,04
W7-09;hhl2;0,03
W7-10;hhl2;0,03
WMa1-01;hhl2;0,1
WMa1-02;hhl2;0,2
WMa1-03;hhl2;0,05
WMa1-04;hhl2;0,2
WMa1-05;hhl2;0,05
WMa1-06;hhl2;0,2
WMa1-07;hhl2;0,1
WMa1-08;hhl2;0,2
WMa1-09;hhl2;0,05
WMa1-10;hhl2;0,2
WMa2-01;hhl2;0,02
WMa2-02;hhl2;0,1
WMa2-03;hhl2;0,03
WMa2-04;hhl2;0,05
WMa2-05;hhl2;0,05
WMa2-06;hhl2;0,2
WMa2-07;hhl2;0,05
WMa2-08;hhl2;0,1
WMa2-09;hhl2;0,05
WMa2-10;hhl2;0,1
WMa3-01;hhl2;0,1
WMa3-02;hhl2;0,1
WMa3-03;hhl2;0,05
WMa3-04;hhl2;0,1
WMa3-05;hhl2;0,15
WMa3-06;hhl2;0,2
WMa3-07;hhl2;0,15
WMa3-08;hhl2;0,15
WMa3-09;hhl2;0,15
WMa3-10;hhl2;0,1
WMa4-01;hhl2;0,05
WMa4-02;hhl2;0,35
WMa4-03;hhl2;0,1
WMa4-04;hhl2;0,25
WMa4-05;hhl2;0,07
WMa4-06;hhl2;0,2
WMa4-07;hhl2;0,1
WMa4-08;hhl2;0,3
WMa4-09;hhl2;0,1
WMa4-10;hhl2;0,35
WMa5-01;hhl2;0,02
WMa5-02;hhl2;0,03
WMa5-03;hhl2;0,02
WMa5-04;hhl2;0,03
WMa5-05;hhl2;0,03
WMa5-06;hhl2;0,03
WMa5-07;hhl2;0,02
WMa5-08;hhl2;0,03
WMa5-09;hhl2;0,03
WMa5-10;hhl2;0,03
WMb1-01;hhl2;0,05
WMb1-02;hhl2;0,3
WMb1-03;hhl2;0,02
WMb1-04;hhl2;0,2
WMb1-05;hhl2;0,03
WMb1-06;hhl2;0,4
WMb1-07;hhl2;0,03
WMb1-08;hhl2;0,4
WMb1-09;hhl2;0,1
WMb1-10;hhl2;0,2
WMb2-01;hhl2;0
WMb2-02;hhl2;0,3
WMb2-03;hhl2;0,02
WMb2-04;hhl2;0,3
WMb2-05;hhl2;0,02
WMb2-06;hhl2;0,2
WMb2-07;hhl2;0,05
WMb2-08;hhl2;0,3
WMb2-09;hhl2;0,1
WMb2-10;hhl2;0,2
WMb3-01;hhl2;0,1
WMb3-02;hhl2;0,3
WMb3-03;hhl2;0,03
WMb3-04;hhl2;0,25
WMb3-05;hhl2;0,1
WMb3-06;hhl2;0,1
WMb3-07;hhl2;0,15
WMb3-08;hhl2;0,3
WMb3-09;hhl2;0,15
WMb3-10;hhl2;0,3
WMb4-01;hhl2;0,05
WMb4-02;hhl2;0,25
WMb4-03;hhl2;0,05
WMb4-04;hhl2;0,05
WMb4-05;hhl2;0,1
WMb4-06;hhl2;0,05
WMb4-07;hhl2;0,1
WMb4-08;hhl2;0,1
WMb4-09;hhl2;0,1
WMb4-10;hhl2;0,1
WMb5-01;hhl2;0,15
WMb5-02;hhl2;0,35
WMb5-03;hhl2;0,1
WMb5-04;hhl2;0,3
WMb5-05;hhl2;0,15
WMb5-06;hhl2;0,3
WMb5-07;hhl2;0,15
WMb5-08;hhl2;0,2
WMb5-09;hhl2;0,15
WMb5-10;hhl2;0,2
H1-01;hlitter;0
H1-02;hlitter;0
H1-03;hlitter;0,01
H1-04;hlitter;0
H1-05;hlitter;0,01
H1-06;hlitter;0
H1-07;hlitter;0,15
H1-08;hlitter;0
H1-09;hlitter;0
H1-10;hlitter;0
H2-01;hlitter;0
H2-02;hlitter;0
H2-03;hlitter;0
H2-04;hlitter;0
H2-05;hlitter;0
H2-06;hlitter;0
H2-07;hlitter;0
H2-08;hlitter;0
H2-09;hlitter;0
H2-10;hlitter;0
H3-01;hlitter;0
H3-02;hlitter;0
H3-03;hlitter;0
H3-04;hlitter;0
H3-05;hlitter;0
H3-06;hlitter;0
H3-07;hlitter;0
H3-08;hlitter;0
H3-09;hlitter;0
H3-10;hlitter;0
H4-01;hlitter;0
H4-02;hlitter;0
H4-03;hlitter;0
H4-04;hlitter;0
H4-05;hlitter;0
H4-06;hlitter;0
H4-07;hlitter;0
H4-08;hlitter;0
H4-09;hlitter;0
H4-10;hlitter;0
H5-01;hlitter;0
H5-02;hlitter;0
H5-03;hlitter;0
H5-04;hlitter;0
H5-05;hlitter;0
H5-06;hlitter;0
H5-07;hlitter;0
H5-08;hlitter;0
H5-09;hlitter;0
H5-10;hlitter;0,01
H6-01;hlitter;0
H6-02;hlitter;0
H6-03;hlitter;0,01
H6-04;hlitter;0
H6-05;hlitter;0,02
H6-06;hlitter;0
H6-07;hlitter;0,01
H6-08;hlitter;0
H6-09;hlitter;0,01
H6-10;hlitter;0
H7-01;hlitter;0,01
H7-02;hlitter;0
H7-03;hlitter;0,01
H7-04;hlitter;0
H7-05;hlitter;0,01
H7-06;hlitter;0
H7-07;hlitter;0,01
H7-08;hlitter;0
H7-09;hlitter;0,01
H7-10;hlitter;0
HO1-01;hlitter;0
HO1-02;hlitter;0
HO1-03;hlitter;0
HO1-04;hlitter;0
HO1-05;hlitter;0
HO1-06;hlitter;0
HO1-07;hlitter;0
HO1-08;hlitter;0
HO1-09;hlitter;0
HO1-10;hlitter;0
HO2-01;hlitter;0
HO2-02;hlitter;0
HO2-03;hlitter;0
HO2-04;hlitter;0
HO2-05;hlitter;0
HO2-06;hlitter;0
HO2-07;hlitter;0
HO2-08;hlitter;0
HO2-09;hlitter;0
HO2-10;hlitter;0
HO3-01;hlitter;0
HO3-02;hlitter;0
HO3-03;hlitter;0
HO3-04;hlitter;0
HO3-05;hlitter;0
HO3-06;hlitter;0
HO3-07;hlitter;0,01
HO3-08;hlitter;0
HO3-09;hlitter;0,01
HO3-10;hlitter;0
HO4-01;hlitter;0,03
HO4-02;hlitter;0
HO4-03;hlitter;0,02
HO4-04;hlitter;0
HO4-05;hlitter;0,01
HO4-06;hlitter;0
HO4-07;hlitter;0,01
HO4-08;hlitter;0
HO4-09;hlitter;0,01
HO4-10;hlitter;0
HO5-01;hlitter;0,01
HO5-02;hlitter;0,03
HO5-03;hlitter;0
HO5-04;hlitter;0
HO5-05;hlitter;0
HO5-06;hlitter;0
HO5-07;hlitter;0
HO5-08;hlitter;0
HO5-09;hlitter;0
HO5-10;hlitter;0
T1-01;hlitter;0
T1-02;hlitter;0
T1-03;hlitter;0
T1-04;hlitter;0
T1-05;hlitter;0
T1-06;hlitter;0
T1-07;hlitter;0
T1-08;hlitter;0
T1-09;hlitter;0
T1-10;hlitter;0
T2-01;hlitter;0
T2-02;hlitter;0
T2-03;hlitter;0,02
T2-04;hlitter;0
T2-05;hlitter;0
T2-06;hlitter;0
T2-07;hlitter;0
T2-08;hlitter;0
T2-09;hlitter;0
T2-10;hlitter;0
T3-01;hlitter;0
T3-02;hlitter;0
T3-03;hlitter;0
T3-04;hlitter;0
T3-05;hlitter;0
T3-06;hlitter;0
T3-07;hlitter;0
T3-08;hlitter;0
T3-09;hlitter;0
T3-10;hlitter;0
T4-01;hlitter;0,01
T4-02;hlitter;0
T4-03;hlitter;0,05
T4-04;hlitter;0
T4-05;hlitter;0,05
T4-06;hlitter;0
T4-07;hlitter;0
T4-08;hlitter;0,05
T4-09;hlitter;0,03
T4-10;hlitter;0
T5-01;hlitter;0,5
T5-02;hlitter;0,1
T5-03;hlitter;0,05
T5-04;hlitter;0,1
T5-05;hlitter;0,05
T5-06;hlitter;0,2
T5-07;hlitter;0,05
T5-08;hlitter;0,05
T5-09;hlitter;0,05
T5-10;hlitter;0,05
W1-01;hlitter;0
W1-02;hlitter;0
W1-03;hlitter;0
W1-04;hlitter;0
W1-05;hlitter;0
W1-06;hlitter;0
W1-07;hlitter;0
W1-08;hlitter;0
W1-09;hlitter;0
W1-10;hlitter;0
W2-01;hlitter;0,01
W2-02;hlitter;0,05
W2-03;hlitter;0
W2-04;hlitter;0,05
W2-05;hlitter;0,01
W2-06;hlitter;0
W2-07;hlitter;0
W2-08;hlitter;0
W2-09;hlitter;0,05
W2-10;hlitter;0
W3-01;hlitter;0
W3-02;hlitter;0,05
W3-03;hlitter;0,02
W3-04;hlitter;0
W3-05;hlitter;0,01
W3-06;hlitter;0
W3-07;hlitter;0
W3-08;hlitter;0
W3-09;hlitter;0
W3-10;hlitter;0
W4-01;hlitter;0
W4-02;hlitter;0,03
W4-03;hlitter;0
W4-04;hlitter;0
W4-05;hlitter;0
W4-06;hlitter;0,05
W4-07;hlitter;0
W4-08;hlitter;0,03
W4-09;hlitter;0
W4-10;hlitter;0,03
W5-01;hlitter;0
W5-02;hlitter;0
W5-03;hlitter;0
W5-04;hlitter;0
W5-05;hlitter;0
W5-06;hlitter;0
W5-07;hlitter;0,02
W5-08;hlitter;0
W5-09;hlitter;0,02
W5-10;hlitter;0
W6-01;hlitter;0
W6-02;hlitter;0
W6-03;hlitter;0
W6-04;hlitter;0
W6-05;hlitter;0
W6-06;hlitter;0
W6-07;hlitter;0
W6-08;hlitter;0
W6-09;hlitter;0
W6-10;hlitter;0
W7-01;hlitter;0,02
W7-02;hlitter;0
W7-03;hlitter;0,01
W7-04;hlitter;0,01
W7-05;hlitter;0
W7-06;hlitter;0,01
W7-07;hlitter;0,01
W7-08;hlitter;0,01
W7-09;hlitter;0,01
W7-10;hlitter;0,01
WMa1-01;hlitter;0,01
WMa1-02;hlitter;0
WMa1-03;hlitter;0,01
WMa1-04;hlitter;0,05
WMa1-05;hlitter;0,01
WMa1-06;hlitter;0
WMa1-07;hlitter;0,01
WMa1-08;hlitter;0
WMa1-09;hlitter;0
WMa1-10;hlitter;0
WMa2-01;hlitter;0
WMa2-02;hlitter;0
WMa2-03;hlitter;0,01
WMa2-04;hlitter;0
WMa2-05;hlitter;0,01
WMa2-06;hlitter;0,2
WMa2-07;hlitter;0,01
WMa2-08;hlitter;0,1
WMa2-09;hlitter;0,01
WMa2-10;hlitter;0,1
WMa3-01;hlitter;0,01
WMa3-02;hlitter;0
WMa3-03;hlitter;0,01
WMa3-04;hlitter;0
WMa3-05;hlitter;0,01
WMa3-06;hlitter;0
WMa3-07;hlitter;0,01
WMa3-08;hlitter;0
WMa3-09;hlitter;0,01
WMa3-10;hlitter;0
WMa4-01;hlitter;0,01
WMa4-02;hlitter;0
WMa4-03;hlitter;0,01
WMa4-04;hlitter;0
WMa4-05;hlitter;0,01
WMa4-06;hlitter;0
WMa4-07;hlitter;0,02
WMa4-08;hlitter;0
WMa4-09;hlitter;0,02
