plot,abbr,layer,cov,comment,history
E4591N2761-1,orch masc spec,hl,r,,
E4591N2761-1,pice abie,hl,r,,
E4591N2761-1,plan lanc,hl,1,,
E4591N2761-1,poly vulg vulg,hl,+,,
E4591N2761-1,popu trem,hl,+,,
E4591N2761-1,pote erec,hl,+,,
E4591N2761-1,ranu nemo,hl,+,,
E4591N2761-1,rhin mino,hl,+,cf.,
E4591N2761-1,rume acet osa,hl,+,,
E4591N2761-1,sali capr,hl,r,cf.,
E4591N2761-1,scor humi,hl,2a,,
E4591N2761-1,succ prat,hl,1,,
E4591N2761-1,thym pule pule,hl,+,,
E4591N2761-1,trif medi medi,hl,+,,
E4591N2761-1,trif prat prat,hl,+,,
E4591N2761-1,vacc myrt,hl,+,,
E4591N2761-1,viol cani slat,hl,r,,
E4594N2768-1,achi mill aggr,hl,1,,
E4594N2768-1,agro capi,hl,1,,
E4594N2768-1,arrh elat,hl,2a,,
E4594N2768-1,aven flex flex,hl,+,,
E4594N2768-1,briz medi,hl,1,,
E4594N2768-1,cala epig,hl,+,,
E4594N2768-1,call vulg,hl,+,,
E4594N2768-1,camp rotu,hl,1,,
E4594N2768-1,care cary,hl,1,,
E4594N2768-1,care lepo,hl,r,,
E4594N2768-1,care pilu pilu,hl,+,,
E4594N2768-1,carp betu,hl,+,,
E4594N2768-1,cent jace jace,hl,1,,
E4594N2768-1,cera arve slat,hl,+,,
E4594N2768-1,cham hirs slat,hl,+,,
E4594N2768-1,dact glom glom,hl,+,,
E4594N2768-1,dant decu decu,hl,2b,,
E4594N2768-1,dauc caro caro,hl,r,, | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27
E4594N2768-1,dian delt,hl,2m,,
E4594N2768-1,fest nigr cens,hl,2b,,
E4594N2768-1,fran alnu,hl,+,,
E4594N2768-1,gali pumi,hl,+,,
E4594N2768-1,hier pilo ella,hl,r,,
E4594N2768-1,hier saba,hl,r,cf.,
E4594N2768-1,holc lana,hl,+,,
E4594N2768-1,holc moll,hl,+,,
E4594N2768-1,hype perf,hl,+,,
E4594N2768-1,knau arve arve,hl,+,,
E4594N2768-1,leon hisp slat,hl,2b,,
E4594N2768-1,leuc vulg aggr,hl,+,,
E4594N2768-1,lotu corn slat,hl,+,,
E4594N2768-1,luzu camp,hl,+,,
E4594N2768-1,mela sylv,hl,+,,
E4594N2768-1,nard stri,hl,2a,,
E4594N2768-1,pimp saxi saxi,hl,+,,
E4594N2768-1,plan lanc,hl,+,,
E4594N2768-1,poly vulg vulg,hl,+,,
E4594N2768-1,pote erec,hl,+,,
E4594N2768-1,quer robu,hl,+,,
E4594N2768-1,ranu acri acri,hl,+,,
E4594N2768-1,rubu frut aggr,hl,+,,
E4594N2768-1,rume acet ella,hl,+,,
E4594N2768-1,rume acet osa,hl,+,,
E4594N2768-1,sang offi,hl,+,,
E4594N2768-1,teuc scor onia,hl,+,,
E4594N2768-1,thym pule pule,hl,3,,
E4594N2768-1,trif prat prat,hl,+,,
E4594N2768-1,trif repe repe,hl,+,,
E4594N2768-1,vero cham cham,hl,+,,
E4598N2717-1,agro rupe rupe,hl,+,,
E4598N2717-1,alch anis,hl,+,,
E4598N2717-1,alch spec ies,hl,+,,
E4598N2717-1,anth alpi,hl,1,,
E4598N2717-1,arni mont,hl,r,,
E4598N2717-1,briz medi,hl,+,,
E4598N2717-1,cala vill,hl,+,,
E4598N2717-1,camp sche,hl,+,,
E4598N2717-1,care ferr,hl,1,,
E4598N2717-1,care orni elon,hl,1,,
E4598N2717-1,care semp semp,hl,+,,
E4598N2717-1,cera holo,hl,+,,
E4598N2717-1,crep aure aure,hl,+,,
E4598N2717-1,desc cesp,hl,2a,,
E4598N2717-1,euph offi pict,hl,+,,
E4598N2717-1,fest rupi rina,hl,+,,
E4598N2717-1,gali anis,hl,+,,
E4598N2717-1,gali nori,hl,+,,
E4598N2717-1,geum mont,hl,2a,,
E4598N2717-1,homo alpi,hl,+,,
E4598N2717-1,homo disc,hl,+,,
E4598N2717-1,leon hisp slat,hl,2b,,
E4598N2717-1,lotu corn slat,hl,+,,
E4598N2717-1,luzu camp,hl,1,,
E4598N2717-1,mute adon,hl,+,,
E4598N2717-1,nard stri,hl,3,,
E4598N2717-1,pers bist,hl,+,,
E4598N2717-1,phle comm,hl,+,,
E4598N2717-1,pinu mugo,hl,r,,
E4598N2717-1,poa alpi,hl,+,,
E4598N2717-1,poly alpe alpe,hl,+,,
E4598N2717-1,pote aure,hl,+,,
E4598N2717-1,pote erec,hl,+,,
E4598N2717-1,sali retu,hl,+,,
E4598N2717-1,scor helv,hl,1,,
E4598N2717-1,sela sela,hl,+,,
E4598N2717-1,sesl caer,hl,+,,
E4598N2717-1,soli virg virg,hl,+,,
E4598N2717-1,trif prat niva,hl,+,,
E4598N2717-1,vacc gaul,hl,2a,,
E4598N2717-1,vacc myrt,hl,1,,
E4598N2717-1,vera albu slat,hl,r,,
E4598N2717-1,will stip stip,hl,+,,
E4602N2817-1,achi mill aggr,hl,+,,
E4602N2817-1,agro capi,hl,+,,
E4602N2817-1,anth odor,hl,+,,
E4602N2817-1,aven flex flex,hl,+,,
E4602N2817-1,beto offi offi,hl,+,,
E4602N2817-1,briz medi,hl,+,,
E4602N2817-1,call vulg,hl,r,,
E4602N2817-1,camp rotu,hl,+,,
E4602N2817-1,care pall,hl,+,,
E4602N2817-1,care pilo,hl,+,,
E4602N2817-1,care pilu pilu,hl,2b,,
E4602N2817-1,dant decu decu,hl,3,,
E4602N2817-1,dian delt,hl,+,,
E4602N2817-1,gali pumi,hl,+,,
E4602N2817-1,hier pilo ella,hl,2b,,
E4602N2817-1,hier umbe,hl,r,,
E4602N2817-1,hype humi,hl,r,,
E4602N2817-1,hypo radi,hl,+,,
E4602N2817-1,leon hisp slat,hl,+,,
E4602N2817-1,leuc vulg,hl,+,,
E4602N2817-1,luzu camp,hl,+,,
E4602N2817-1,nard stri,hl,2a,,
E4602N2817-1,pimp saxi saxi,hl,+,,
E4602N2817-1,plan lanc,hl,+,,
E4602N2817-1,poly vulg vulg,hl,+,,
E4602N2817-1,pote erec,hl,+,,
E4602N2817-1,quer robu,hl,r,,
E4602N2817-1,rume acet ella,hl,+,,
E4602N2817-1,scor autu,hl,+,,
E4602N2817-1,soli virg virg,hl,r,,
E4602N2817-1,thym pule pule,hl,1,,
E4602N2817-1,trif prat prat,hl,+,,
E4602N2817-1,vero cham cham,hl,+,,
E4602N2817-1,vero offi,hl,+,,
E4606N2751-1,achi mill aggr,hl,+,,
E4606N2751-1,agro capi,hl,2a,,
E4606N2751-1,alch spec ies,hl,+,,
E4606N2751-1,anth odor,hl,1,,
E4606N2751-1,briz medi,hl,+,,
E4606N2751-1,care flac,hl,+,,
E4606N2751-1,care lepo,hl,1,,
E4606N2751-1,care orni orni,hl,+,,
E4606N2751-1,care pall,hl,1,,
E4606N2751-1,care pilu pilu,hl,+,,
E4606N2751-1,cent jace jace,hl,+,,
E4606N2751-1,cirs palu,hl,r,,
E4606N2751-1,cyno cris,hl,1,,
E4606N2751-1,dact glom glom,hl,1,,
E4606N2751-1,euph offi rost,hl,+,,
E4606N2751-1,fest nigr cens,hl,+,,
E4606N2751-1,fest prat prat,hl,+,,
E4606N2751-1,frag vesc,hl,+,,
E4606N2751-1,gale pube pube,hl,+,,
E4606N2751-1,gali albu,hl,+,,
E4606N2751-1,gnap sylv,hl,r,,
E4606N2751-1,hier lact,hl,+,,
E4606N2751-1,hier pilo ella,hl,2a,,
E4606N2751-1,hier schu,hl,r,,
E4606N2751-1,hype macu,hl,+,,
E4606N2751-1,hypo radi,hl,+,,
E4606N2751-1,junc effu,hl,+,,
E4606N2751-1,leuc ircu,hl,+,,
E4606N2751-1,luzu camp,hl,+,,
E4606N2751-1,luzu mult,hl,+,,
E4606N2751-1,nard stri,hl,3,,
E4606N2751-1,pimp majo majo,hl,+,,
E4606N2751-1,plan lanc,hl,1,,
E4606N2751-1,plan majo majo,hl,+,,
E4606N2751-1,plat bifo,hl,r,,
E4606N2751-1,poly vulg vulg,hl,r,,
E4606N2751-1,pote erec,hl,+,,
E4606N2751-1,prun vulg,hl,+,,
E4606N2751-1,ranu acri acri,hl,1,,
E4606N2751-1,rhin mino,hl,+,,
E4606N2751-1,rume acet ella,hl,1,,
E4606N2751-1,rume acet osa,hl,+,,
E4606N2751-1,scor autu,hl,+,,
E4606N2751-1,stel gram,hl,+,,
E4606N2751-1,thym pule pule,hl,1,,
E4606N2751-1,trif prat prat,hl,+,,
E4606N2751-1,trif repe repe,hl,+,,
E4606N2751-1,vera albu slat,hl,r,,
E4606N2751-1,vero cham cham,hl,2a,,
E4612N2764-1,abie alba,hl,+,,
E4612N2764-1,achi mill aggr,hl,+,,
E4612N2764-1,agro capi,hl,1,,
E4612N2764-1,ajug rept,hl,+,,
E4612N2764-1,anth odor,hl,1,,
E4612N2764-1,arni mont,hl,r,,
E4612N2764-1,beto offi offi,hl,2a,,
E4612N2764-1,briz medi,hl,1,,
E4612N2764-1,call vulg,hl,+,,
E4612N2764-1,camp patu,hl,+,,
E4612N2764-1,care flac,hl,1,,
E4612N2764-1,care pall,hl,1,,
E4612N2764-1,care pilu pilu,hl,2b,,
E4612N2764-1,carl acau acau,hl,+,,
E4612N2764-1,cent jace jace,hl,+,,
E4612N2764-1,cyno cris,hl,1,,
E4612N2764-1,dact glom glom,hl,+,,
E4612N2764-1,dant decu decu,hl,2a,,
E4612N2764-1,equi arve,hl,r,,
E4612N2764-1,fest nigr cens,hl,+,,
E4612N2764-1,fest prat prat,hl,+,,
E4612N2764-1,frax exce,hl,r,,
E4612N2764-1,gali pumi,hl,+,,
E4612N2764-1,gali veru,hl,r,,
E4612N2764-1,hier schu,hl,+,,
E4612N2764-1,hier umbe,hl,+,,
E4612N2764-1,holc lana,hl,1,,
E4612N2764-1,holc moll,hl,+,,
E4612N2764-1,homa pube pube,hl,+,,
E4612N2764-1,hypo radi,hl,+,,
E4612N2764-1,junc effu,hl,r,,
E4612N2764-1,knau arve arve,hl,+,,
E4612N2764-1,leon hisp slat,hl,1,,
E4612N2764-1,lotu corn slat,hl,+,,
E4612N2764-1,luzu mult,hl,+,,
E4612N2764-1,moli caer aggr,hl,3,,
E4612N2764-1,nard stri,hl,3,,
E4612N2764-1,pice abie,hl,1,,
E4612N2764-1,pimp majo majo,hl,+,,
E4612N2764-1,plan lanc,hl,1,,
E4612N2764-1,poly vulg vulg,hl,+,,
E4612N2764-1,pote erec,hl,1,,
E4612N2764-1,prun vulg,hl,1,,
E4612N2764-1,ranu acri acri,hl,+,,
E4612N2764-1,ranu nemo,hl,1,,
E4612N2764-1,sang mino mino,hl,r,,
E4612N2764-1,scor humi,hl,+,,
E4612N2764-1,stel gram,hl,+,,
E4612N2764-1,succ prat,hl,r,,
E4612N2764-1,thym pule pule,hl,+,,
E4612N2764-1,trif medi medi,hl,1,,
E4612N2764-1,trif prat prat,hl,+,,
E4612N2764-1,trif repe repe,hl,+,,
E4612N2764-1,vero cham cham,hl,+,,
E4612N2764-1,vero offi,hl,1,,
E4618N2751-1,alch spec ies,hl,+,,
E4618N2751-1,anth alpi,hl,2a,,
E4618N2751-1,arni mont,hl,+,,
E4618N2751-1,aven flex flex,hl,+,,
E4618N2751-1,briz medi,hl,1,,
E4618N2751-1,cala vill,hl,+,,
E4618N2751-1,care nigr,hl,r,,
E4618N2751-1,care pall,hl,1,,
E4618N2751-1,desc cesp,hl,1,,
E4618N2751-1,homo alpi,hl,+,,
E4618N2751-1,lotu corn slat,hl,+,,
E4618N2751-1,luzu mult,hl,+,,
E4618N2751-1,luzu sylv sylv,hl,+,,
E4618N2751-1,mute adon,hl,r,,
E4618N2751-1,nard stri,hl,5,,
E4618N2751-1,pers vivi,hl,+,,
E4618N2751-1,pote aure,hl,+,,
E4618N2751-1,pote erec,hl,2m,,
E4618N2751-1,pseu albi albi,hl,r,,
E4618N2751-1,ranu nemo,hl,+,,
E4618N2751-1,ranu plat,hl,r,,
E4618N2751-1,rume alpe,hl,+,,
E4618N2751-1,soli virg virg,hl,+,,
E4618N2751-1,vacc myrt,hl,1,,
E4618N2751-1,vera albu slat,hl,3,,
E4618N2751-1,vero cham cham,hl,+,,
E4618N2751-1,will stip stip,hl,+,,
E4621N2748-1,achi mill aggr,hl,+,,
E4621N2748-1,agro capi,hl,1,,
E4621N2748-1,alch spec ies,hl,1,,
E4621N2748-1,anth odor,hl,1,,
E4621N2748-1,briz medi,hl,1,,
E4621N2748-1,care cary,hl,+,,
E4621N2748-1,care flac,hl,1,,
E4621N2748-1,care mont,hl,1,,
E4621N2748-1,care pall,hl,2a,,
E4621N2748-1,care sylv,hl,+,,
E4621N2748-1,carl acau acau,hl,r,,
E4621N2748-1,caru carv,hl,+,,
E4621N2748-1,cent jace jace,hl,+,,
E4621N2748-1,cera holo,hl,+,,
E4621N2748-1,cirs palu,hl,+,,
E4621N2748-1,cyno cris,hl,2b,,
E4621N2748-1,dact glom glom,hl,1,,
E4621N2748-1,dant decu decu,hl,1,,
E4621N2748-1,euph offi rost,hl,+,,
E4621N2748-1,fest nigr cens,hl,1,,
E4621N2748-1,fest prat prat,hl,1,,
E4621N2748-1,gali anis,hl,+,,
E4621N2748-1,gent vern vern,hl,r,,
E4621N2748-1,hier pilo ella,hl,2a,,
E4621N2748-1,koel pyra pyra,hl,+,,
E4621N2748-1,lath prat prat,hl,+,,
E4621N2748-1,leon hisp slat,hl,1,,
E4621N2748-1,linu cath,hl,+,,
E4621N2748-1,lotu corn slat,hl,+,,
E4621N2748-1,luzu mult,hl,+,,
E4621N2748-1,nard stri,hl,3,,
E4621N2748-1,plan lanc,hl,2b,,
E4621N2748-1,plan majo majo,hl,r,,
E4621N2748-1,plan medi,hl,1,,
E4621N2748-1,poly amar ella,hl,+,,
E4621N2748-1,pote erec,hl,+,,
E4621N2748-1,prun vulg,hl,+,,
E4621N2748-1,ranu acri acri,hl,+,,
E4621N2748-1,soli virg virg,hl,r,,
E4621N2748-1,stel gram,hl,+,,
E4621N2748-1,thym prae poly,hl,+,,
E4621N2748-1,trif badi,hl,+,cf.,
E4621N2748-1,trif prat prat,hl,+,,
E4621N2748-1,vero cham cham,hl,+,,
E4621N2748-1,vero offi,hl,+,,
E4622N2751-1,achi mill aggr,hl,+,,
E4622N2751-1,acon taur taur,hl,r,,
E4622N2751-1,agro capi,hl,1,,
E4622N2751-1,alch spec ies,hl,2a,,
E4622N2751-1,anth odor,hl,1,,
E4622N2751-1,briz medi,hl,1,,
E4622N2751-1,camp sche,hl,+,,
E4622N2751-1,care cary,hl,+,,
E4622N2751-1,care flac,hl,1,,
E4622N2751-1,care pall,hl,1,,
E4622N2751-1,care semp semp,hl,+,,
E4622N2751-1,care sylv,hl,+,,
E4622N2751-1,carl acau acau,hl,+,,
E4622N2751-1,cent jace jace,hl,+,,
E4622N2751-1,cera holo,hl,+,,
E4622N2751-1,chae hirs,hl,+,,
E4622N2751-1,cyno cris,hl,1,,
E4622N2751-1,dact glom glom,hl,+,,
E4622N2751-1,desc cesp,hl,1,,
E4622N2751-1,fest nigr cens,hl,2a,,
E4622N2751-1,fest rubr slat,hl,+,,
E4622N2751-1,frag vesc,hl,+,,
E4622N2751-1,gali anis,hl,+,,
E4622N2751-1,gent aspe,hl,r,,
E4622N2751-1,gent pann,hl,+,,
E4622N2751-1,heli numm glab,hl,+,,
E4622N2751-1,hier lach,hl,+,,
E4622N2751-1,hier lact,hl,+,,
E4622N2751-1,hier pilo ella,hl,+,,
E4622N2751-1,hier schu,hl,+,,
E4622N2751-1,homo alpi,hl,+,,
E4622N2751-1,hype macu,hl,1,,
E4622N2751-1,luzu mult,hl,+,,
E4622N2751-1,luzu sylv sylv,hl,1,,
E4622N2751-1,nard stri,hl,4,,
E4622N2751-1,pers vivi,hl,+,,
E4622N2751-1,phyt orbi,hl,+,,
E4622N2751-1,pice abie,hl,+,,
E4622N2751-1,pimp majo majo,hl,+,,
E4622N2751-1,plan lanc,hl,+,,
E4622N2751-1,plan medi,hl,+,,
E4622N2751-1,poa annu,hl,1,,
E4622N2751-1,pote aure,hl,1,,
E4622N2751-1,pote erec,hl,+,,
E4622N2751-1,ranu acri acri,hl,+,,
E4622N2751-1,ranu nemo,hl,+,,
E4622N2751-1,ranu repe,hl,+,,
E4622N2751-1,rume alpe,hl,+,,
E4622N2751-1,sali retu,hl,+,,
E4622N2751-1,sela sela,hl,+,,
E4622N2751-1,sold alpi,hl,+,,
E4622N2751-1,soli virg virg,hl,+,,
E4622N2751-1,stel gram,hl,+,,
E4622N2751-1,teph cris,hl,+,,
E4622N2751-1,thel limb,hl,r,,
E4622N2751-1,thym prae poly,hl,+,,
E4622N2751-1,thym pule pule,hl,+,,
E4622N2751-1,trif prat prat,hl,+,,
E4622N2751-1,trif repe repe,hl,+,,
E4622N2751-1,vacc myrt,hl,+,,
E4622N2751-1,vero cham cham,hl,+,,
E4622N2751-1,vero offi,hl,+,,
E4622N2751-1,will stip stip,hl,1,,
E4624N2824-1,achi mill aggr,hl,+,,
E4624N2824-1,agro capi,hl,1,,
E4624N2824-1,ajug rept,hl,+,,
E4624N2824-1,alch spec ies,hl,+,,
E4624N2824-1,ange sylv sylv,hl,+,,
E4624N2824-1,anth odor,hl,+,,
E4624N2824-1,briz medi,hl,1,,
E4624N2824-1,camp patu,hl,+,,
E4624N2824-1,care briz,hl,2a,,
E4624N2824-1,care elat,hl,r,,
E4624N2824-1,care hirt,hl,+,,
E4624N2824-1,care nigr,hl,+,,
E4624N2824-1,care pani,hl,+,,
E4624N2824-1,care pilu pilu,hl,+,,
E4624N2824-1,dant decu decu,hl,1,,
E4624N2824-1,equi arve,hl,+,,
E4624N2824-1,fest rubr slat,hl,+,,
E4624N2824-1,fili ulma,hl,+,,
E4624N2824-1,gali pumi,hl,+,,
E4624N2824-1,gali ulig,hl,+,,
E4624N2824-1,hier lact,hl,+,,
E4624N2824-1,hier pilo ella,hl,+,,
E4624N2824-1,hypo radi,hl,+,,
E4624N2824-1,junc effu,hl,+,,
E4624N2824-1,luzu mult,hl,+,,
E4624N2824-1,lych flos cucu,hl,+,,
E4624N2824-1,lysi vulg,hl,1,,
E4624N2824-1,lyth sali,hl,+,,
E4624N2824-1,moli caer aggr,hl,3,,
E4624N2824-1,nard stri,hl,2b,,
E4624N2824-1,pers bist,hl,+,,
E4624N2824-1,pimp majo majo,hl,+,,
E4624N2824-1,plan lanc,hl,1,,
E4624N2824-1,popu trem,hl,r,,
E4624N2824-1,prun vulg,hl,+,,
E4624N2824-1,ranu acri acri,hl,+,,
E4624N2824-1,rume acet osa,hl,+,,
E4624N2824-1,sali cine,hl,+,,
E4624N2824-1,scir sylv,hl,1,,
E4624N2824-1,scor humi,hl,2a,,
E4624N2824-1,succ prat,hl,1,,
E4624N2824-1,trif prat prat,hl,+,,
E4624N2824-1,trif repe repe,hl,+,,
E4624N2824-1,vero cham cham,hl,+,,
E4624N2824-1,vici crac,hl,+,,
E4625N2725-1,achi mill aggr,hl,+,,
E4625N2725-1,agro capi,hl,1,,
E4625N2725-1,alch spec ies,hl,2a,,
E4625N2725-1,anth odor,hl,1,,
E4625N2725-1,briz medi,hl,1,,
E4625N2725-1,camp sche,hl,+,,
E4625N2725-1,care cary,hl,+,,
E4625N2725-1,care flac,hl,1,,
E4625N2725-1,care pall,hl,+,,
E4625N2725-1,care pani,hl,+,,
E4625N2725-1,care pilu pilu,hl,+,,
E4625N2725-1,care sylv,hl,+,,
E4625N2725-1,carl acau acau,hl,+,,
E4625N2725-1,cent jace jace,hl,+,,
E4625N2725-1,cirs palu,hl,r,,
E4625N2725-1,cyno cris,hl,+,,
E4625N2725-1,dact glom glom,hl,+,,
E4625N2725-1,dant decu decu,hl,1,,
E4625N2725-1,euph offi rost,hl,+,,
E4625N2725-1,fest prat prat,hl,+,,
E4625N2725-1,fest rubr slat,hl,+,,
E4625N2725-1,gali pumi,hl,+,cf.,
E4625N2725-1,heli numm glab,hl,1,,
E4625N2725-1,hier pilo ella,hl,+,,
E4625N2725-1,homa pube pube,hl,+,,
E4625N2725-1,knau arve arve,hl,+,,
E4625N2725-1,leon hisp slat,hl,2a,,
E4625N2725-1,leuc vulg aggr,hl,+,,
E4625N2725-1,lotu corn slat,hl,+,,
E4625N2725-1,nard stri,hl,4,,
E4625N2725-1,pers bist,hl,+,,
E4625N2725-1,phyt orbi,hl,+,,
E4625N2725-1,pice abie,hl,1,,
E4625N2725-1,pimp majo majo,hl,+,,
E4625N2725-1,pimp saxi saxi,hl,+,,
E4625N2725-1,plan lanc,hl,1,,
E4625N2725-1,plan medi,hl,1,,
E4625N2725-1,poa prat,hl,+,,
E4625N2725-1,poly vulg vulg,hl,+,,
E4625N2725-1,pote aure,hl,+,,
E4625N2725-1,pote erec,hl,+,,
E4625N2725-1,prun vulg,hl,1,,
E4625N2725-1,ranu nemo,hl,+,,
E4625N2725-1,soli virg virg,hl,+,,
E4625N2725-1,thym pule pule,hl,2a,,
E4625N2725-1,trif medi medi,hl,1,,
E4625N2725-1,trif prat prat,hl,+,,
E4625N2725-1,tris flav flav,hl,r,,
E4625N2725-1,vacc myrt,hl,+,,
E4625N2725-1,vero offi,hl,+,,
E4630N2768-1,achi mill aggr,hl,1,,
E4630N2768-1,agro capi,hl,1,,
E4630N2768-1,alch spec ies,hl,+,,
E4630N2768-1,anth odor,hl,+,,
E4630N2768-1,beto offi offi,hl,+,,
E4630N2768-1,briz medi,hl,1,,
E4630N2768-1,camp patu,hl,+,,
E4630N2768-1,camp rotu,hl,+,,
E4630N2768-1,care flac,hl,1,,
E4630N2768-1,care mont,hl,+,,
E4630N2768-1,care pall,hl,1,,
E4630N2768-1,care pilu pilu,hl,+,,
E4630N2768-1,care sylv,hl,+,,
E4630N2768-1,cent jace jace,hl,1,,
E4630N2768-1,cirs palu,hl,+,,
E4630N2768-1,cyno cris,hl,1,,
E4630N2768-1,dact glom glom,hl,1,,
E4630N2768-1,dant decu decu,hl,r,,
E4630N2768-1,dauc caro caro,hl,+,, | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27
E4630N2768-1,equi arve,hl,+,,
E4630N2768-1,fest nigr cens,hl,2a,,
E4630N2768-1,fest prat prat,hl,+,,
E4630N2768-1,frag mosc,hl,+,,
E4630N2768-1,gali pumi,hl,+,,
E4630N2768-1,gali veru,hl,+,,
E4630N2768-1,hier lact,hl,+,,
E4630N2768-1,holc lana,hl,+,,
E4630N2768-1,hype macu,hl,+,,
E4630N2768-1,junc effu,hl,+,,
E4630N2768-1,knau arve arve,hl,+,,
E4630N2768-1,lath prat prat,hl,+,,
E4630N2768-1,leon hisp slat,hl,+,,
E4630N2768-1,lotu corn slat,hl,+,,
E4630N2768-1,luzu mult,hl,+,,
E4630N2768-1,moli caer aggr,hl,1,,
E4630N2768-1,nard stri,hl,2b,,
E4630N2768-1,phle prat,hl,+,,
E4630N2768-1,pimp majo majo,hl,+,,
E4630N2768-1,plan lanc,hl,1,,
E4630N2768-1,poly vulg vulg,hl,r,,
E4630N2768-1,pote erec,hl,+,,
E4630N2768-1,prun vulg,hl,1,,
E4630N2768-1,ranu acri acri,hl,+,,
E4630N2768-1,ranu nemo,hl,+,,
E4630N2768-1,rham cath,hl,r,,
E4630N2768-1,rume acet osa,hl,r,,
E4630N2768-1,soli virg virg,hl,+,,
E4630N2768-1,succ prat,hl,+,,
E4630N2768-1,thym pule pule,hl,+,,
E4630N2768-1,trif medi medi,hl,1,,
E4630N2768-1,trif prat prat,hl,+,,
E4630N2768-1,trif repe repe,hl,+,,
E4630N2768-1,tris flav flav,hl,+,,
E4630N2768-1,tuss farf,hl,+,,
E4630N2768-1,vero cham cham,hl,+,,
E4630N2768-1,vero offi,hl,+,,
E4630N2768-1,vici crac,hl,+,voucher, cf. V. tetrasperma,
E4642N2736-1,achi mill aggr,hl,+,,
E4642N2736-1,agro capi,hl,1,,
E4642N2736-1,ante dioi,hl,+,,
E4642N2736-1,anth alpi,hl,1,,
E4642N2736-1,arni mont,hl,1,,
E4642N2736-1,aven flex flex,hl,+,,
E4642N2736-1,briz medi,hl,1,,
E4642N2736-1,call vulg,hl,r,,
E4642N2736-1,camp sche,hl,+,,
E4642N2736-1,care nigr,hl,+,,
E4642N2736-1,care pall,hl,1,,
E4642N2736-1,care pilu pilu,hl,+,,
E4642N2736-1,carl acau acau,hl,+,,
E4642N2736-1,desc cesp,hl,+,,
E4642N2736-1,gnap sylv,hl,+,,
E4642N2736-1,hier lach,hl,+,,
E4642N2736-1,hier lact,hl,+,,
E4642N2736-1,hier laev,hl,+,,
E4642N2736-1,hier pilo ella,hl,+,,
E4642N2736-1,homo alpi,hl,+,,
E4642N2736-1,hype mont,hl,+,,
E4642N2736-1,juni comm nana,hl,2a,,
E4642N2736-1,lari deci deci,hl,r,,
E4642N2736-1,lotu corn slat,hl,+,,
E4642N2736-1,luzu camp,hl,+,,
E4642N2736-1,mute adon,hl,+,,
E4642N2736-1,nard stri,hl,5,,
E4642N2736-1,phle comm,hl,1,,
E4642N2736-1,pote aure,hl,+,,
E4642N2736-1,pote erec,hl,1,,
E4642N2736-1,scor helv,hl,+,,
E4642N2736-1,soli virg virg,hl,1,,
E4642N2736-1,trif prat prat,hl,+,,
E4642N2736-1,vacc myrt,hl,+,,
E4642N2736-1,vacc viti,hl,+,,
E4642N2736-1,vero offi,hl,+,,
E4642N2736-2,achi mill aggr,hl,+,,
E4642N2736-2,agro capi,hl,1,,
E4642N2736-2,alch anis,hl,+,,
E4642N2736-2,alch spec ies,hl,1,,
E4642N2736-2,anth alpi,hl,+,,
E4642N2736-2,arni mont,hl,+,,
E4642N2736-2,aven flex flex,hl,+,,
E4642N2736-2,bell mich,hl,+,,
E4642N2736-2,briz medi,hl,+,,
E4642N2736-2,camp sche,hl,+,,
E4642N2736-2,care echi,hl,+,,
E4642N2736-2,care flac,hl,1,,
E4642N2736-2,care flav aggr,hl,1,,
E4642N2736-2,care nigr,hl,+,,
E4642N2736-2,care pall,hl,+,,
E4642N2736-2,care pilu pilu,hl,1,,
E4642N2736-2,cera holo,hl,+,,
E4642N2736-2,dact macu slat,hl,+,,
E4642N2736-2,desc cesp,hl,1,,
E4642N2736-2,euph offi rost,hl,+,,
E4642N2736-2,euph sali,hl,+,,
E4642N2736-2,fest rubr slat,hl,1,,
E4642N2736-2,gali anis,hl,+,,
E4642N2736-2,gent vern vern,hl,+,,
E4642N2736-2,heli numm glab,hl,+,,
E4642N2736-2,hera aust aust,hl,+,,
E4642N2736-2,hier pilo ella,hl,+,,
E4642N2736-2,homo alpi,hl,1,,
E4642N2736-2,homo disc,hl,+,,
E4642N2736-2,hype macu,hl,+,,
E4642N2736-2,junc effu,hl,+,,
E4642N2736-2,leon hisp slat,hl,1,,
E4642N2736-2,leuc atra,hl,r,,
E4642N2736-2,lotu corn slat,hl,+,,
E4642N2736-2,luzu alpi na,hl,+,voucher,
E4642N2736-2,luzu camp,hl,1,voucher, cf. L. multiflora,
E4642N2736-2,mute adon,hl,+,,
E4642N2736-2,nard stri,hl,3,,
E4642N2736-2,pers vivi,hl,+,,
E4642N2736-2,phle comm,hl,+,,
E4642N2736-2,phyt orbi,hl,+,,
E4642N2736-2,poa alpi,hl,+,,
E4642N2736-2,poa prat,hl,+,,
E4642N2736-2,pote aure,hl,+,,
E4642N2736-2,pote erec,hl,+,,
E4642N2736-2,prun vulg,hl,+,,
E4642N2736-2,ranu nemo,hl,+,,
E4642N2736-2,sela sela,hl,+,,
E4642N2736-2,sene suba,hl,+,,
E4642N2736-2,sold alpi,hl,+,,
E4642N2736-2,tara cucu,hl,+,cf.,
E4642N2736-2,thym prae poly,hl,+,,
E4642N2736-2,trif prat prat,hl,+,,
