plot;abbr;layer;cov;comment;determined;history
Morton1947:1159;medi lupu;hl;1;;;
Morton1947:1159;orig vulg;hl;2;;;
Morton1947:1159;rhin glac;hl;3;Rhinanthus angustifolius;;
Morton1947:1159;salv vert;hl;2;;;
Morton1947:1159;sang offi;hl;1;;;
Morton1947:1159;sile nuta nuta;hl;1;;;
Morton1947:1159;sile vulg vulg;hl;1;Silene inflata;;
Morton1947:1159;teuc mont;hl;1;;;
Morton1947:1159;thal minu slat;hl;1;;;
Morton1947:1159;vinc hiru;hl;1;Cynanchum laxum;;
Morton1947:1170a;alli lusi;hl;2;;;
Morton1947:1170a;aspl ruta;hl;2;;;
Morton1947:1170a;camp trac;hl;1;;;
Morton1947:1170a;card defl viri;hl;1;Carduus glaucus-defloratus;;
Morton1947:1170a;corn sang slat;hl;1;;;
Morton1947:1170a;cycl purp;hl;1;;;
Morton1947:1170a;euon lati;hl;1;;;
Morton1947:1170a;euph cypa;hl;1;;;
Morton1947:1170a;fran alnu;hl;1;;;
Morton1947:1170a;gali trun;hl;1;;;
Morton1947:1170a;glob cord;hl;3;;;
Morton1947:1170a;hell nige;hl;1;;;
Morton1947:1170a;hipp como;hl;1;;;
Morton1947:1170a;juni sabi;hl;4;;;
Morton1947:1170a;lase lati lati;hl;1;;;
Morton1947:1170a;ligu vulg;hl;1;;;
Morton1947:1170a;meli cili;hl;3;;;
Morton1947:1170a;orig vulg;hl;2;;;
Morton1947:1170a;poly odor;hl;2;;;
Morton1947:1170a;pote caul;hl;2;;;
Morton1947:1170a;rham cath;hl;1;;;
Morton1947:1170a;rham pumi;hl;1;;;
Morton1947:1170a;sedu albu;hl;2;;;
Morton1947:1170a;teuc mont;hl;2;;;
Morton1947:1170a;vibu lant;hl;1;;;
Morton1947:453;achi mill aggr;hl;1;;;
Morton1947:453;alli lusi;hl;2;;;
Morton1947:453;anth ramo;hl;1;;;
Morton1947:453;arab aren;hl;1;;;
Morton1947:453;aspl ruta;hl;1;;;
Morton1947:453;aspl tric slat;hl;1;;;
Morton1947:453;berb vulg;sl;1;;;
Morton1947:453;buph sali;hl;3;;;
Morton1947:453;camp rotu;hl;1;;;
Morton1947:453;camp trac;hl;1;;;
Morton1947:453;card defl viri;hl;1;;;
Morton1947:453;clin acin;hl;1;Saturea alpina;;
Morton1947:453;clin gran;hl;2;Calamintha nepetoides;;
Morton1947:453;dian cart cart;hl;1;Dianthus carthusianorum;;
Morton1947:453;digi gran;hl;1;;;
Morton1947:453;echi vulg;hl;1;;;
Morton1947:453;epip hell slat;hl;1;;;
Morton1947:453;erig acri slat;hl;1;;;
Morton1947:453;erys sylv;hl;1;;;
Morton1947:453;euph cypa;hl;1;;;
Morton1947:453;euph sali;hl;2;;;
Morton1947:453;frag vesc;hl;1;;;
Morton1947:453;gali moll aggr;hl;1;Galium erectum;;
Morton1947:453;glob cord;hl;3;;;
Morton1947:453;hell nige;hl;1;;;
Morton1947:453;hier pilo ella;hl;1;;;
Morton1947:453;jovi glob hirt;hl;3;Sempervivum hirtum;;
Morton1947:453;juni comm comm;hl;1;;;
Morton1947:453;juni sabi;hl;1;;;
Morton1947:453;leon hisp slat;hl;1;;;
Morton1947:453;lina vulg;hl;1;;;
Morton1947:453;medi lupu;hl;1;;;
Morton1947:453;meli cili;hl;1;;;
Morton1947:453;orig vulg;hl;4;;;
Morton1947:453;pice abie;sl;2;;;
Morton1947:453;pice abie;tl1;1;;;
Morton1947:453;poly cham;hl;1;;;
Morton1947:453;pote caul;hl;1;;;
Morton1947:453;salv glut;hl;1;;;
Morton1947:453;salv vert;hl;1;;;
Morton1947:453;scab colu;hl;1;;;
Morton1947:453;sedu albu;hl;2;;;
Morton1947:453;sesl caer;hl;4;;;
Morton1947:453;sile nuta nuta;hl;1;;;
Morton1947:453;stac rect rect;hl;1;;;
Morton1947:453;teuc cham;hl;1;;;
Morton1947:453;teuc mont;hl;1;;;
Morton1947:453;vacc viti;hl;1;;;
Morton1947:453;verb chai aust;hl;1;;;
Morton1947:453;vinc hiru;hl;1;;;
Morton1947:453a;alli lusi;hl;2;;;
Morton1947:453a;aspl tric slat;hl;1;;;
Morton1947:453a;buph sali;hl;1;;;
Morton1947:453a;erig acri slat;hl;1;;;
Morton1947:453a;gyps repe;hl;1;Helisperma quadrifidum;;
Morton1947:453a;juni sabi;hl;2;;;
Morton1947:453a;salv glut;hl;1;;;
Morton1947:453a;scab colu;hl;1;;;
Morton1947:453a;sesl caer;hl;4;;;
Morton1947:453a;sile nuta nuta;hl;1;;;
Morton1947:453a;vinc hiru;hl;2;;;
Morton1947:456;alnu alno alno;hl;1;;;
Morton1947:456;amel oval;sl;1;;;
Morton1947:456;ante dioi;hl;1;;;
Morton1947:456;aren serp;hl;1;Arenaria serpyllifolia var. viscidula;;
Morton1947:456;berb vulg;hl;1;;;
Morton1947:456;buph sali;hl;1;;;
Morton1947:456;cala vari;hl;3;;;
Morton1947:456;camp coch;hl;1;;;
Morton1947:456;camp rapu rapu;hl;1;;;
Morton1947:456;camp trac;hl;1;;;
Morton1947:456;card defl viri;hl;1;;;
Morton1947:456;care alba;hl;3;;;
Morton1947:456;care flac;hl;3;;;
Morton1947:456;carl vulg vulg;hl;1;Carlina corymbosa;;
Morton1947:456;chlo stat;hl;1;;;
Morton1947:456;clin acin;hl;1;;;
Morton1947:456;eric carn;hl;3;;;
Morton1947:456;euph sali;hl;1;;;
Morton1947:456;gali aust;hl;1;;;
Morton1947:456;gali moll aggr;hl;1;Galium erectum;;
Morton1947:456;glob cord;hl;5;;;
Morton1947:456;gymn robe;hl;1;Nephrodium robertianum;;
Morton1947:456;hell nige;hl;1;;;
Morton1947:456;hier muro;hl;1;;;
Morton1947:456;hipp como;hl;1;;;
Morton1947:456;juni sabi;hl;1;;;
Morton1947:456;lari deci deci;hl;1;;;
Morton1947:456;lari deci deci;sl;1;;;
Morton1947:456;lotu corn slat;hl;1;;;
Morton1947:456;peta para;hl;5;;;
Morton1947:456;pice abie;sl;1;;;
Morton1947:456;pinu mugo;hl;4;;;
Morton1947:456;pinu sylv;sl;1;;;
Morton1947:456;pote erec;hl;1;;;
Morton1947:456;rhod hirs;hl;1;;;
Morton1947:456;rubu saxa;hl;1;;;
Morton1947:456;rume scut;hl;1;;;
Morton1947:456;sali appe;hl;1;Salix grandifolia;;
Morton1947:456;sali glab;hl;1;;;
Morton1947:456;sali purp;hl;1;;;
Morton1947:456;scab luci luci;hl;1;;;
Morton1947:456;sesl caer;hl;1;;;
Morton1947:456;sorb aria;sl;1;;;
Morton1947:456;teuc mont;hl;1;;;
Morton1947:456;thym prae poly;hl;1;Thymus trachelianus;;
Morton1947:456;tofi caly;hl;1;;;
Morton1947:456;vacc viti;hl;1;;;
Morton1947:456;vinc hiru;hl;1;;;
