"plot";"abbr";"layer";"cov";"voucher";"determined";"history"
"wk02a";"sile dioi";"hl";"+";"";"";""
"wk02a";"soli cana";"hl";"2b";"";"";""
"wk02a";"urti dioi dioi";"hl";"4";"";"";""
"wk02a";"vero cham cham";"hl";"1";"";"";""
"wk02a";"alnu inca";"sl";"1";"";"";""
"wk02a";"sali alba";"sl";"+";"";"";""
"wk02a";"carp betu";"tl";"2a";"";"";""
"wk02a";"popu nigr";"tl";"3";"";"";""
"wk02a";"quer robu";"tl";"1";"";"";""
"wk02a";"sali alba";"tl";"3";"";"";""
"wk03a";"aego poda";"hl";"+";"";"";""
"wk03a";"alnu glut";"hl";"+";"";"";""
"wk03a";"alnu inca";"hl";"+";"";"";""
"wk03a";"arct minu";"hl";"+";"";"cf.";""
"wk03a";"card amar aust";"hl";"1";"";"";""
"wk03a";"card pers pers";"hl";"+";"";"";""
"wk03a";"cirs oler";"hl";"+";"";"";""
"wk03a";"clem vita";"hl";"+";"";"";""
"wk03a";"conv maja maja";"hl";"+";"";"";""
"wk03a";"dact glom glom";"hl";"+";"";"";""
"wk03a";"epil parv";"hl";"+";"";"";""
"wk03a";"eupa cann";"hl";"+";"";"";""
"wk03a";"fili ulma";"hl";"+";"";"";""
"wk03a";"frax exce";"hl";"+";"";"";""
"wk03a";"gali albu";"hl";"+";"";"";""
"wk03a";"gali apar";"hl";"+";"";"";""
"wk03a";"hera spho spho";"hl";"+";"";"";""
"wk03a";"loni xylo";"hl";"+";"";"";""
"wk03a";"lyco euro euro";"hl";"+";"";"";""
"wk03a";"lysi vulg";"hl";"+";"";"";""
"wk03a";"ment long";"hl";"+";"";"";""
"wk03a";"myos nemo";"hl";"+";"";"";""
"wk03a";"peta hybr";"hl";"2a";"";"";""
"wk03a";"phal arun";"hl";"3";"";"";""
"wk03a";"poa palu";"hl";"1";"";"cf.";""
"wk03a";"prun padu padu";"hl";"+";"";"";""
"wk03a";"rubu caes";"hl";"1";"";"";""
"wk03a";"rume sang";"hl";"1";"";"";""
"wk03a";"sali tria tria";"hl";"+";"";"";""
"wk03a";"scro umbr nees";"hl";"+";"";"";""
"wk03a";"tili cord";"hl";"+";"";"";""
"wk03a";"urti dioi dioi";"hl";"+";"";"";""
"wk03a";"vero anag tica";"hl";"+";"";"";""
"wk03a";"alnu glut";"sl";"1";"";"";""
"wk03a";"alnu inca";"sl";"+";"";"";""
"wk03a";"clem vita";"sl";"+";"";"";""
"wk03a";"frax exce";"sl";"+";"";"";""
"wk03a";"loni xylo";"sl";"1";"";"";""
"wk03a";"prun padu padu";"sl";"2b";"";"";""
"wk03a";"sali frag";"sl";"1";"";"";""
"wk03a";"sali tria tria";"sl";"2a";"";"";""
"wk03a";"samb nigr";"sl";"2a";"";"";""
"wk03a";"tili cord";"sl";"+";"";"";""
"wk03a";"alnu glut";"tl";"+";"";"";""
"wk03a";"clem vita";"tl";"+";"";"";""
"wk03a";"frax exce";"tl";"2a";"";"";""
"wk03a";"prun padu padu";"tl";"1";"";"";""
"wk03a";"sali frag";"tl";"1";"";"";""
"wk03a";"sali tria tria";"tl";"2b";"";"";""
"wk04a";"achi mill aggr";"hl";"+";"";"";""
"wk04a";"anth odor";"hl";"+";"";"";""
"wk04a";"anth vuln slat";"hl";"+";"";"";""
"wk04a";"aqui atra";"hl";"+";"";"";""
"wk04a";"aspe cyna";"hl";"+";"";"";""
"wk04a";"berb vulg";"hl";"+";"";"";""
"wk04a";"brac pinn";"hl";"2b";"";"";""
"wk04a";"briz medi";"hl";"+";"";"";""
"wk04a";"brom erec";"hl";"2b";"";"";""
"wk04a";"buph sali";"hl";"+";"";"";""
"wk04a";"camp pers";"hl";"+";"";"";""
"wk04a";"care alba";"hl";"2a";"";"";""
"wk04a";"care cary";"hl";"+";"";"";""
"wk04a";"care flac";"hl";"1";"";"";""
"wk04a";"care orni orni";"hl";"+";"";"";""
"wk04a";"cent jace slat";"hl";"+";"";"";""
"wk04a";"cent scab scab";"hl";"+";"";"";""
"wk04a";"conv maja maja";"hl";"1";"";"";""
"wk04a";"corn sang slat";"hl";"+";"";"";""
"wk04a";"dian cart cart";"hl";"+";"";"";""
"wk04a";"epip hell slat";"hl";"1";"";"cf.";""
"wk04a";"euph cypa";"hl";"+";"";"";""
"wk04a";"fest rubr aggr";"hl";"+";"";"";""
"wk04a";"fest stri sulc";"hl";"1";"";"";" | Changed fest rupi cola To fest stri sulc 2013-05-29 19:37:43"
"wk04a";"fran alnu";"hl";"+";"";"";""
"wk04a";"frax exce";"hl";"+";"";"";""
"wk04a";"gali albu";"hl";"+";"";"";""
"wk04a";"gali pumi";"hl";"+";"";"";""
"wk04a";"gymn cono cono";"hl";"+";"";"";""
"wk04a";"heli numm numm";"hl";"+";"";"";""
"wk04a";"hier lach";"hl";"+";"";"";""
"wk04a";"hype perf";"hl";"+";"";"";""
"wk04a";"koel pyra pyra";"hl";"2a";"";"";""
"wk04a";"lase lati lati";"hl";"+";"";"";""
"wk04a";"leon hisp hisp";"hl";"+";"";"";""
"wk04a";"ligu vulg";"hl";"+";"";"";""
"wk04a";"lili bulb bulb";"hl";"+";"";"";""
"wk04a";"lotu corn";"hl";"+";"";"";""
"wk04a";"medi falc";"hl";"+";"";"";""
"wk04a";"mela nemo";"hl";"+";"";"";""
"wk04a";"meli nuta";"hl";"+";"";"";""
"wk04a";"moli arun";"hl";"2a";"";"";""
"wk04a";"orig vulg";"hl";"+";"";"";""
"wk04a";"peta para";"hl";"+";"";"";""
"wk04a";"peuc oreo";"hl";"1";"";"";""
"wk04a";"plan medi";"hl";"+";"";"";""
"wk04a";"poa prat";"hl";"+";"";"";""
"wk04a";"poly odor";"hl";"+";"";"";""
"wk04a";"ranu nemo";"hl";"+";"";"";""
"wk04a";"rham cath";"hl";"+";"";"";""
"wk04a";"rhin mino";"hl";"+";"";"cf.";""
"wk04a";"sali elea elea";"hl";"+";"";"";""
"wk04a";"salv prat prat";"hl";"+";"";"";""
"wk04a";"sang mino mino";"hl";"+";"";"";""
"wk04a";"secu vari";"hl";"+";"";"";""
"wk04a";"sile vulg vulg";"hl";"+";"";"";""
"wk04a";"symp tube slat";"hl";"+";"";"";""
"wk04a";"teuc cham";"hl";"+";"";"";""
"wk04a";"tili cord";"hl";"+";"";"";""
"wk04a";"trif mont mont";"hl";"+";"";"";""
"wk04a";"verb lych";"hl";"+";"";"";""
"wk04a";"vibu lant";"hl";"+";"";"";""
"wk04a";"viol hirt";"hl";"+";"";"";""
"wk04a";"berb vulg";"sl";"+";"";"";""
"wk04a";"betu pend";"sl";"+";"";"";""
"wk04a";"corn sang slat";"sl";"1";"";"";""
"wk04a";"crat mono";"sl";"1";"";"";""
"wk04a";"fran alnu";"sl";"+";"";"";""
"wk04a";"frax exce";"sl";"2a";"";"";""
"wk04a";"ligu vulg";"sl";"2b";"";"";""
"wk04a";"quer robu";"sl";"2a";"";"";""
"wk04a";"rham cath";"sl";"1";"";"";""
"wk04a";"sali elea elea";"sl";"+";"";"";""
"wk04a";"tili cord";"sl";"2b";"";"";""
"wk04a";"vibu lant";"sl";"+";"";"";""
"wk04a";"betu pend";"tl";"1";"";"";""
"wk04a";"frax exce";"tl";"+";"";"";""
"wk04a";"quer robu";"tl";"2a";"";"";""
"wk04b";"achi mill aggr";"hl";"+";"";"";""
"wk04b";"anth vuln slat";"hl";"+";"";"";""
"wk04b";"aspe cyna";"hl";"+";"";"";""
"wk04b";"bisc laev slat";"hl";"+";"";"";""
"wk04b";"brac pinn";"hl";"1";"";"";""
"wk04b";"briz medi";"hl";"+";"";"";""
"wk04b";"brom erec";"hl";"3";"";"";""
"wk04b";"buph sali";"hl";"+";"";"";""
"wk04b";"care alba";"hl";"1";"";"";""
"wk04b";"care cary";"hl";"1";"";"";""
"wk04b";"care flac";"hl";"+";"";"";""
"wk04b";"care tome";"hl";"+";"";"";""
"wk04b";"cent jace slat";"hl";"1";"";"";""
"wk04b";"dian cart cart";"hl";"+";"";"";""
"wk04b";"echi vulg";"hl";"+";"";"";""
"wk04b";"euph cypa";"hl";"1";"";"";""
"wk04b";"fest stri sulc";"hl";"1";"voucher";"cf.";" | Changed fest rupi cola To fest stri sulc 2013-05-29 19:37:43"
"wk04b";"gali albu";"hl";"+";"";"";""
"wk04b";"gymn cono cono";"hl";"+";"";"";""
"wk04b";"heli numm numm";"hl";"1";"";"";""
"wk04b";"homa pube pube";"hl";"+";"";"";""
"wk04b";"koel pyra pyra";"hl";"2b";"";"";""
"wk04b";"leon inca";"hl";"+";"";"";""
"wk04b";"linu cath";"hl";"+";"";"";""
"wk04b";"orig vulg";"hl";"+";"";"";""
"wk04b";"petr saxi";"hl";"+";"";"";""
"wk04b";"peuc oreo";"hl";"2a";"";"";""
"wk04b";"plan lanc";"hl";"+";"";"";""
"wk04b";"plan medi";"hl";"+";"";"";""
"wk04b";"pote neum";"hl";"1";"voucher";"cf.";""
"wk04b";"rese lute";"hl";"+";"";"";""
"wk04b";"rham cath";"hl";"+";"";"";""
"wk04b";"rhin mino";"hl";"+";"";"";""
"wk04b";"salv prat prat";"hl";"+";"";"";""
"wk04b";"sang mino mino";"hl";"+";"";"";""
"wk04b";"scab colu";"hl";"+";"";"";""
"wk04b";"secu vari";"hl";"+";"";"";""
"wk04b";"sile vulg vulg";"hl";"+";"";"";""
"wk04b";"soli cana";"hl";"+";"";"";""
"wk04b";"teuc cham";"hl";"1";"";"";""
"wk04b";"thym pule slat";"hl";"2a";"";"";""
"wk04b";"tili cord";"hl";"+";"";"";""
"wk04b";"trif mont mont";"hl";"+";"";"";""
"wk04b";"trif prat prat";"hl";"+";"";"";""
"wk04b";"verb lych";"hl";"+";"";"";""
"wk04b";"viol hirt";"hl";"+";"";"";""
"wk05a";"acer camp";"hl";"+";"";"";""
"wk05a";"acon nape nape";"hl";"+";"";"";""
"wk05a";"aego poda";"hl";"1";"";"";""
"wk05a";"ajug rept";"hl";"+";"";"";""
"wk05a";"anem nemo";"hl";"+";"";"";""
"wk05a";"arrh elat";"hl";"+";"";"";""
"wk05a";"asar euro euro";"hl";"+";"";"";""
"wk05a";"brac pinn";"hl";"2a";"";"";""
"wk05a";"brac sylv";"hl";"1";"";"";""
"wk05a";"camp pers";"hl";"+";"";"";""
"wk05a";"camp trac";"hl";"+";"";"";""
"wk05a";"care alba";"hl";"2b";"";"";""
"wk05a";"care mich";"hl";"1";"voucher";"";""
"wk05a";"care tome";"hl";"+";"";"";""
"wk05a";"clem rect";"hl";"+";"";"";""
"wk05a";"clem vita";"hl";"+";"";"";""
"wk05a";"colc autu";"hl";"1";"";"";""
"wk05a";"corn sang slat";"hl";"2a";"";"";""
"wk05a";"crat mono";"hl";"+";"";"";""
"wk05a";"epip hell slat";"hl";"+";"";"";""
"wk05a";"euon euro";"hl";"+";"";"";""
"wk05a";"euph dulc";"hl";"1";"";"";""
"wk05a";"fran alnu";"hl";"+";"";"";""
"wk05a";"frax exce";"hl";"+";"";"";""
"wk05a";"gali albu";"hl";"+";"";"";""
"wk05a";"hera spho spho";"hl";"+";"";"";""
"wk05a";"lase lati lati";"hl";"1";"";"";""
"wk05a";"ligu vulg";"hl";"1";"";"";""
"wk05a";"list ovat";"hl";"+";"";"";""
"wk05a";"loni xylo";"hl";"1";"";"";""
"wk05a";"mela nemo";"hl";"+";"";"";""
"wk05a";"meli nuta";"hl";"1";"";"";""
"wk05a";"moli arun";"hl";"2a";"";"";""
"wk05a";"pimp majo slat";"hl";"+";"";"";""
"wk05a";"poa angu";"hl";"1";"";"cf.";""
"wk05a";"poa prat";"hl";"+";"";"";""
"wk05a";"prun padu padu";"hl";"+";"";"";""
"wk05a";"quer robu";"hl";"+";"";"";""
"wk05a";"symp tube slat";"hl";"+";"";"";""
"wk05a";"thal aqui";"hl";"+";"";"";""
"wk05a";"thal flav";"hl";"+";"";"cf.";""
"wk05a";"vale offi slat";"hl";"+";"";"";""
"wk05a";"vibu lant";"hl";"1";"";"";""
"wk05a";"vibu opul";"hl";"+";"";"";""
"wk05a";"vinc mino";"hl";"1";"";"";""
"wk05a";"viol rivi";"hl";"2m";"";"";""
"wk05a";"acer plat";"sl";"+";"";"";""
"wk05a";"clem vita";"sl";"+";"";"";""
"wk05a";"corn sang slat";"sl";"3";"";"";""
"wk05a";"crat mono";"sl";"+";"";"";""
"wk05a";"fran alnu";"sl";"1";"";"";""
"wk05a";"frax exce";"sl";"1";"";"";""
"wk05a";"ligu vulg";"sl";"2b";"";"";""
"wk05a";"loni xylo";"sl";"2a";"";"";""
"wk05a";"prun padu padu";"sl";"+";"";"";""
"wk05a";"sali elea elea";"sl";"+";"";"";""
"wk05a";"tili cord";"sl";"+";"";"";""
"wk05a";"vibu lant";"sl";"1";"";"";""
"wk05a";"frax exce";"tl";"3";"";"";""
"wk05a";"quer robu";"tl";"2a";"";"";""
"wk05a";"tili cord";"tl";"2a";"";"";""
"wk05b";"acer pseu";"hl";"+";"";"";""
"wk05b";"acon nape nape";"hl";"+";"";"cf.";""
"wk05b";"anem nemo";"hl";"+";"";"";""
"wk05b";"apos foet";"hl";"+";"";"";""
"wk05b";"aqui atra";"hl";"+";"";"";""
"wk05b";"astr majo";"hl";"+";"";"";""
"wk05b";"berb vulg";"hl";"+";"";"";""
"wk05b";"brac pinn";"hl";"2b";"";"";""
"wk05b";"cala vari";"hl";"1";"";"";""
"wk05b";"camp trac";"hl";"+";"";"";""
"wk05b";"care alba";"hl";"4";"";"";""
"wk05b";"care flac";"hl";"+";"";"";""
"wk05b";"clem rect";"hl";"+";"";"";""
"wk05b";"clem vita";"hl";"+";"";"";""
"wk05b";"colc autu";"hl";"1";"";"";""
"wk05b";"conv maja maja";"hl";"+";"";"";""
"wk05b";"corn sang slat";"hl";"+";"";"";""
"wk05b";"crat mono";"hl";"1";"";"";""
"wk05b";"dact glom glom";"hl";"1";"";"";""
"wk05b";"epip hell slat";"hl";"+";"";"cf.";""
"wk05b";"euph dulc";"hl";"+";"";"";""
"wk05b";"frax exce";"hl";"+";"";"";""
"wk05b";"gale spec iosa";"hl";"+";"";"";""
"wk05b";"gali bore";"hl";"+";"";"";""
"wk05b";"geum urba";"hl";"+";"";"";""
"wk05b";"hepa nobi";"hl";"+";"";"";""
"wk05b";"hera spho spho";"hl";"+";"";"";""
"wk05b";"impa parv";"hl";"+";"";"";""
"wk05b";"jugl regi";"hl";"+";"";"";""
"wk05b";"lase lati lati";"hl";"1";"";"";""
"wk05b";"ligu vulg";"hl";"+";"";"";""
"wk05b";"lili bulb bulb";"hl";"+";"";"";""
"wk05b";"list ovat";"hl";"+";"";"";""
"wk05b";"loni xylo";"hl";"+";"";"";""
"wk05b";"mela nemo";"hl";"+";"";"";""
"wk05b";"meli nuta";"hl";"+";"";"";""
"wk05b";"moli arun";"hl";"1";"";"";""
"wk05b";"pari quad";"hl";"+";"";"";""
"wk05b";"peuc oreo";"hl";"+";"";"";""
"wk05b";"poa prat";"hl";"+";"";"";""
"wk05b";"poly mult";"hl";"1";"";"";""
"wk05b";"quer robu";"hl";"+";"";"";""
"wk05b";"rham cath";"hl";"+";"";"";""
"wk05b";"rubu caes";"hl";"+";"";"";""
"wk05b";"salv glut";"hl";"+";"";"";""
"wk05b";"stac sylv";"hl";"+";"";"";""
"wk05b";"symp tube slat";"hl";"+";"";"";""
"wk05b";"tili cord";"hl";"+";"";"";""
"wk05b";"ulmu glab";"hl";"+";"";"";""
"wk05b";"vibu lant";"hl";"+";"";"";""
"wk05b";"viol hirt";"hl";"+";"";"";""
"wk05b";"berb vulg";"sl";"+";"";"";""
"wk05b";"corn sang slat";"sl";"1";"";"";""
"wk05b";"crat mono";"sl";"+";"";"";""
"wk05b";"ligu vulg";"sl";"+";"";"";""
"wk05b";"loni xylo";"sl";"1";"";"";""
"wk05b";"quer robu";"sl";"1";"";"";""
"wk05b";"rham cath";"sl";"+";"";"";""
"wk05b";"tili cord";"sl";"+";"";"";""
"wk05b";"vibu lant";"sl";"+";"";"";""
"wk05b";"frax exce";"tl";"3";"";"";""
"wk05b";"popu nigr";"tl";"1";"";"";""
"wk05b";"tili cord";"tl";"4";"";"";""
"wk05c";"ajug rept";"hl";"+";"";"";""
"wk05c";"alli peti";"hl";"+";"";"";""
"wk05c";"anem nemo";"hl";"+";"";"";""
"wk05c";"apos foet";"hl";"+";"";"";""
"wk05c";"aqui atra";"hl";"+";"";"";""
"wk05c";"asar euro euro";"hl";"+";"";"";""
"wk05c";"berb vulg";"hl";"+";"";"";""
"wk05c";"brac pinn";"hl";"2a";"";"";""
"wk05c";"brac sylv";"hl";"1";"";"";""
"wk05c";"cala vari";"hl";"1";"";"";""
"wk05c";"camp pers";"hl";"+";"";"";""
"wk05c";"camp trac";"hl";"+";"";"";""
"wk05c";"care alba";"hl";"4";"";"";""
"wk05c";"care flac";"hl";"+";"";"";""
"wk05c";"cirs eris";"hl";"+";"";"";""
"wk05c";"clem vita";"hl";"+";"";"";""
"wk05c";"conv maja maja";"hl";"1";"";"";""
"wk05c";"corn mas";"hl";"+";"";"";""
"wk05c";"corn sang slat";"hl";"1";"";"";""
"wk05c";"crat mono";"hl";"+";"";"";""
"wk05c";"epip hell slat";"hl";"+";"";"";""
"wk05c";"euph dulc";"hl";"+";"";"";""
"wk05c";"frax exce";"hl";"+";"";"";""
"wk05c";"gale psis spec ies";"hl";"+";"";"";""
"wk05c";"gera robe";"hl";"+";"";"";""
"wk05c";"geum urba";"hl";"+";"";"";""
"wk05c";"glec hede";"hl";"+";"";"";""
"wk05c";"impa parv";"hl";"+";"";"";""
"wk05c";"jugl regi";"hl";"+";"";"";""
"wk05c";"lase lati lati";"hl";"+";"";"";""
"wk05c";"ligu vulg";"hl";"1";"";"";""
"wk05c";"lili bulb bulb";"hl";"+";"";"";""
"wk05c";"list ovat";"hl";"+";"";"";""
"wk05c";"loni xylo";"hl";"+";"";"";""
"wk05c";"mela nemo";"hl";"+";"";"";""
"wk05c";"meli nuta";"hl";"+";"";"";""
"wk05c";"moli arun";"hl";"1";"";"";""
"wk05c";"pimp majo slat";"hl";"+";"";"";""
"wk05c";"poa nemo";"hl";"+";"";"";""
"wk05c";"poa prat";"hl";"+";"";"";""
"wk05c";"poly mult";"hl";"+";"";"";""
"wk05c";"pulm offi";"hl";"+";"";"";""
"wk05c";"quer robu";"hl";"+";"";"";""
"wk05c";"rham cath";"hl";"+";"";"";""
"wk05c";"salv glut";"hl";"+";"";"";""
"wk05c";"symp tube slat";"hl";"+";"";"";""
"wk05c";"thal flav";"hl";"+";"";"cf.";""
"wk05c";"tili cord";"hl";"+";"";"";""
"wk05c";"ulmu glab";"hl";"+";"";"";""
