"plot";"abbr";"layer";"cov";"scale";"history"
"gm23c";"frax exce";"tl";"1";"";""
"gm23c";"lari deci deci";"tl";"1";"";""
"gm23c";"pice abie";"tl";"1";"";""
"gm23d";"ajug rept";"hl";"+";"";""
"gm23d";"athy fili";"hl";"+";"";""
"gm23d";"cala epig";"hl";"1";"";""
"gm23d";"care pilu pilu";"hl";"1";"";" | Changed care pilu To care pilu pilu 2012-11-27 01:00:28"
"gm23d";"care sylv";"hl";"+";"";""
"gm23d";"dryo dila";"hl";"1";"";""
"gm23d";"dryo fili";"hl";"1";"";""
"gm23d";"gali odor";"hl";"2a";"";""
"gm23d";"hord euro";"hl";"1";"";""
"gm23d";"hype macu";"hl";"+";"";""
"gm23d";"luzu luzu ides";"hl";"2a";"";" | Changed luzu luzuo To luzu luzu ides 2012-11-27 01:00:27"
"gm23d";"mili effu effu";"hl";"+";"";" | Changed mili effu To mili effu effu 2012-11-27 01:00:27"
"gm23d";"lact mura";"hl";"+";"";" | Changed myce mura To lact mura 2012-11-27 01:00:27"
"gm23d";"oxal acet";"hl";"1";"";""
"gm23d";"pice abie";"hl";"+";"";""
"gm23d";"quer robu";"hl";"+";"";""
"gm23d";"rubu sect rubu";"hl";"1";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm23d";"salv glut";"hl";"1";"";""
"gm23d";"soli virg virg";"hl";"+";"";" | Changed soli virg To soli virg virg 2012-11-27 01:00:27"
"gm23d";"urti dioi dioi";"hl";"+";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
"gm23d";"vacc myrt";"hl";"+";"";""
"gm23d";"vero offi";"hl";"2m";"";""
"gm23d";"viol reic";"hl";"+";"";""
"gm23d";"fagu sylv";"sl";"2a";"";""
"gm23d";"frax exce";"sl";"+";"";""
"gm23d";"pice abie";"sl";"+";"";""
"gm23d";"quer robu";"sl";"+";"";""
"gm23d";"fagu sylv";"tl";"5";"";""
"gm23d";"frax exce";"tl";"+";"";""
"gm23d";"lari deci deci";"tl";"1";"";""
"gm24a";"abie alba";"hl";"+";"";""
"gm24a";"fagu sylv";"hl";"+";"";""
"gm24a";"lari deci deci";"hl";"+";"";""
"gm24a";"pice abie";"hl";"+";"";""
"gm24a";"pren purp";"hl";"+";"";""
"gm24a";"rubu sect rubu";"hl";"+";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm24a";"abie alba";"sl";"2a";"";""
"gm24a";"fagu sylv";"sl";"2a";"";""
"gm24a";"pice abie";"sl";"2a";"";""
"gm25a";"acer pseu";"hl";"+";"";""
"gm25a";"gali apar";"hl";"+";"";""
"gm25a";"popu trem";"hl";"+";"";""
"gm25a";"samb nigr";"hl";"+";"";""
"gm25a";"pice abie";"tl";"5";"";""
"gm25a";"sali capr";"tl";"2a";"";""
"gm27a";"athy fili";"hl";"+";"";""
"gm27a";"dryo cart";"hl";"1";"";""
"gm27a";"dryo dila";"hl";"1";"";""
"gm27a";"dryo fili";"hl";"2a";"";""
"gm27a";"fagu sylv";"hl";"1";"";""
"gm27a";"gali odor";"hl";"+";"";""
"gm27a";"oxal acet";"hl";"1";"";""
"gm27a";"pari quad";"hl";"+";"";""
"gm27a";"rubu sect rubu";"hl";"+";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm27a";"samb nigr";"hl";"+";"";""
"gm27a";"abie alba";"tl";"+";"";""
"gm27a";"fagu sylv";"tl";"5";"";""
"gm27a";"pice abie";"tl";"+";"";""
"gm27b";"abie alba";"hl";"+";"";""
"gm27b";"acer pseu";"hl";"+";"";""
"gm27b";"care sylv";"hl";"+";"";""
"gm27b";"card bulb";"hl";"+";"";" | Changed dent bulb To card bulb 2012-11-27 01:00:27"
"gm27b";"dryo cart";"hl";"+";"";""
"gm27b";"dryo fili";"hl";"+";"";""
"gm27b";"fagu sylv";"hl";"+";"";""
"gm27b";"gale mont";"hl";"+";"";""
"gm27b";"oxal acet";"hl";"+";"";""
"gm27b";"abie alba";"tl";"1";"";""
"gm27b";"fagu sylv";"tl";"5";"";""
"gm27b";"pice abie";"tl";"1";"";""
"gm27c";"abie alba";"hl";"+";"";""
"gm27c";"acer pseu";"hl";"+";"";""
"gm27c";"dryo dila";"hl";"+";"";""
"gm27c";"dryo fili";"hl";"+";"";""
"gm27c";"fagu sylv";"hl";"+";"";""
"gm27c";"gale mont";"hl";"+";"";""
"gm27c";"gali odor";"hl";"+";"";""
"gm27c";"oxal acet";"hl";"+";"";""
"gm27c";"pice abie";"hl";"1";"";""
"gm27c";"prun aviu slat";"hl";"+";"";" | Changed prun aviu To prun aviu slat 2012-11-27 01:00:28"
"gm27c";"abie alba";"sl";"1";"";""
"gm27c";"fagu sylv";"sl";"1";"";""
"gm27c";"fagu sylv";"tl";"5";"";""
"gm27c";"pice abie";"tl";"1";"";""
"gm27c";"prun aviu slat";"tl";"1";"";" | Changed prun aviu To prun aviu slat 2012-11-27 01:00:28"
"gm28a";"ange sylv sylv";"hl";"+";"";" | Changed ange sylv To ange sylv sylv 2012-11-27 01:00:27"
"gm28a";"athy fili";"hl";"+";"";""
"gm28a";"cala epig";"hl";"1";"";""
"gm28a";"care sylv";"hl";"+";"";""
"gm28a";"circ lute lute";"hl";"1";"";" | Changed circ lute To circ lute lute 2012-11-27 01:00:27"
"gm28a";"cirs palu";"hl";"+";"";""
"gm28a";"dryo dila";"hl";"+";"";""
"gm28a";"dryo fili";"hl";"2a";"";""
"gm28a";"fest giga";"hl";"+";"";""
"gm28a";"fran alnu";"hl";"+";"";""
"gm28a";"frax exce";"hl";"+";"";""
"gm28a";"gali odor";"hl";"1";"";""
"gm28a";"impa parv";"hl";"+";"";""
"gm28a";"junc effu";"hl";"+";"";""
"gm28a";"luzu luzu ides";"hl";"+";"";" | Changed luzu luzuo To luzu luzu ides 2012-11-27 01:00:27"
"gm28a";"meli nuta";"hl";"+";"";""
"gm28a";"mili effu effu";"hl";"1";"";" | Changed mili effu To mili effu effu 2012-11-27 01:00:27"
"gm28a";"peta albu";"hl";"2a";"";""
"gm28a";"pulm offi";"hl";"1";"";""
"gm28a";"rubu sect rubu";"hl";"1";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm28a";"rubu idae";"hl";"1";"";""
"gm28a";"salv glut";"hl";"1";"";""
"gm28a";"samb nigr";"hl";"+";"";""
"gm28a";"urti dioi dioi";"hl";"1";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
"gm28a";"vero cham cham";"hl";"+";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm28a";"fagu sylv";"sl";"2a";"";""
"gm28a";"pice abie";"sl";"+";"";""
"gm28a";"samb nigr";"sl";"+";"";""
"gm28a";"fagu sylv";"tl";"2a";"";""
"gm28a";"frax exce";"tl";"+";"";""
"gm28a";"pice abie";"tl";"4";"";""
"gm29a";"acer pseu";"hl";"+";"";""
"gm29a";"cala epig";"hl";"5";"";""
"gm29a";"carp betu";"hl";"+";"";""
"gm29a";"dryo fili";"hl";"1";"";""
"gm29a";"frax exce";"hl";"+";"";""
"gm29a";"gale tetr";"hl";"+";"";""
"gm29a";"junc effu";"hl";"+";"";""
"gm29a";"rubu sect rubu";"hl";"2b";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm29a";"rubu idae";"hl";"2a";"";""
"gm29a";"samb nigr";"hl";"+";"";""
"gm29a";"scro nodo";"hl";"+";"";""
"gm29a";"thel limb";"hl";"1";"";""
"gm29a";"urti dioi dioi";"hl";"2a";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
"gm29a";"fagu sylv";"sl";"+";"";""
"gm29a";"frax exce";"sl";"+";"";""
"gm2a";"ajug rept";"hl";"1";"";""
"gm2a";"alch sect alch";"hl";"+";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm2a";"alop prat";"hl";"2a";"";""
"gm2a";"arrh elat";"hl";"1";"";""
"gm2a";"chae hirs";"hl";"4";"";""
"gm2a";"circ lute lute";"hl";"1";"";" | Changed circ lute To circ lute lute 2012-11-27 01:00:27"
"gm2a";"cirs oler";"hl";"2b";"";""
"gm2a";"dact glom glom";"hl";"2a";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm2a";"equi arve";"hl";"1";"";""
"gm2a";"fest prat prat";"hl";"+";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm2a";"frag vesc";"hl";"+";"";""
"gm2a";"gali albu";"hl";"1";"";""
"gm2a";"gali apar";"hl";"2a";"";""
"gm2a";"geum urba";"hl";"+";"";""
"gm2a";"impa noli";"hl";"1";"";""
"gm2a";"lami macu";"hl";"1";"";""
"gm2a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm2a";"lysi nemo";"hl";"1";"";""
"gm2a";"lysi numm";"hl";"1";"";""
"gm2a";"myos sylv";"hl";"2a";"";""
"gm2a";"poa triv";"hl";"2a";"";""
"gm2a";"prim elat";"hl";"1";"";""
"gm2a";"ranu acri acri";"hl";"+";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm2a";"ranu repe";"hl";"1";"";""
"gm2a";"rume acet osa";"hl";"+";"";" | Changed rume acet To rume acet osa 2012-11-27 01:00:28"
"gm2a";"rume obtu obtu";"hl";"1";"";" | Changed rume obtu To rume obtu obtu 2012-11-27 01:00:28"
"gm2a";"stac sylv";"hl";"1";"";""
"gm2a";"stel medi";"hl";"+";"";""
"gm2a";"trol euro";"hl";"+";"";""
"gm2a";"urti dioi dioi";"hl";"2a";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
"gm2a";"vero cham cham";"hl";"1";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm2a";"vici crac";"hl";"+";"was sp.";""
"gm31a";"achi mill";"hl";"1";"";""
"gm31a";"elyt repe";"hl";"+";"";" | Changed agro repe To elyt repe 2012-11-27 01:00:28"
"gm31a";"agro capi";"hl";"+";"";" | Changed agro tenu To agro capi 2012-11-27 01:00:28"
"gm31a";"alch sect alch";"hl";"+";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm31a";"arrh elat";"hl";"1";"";""
"gm31a";"homa pube pube";"hl";"1";"";" | Changed aven pube To homa pube pube 2012-11-27 01:00:27"
"gm31a";"bell pere";"hl";"+";"";""
"gm31a";"beto offi offi";"hl";"2a";"";" | Changed beto offi To beto offi offi 2012-11-27 01:00:27"
"gm31a";"briz medi";"hl";"1";"";""
"gm31a";"care hirt";"hl";"+";"";""
"gm31a";"cent jace jace";"hl";"1";"";" | Changed cent jace To cent jace jace 2012-11-27 01:00:27"
"gm31a";"crep bien";"hl";"+";"";""
"gm31a";"crep moll slat";"hl";"+";"";" | Changed crep moll To crep moll slat 2012-11-27 01:00:28"
"gm31a";"cyno cris";"hl";"1";"";""
"gm31a";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm31a";"fest prat prat";"hl";"1";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm31a";"fest rubr";"hl";"1";"";""
"gm31a";"gali albu";"hl";"1";"";""
"gm31a";"gali veru";"hl";"1";"";""
"gm31a";"hera spho spho";"hl";"+";"";" | Changed hera spho To hera spho spho 2012-11-27 01:00:27"
"gm31a";"knau arve arve";"hl";"1";"";" | Changed knau arve To knau arve arve 2012-11-27 01:00:27"
"gm31a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm31a";"leon hisp slat";"hl";"2a";"";" | Changed leon hisp To leon hisp slat 2012-11-27 01:00:27"
"gm31a";"lotu corn";"hl";"1";"";""
"gm31a";"medi falc";"hl";"2a";"";""
"gm31a";"orob grac";"hl";"+";"";""
"gm31a";"phle prat";"hl";"1";"";""
"gm31a";"pimp majo majo";"hl";"+";"";" | Changed pimp majo To pimp majo majo 2012-11-27 01:00:27"
"gm31a";"plan lanc";"hl";"1";"";""
"gm31a";"plan medi";"hl";"1";"";""
"gm31a";"prun cera ifera";"hl";"+";"";" | Changed prun cera cera To prun cera ifera 2012-11-27 01:00:28"
"gm31a";"prun vulg";"hl";"1";"";""
"gm31a";"ranu acri acri";"hl";"+";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm31a";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 01:00:28"
"gm31a";"trag orie";"hl";"+";"";""
"gm31a";"trif dubi";"hl";"1";"";""
"gm31a";"trif medi medi";"hl";"2a";"";" | Changed trif medi To trif medi medi 2012-11-27 01:00:27"
"gm31a";"trif prat prat";"hl";"+";"";" | Changed trif prat To trif prat prat 2012-11-27 01:00:28"
"gm31a";"trif repe repe";"hl";"+";"";""
"gm31a";"tris flav flav";"hl";"1";"";" | Changed tris flav To tris flav flav 2012-11-27 01:00:28"
"gm31a";"vero cham cham";"hl";"+";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm31a";"vici crac";"hl";"+";"";""
"gm5a";"ajug rept";"hl";"+";"";""
"gm5a";"alch sect alch";"hl";"1";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm5a";"alop prat";"hl";"5";"";""
"gm5a";"anth odor";"hl";"+";"";""
"gm5a";"brom hord hord";"hl";"+";"";" | Changed brom hord To brom hord hord 2012-11-27 01:00:28"
"gm5a";"chae hirs";"hl";"+";"";""
"gm5a";"cirs oler";"hl";"+";"";""
"gm5a";"crep bien";"hl";"1";"";""
"gm5a";"cruc laev";"hl";"+";"";""
"gm5a";"cyno cris";"hl";"1";"";""
"gm5a";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm5a";"fest prat prat";"hl";"2a";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm5a";"fest rubr";"hl";"+";"";""
"gm5a";"gali albu";"hl";"+";"";""
"gm5a";"holc lana";"hl";"1";"";""
"gm5a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm5a";"lysi numm";"hl";"1";"";""
"gm5a";"phle prat";"hl";"+";"";""
"gm5a";"poa prat";"hl";"1";"";""
"gm5a";"poa triv";"hl";"2a";"";""
"gm5a";"ranu acri acri";"hl";"1";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm5a";"ranu repe";"hl";"1";"";""
"gm5a";"rume acet osa";"hl";"+";"";" | Changed rume acet To rume acet osa 2012-11-27 01:00:28"
"gm5a";"rume obtu obtu";"hl";"1";"";" | Changed rume obtu To rume obtu obtu 2012-11-27 01:00:28"
"gm5a";"tara sect rude";"hl";"1";"";" | Changed tara offi To tara sect rude 2012-11-27 01:00:28"
"gm5a";"trif prat prat";"hl";"1";"";" | Changed trif prat To trif prat prat 2012-11-27 01:00:28"
"gm5a";"trif repe repe";"hl";"2a";"";""
"gm5a";"tris flav flav";"hl";"+";"";" | Changed tris flav To tris flav flav 2012-11-27 01:00:28"
"gm5a";"vero cham cham";"hl";"+";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm5a";"vici sepi";"hl";"+";"";""
"gm6a";"ajug rept";"hl";"+";"";""
"gm6a";"alch sect alch";"hl";"+";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm6a";"alop prat";"hl";"+";"";""
"gm6a";"anth odor";"hl";"1";"";""
"gm6a";"arrh elat";"hl";"1";"";""
"gm6a";"homa pube pube";"hl";"+";"";" | Changed aven pube To homa pube pube 2012-11-27 01:00:27"
"gm6a";"briz medi";"hl";"+";"";""
"gm6a";"calt palu";"hl";"2a";"";""
"gm6a";"care briz";"hl";"3";"";""
"gm6a";"care elat";"hl";"1";"";""
"gm6a";"care flac";"hl";"1";"";""
"gm6a";"care hirt";"hl";"2a";"";""
"gm6a";"care pani";"hl";"2a";"";""
"gm6a";"cera holo";"hl";"+";"";""
"gm6a";"chae hirs";"hl";"2a";"";""
"gm6a";"cirs oler";"hl";"2a";"";""
"gm6a";"crep bien";"hl";"+";"";""
"gm6a";"crep palu";"hl";"+";"";""
"gm6a";"cyno cris";"hl";"+";"";""
"gm6a";"epil parv";"hl";"+";"";""
"gm6a";"equi palu";"hl";"1";"";""
"gm6a";"fest prat prat";"hl";"1";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm6a";"fest rubr";"hl";"1";"";""
"gm6a";"gali palu palu";"hl";"2m";"";" | Changed gali palu To gali palu palu 2012-11-27 01:00:28"
"gm6a";"holc lana";"hl";"1";"";""
"gm6a";"junc effu";"hl";"+";"";""
"gm6a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm6a";"lych flos cucu";"hl";"1";"";" | Changed lych flos To lych flos cucu 2012-11-27 01:00:27"
"gm6a";"lysi numm";"hl";"1";"";""
"gm6a";"myos nemo";"hl";"+";"";""
"gm6a";"plan lanc";"hl";"+";"";""
"gm6a";"poa triv";"hl";"1";"";""
"gm6a";"prim elat";"hl";"+";"";""
"gm6a";"prun vulg";"hl";"2a";"";""
"gm6a";"ranu acri acri";"hl";"1";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm6a";"rume acet osa";"hl";"+";"";" | Changed rume acet To rume acet osa 2012-11-27 01:00:28"
"gm6a";"tris flav flav";"hl";"1";"";" | Changed tris flav To tris flav flav 2012-11-27 01:00:28"
"gm6a";"vale dioi dioi";"hl";"1";"";" | Changed vale dioi To vale dioi dioi 2012-11-27 01:00:28"
"gm6a";"vero cham cham";"hl";"+";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm6a";"vici crac";"hl";"+";"";""
"gm6b";"aego poda";"hl";"+";"";""
"gm6b";"agro stol";"hl";"1";"";""
"gm6b";"ajug rept";"hl";"1";"";""
"gm6b";"alch sect alch";"hl";"+";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm6b";"alop prat";"hl";"+";"";""
"gm6b";"ange sylv sylv";"hl";"+";"";" | Changed ange sylv To ange sylv sylv 2012-11-27 01:00:27"
"gm6b";"anth odor";"hl";"1";"";""
"gm6b";"arrh elat";"hl";"1";"";""
"gm6b";"briz medi";"hl";"1";"";""
"gm6b";"calt palu";"hl";"2a";"";""
"gm6b";"will stip stip";"hl";"+";"";" | Changed caly stip To will stip stip 2012-11-27 01:00:28"
"gm6b";"care briz";"hl";"2b";"";""
"gm6b";"care flac";"hl";"1";"";""
"gm6b";"care hirt";"hl";"1";"";""
"gm6b";"care nigr";"hl";"1";"";""
"gm6b";"care pall";"hl";"+";"";""
"gm6b";"care pani";"hl";"1";"";""
"gm6b";"care sylv";"hl";"1";"";""
"gm6b";"cera holo";"hl";"+";"";""
"gm6b";"chae hirs";"hl";"2a";"";""
"gm6b";"cirs oler";"hl";"2a";"";""
"gm6b";"cyno cris";"hl";"2a";"";""
"gm6b";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm6b";"epil hirs";"hl";"+";"";""
"gm6b";"epil rose";"hl";"+";"";""
"gm6b";"equi arve";"hl";"+";"";""
"gm6b";"fest prat prat";"hl";"1";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm6b";"fest rubr";"hl";"1";"";""
"gm6b";"gali albu";"hl";"+";"";""
"gm6b";"gali palu palu";"hl";"+";"";" | Changed gali palu To gali palu palu 2012-11-27 01:00:28"
"gm6b";"holc lana";"hl";"2a";"";""
"gm6b";"junc effu";"hl";"1";"";""
"gm6b";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm6b";"myos scor scor";"hl";"+";"";" | Changed myos scor To myos scor scor 2012-11-27 01:00:28"
"gm6b";"plan lanc";"hl";"+";"";""
"gm6b";"poa triv";"hl";"2a";"";""
"gm6b";"prim elat";"hl";"+";"";""
"gm6b";"prun vulg";"hl";"1";"";""
"gm6b";"ranu acri acri";"hl";"+";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm6b";"rume acet osa";"hl";"+";"";" | Changed rume acet To rume acet osa 2012-11-27 01:00:28"
"gm6b";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 01:00:28"
"gm6b";"trif prat prat";"hl";"+";"";" | Changed trif prat To trif prat prat 2012-11-27 01:00:28"
"gm6b";"trif repe repe";"hl";"1";"";""
"gm6b";"vale dioi dioi";"hl";"2a";"";" | Changed vale dioi To vale dioi dioi 2012-11-27 01:00:28"
"gm6b";"vici crac";"hl";"+";"";""
"gm7a";"aego poda";"hl";"3";"";""
"gm7a";"alch sect alch";"hl";"+";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm7a";"arrh elat";"hl";"1";"";""
"gm7a";"camp patu patu";"hl";"1";"";""
"gm7a";"care briz";"hl";"4";"";""
"gm7a";"care pall";"hl";"+";"";""
"gm7a";"cirs arve";"hl";"2a";"";""
"gm7a";"cirs oler";"hl";"2a";"";""
"gm7a";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm7a";"equi sylv";"hl";"1";"";""
"gm7a";"fest rubr";"hl";"1";"";""
"gm7a";"gali apar";"hl";"+";"";""
"gm7a";"gera phae phae";"hl";"+";"";" | Changed gera phae To gera phae phae 2012-11-27 01:00:28"
"gm7a";"hera spho spho";"hl";"1";"";" | Changed hera spho To hera spho spho 2012-11-27 01:00:27"
"gm7a";"hype macu";"hl";"+";"";""
"gm7a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm7a";"lysi nemo";"hl";"+";"";""
"gm7a";"myos sylv";"hl";"2m";"";""
"gm7a";"poa triv";"hl";"1";"";""
"gm7a";"ranu repe";"hl";"+";"";""
"gm7a";"rubu idae";"hl";"1";"";""
"gm7a";"rume obtu obtu";"hl";"+";"";" | Changed rume obtu To rume obtu obtu 2012-11-27 01:00:28"
"gm7a";"sile dioi";"hl";"+";"";""
"gm7a";"stac palu";"hl";"1";"";""
"gm7a";"stac sylv";"hl";"+";"";""
"gm7a";"trif repe repe";"hl";"1";"";""
"gm7a";"urti dioi dioi";"hl";"2a";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
"gm7a";"vici crac";"hl";"+";"";""
"gm7a";"vici sepi";"hl";"+";"";""
"gm8a";"ajug rept";"hl";"+";"";""
"gm8a";"alch sect alch";"hl";"1";"";" | Changed alch vulg To alch sect alch 2012-11-27 01:00:27"
"gm8a";"ange sylv sylv";"hl";"+";"";" | Changed ange sylv To ange sylv sylv 2012-11-27 01:00:27"
"gm8a";"anth odor";"hl";"+";"";""
"gm8a";"arrh elat";"hl";"2a";"";""
"gm8a";"homa pube pube";"hl";"1";"";" | Changed aven pube To homa pube pube 2012-11-27 01:00:27"
"gm8a";"will stip stip";"hl";"1";"";" | Changed caly stip To will stip stip 2012-11-27 01:00:28"
"gm8a";"camp patu patu";"hl";"+";"";""
"gm8a";"care hirt";"hl";"+";"";""
"gm8a";"care pall";"hl";"+";"";""
"gm8a";"care sylv";"hl";"+";"";""
"gm8a";"chae hirs";"hl";"+";"";""
"gm8a";"cirs arve";"hl";"+";"";""
"gm8a";"cirs oler";"hl";"2a";"";""
"gm8a";"colc autu";"hl";"1";"";""
"gm8a";"crep bien";"hl";"+";"";""
"gm8a";"cyno cris";"hl";"1";"";""
"gm8a";"dact glom glom";"hl";"1";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm8a";"equi arve";"hl";"+";"";""
"gm8a";"equi sylv";"hl";"2a";"";""
"gm8a";"fest prat prat";"hl";"2a";"";" | Changed fest prat To fest prat prat 2012-11-27 01:00:27"
"gm8a";"fest rubr";"hl";"1";"";""
"gm8a";"frag vesc";"hl";"+";"";""
"gm8a";"gali albu";"hl";"2a";"";""
"gm8a";"hera spho spho";"hl";"+";"";" | Changed hera spho To hera spho spho 2012-11-27 01:00:27"
"gm8a";"holc lana";"hl";"2a";"";""
"gm8a";"junc effu";"hl";"+";"";""
"gm8a";"lath prat prat";"hl";"+";"";" | Changed lath prat To lath prat prat 2012-11-27 01:00:27"
"gm8a";"lysi numm";"hl";"+";"";""
"gm8a";"phyt spic spic";"hl";"+";"";""
"gm8a";"pers bist";"hl";"+";"";" | Changed poly bist To pers bist 2012-11-27 01:00:28"
"gm8a";"prim elat";"hl";"+";"";""
"gm8a";"ranu acri acri";"hl";"+";"";" | Changed ranu acri To ranu acri acri 2012-11-27 01:00:28"
"gm8a";"fica vern vern";"hl";"+";"";" | Changed ranu fica To fica vern vern 2012-11-27 01:00:28"
"gm8a";"rume acet osa";"hl";"+";"";" | Changed rume acet To rume acet osa 2012-11-27 01:00:28"
"gm8a";"sile dioi";"hl";"+";"";""
"gm8a";"tara sect rude";"hl";"+";"";" | Changed tara offi To tara sect rude 2012-11-27 01:00:28"
"gm8a";"trif prat prat";"hl";"1";"";" | Changed trif prat To trif prat prat 2012-11-27 01:00:28"
"gm8a";"tris flav flav";"hl";"1";"";" | Changed tris flav To tris flav flav 2012-11-27 01:00:28"
"gm8a";"vero cham cham";"hl";"+";"";" | Changed vero cham To vero cham cham 2012-11-27 01:00:27"
"gm8a";"vici sepi";"hl";"+";"";""
"gm9a";"acer plat";"hl";"+";"";""
"gm9a";"acer pseu";"hl";"+";"";""
"gm9a";"aego poda";"hl";"+";"";""
"gm9a";"anem nemo";"hl";"2a";"";""
"gm9a";"betu pend";"hl";"+";"";""
"gm9a";"care sylv";"hl";"+";"";""
"gm9a";"carp betu";"hl";"+";"";""
"gm9a";"colc autu";"hl";"r";"";""
"gm9a";"corn sang slat";"hl";"+";"";" | Changed corn sang To corn sang slat 2012-11-27 01:00:27"
"gm9a";"cory avel";"hl";"+";"";""
"gm9a";"dact glom glom";"hl";"+";"";" | Changed dact glom To dact glom glom 2012-11-27 01:00:27"
"gm9a";"fagu sylv";"hl";"+";"";""
"gm9a";"fest giga";"hl";"+";"";""
"gm9a";"frag vesc";"hl";"+";"";""
"gm9a";"frax exce";"hl";"+";"";""
"gm9a";"gale mont";"hl";"+";"";""
"gm9a";"gali odor";"hl";"+";"";""
"gm9a";"gera robe";"hl";"+";"";""
"gm9a";"geum riva";"hl";"+";"";""
"gm9a";"geum urba";"hl";"1";"";""
"gm9a";"hera spho spho";"hl";"+";"";" | Changed hera spho To hera spho spho 2012-11-27 01:00:27"
"gm9a";"knau maxi";"hl";"+";"";" | Changed knau dips To knau maxi 2012-11-27 01:00:27"
"gm9a";"ligu vulg";"hl";"+";"";""
"gm9a";"loni xylo";"hl";"+";"";""
"gm9a";"luzu luzu ides";"hl";"1";"";" | Changed luzu luzuo To luzu luzu ides 2012-11-27 01:00:27"
"gm9a";"lysi numm";"hl";"+";"";""
"gm9a";"oxal acet";"hl";"+";"";""
"gm9a";"phyt spic spic";"hl";"1";"";""
"gm9a";"pice abie";"hl";"+";"";""
"gm9a";"poa prat";"hl";"+";"";""
"gm9a";"prim elat";"hl";"1";"";""
"gm9a";"prun aviu slat";"hl";"+";"";" | Changed prun aviu To prun aviu slat 2012-11-27 01:00:28"
"gm9a";"quer robu";"hl";"+";"";""
"gm9a";"rosa arve";"hl";"1";"";""
"gm9a";"rubu sect rubu";"hl";"+";"";" | Changed rubu frut To rubu sect rubu 2012-11-27 01:00:27"
"gm9a";"sali capr";"hl";"+";"";""
"gm9a";"tili plat";"hl";"+";"";""
"gm9a";"urti dioi dioi";"hl";"+";"";" | Changed urti dioi To urti dioi dioi 2012-11-27 01:00:27"
