plot,variable,value
gm1g,observer,T. Eberl & R. Kaiser
gm20a,observer,T. Eberl & R. Kaiser
gm21a,observer,T. Eberl & R. Kaiser
gm22a,observer,T. Eberl & R. Kaiser
gm22b,observer,T. Eberl & R. Kaiser
gm22c,observer,T. Eberl & R. Kaiser
gm22d,observer,T. Eberl & R. Kaiser
gm22e,observer,T. Eberl & R. Kaiser
gm23a,observer,T. Eberl & R. Kaiser
gm23b,observer,T. Eberl & R. Kaiser
gm23c,observer,T. Eberl & R. Kaiser
gm23d,observer,T. Eberl & R. Kaiser
gm24a,observer,T. Eberl & R. Kaiser
gm25a,observer,T. Eberl & R. Kaiser
gm27a,observer,T. Eberl & R. Kaiser
gm27b,observer,T. Eberl & R. Kaiser
gm27c,observer,T. Eberl & R. Kaiser
gm28a,observer,T. Eberl & R. Kaiser
gm29a,observer,T. Eberl & R. Kaiser
gm2a,observer,T. Eberl & R. Kaiser
gm31a,observer,T. Eberl & R. Kaiser
gm5a,observer,T. Eberl & R. Kaiser
gm6a,observer,T. Eberl & R. Kaiser
gm6b,observer,T. Eberl & R. Kaiser
gm7a,observer,T. Eberl & R. Kaiser
gm8a,observer,T. Eberl & R. Kaiser
gm9a,observer,T. Eberl & R. Kaiser
gm10a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm10b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm10c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm10d,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm11a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm12a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm15a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm16a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm17a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm17b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm17c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm17d,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm18a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm18b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1d,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1e,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1f,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm1g,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm20a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm21a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm22a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm22b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm22c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm22d,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm22e,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm23a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm23b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm23c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm23d,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm24a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm25a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm27a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm27b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm27c,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm28a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm29a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm2a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm31a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm5a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm6a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm6b,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm7a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm8a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
gm9a,location,"Pinsdorfberg, W Steinbruch Steinbichl"
