plot;variable;value
hb07b;hhl2;0,03
hb07b;plsx;4
hb07b;plsy;10
hb07b;expo;N
hb07b;slope;25
hb07b;date;2010-05-26
hb07b;soil;
hb07b;comment;
hb08a;cov;99
hb08a;t1cov;0
hb08a;t2cov;0
hb08a;scov;96
hb08a;hcov;40
hb08a;mcov;15
hb08a;htl1;0
hb08a;htl2;0
hb08a;hsl;6
hb08a;hhl1;2
hb08a;hhl2;0,3
hb08a;plsx;5
hb08a;plsy;8
hb08a;expo;N
hb08a;slope;5
hb08a;date;2010-05-26
hb08a;soil;
hb08a;comment;
hb09a;cov;70
hb09a;t1cov;0
hb09a;t2cov;0
hb09a;scov;60
hb09a;hcov;35
hb09a;mcov;10
hb09a;htl1;0
hb09a;htl2;0
hb09a;hsl;4,5
hb09a;hhl1;0,7
hb09a;hhl2;0,3
hb09a;plsx;8
hb09a;plsy;8
hb09a;expo;F
hb09a;slope;0
hb09a;date;2010-05-26
hb09a;soil;
hb09a;comment;
hb10a;cov;85
hb10a;t1cov;0
hb10a;t2cov;0
hb10a;scov;0
hb10a;hcov;85
hb10a;mcov;2
hb10a;htl1;0
hb10a;htl2;0
hb10a;hsl;0
hb10a;hhl1;2,5
hb10a;hhl2;1
hb10a;plsx;3
hb10a;plsy;8
hb10a;expo;F
hb10a;slope;0
hb10a;date;2010-05-26
hb10a;soil;
hb10a;comment;
hb01a;longitude;12.397443E
hb02a;longitude;12.397598E
hb03a;longitude;12.397701E
hb04a;longitude;12.397844E
hb05a;longitude;12.399044E
hb04b;longitude;12.399348E
hb03b;longitude;12.400073E
hb04c;longitude;12.400102E
hb06a;longitude;12.400385E
hb07a;longitude;12.401067E
hb10a;longitude;12.401163E
hb07b;longitude;12.399773E
hb08a;longitude;12.398182E
hb09a;longitude;12.396222E
hb02b;longitude;12.395635E
hb01a;latitude;47.276577N
hb02a;latitude;47.276932N
hb03a;latitude;47.276925N
hb04a;latitude;47.276877N
hb05a;latitude;47.277082N
hb04b;latitude;47.276985N
hb03b;latitude;47.276913N
hb04c;latitude;47.276832N
hb06a;latitude;47.276442N
hb07a;latitude;47.276935N
hb10a;latitude;47.276845N
hb07b;latitude;47.277131N
hb08a;latitude;47.276418N
hb09a;latitude;47.276204N
hb02b;latitude;47.275787N
hb01a;altitude;767
hb02a;altitude;762
hb03a;altitude;764
hb04a;altitude;759
hb05a;altitude;760
hb04b;altitude;765
hb03b;altitude;759
hb04c;altitude;757
hb06a;altitude;771
hb07a;altitude;764
hb10a;altitude;760
hb07b;altitude;762
hb08a;altitude;757
hb09a;altitude;758
hb02b;altitude;762
hb01a;accuracy;10
hb02a;accuracy;10
hb02b;accuracy;10
hb03a;accuracy;10
hb03b;accuracy;10
hb04a;accuracy;10
hb04b;accuracy;10
hb04c;accuracy;10
hb05a;accuracy;10
hb06a;accuracy;10
hb07a;accuracy;10
hb07b;accuracy;10
hb08a;accuracy;10
hb09a;accuracy;10
hb10a;accuracy;10
