plot;abbr;layer;cov;comment;determined;history
Niklfeld1979:Tab9:14;sedu albu;hl;2;;;
Niklfeld1979:Tab9:14;sese aust;hl;1;;;
Niklfeld1979:Tab9:14;sesl caer;hl;1;;;
Niklfeld1979:Tab9:14;teuc cham;hl;2;;;
Niklfeld1979:Tab9:14;teuc mont;hl;1;;;
Niklfeld1979:Tab9:14;thal minu slat;hl;2;;;
Niklfeld1979:Tab9:14;thym prae poly;hl;1;;cf.;
Niklfeld1979:Tab9:14;vinc hiru;hl;2;;;
Niklfeld1979:Tab9:14;viol hirt;hl;+;;cf.;
Niklfeld1979:Tab9:15;alli lusi;hl;+;;;
Niklfeld1979:Tab9:15;amel oval;hl;1;;;
Niklfeld1979:Tab9:15;anth ramo;hl;2;;;
Niklfeld1979:Tab9:15;anth vuln poly;hl;+;;cf.;
Niklfeld1979:Tab9:15;aspl ruta;hl;1;;;
Niklfeld1979:Tab9:15;berb vulg;hl;+;;;
Niklfeld1979:Tab9:15;beto alop;hl;+;;;
Niklfeld1979:Tab9:15;buph sali;hl;+;;;
Niklfeld1979:Tab9:15;card cras glau;hl;+;;;
Niklfeld1979:Tab9:15;care humi;hl;3;;;
Niklfeld1979:Tab9:15;clin alpi alpi;hl;+;;;
Niklfeld1979:Tab9:15;erys sylv;hl;1;;;
Niklfeld1979:Tab9:15;euph cypa;hl;+;;;
Niklfeld1979:Tab9:15;fest vers pall;hl;+;;;
Niklfeld1979:Tab9:15;gali anis;hl;+;;;
Niklfeld1979:Tab9:15;gali luci;hl;+;;;
Niklfeld1979:Tab9:15;glob cord;hl;2;;;
Niklfeld1979:Tab9:15;gyps repe;hl;+;;;
Niklfeld1979:Tab9:15;heli numm obsc;hl;1;;;
Niklfeld1979:Tab9:15;jovi glob hirt;hl;1;;;
Niklfeld1979:Tab9:15;kern saxa;hl;+;;;
Niklfeld1979:Tab9:15;knau arve slat;hl;+;;;
Niklfeld1979:Tab9:15;lase lati slat;hl;+;;;
Niklfeld1979:Tab9:15;poly odor;hl;+;;;
Niklfeld1979:Tab9:15;rham saxa saxa;hl;+;;;
Niklfeld1979:Tab9:15;sedu albu;hl;1;;;
Niklfeld1979:Tab9:15;sese aust;hl;2;;;
Niklfeld1979:Tab9:15;sesl caer;hl;+;;;
Niklfeld1979:Tab9:15;teuc cham;hl;1;;;
Niklfeld1979:Tab9:15;teuc mont;hl;2;;;
Niklfeld1979:Tab9:15;thal minu slat;hl;2;;;
Niklfeld1979:Tab9:15;thym prae poly;hl;1;;;
Niklfeld1979:Tab9:15;vinc hiru;hl;1;;;
Niklfeld1979:Tab9:16;alli lusi;hl;1;;;
Niklfeld1979:Tab9:16;amel oval;hl;+;;;
Niklfeld1979:Tab9:16;anth ramo;hl;1;;;
Niklfeld1979:Tab9:16;anth vuln poly;hl;+;;;
Niklfeld1979:Tab9:16;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:16;buph sali;hl;+;;;
Niklfeld1979:Tab9:16;care humi;hl;1;;;
Niklfeld1979:Tab9:16;care mucr;hl;1;;;
Niklfeld1979:Tab9:16;dian cart cart;hl;+;;;
Niklfeld1979:Tab9:16;fest vers pall;hl;+;;;
Niklfeld1979:Tab9:16;gali luci;hl;+;;;
Niklfeld1979:Tab9:16;glob cord;hl;2;;;
Niklfeld1979:Tab9:16;heli numm obsc;hl;1;;;
Niklfeld1979:Tab9:16;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:16;kern saxa;hl;+;;;
Niklfeld1979:Tab9:16;knau arve slat;hl;+;;;
Niklfeld1979:Tab9:16;poly odor;hl;1;;;
Niklfeld1979:Tab9:16;rham saxa saxa;hl;+;;;
Niklfeld1979:Tab9:16;sese aust;hl;2;;;
Niklfeld1979:Tab9:16;teuc mont;hl;1;;;
Niklfeld1979:Tab9:16;thal minu slat;hl;+;;;
Niklfeld1979:Tab9:16;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:16;viol hirt;hl;+;;cf.;
Niklfeld1979:Tab9:29;alli lusi;hl;+;;;
Niklfeld1979:Tab9:29;amel oval;hl;+;;;
Niklfeld1979:Tab9:29;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:29;aspl tric quad;hl;+;;cf.;
Niklfeld1979:Tab9:29;care humi;hl;+;;;
Niklfeld1979:Tab9:29;cham hirs slat;hl;+;;;
Niklfeld1979:Tab9:29;dian cart cart;hl;+;;;
Niklfeld1979:Tab9:29;erys sylv;hl;+;;;
Niklfeld1979:Tab9:29;euph cypa;hl;+;;;
Niklfeld1979:Tab9:29;fest pall;hl;2;;;
Niklfeld1979:Tab9:29;gali luci;hl;1;;;
Niklfeld1979:Tab9:29;geni pilo;hl;1;;;
Niklfeld1979:Tab9:29;heli numm obsc;hl;+;;;
Niklfeld1979:Tab9:29;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:29;sedu albu;hl;1;;;
Niklfeld1979:Tab9:29;sese aust;hl;1;;;
Niklfeld1979:Tab9:29;sesl caer;hl;2;;;
Niklfeld1979:Tab9:30;anth ramo;hl;+;;;
Niklfeld1979:Tab9:30;arte camp;hl;+;;;
Niklfeld1979:Tab9:30;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:30;aspl ruta;hl;1;;;
Niklfeld1979:Tab9:30;card cras glau;hl;+;;;
Niklfeld1979:Tab9:30;care humi;hl;2;;;
Niklfeld1979:Tab9:30;erys sylv;hl;+;;;
Niklfeld1979:Tab9:30;euph cypa;hl;+;;;
Niklfeld1979:Tab9:30;fest pall;hl;+;;;
Niklfeld1979:Tab9:30;gali luci;hl;+;;;
Niklfeld1979:Tab9:30;geni pilo;hl;+;;;
Niklfeld1979:Tab9:30;hier bifi;hl;+;;;
Niklfeld1979:Tab9:30;jovi glob hirt;hl;1;;;
Niklfeld1979:Tab9:30;kern saxa;hl;+;;;
Niklfeld1979:Tab9:30;pimp saxi slat;hl;+;;;
Niklfeld1979:Tab9:30;poly cham;hl;+;;;
Niklfeld1979:Tab9:30;poly odor;hl;+;;;
Niklfeld1979:Tab9:30;puls styr;hl;+;;;
Niklfeld1979:Tab9:30;scab ochr;hl;+;;;
Niklfeld1979:Tab9:30;scor aust;hl;+;;;
Niklfeld1979:Tab9:30;sedu albu;hl;+;;;
Niklfeld1979:Tab9:30;sese aust;hl;1;;;
Niklfeld1979:Tab9:30;sesl caer;hl;3;;;
Niklfeld1979:Tab9:31;alli lusi;hl;+;;;
Niklfeld1979:Tab9:31;amel oval;hl;+;;;
Niklfeld1979:Tab9:31;arte camp;hl;+;;;
Niklfeld1979:Tab9:31;aspe cyna;hl;1;;;
Niklfeld1979:Tab9:31;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:31;aspl tric quad;hl;+;;cf.;
Niklfeld1979:Tab9:31;card cras glau;hl;+;;;
Niklfeld1979:Tab9:31;care humi;hl;2;;;
Niklfeld1979:Tab9:31;cent stoe stoe;hl;+;;;
Niklfeld1979:Tab9:31;echi vulg;hl;+;;;
Niklfeld1979:Tab9:31;erys sylv;hl;+;;;
Niklfeld1979:Tab9:31;euph cypa;hl;+;;;
Niklfeld1979:Tab9:31;fest pall;hl;1;;;
Niklfeld1979:Tab9:31;gali luci;hl;+;;;
Niklfeld1979:Tab9:31;geni pilo;hl;+;;;
Niklfeld1979:Tab9:31;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:31;kern saxa;hl;+;;;
Niklfeld1979:Tab9:31;meli cili;hl;1;;;
Niklfeld1979:Tab9:31;pimp saxi slat;hl;+;;;
Niklfeld1979:Tab9:31;poly odor;hl;+;;;
Niklfeld1979:Tab9:31;pote pusi;hl;+;;;
Niklfeld1979:Tab9:31;puls styr;hl;+;;;
Niklfeld1979:Tab9:31;scab ochr;hl;+;;;
Niklfeld1979:Tab9:31;sedu albu;hl;+;;;
Niklfeld1979:Tab9:31;sese aust;hl;1;;;
Niklfeld1979:Tab9:31;sesl caer;hl;2;;;
Niklfeld1979:Tab9:31;thal minu slat;hl;+;;;
Niklfeld1979:Tab9:31;thym prae poly;hl;+;;cf.;
Niklfeld1979:Tab9:31;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:32;alys repe tran;hl;+;;;
Niklfeld1979:Tab9:32;amel oval;hl;+;;;
Niklfeld1979:Tab9:32;anth ramo;hl;+;;;
Niklfeld1979:Tab9:32;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:32;aspl tric quad;hl;+;;cf.;
Niklfeld1979:Tab9:32;card cras glau;hl;+;;;
Niklfeld1979:Tab9:32;care humi;hl;+;;;
Niklfeld1979:Tab9:32;cent stoe stoe;hl;+;;;
Niklfeld1979:Tab9:32;echi vulg;hl;+;;;
Niklfeld1979:Tab9:32;erys sylv;hl;+;;;
Niklfeld1979:Tab9:32;euph cypa;hl;+;;;
Niklfeld1979:Tab9:32;fest pall;hl;1;;;
Niklfeld1979:Tab9:32;gali luci;hl;+;;;
Niklfeld1979:Tab9:32;geni pilo;hl;+;;;
Niklfeld1979:Tab9:32;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:32;kern saxa;hl;+;;;
Niklfeld1979:Tab9:32;minu seta;hl;+;;;
Niklfeld1979:Tab9:32;plan medi;hl;+;;;
Niklfeld1979:Tab9:32;poly odor;hl;+;;;
Niklfeld1979:Tab9:32;pote pusi;hl;+;;;
Niklfeld1979:Tab9:32;puls styr;hl;+;;;
Niklfeld1979:Tab9:32;scab ochr;hl;+;;;
Niklfeld1979:Tab9:32;scor aust;hl;+;;;
Niklfeld1979:Tab9:32;secu vari;hl;2;;;
Niklfeld1979:Tab9:32;sedu albu;hl;1;;;
Niklfeld1979:Tab9:32;sese aust;hl;+;;;
Niklfeld1979:Tab9:32;sesl caer;hl;2;;;
Niklfeld1979:Tab9:32;stac rect rect;hl;+;;;
Niklfeld1979:Tab9:32;thal minu slat;hl;+;;;
Niklfeld1979:Tab9:32;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:33;amel oval;hl;1;;;
Niklfeld1979:Tab9:33;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:33;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:33;aspl tric quad;hl;+;;cf.;
Niklfeld1979:Tab9:33;cham hirs slat;hl;+;;;
Niklfeld1979:Tab9:33;clin alpi alpi;hl;+;;;
Niklfeld1979:Tab9:33;dian cart cart;hl;+;;;
Niklfeld1979:Tab9:33;erys sylv;hl;+;;;
Niklfeld1979:Tab9:33;euph cypa;hl;+;;;
Niklfeld1979:Tab9:33;fest pall;hl;1;;;
Niklfeld1979:Tab9:33;gali luci;hl;+;;;
Niklfeld1979:Tab9:33;geni pilo;hl;+;;;
Niklfeld1979:Tab9:33;hier bifi;hl;+;;;
Niklfeld1979:Tab9:33;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:33;kern saxa;hl;1;;;
Niklfeld1979:Tab9:33;meli cili;hl;+;;;
Niklfeld1979:Tab9:33;minu seta;hl;+;;;
Niklfeld1979:Tab9:33;pote pusi;hl;+;;;
Niklfeld1979:Tab9:33;puls styr;hl;+;;;
Niklfeld1979:Tab9:33;sedu albu;hl;+;;;
Niklfeld1979:Tab9:33;sese aust;hl;1;;;
Niklfeld1979:Tab9:33;sesl caer;hl;2;;;
Niklfeld1979:Tab9:33;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:34;alli lusi;hl;+;;;
Niklfeld1979:Tab9:34;anth ramo;hl;+;;;
Niklfeld1979:Tab9:34;arte camp;hl;+;;;
Niklfeld1979:Tab9:34;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:34;aspl ruta;hl;1;;;
Niklfeld1979:Tab9:34;cent scab slat;hl;+;;;
Niklfeld1979:Tab9:34;cent stoe stoe;hl;+;;;
Niklfeld1979:Tab9:34;cham hirs slat;hl;+;;;
Niklfeld1979:Tab9:34;clin alpi alpi;hl;+;;;
Niklfeld1979:Tab9:34;dian cart cart;hl;+;;;
Niklfeld1979:Tab9:34;erys sylv;hl;+;;;
Niklfeld1979:Tab9:34;euph cypa;hl;+;;;
Niklfeld1979:Tab9:34;fest pall;hl;1;;;
Niklfeld1979:Tab9:34;gali luci;hl;+;;;
Niklfeld1979:Tab9:34;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:34;meli cili;hl;+;;;
Niklfeld1979:Tab9:34;minu seta;hl;1;;;
Niklfeld1979:Tab9:34;poly odor;hl;+;;;
Niklfeld1979:Tab9:34;pote pusi;hl;+;;;
Niklfeld1979:Tab9:34;puls styr;hl;+;;;
Niklfeld1979:Tab9:34;salv prat prat;hl;+;;;
Niklfeld1979:Tab9:34;scab ochr;hl;+;;;
Niklfeld1979:Tab9:34;scor aust;hl;1;;;
Niklfeld1979:Tab9:34;sedu acre;hl;+;;;
Niklfeld1979:Tab9:34;sedu albu;hl;+;;;
Niklfeld1979:Tab9:34;sese aust;hl;+;;;
Niklfeld1979:Tab9:34;sesl caer;hl;1;;;
Niklfeld1979:Tab9:34;stac rect rect;hl;+;;;
Niklfeld1979:Tab9:34;teuc cham;hl;+;;;
Niklfeld1979:Tab9:35;alli lusi;hl;+;;;
Niklfeld1979:Tab9:35;anth ramo;hl;+;;;
Niklfeld1979:Tab9:35;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:35;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:35;camp rotu aggr;hl;+;;;
Niklfeld1979:Tab9:35;care humi;hl;+;;;
Niklfeld1979:Tab9:35;cent stoe stoe;hl;1;;;
Niklfeld1979:Tab9:35;clin alpi alpi;hl;1;;;
Niklfeld1979:Tab9:35;dian plum blan;hl;+;;;
Niklfeld1979:Tab9:35;euph cypa;hl;+;;;
Niklfeld1979:Tab9:35;geni pilo;hl;+;;;
Niklfeld1979:Tab9:35;hier bifi;hl;1;;;
Niklfeld1979:Tab9:35;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:35;meli cili;hl;+;;;
Niklfeld1979:Tab9:35;pote pusi;hl;1;;;
Niklfeld1979:Tab9:35;puls prat nigr;hl;+;;;
Niklfeld1979:Tab9:35;scab ochr;hl;+;;;
Niklfeld1979:Tab9:35;scor aust;hl;1;;;
Niklfeld1979:Tab9:35;sedu acre;hl;1;;;
Niklfeld1979:Tab9:35;sedu albu;hl;+;;;
Niklfeld1979:Tab9:35;sese aust;hl;1;;;
Niklfeld1979:Tab9:35;sesl caer;hl;2;;;
Niklfeld1979:Tab9:35;stac rect rect;hl;+;;;
Niklfeld1979:Tab9:35;thym prae poly;hl;+;;;
Niklfeld1979:Tab9:35;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:36;alli lusi;hl;+;;;
Niklfeld1979:Tab9:36;anth ramo;hl;+;;;
Niklfeld1979:Tab9:36;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:36;aspl ruta;hl;+;;;
Niklfeld1979:Tab9:36;camp rotu aggr;hl;+;;;
Niklfeld1979:Tab9:36;care humi;hl;+;;;
Niklfeld1979:Tab9:36;cent stoe stoe;hl;+;;;
Niklfeld1979:Tab9:36;cham hirs slat;hl;+;;;
Niklfeld1979:Tab9:36;clin alpi alpi;hl;+;;;
Niklfeld1979:Tab9:36;dian plum blan;hl;1;;;
Niklfeld1979:Tab9:36;euph cypa;hl;1;;;
Niklfeld1979:Tab9:36;geni pilo;hl;+;;;
Niklfeld1979:Tab9:36;hier bifi;hl;1;;;
Niklfeld1979:Tab9:36;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:36;meli cili;hl;+;;;
Niklfeld1979:Tab9:36;plan medi;hl;+;;;
Niklfeld1979:Tab9:36;pote pusi;hl;+;;;
Niklfeld1979:Tab9:36;puls prat nigr;hl;+;;;
Niklfeld1979:Tab9:36;scab ochr;hl;+;;;
Niklfeld1979:Tab9:36;scor aust;hl;1;;;
Niklfeld1979:Tab9:36;sedu acre;hl;+;;;
Niklfeld1979:Tab9:36;sedu albu;hl;+;;;
Niklfeld1979:Tab9:36;sese aust;hl;+;;;
Niklfeld1979:Tab9:36;sesl caer;hl;2;;;
Niklfeld1979:Tab9:36;stac rect rect;hl;+;;;
Niklfeld1979:Tab9:36;thym prae poly;hl;+;;;
Niklfeld1979:Tab9:36;vinc hiru;hl;+;;;
Niklfeld1979:Tab9:9;amel oval;hl;+;;;
Niklfeld1979:Tab9:9;anth ramo;hl;1;;;
Niklfeld1979:Tab9:9;aspe cyna;hl;+;;;
Niklfeld1979:Tab9:9;euph saxa;hl;+;;;
Niklfeld1979:Tab9:9;glob cord;hl;+;;;
Niklfeld1979:Tab9:9;heli canu;hl;1;;;
Niklfeld1979:Tab9:9;jovi glob hirt;hl;+;;;
Niklfeld1979:Tab9:9;sese aust;hl;+;;;
Niklfeld1979:Tab9:9;sesl caer;hl;1;;;
Niklfeld1979:Tab9:9;teuc mont;hl;1;;;
Niklfeld1979:Tab9:9;thym prae poly;hl;2;;cf.;
