plot;cov;t1cov;t2cov;scov;hcov;mcov;htl1;htl2;hsl;hhl1;hhl2;plsx;plsy;expo;slope;rock;bare;stones;date;latitude;longitude;accuracy;type;alliance.code;alliance;association;soil;comment;location;observer
saww02-2023;99;0;0;0;99;1;0;0;0;1,1;0,3;5;5;F;0;0;1;0;2023-05-22, 2023-08-21;47.925791;12.961528;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww03-2023;98;0;0;0;98;1;0;0;0;0,8;0,2;5;5;F;0;0;2;0;2023-05-22, 2023-08-21;47.925456;12.961329;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww04-2023;98;0;0;0;98;1;0;0;0;0,95;0,3;5;5;F;0;0;2;0;2023-05-22, 2023-08-21;47.925380;12.960850;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww05-2023;99;0;0;0;99;1;0;0;0;0,95;0,25;5;5;F;0;0;1;0;2023-05-22, 2023-08-21;47.925952;12.960955;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww06-2023;99;0;0;0;99;1;0;0;0;0,95;0,3;5;5;F;0;0;1;0;2023-05-22, 2023-08-21;47.926139;12.960648;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;2023-05-22: Plastikkappe der Bodenmarkierung nicht gefunden, Stahlrohr jedoch detektiert;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww07-2023;98;0;0;0;98;1;0;0;0;1;0,3;5;5;F;0;0;2;0;2023-05-22, 2023-08-21;47.925522;12.960299;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww08-2023;98;0;0;0;98;1;0;0;0;0,9;0,3;5;5;F;0;0;2;0;2023-05-22, 2023-08-21;47.925360;12.959773;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww09-2023;99;0;0;0;99;1;0;0;0;0,9;0,3;5;5;F;0;0;1;0;2023-05-22, 2023-08-21;47.926222;12.960241;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww10-2023;60;0;0;0;60;1;0;0;0;0,7;0,25;5;5;F;0;0;40;0;2023-05-22, 2023-08-21;47.924294;12.962409;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;2023-05-22: durch Befahrung gestörter Bereich mit erhebl. Bodemverdichtung in ansonsten gut entwickeltem Grünland;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww11-2023;98;0;0;0;98;2;0;0;0;0,85;0,25;5;5;F;0;0;2;0;2023-05-22, 2023-08-21;47.923200;12.959861;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww12-2023;100;0;0;0;100;1;0;0;0;1;0,45;5;5;F;0;0;0;0;2023-05-22, 2023-08-21;47.923027;12.964770;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww13-2023;93;0;0;0;92;3;0;0;0;0,9;0,3;5;5;F;0;0;7;0;2023-05-26, 2023-08-21;47.929961;12.957067;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
saww14-2023;45;0;0;0;45;0;0;0;0;0,4;0,1;5;5;F;0;0;55;0;2023-05-26, 2023-08-21;47.927449;12.960462;5;meadow;MOL-01A;Arrhenatherion elatioris Luquet 1926;;;Dauerbeobachtungsfläche erst im Jahr 2023 angelegt da noch nicht eingesäht;Weitwörther Au, Zone B;T. Eberl & R. Kaiser
