plot,abbr,layer,cover,voucher,intern,comment,history
rmv20,conv arve,fl,x,,,,
rmv20,cyan sege,fl,x,,,,
rmv20,drab vern,fl,l,,,,
rmv20,elyt repe,fl,l,,,,
rmv20,equi arve,fl,x,,,,
rmv20,gali albu,fl,l,,,,
rmv20,laps comm comm,fl,l,,,,
rmv20,matr cham,fl,x,,,sehr zahlreich,
rmv20,medi sati,fl,l,,,,
rmv20,micr minu,fl,l,,,,
rmv20,myos arve arve,fl,x,,,,
rmv20,papa rhoe,fl,l,,,,
rmv20,pote rept,fl,l,,,,
rmv20,ranu repe,fl,x,,,,
rmv20,sher arve,fl,l,,,wenige Exemplare,
rmv20,sonc aspe aspe,fl,x,,,,
rmv20,stel medi,fl,x,,,,
rmv20,tara sect rude,fl,l,,,,
rmv20,trip inod,fl,l,,,,
rmv20,vale dent,fl,x,,,sehr zahlreich,
rmv20,vale rimo,fl,l,,,Einzelpflanzen,
rmv20,vero arve,fl,x,,,,
rmv20,vero pers,fl,x,,,,
rmv20,vici hirs,fl,l,,,,
rmv20,viol arve arve,fl,x,,,,
rmv21,trit spel,cl,d,×,det!,Deckfrucht,
rmv21,anag arve,fl,l,,,,
rmv21,aper spic vent,fl,x,,,,
rmv21,apha arve,fl,x,,,,
rmv21,conv arve,fl,x,,,,
rmv21,cyan sege,fl,l,,,,
rmv21,euph heli,fl,l,,,,
rmv21,fall conv,fl,l,,,,
rmv21,lami purp,fl,l,,,,
rmv21,matr cham,fl,x,,,,
rmv21,medi sati,fl,l,,,,
rmv21,myos arve arve,fl,l,,,,
rmv21,papa rhoe,fl,l,,,,
rmv21,rume obtu slat,fl,l,,,,
rmv21,sper arve arve,fl,l,,,,
rmv21,trip inod,fl,l,,,,
rmv21,vale dent,fl,x,,,,
rmv21,vale rimo,fl,l,,,wenige Exemplare,
rmv21,vero arve,fl,x,,,,
rmv21,vero pers,fl,x,,,,
rmv21,vici crac,fl,x,,,,
rmv21,vici glab,fl,l,,,,
rmv21,vici hirs,fl,l,,,,
rmv21,viol arve arve,fl,l,,,,
rmv22,trit aest slat,cl,d,,,Deckfrucht,
rmv22,anag arve,fl,l,,,,
rmv22,aper spic vent,fl,x,,,,
rmv22,apha arve,fl,x,,,,
rmv22,cera glom,fl,l,,,,
rmv22,cirs arve,fl,l,,,,
rmv22,conv arve,fl,x,,,,
rmv22,cyan sege,fl,x,,,,
rmv22,equi arve,fl,l,,,,
rmv22,fall conv,fl,l,,,,
rmv22,gale spec iosa,fl,x,,,,
rmv22,lami purp,fl,x,,,,
rmv22,loli mult,fl,x,,,,
rmv22,matr cham,fl,x,,,sehr zahlreich,
rmv22,myos arve arve,fl,x,,,,
rmv22,papa rhoe,fl,l,,,,
rmv22,plan majo majo,fl,l,,,,
rmv22,poa triv,fl,l,,,,
rmv22,poly avic slat,fl,l,,,,
rmv22,stel medi,fl,x,,,,
rmv22,trip inod,fl,x,,,,
rmv22,vale rimo,fl,x,,,zerstreut im gesamten Transekt,
rmv22,vero pers,fl,l,,,,
rmv22,viol arve arve,fl,x,,,,
rmv23,hord vulg slat,cl,d,×,,Deckfrucht,
rmv23,anth arve arve,fl,d,,,,
rmv23,aper spic vent,fl,x,,,,
rmv23,apha arve,fl,x,,,,
rmv23,cirs arve,fl,l,,,,
rmv23,conv arve,fl,x,,,,
rmv23,cyan sege,fl,x,,,,
rmv23,elyt repe,fl,l,,,,
rmv23,equi arve,fl,x,,,,
rmv23,gale pube murr,fl,l,,vegetativ,,
rmv23,gale tetr,fl,x,,,,
rmv23,lami purp,fl,l,,,,
rmv23,laps comm comm,fl,x,,,,
rmv23,matr cham,fl,x,,,,
rmv23,myos arve arve,fl,l,,,,
rmv23,papa rhoe,fl,l,,,,
rmv23,poa triv,fl,l,,,,
rmv23,rume obtu slat,fl,x,,,,
rmv23,seca cere,fl,l,,,,
rmv23,sher arve,fl,x,,,zerstreut,
rmv23,sonc aspe aspe,fl,l,,,,
rmv23,stel medi,fl,x,,,,
rmv23,trip inod,fl,l,,,,
rmv23,trit spel,fl,l,,,,
rmv23,vale dent,fl,l,,,,
rmv23,vale rimo,fl,x,,,zerstreut im gesamten Transekt,
rmv23,vero arve,fl,l,,,,
rmv23,vero pers,fl,x,,,,
rmv23,vici angu sege,fl,l,,,,
rmv23,vici glab,fl,l,,,,
rmv23,vici hirs,fl,x,,,sehr zahlreich,
rmv23,viol arve arve,fl,x,,,,
rmv24,hord vulg slat,cl,d,,vgl. rmv23,Deckfrucht,
rmv24,aego poda,fl,l,,,lokal randlich,
rmv24,anth arve arve,fl,x,,,,
rmv24,aper spic vent,fl,x,,,,
rmv24,apha arve,fl,x,,,,
rmv24,cera glom,fl,l,,,,
rmv24,cera holo,fl,l,,,,
rmv24,cirs arve,fl,l,,,,
rmv24,conv arve,fl,x,,,,
rmv24,cyan sege,fl,x,,,sehr zahlreich,
rmv24,elyt repe,fl,x,,,,
rmv24,euph heli,fl,l,,,,
rmv24,gale pube murr,fl,l,,vegetativ,,
rmv24,gale tetr,fl,l,,,,
rmv24,gali apar,fl,l,,,,
rmv24,gera diss,fl,l,,,,
rmv24,laps comm comm,fl,x,,,,
rmv24,matr cham,fl,x,,,,
rmv24,medi sati,fl,l,,,,
rmv24,myos arve arve,fl,x,,,,
rmv24,papa rhoe,fl,x,,,,
rmv24,rume obtu slat,fl,x,,,,
rmv24,seca cere,fl,l,,,,
rmv24,sher arve,fl,x,,,lokal gehäuft,
rmv24,sonc aspe aspe,fl,l,,,,
rmv24,stel medi,fl,x,,,,
rmv24,tara sect rude,fl,l,,,,
rmv24,trif prat prat,fl,l,,,,
rmv24,trif repe repe,fl,l,,,,
rmv24,trip inod,fl,x,,,,
rmv24,vale rimo,fl,l,,,einzelne Exemplare,
rmv24,vero arve,fl,x,,,,
rmv24,vero pers,fl,x,,,,
rmv24,vici glab,fl,l,,,,
rmv24,vici hirs,fl,x,,,,
rmv24,viol arve arve,fl,x,,,,
rmv25,trit spel,cl,d,×,,Deckfrucht,
rmv25,aper spic vent,fl,l,,,,
rmv25,cera glom,fl,l,,,,
rmv25,chen albu slat,fl,l,,vegetativ,,
rmv25,conv arve,fl,l,,,,
rmv25,cyan sege,fl,x,,,,
rmv25,dact glom glom,fl,l,,,,
rmv25,fall conv,fl,x,,,,
rmv25,gale tetr,fl,l,,vegetativ,,
rmv25,gali cili,fl,x,,,,
rmv25,gera diss,fl,l,,,,
rmv25,laps comm comm,fl,l,,,,
rmv25,loli mult,fl,x,,,,
rmv25,loli pere,fl,l,,,,
rmv25,myos arve arve,fl,x,,,,
rmv25,oxal stri,fl,l,,,,
rmv25,papa rhoe,fl,l,,,,
rmv25,pers spec ies,fl,l,×,vegetativ,,
rmv25,phle prat,fl,x,,,,
rmv25,poa triv,fl,l,,,,
rmv25,poly avic slat,fl,l,,,,
rmv25,rume obtu slat,fl,l,,,,
rmv25,sher arve,fl,l,,,,
rmv25,stel medi,fl,x,,,,
rmv25,trif prat prat,fl,l,,,,
rmv25,trif repe repe,fl,l,,,,
rmv25,vero pers,fl,l,,,,
rmv25,vici glab,fl,l,,,,
rmv26,trit duru,cl,d,,,Deckfrucht,
rmv26,anth arve arve,fl,x,,,,
rmv26,aper spic vent,fl,l,,,,
rmv26,apha arve,fl,x,,,,
rmv26,cera glom,fl,l,,,,
rmv26,cyan sege,fl,x,,,zahlreich,
rmv26,elyt repe,fl,l,,,,
rmv26,fall conv,fl,x,,,,
rmv26,gale pube murr,fl,l,×,,,
rmv26,gali apar,fl,l,,,,
rmv26,gera diss,fl,l,,,,
rmv26,lami purp,fl,l,,,,
rmv26,laps comm comm,fl,x,,,,
rmv26,loli mult,fl,l,,,,
rmv26,matr cham,fl,l,,,,
rmv26,myos arve arve,fl,x,,,,
rmv26,oxal stri,fl,x,,,,
rmv26,papa rhoe,fl,x,,,,
rmv26,phle prat,fl,l,,,,
rmv26,poa triv,fl,l,,,,
rmv26,poly avic slat,fl,l,,,,
rmv26,ranu repe,fl,x,,,,
rmv26,rume obtu slat,fl,l,,,,
rmv26,sher arve,fl,l,,,zerstreut,
rmv26,sper arve arve,fl,l,,,lokal randlich,
rmv26,stel gram,fl,l,,,,
rmv26,tara sect rude,fl,l,,,,
rmv26,trif prat prat,fl,l,,,,
rmv26,trip inod,fl,l,,,lokal randlich,
rmv26,vale dent,fl,l,,,,
rmv26,vale rimo,fl,x,,,sehr zahlreich,
rmv26,vero arve,fl,x,,,,
rmv26,vero pers,fl,x,,,,
rmv26,vici angu sege,fl,x,,,,
rmv26,vici hirs,fl,x,,,,
rmv26,viol arve arve,fl,x,,,,
rmv27,trit spel,cl,d,,,Deckfrucht,
rmv27,rume obtu slat,fl,l,,,,
rmv27,papa rhoe,fl,x,,,,
rmv27,loli pere,fl,x,,,,
rmv27,conv arve,fl,x,,,,
rmv27,vici hirs,fl,x,,,,
rmv27,apha arve,fl,x,,,,
rmv27,pers lapa slat,fl,x,,,,
rmv27,vale rimo,fl,x,,,,
rmv27,agro capi,fl,x,,,,
rmv27,plan lanc,fl,l,,,,
rmv27,vici angu sege,fl,x,,,,
rmv27,laps comm comm,fl,x,,,,
rmv27,gali apar,fl,x,,,,
rmv27,cyan sege,fl,d,,,,
rmv27,loli mult,fl,x,,,,
rmv27,poly avic slat,fl,l,,,,
rmv27,chen albu slat,fl,l,,,,
rmv27,rume acet ella,fl,x,,,,
rmv27,ranu repe,fl,x,,,,
rmv27,trif prat prat,fl,l,,,,
rmv27,oxal stri,fl,x,,,,
rmv27,vero pers,fl,x,,,,
rmv27,holc moll,fl,x,,,,
rmv27,cirs arve,fl,x,,,,
rmv27,anth arve arve,fl,x,,,,
rmv27,myos arve arve,fl,x,,,,
rmv27,stel gram,fl,l,,,,
rmv27,raph raph,fl,x,,,,
rmv27,trip inod,fl,x,,,,
rmv27,cera glom,fl,l,,,,
rmv27,cera holo,fl,x,,,,
rmv27,gale spec iosa,fl,x,,,,
rmv27,phle prat,fl,x,,,,
rmv27,stel medi,fl,l,,,,
rmv27,sonc aspe aspe,fl,l,,,,
rmv27,vero arve,fl,l,,,,
rmv27,viol arve arve,fl,x,,,,
rmv27,ment long,fl,l,,,,
rmv27,achi mill aggr,fl,l,,,,
rmv27,aper spic vent,fl,l,,,,
rmv27,gera diss,fl,l,,,,
rmv27,vale dent,fl,l,,,,
rmv27,vero serp serp,fl,l,,,,
rmv27,vici tetr,fl,l,,,,
rmv27,sper arve arve,fl,l,,,,
rmv27,caly sepi,fl,x,,,,
rmv27,elyt repe,fl,l,,,,
rmv27,fall conv,fl,x,,,,
rmv27,gale pube murr,fl,l,,,,
rmv27,matr cham,fl,l,,,,
rmv27,gale tetr,fl,l,,,,
rmv27,caps burs,fl,l,,,,
rmv05,odon vern,fl,l,,,,
