plot;abbr;layer;cov;history
zi465;Parmexas;kl;1;
zi465;Xantpoly;kl;1;
zi466;Amanpunc;kl;1;
zi466;Lecachla;kl;10;
zi466;Physadsc;kl;10;
zi466;Grapscri;kl;10;
zi466;Parmsulc;kl;20;
zi466;Pertalbe;kl;20;
zi466;Candxant;kl;1;
zi466;Normpulc;kl;1;
zi466;Pertamar;kl;10;
zi466;Parmexas;kl;10;
zi466;Physstel;kl;10;
zi466;Parmtili;kl;1;
zi466;Lecacamp;kl;1;
zi467;Lecacarp;kl;1;
zi467;Phlyarge;kl;20;
zi467;Lecaprui;kl;1;
zi468;Lecacarp;kl;1;
zi468;Phlyarge;kl;20;
zi468;Candxant;kl;1;
zi469;Amanpunc;kl;1;
zi469;Lecacarp;kl;10;
zi469;Lecielae;kl;1;
zi469;Physadsc;kl;1;
zi469;Phystene;kl;1;
zi469;Candrefl;kl;1;
zi469;Grapscri;kl;20;
zi469;Parmsulc;kl;20;
zi469;Pertalbe;kl;20;
zi469;Candxant;kl;1;
zi469;Pertamar;kl;1;
zi469;Parmexas;kl;20;
zi469;Physstel;kl;1;
zi469;Parmtili;kl;1;
zi470;Leprinca;kl;70;
zi471;Leprinca;kl;10;
zi472;Amanpunc;kl;10;
zi472;Buelgris;kl;1;
zi472;Lecielae;kl;20;
zi472;Phlyarge;kl;30;
zi472;Phaeorbi;kl;10;
zi472;Grapscri;kl;1;
zi472;Candxant;kl;1;
zi472;Normpulc;kl;10;
zi473;Buelgris;kl;1;
zi473;Lecielae;kl;20;
zi473;Physadsc;kl;1;
zi473;Parmglab;kl;10;
zi473;Phaeorbi;kl;1;
zi473;Xantpari;kl;1;
zi473;Normpulc;kl;1;
zi474;Lecielae;kl;1;
zi474;Physadsc;kl;1;
zi474;Phystene;kl;1;
zi474;Parmglab;kl;1;
zi474;Phaeorbi;kl;1;
zi474;Xantpari;kl;20;
zi474;Physstel;kl;1;
zi475;Amanpunc;kl;1;
zi475;Buelgris;kl;1;
zi475;Lecacarp;kl;1;
zi475;Lecachla;kl;1;
zi475;Lecielae;kl;1;
zi475;Phlyarge;kl;20;
zi475;Physadsc;kl;1;
zi475;Phystene;kl;1;
zi475;Candrefl;kl;1;
zi475;Parmglab;kl;1;
zi475;Parmsulc;kl;10;
zi475;Pertalbe;kl;20;
zi475;Xantpari;kl;10;
zi475;Candxant;kl;1;
zi475;Hypophys;kl;1;
zi475;Parmexas;kl;1;
zi475;Physstel;kl;1;
zi475;Xantpoly;kl;1;
zi475;Lecaconi;kl;1;
zi475;Lecasali;kl;1;
zi475;Calopyra;kl;1;
zi476;Lecacarp;kl;1;
zi476;Lecachla;kl;10;
zi476;Phlyarge;kl;20;
zi476;Physadsc;kl;1;
zi476;Phystene;kl;1;
zi476;Pertalbe;kl;10;
zi476;Xantpari;kl;10;
zi476;Pertamar;kl;1;
zi476;Physstel;kl;1;
zi476;Xantpoly;kl;1;
zi477;Amanpunc;kl;1;
zi477;Lecacarp;kl;1;
zi477;Lecachla;kl;10;
zi477;Phlyarge;kl;20;
zi477;Physadsc;kl;1;
zi477;Candrefl;kl;1;
zi477;Parmsulc;kl;1;
zi477;Pertalbe;kl;1;
zi477;Xantpari;kl;1;
zi477;Xantpoly;kl;1;
zi477;Lecaconi;kl;1;
zi477;Lecasali;kl;1;
zi478;Amanpunc;kl;1;
zi478;Lecielae;kl;1;
zi478;Phlyarge;kl;10;
zi478;Physadsc;kl;1;
zi478;Phystene;kl;1;
zi478;Phaeorbi;kl;10;
zi478;Hypophys;kl;10;
zi478;Physstel;kl;1;
zi478;Lecaconi;kl;1;
zi478;Lecasali;kl;1;
zi479;Buelgris;kl;1;
zi479;Lecachla;kl;1;
zi479;Lecielae;kl;1;
zi479;Phlyarge;kl;10;
zi479;Physadsc;kl;1;
zi479;Phystene;kl;1;
zi479;Candrefl;kl;1;
zi479;Pertalbe;kl;1;
zi479;Xantpari;kl;1;
zi479;Candxant;kl;1;
zi479;Hypophys;kl;1;
zi479;Pertamar;kl;1;
zi479;Physstel;kl;1;
zi479;Xantpoly;kl;1;
zi479;Lecasali;kl;1;
zi480;Lecachla;kl;1;
zi480;Lecielae;kl;1;
zi480;Phlyarge;kl;10;
zi480;Parmglab;kl;10;
zi480;Parmsulc;kl;10;
zi480;Candxant;kl;1;
zi480;Hypophys;kl;1;
zi480;Parmexas;kl;1;
zi480;Parmtili;kl;1;
zi480;Lecasali;kl;1;
zi481;Buelgris;kl;1;
zi481;Lecacarp;kl;1;
zi481;Lecachla;kl;1;
zi481;Lecielae;kl;1;
zi481;Phlyarge;kl;20;
zi481;Physadsc;kl;1;
zi481;Phystene;kl;1;
zi481;Candrefl;kl;1;
zi481;Parmsulc;kl;1;
zi481;Pertalbe;kl;1;
zi481;Hypophys;kl;10;
zi481;Parmexas;kl;1;
zi481;Xantpoly;kl;1;
zi481;Lecaconi;kl;1;
zi481;Lecasali;kl;1;
fu482;Verrmura;kl;5;
fu482;Verrnigr;kl;1;
fu482;Lecamura;kl;5;
fu483;Verrmura;kl;5;
fu483;Protrupe;kl;5;
fu483;Lecamura;kl;10;
fu484;Xantcand;kl;1;
fu484;Calocitr;kl;10;
fu485;Verrmura;kl;1;
fu485;Calochry;kl;1;
fu485;Protrupe;kl;1;
fu485;Verrhoch;kl;1;
fu485;Calolact;kl;1;
fu486;Collfusc;kl;30;
fu487;Collfusc;kl;20;
fu487;Calochry;kl;10;
fu487;Lecamura;kl;10;
fu487;Calolact;kl;1;
fu488;Verrnigr;kl;20;
fu488;Collfusc;kl;10;
fu488;Calochry;kl;1;
fu488;Verrviri;kl;1;
fu488;Lecamura;kl;40;
fu488;Verrhoch;kl;1;
fu488;Collcri1;kl;1;
fu488;Calolact;kl;10;
fu488;Calovari;kl;1;
fu489;Verrmura;kl;20;
fu489;Verrnigr;kl;10;
fu489;Collfusc;kl;30;
fu489;Calochry;kl;1;
fu489;Lecamura;kl;30;
fu489;Calochal;kl;1;
fu490;Calocirr;kl;10;
fu490;Verrmura;kl;20;
fu490;Verrnigr;kl;10;
fu490;Collfusc;kl;1;
fu490;Candaure;kl;1;
fu490;Calochal;kl;1;
fu491;Calocirr;kl;1;
fu491;Verrnigr;kl;10;
fu491;Calochry;kl;10;
fu491;Collcri1;kl;10;
fu491;Calochal;kl;1;
fu492;Verrmura;kl;10;
fu492;Verrnigr;kl;10;
fu492;Calochry;kl;1;
fu493;Calocitr;kl;10;
fu493;Collcri1;kl;10;
fu494;Phlyarge;kl;80;
fu494;Parmsulc;kl;20;
fu494;Candconc;kl;1;
fu495;Lecachla;kl;20;
fu495;Phlyarge;kl;40;
fu495;Physadsc;kl;1;
fu495;Parmglab;kl;20;
fu495;Parmsulc;kl;20;
fu495;Candconc;kl;1;
fu495;Parmtili;kl;1;
fu496;Lecachla;kl;10;
fu496;Phlyarge;kl;20;
fu496;Physadsc;kl;20;
fu496;Phystene;kl;1;
fu496;Parmsulc;kl;20;
fu496;Parmexa1;kl;1;
fu496;Candconc;kl;10;
fu496;Parmtili;kl;20;
fu497;Cladconi;kl;40;
fu498;Peltprae;kl;30;
fu498;Leptlich;kl;30;
fu499;Leptlich;kl;60;
fu500;Verrmura;kl;20;
fu500;Verrnigr;kl;30;
br501;Collfusc;kl;20;
br501;Cladfimb;kl;10;
br501;Peltprae;kl;1;
br501;Gyalulmi;kl;60;
br501;Peltcoll;kl;10;
br502;Cladfimb;kl;10;
br502;Peltprae;kl;1;
br502;Gyalulmi;kl;80;
br502;Peltcoll;kl;10;
br503;Phlyarge;kl;1;
br503;Grapscri;kl;1;
br503;Leprinca;kl;1;
br503;Gyalulmi;kl;80;
br504;Gyalulmi;kl;100;
br505;Peltprae;kl;60;
br505;Leptlich;kl;20;
br506;Phlyarge;kl;10;
br506;Leprinca;kl;20;
br506;Peltprae;kl;40;
br506;Peltcoll;kl;10;
br507;Phlyarge;kl;10;
br507;Leprinca;kl;10;
br507;Normpulc;kl;10;
br507;Platglau;kl;40;
br507;Cladpyxi;kl;1;
br507;Peltcoll;kl;10;
br507;Arthcinn;kl;1;
br507;Bacirube;kl;1;
br507;Leptsatu;kl;1;
br508;Phlyarge;kl;20;
br508;Leprinca;kl;10;
br508;Normpulc;kl;10;
br508;Platglau;kl;20;
br508;Cladpyxi;kl;1;
br508;Arthcinn;kl;1;
br508;Peltrufe;kl;10;
br509;Phlyarge;kl;1;
br509;Parmsulc;kl;1;
br509;Pertamar;kl;20;
br509;Cetrcetr;kl;50;
br510;Phlyarge;kl;20;
br510;Leprinca;kl;10;
br510;Pertamar;kl;1;
br510;Cetrchlo;kl;50;
br511;Amanpunc;kl;1;
br511;Lecacarp;kl;1;
br511;Lecachla;kl;1;
br511;Phlyarge;kl;20;
br511;Physadsc;kl;10;
br511;Parmglab;kl;10;
br511;Parmsulc;kl;20;
br511;Leprinca;kl;1;
br511;Candxant;kl;1;
br512;Lecachla;kl;1;
br512;Phlyarge;kl;1;
br512;Physadsc;kl;10;
br512;Phystene;kl;1;
br512;Parmglab;kl;10;
br512;Parmsulc;kl;40;
br513;Amanpunc;kl;10;
br513;Lecacarp;kl;1;
br513;Lecachla;kl;10;
br513;Phlyarge;kl;10;
br513;Leprinca;kl;1;
br513;Baeoplac;kl;1;
br514;Lecacarp;kl;1;
br514;Lecachla;kl;20;
br514;Phlyarge;kl;10;
br514;Baeoplac;kl;1;
br515;Lecachla;kl;1;
br515;Phlyarge;kl;20;
br515;Pertalbe;kl;1;
br516;Leprinca;kl;1;
br516;Protrupe;kl;20;
br516;Verrviri;kl;20;
br516;Verrhoch;kl;20;
br516;Sarcfall;kl;40;
br517;Leprinca;kl;20;
br517;Verrviri;kl;20;
br517;Verrhoch;kl;20;
br517;Sarcfall;kl;20;
br518;Verrmura;kl;20;
br518;Protrupe;kl;20;
br518;Verrviri;kl;1;
br518;Verrhoch;kl;20;
br518;Sarcfall;kl;20;
br519;Leprinca;kl;1;
br519;Verrhoch;kl;1;
br519;Sarcfall;kl;20;
br520;Verrmura;kl;20;
br520;Leprinca;kl;20;
br520;Verrhoch;kl;20;
br520;Sarcfall;kl;10;
fa521;Collflac;kl;20;
fa521;Leprinca;kl;1;
fa522;Collflac;kl;20;
fa522;Leprinca;kl;1;
fa523;Lecacarp;kl;20;
fa523;Phlyarge;kl;1;
fa523;Parmglab;kl;10;
fa523;Grapscri;kl;20;
fa523;Leprinca;kl;1;
fa523;Candconc;kl;10;
fa523;Agontris;kl;1;
fa524;Lecacarp;kl;1;
fa524;Lecachla;kl;10;
fa524;Phlyarge;kl;20;
fa524;Parmglab;kl;10;
fa524;Candconc;kl;1;
fa524;Agontris;kl;1;
fa525;Lecachla;kl;1;
fa525;Phlyarge;kl;20;
fa525;Grapscri;kl;60;
fa525;Leprinca;kl;1;
fa526;Lecachla;kl;1;
fa526;Grapscri;kl;70;
fa527;Mycosabu;kl;30;
fa527;Chaerube;kl;40;
fa527;Micamyri;kl;1;
fa528;Mycosabu;kl;30;
fa528;Chaerube;kl;30;
fa529;Verrmura;kl;10;
fa529;Verrnigr;kl;10;
fa529;Verrviri;kl;1;
fa529;Sarcprui;kl;1;
fa529;Leptlich;kl;10;
fa530;Verrmura;kl;10;
fa530;Verrnigr;kl;20;
fa530;Verrviri;kl;1;
fa530;Sarcprui;kl;1;
fa531;Verrnigr;kl;30;
fa532;Verrnigr;kl;10;
fa532;Protrupe;kl;10;
fa532;Sarcprui;kl;10;
fa533;Parmsulc;kl;10;
fa533;Parmtili;kl;1;
fa533;Platglau;kl;30;
fa533;Parmsaxa;kl;1;
fa534;Cladconi;kl;50;
fa534;Claddigi;kl;50;
fa535;Verrnigr;kl;10;
fa535;Protrupe;kl;10;
fa535;Gyaljene;kl;10;
fa536;Verrnigr;kl;20;
fa536;Protrupe;kl;20;
fa536;Gyaljene;kl;40;
fa536;Leprniva;kl;10;
fa536;Peltcani;kl;30;
fa537;Peltcani;kl;60;
fa538;Calochry;kl;40;
fa538;Leprniva;kl;10;
fa539;Phlyarge;kl;1;
fa539;Parmglab;kl;20;
fa539;Parmsulc;kl;20;
fa539;Parmtili;kl;20;
fa540;Verrmura;kl;50;
fa540;Leprinca;kl;20;
fa540;Gyaljene;kl;1;
fa540;Sarcprui;kl;1;
fa540;Verrhoch;kl;30;
fa541;Verrnigr;kl;50;
fa541;Leprinca;kl;10;
fa541;Gyaljene;kl;30;
fa541;Sarcprui;kl;10;
fa542;Verrmura;kl;1;
fa542;Gyaljene;kl;1;
fa542;Collcri1;kl;10;
fa543;Leprinca;kl;30;
fa544;Phlyarge;kl;1;
fa544;Physadsc;kl;20;
fa544;Parmglab;kl;1;
fa544;Grapscri;kl;20;
fa544;Opegviri;kl;1;
fa545;Cladfimb;kl;30;
ei546;Verrmura;kl;50;
ei546;Gyaljene;kl;50;
ei547;Verrmura;kl;40;
ei547;Protrupe;kl;50;
ei547;Sarcprui;kl;10;
ei548;Lecachla;kl;20;
ei548;Phlyarge;kl;20;
ei548;Parmglab;kl;20;
ei548;Parmsulc;kl;20;
ei548;Leprinca;kl;20;
ei549;Phlyarge;kl;10;
ei549;Parmglab;kl;10;
ei549;Grapscri;kl;10;
ei549;Leprinca;kl;10;
ei550;Amanpunc;kl;1;
ei550;Phlyarge;kl;10;
ei550;Grapscri;kl;1;
ei550;Pertalbe;kl;1;
ei550;Arthradi;kl;10;
ei550;Lecaconi;kl;20;
ei551;Lecachla;kl;10;
ei551;Phlyarge;kl;20;
ei551;Candrefl;kl;10;
ei551;Parmglab;kl;1;
ei551;Grapscri;kl;20;
ei552;Lecachla;kl;20;
ei552;Phlyarge;kl;20;
ei552;Candrefl;kl;10;
ei552;Parmglab;kl;1;
ei552;Grapscri;kl;20;
ei553;Phlyarge;kl;20;
ei553;Leprinca;kl;40;
ei553;Cladpyxi;kl;10;
ei553;Phaeendo;kl;10;
ei554;Phlyarge;kl;10;
ei554;Candrefl;kl;10;
ei554;Parmsulc;kl;10;
ei554;Parmsaxa;kl;10;
ei555;Amanpunc;kl;10;
ei555;Phlyarge;kl;20;
ei555;Phaeorbi;kl;20;
ei555;Grapscri;kl;20;
ei555;Parmsulc;kl;10;
ei555;Pertalbe;kl;10;
ei555;Pseufurf;kl;10;
ei556;Verrmura;kl;1;
ei556;Verrnigr;kl;1;
ei556;Protrupe;kl;10;
ei556;Gyaljene;kl;10;
ei557;Verrmura;kl;1;
ei557;Verrnigr;kl;10;
ei557;Verrcalc;kl;10;
ei558;Collcris;kl;20;
ei559;Verrmura;kl;100;
ei559;Verrhoch;kl;1;
ei560;Verrmura;kl;10;
ei560;Protrupe;kl;20;
ei560;Gyaljene;kl;20;
ei560;Collcris;kl;30;
ei560;Verrmarm;kl;1;
ei561;Verrmura;kl;1;
ei561;Protrupe;kl;20;
ei561;Gyaljene;kl;20;
ei561;Collcris;kl;1;
ei561;Verrmarm;kl;1;
ei562;Verrmura;kl;1;
ei562;Protrupe;kl;30;
ei562;Collcris;kl;20;
ei562;Verrhoch;kl;1;
ei563;Verrmura;kl;20;
ei563;Verrnigr;kl;40;
ei563;Verrhoch;kl;1;
ei564;Verrmura;kl;30;
ei564;Verrnigr;kl;40;
ei564;Protrupe;kl;1;
ei564;Gyaljene;kl;10;
ei564;Verrviri;kl;1;
ei564;Opegdolo;kl;20;
ei564;Verrmarm;kl;1;
ei565;Collcris;kl;10;
ei566;Cladfimb;kl;15;
ei566;Cladconi;kl;15;
ei566;Claddigi;kl;30;
ei566;Cladsqua;kl;40;
ei567;Cladconi;kl;15;
ei567;Claddigi;kl;15;
ei568;Claddigi;kl;15;
ei568;Hypofari;kl;5;
ei569;Buelgris;kl;1;
ei569;Hypophys;kl;1;
ei569;Parmflav;kl;30;
ei569;Platglau;kl;1;
ei569;Parmsaxa;kl;1;
ei569;Claddigi;kl;30;
ei569;Chaepusi;kl;20;
ei570;Hypophys;kl;1;
ei570;Platglau;kl;1;
ei570;Claddigi;kl;20;
ei570;Chaepusi;kl;40;
ei571;Claddigi;kl;20;
ei572;Parmglab;kl;1;
ei572;Parmsaxa;kl;10;
ei572;Claddigi;kl;40;
ei572;Chaepusi;kl;10;
ei573;Hypophys;kl;1;
ei573;Chaepusi;kl;20;
ei574;Chaepusi;kl;20;
ei575;Phlyarge;kl;40;
ei575;Grapscri;kl;40;
ei575;Parmsaxa;kl;1;
ei576;Lecacarp;kl;40;
ei577;Verrmura;kl;10;
ei577;Gyaljene;kl;70;
ei578;Claddigi;kl;80;
ei579;Verrnigr;kl;1;
ei579;Lecamura;kl;1;
ei579;Endopusi;kl;1;
ei579;Collcri1;kl;1;
ei579;Leptplic;kl;1;
ei579;Dermmini;kl;20;
ei579;Peltpoly;kl;1;
ei580;Verrmura;kl;1;
ei580;Verrnigr;kl;1;
ei580;Lecamura;kl;1;
ei580;Endopusi;kl;1;
ei580;Dermmini;kl;20;
po581;Verrmura;kl;10;
po581;Protrupe;kl;10;
po581;Lecamura;kl;20;
po581;Collcri1;kl;1;
po581;Lecadisp;kl;1;
po581;Dermmini;kl;10;
po581;Leciluri;kl;1;
po581;Physdubi;kl;10;
po582;Verrmura;kl;10;
po582;Lecamura;kl;10;
po582;Verrhoch;kl;10;
po582;Endopusi;kl;10;
po582;Collcri1;kl;1;
po582;Dermmini;kl;20;
po583;Lecasymm;kl;10;
po583;Parmambi;kl;20;
po583;Cladmaci;kl;20;
po583;Imshaleu;kl;10;
po583;Lecavari;kl;1;
po583;Claddigi;kl;20;
po583;Micamyri;kl;1;
po584;Lecasymm;kl;20;
po584;Imshaleu;kl;40;
po584;Lecavari;kl;20;
po584;Micamyri;kl;1;
po585;Hypophys;kl;40;
po585;Imshaleu;kl;1;
po585;Hypofari;kl;20;
po585;Physdubi;kl;20;
po586;Parmglab;kl;20;
po586;Pseufurf;kl;30;
po586;Everdiva;kl;10;
po586;Hyposcal;kl;1;
po586;Parmambi;kl;20;
po586;Lecasali;kl;1;
po586;Cetrcetr;kl;1;
po586;Cyphtigi;kl;1;
po586;Lecamugh;kl;1;
po587;Everdiva;kl;10;
po587;Parmambi;kl;40;
po587;Cetrcetr;kl;30;
po588;Pseufurf;kl;50;
po588;Everdiva;kl;20;
po588;Hyposcal;kl;10;
po589;Parmglab;kl;10;
po589;Pseufurf;kl;50;
po589;Parmambi;kl;30;
po589;Parmhype;kl;1;
po589;Cetrcetr;kl;10;
po590;Parmglab;kl;30;
po590;Parmsulc;kl;20;
po590;Pseufurf;kl;50;
po590;Hyposcal;kl;1;
po591;Hypophys;kl;30;
po591;Pseufurf;kl;50;
po591;Usnefili;kl;1;
po591;Parmambi;kl;20;
po591;Lecapuli;kl;1;
po591;Hypofari;kl;1;
po592;Lecachla;kl;1;
po592;Hypophys;kl;50;
po592;Parmambi;kl;40;
po592;Lecapuli;kl;1;
po592;Hypofari;kl;10;
po593;Hypophys;kl;20;
po593;Pseufurf;kl;10;
po593;Cyphtigi;kl;1;
po594;Hypophys;kl;40;
po594;Pseufurf;kl;30;
po594;Hyposcal;kl;1;
po594;Parmambi;kl;20;
po594;Parmhype;kl;1;
po594;Cyphtigi;kl;10;
po594;Cladcocc;kl;1;
po594;Vulppina;kl;1;
po595;Hypophys;kl;40;
po595;Pseufurf;kl;20;
po595;Parmambi;kl;10;
po595;Parmhype;kl;1;
po595;Cladcocc;kl;1;
po595;Vulppina;kl;1;
po596;Pseufurf;kl;20;
po596;Hyposcal;kl;10;
po596;Parmambi;kl;20;
po596;Parmhype;kl;1;
po596;Vulppina;kl;1;
po597;Leprinca;kl;1;
po597;Hypophys;kl;1;
po597;Cladconi;kl;1;
po597;Pseufurf;kl;40;
po597;Platglau;kl;20;
po597;Parmambi;kl;1;
po597;Parmhype;kl;1;
po597;Claddigi;kl;1;
po597;Hypofari;kl;1;
po597;Cladcocc;kl;1;
po598;Hypophys;kl;10;
po598;Cladconi;kl;1;
po598;Pseufurf;kl;20;
po598;Platglau;kl;10;
po598;Claddigi;kl;1;
po599;Verrmura;kl;5;
po599;Collflac;kl;1;
po599;Protrupe;kl;10;
po599;Lecamura;kl;1;
po599;Leptlich;kl;1;
po599;Endopusi;kl;1;
po599;Dermmini;kl;1;
po601;Collflac;kl;1;
po601;Protrupe;kl;10;
po601;Lecamura;kl;5;
po601;Leptlich;kl;5;
po601;Endopall;kl;1;
po602;Verrmura;kl;10;
po602;Collflac;kl;10;
po602;Protrupe;kl;10;
po602;Lecamura;kl;10;
po602;Dermmini;kl;10;
sc603;Verrnigr;kl;20;
sc603;Sarcregu;kl;20;
sc603;Acarglau;kl;1;
sc603;Peltprae;kl;1;
sc603;Cladpyxi;kl;20;
sc604;Verrmura;kl;20;
sc604;Verrnigr;kl;20;
sc604;Sarcregu;kl;20;
sc604;Peltprae;kl;10;
sc605;Sarcregu;kl;1;
sc605;Peltprae;kl;10;
sc605;Cladpyxi;kl;40;
sc605;Claddigi;kl;20;
sc606;Verrmura;kl;10;
sc606;Verrnigr;kl;10;
sc607;Verrnigr;kl;1;
sc607;Peltprae;kl;1;
sc607;Cladpyxi;kl;1;
sc607;Claddigi;kl;10;
sc607;Catarufe;kl;1;
sc608;Verrmura;kl;1;
sc608;Verrnigr;kl;1;
sc608;Peltprae;kl;5;
sc608;Claddigi;kl;5;
sc608;Catarufe;kl;1;
sc609;Verrnigr;kl;1;
sc609;Peltprae;kl;1;
sc609;Claddigi;kl;10;
sc610;Verrmura;kl;10;
sc610;Collflac;kl;1;
sc610;Collfusc;kl;1;
sc610;Protrupe;kl;10;
sc610;Acarglau;kl;1;
sc610;Tonicand;kl;1;
sc611;Verrmura;kl;1;
sc611;Protrupe;kl;1;
sc611;Placnigr;kl;10;
sc611;Acarglau;kl;1;
sc611;Dermmini;kl;1;
sc612;Verrmura;kl;1;
sc612;Verrnigr;kl;1;
sc612;Protrupe;kl;10;
sc612;Placnigr;kl;10;
sc612;Acarglau;kl;1;
sc613;Collflac;kl;1;
sc613;Collfusc;kl;10;
sc613;Protrupe;kl;1;
sc613;Tonicand;kl;1;
sc614;Verrnigr;kl;10;
sc614;Placnigr;kl;1;
sc614;Acarglau;kl;1;
sc614;Dermmini;kl;1;
sc615;Collfusc;kl;1;
sc615;Peltprae;kl;5;
sc616;Amanpunc;kl;20;
sc616;Lecacarp;kl;20;
sc616;Phlyarge;kl;20;
sc616;Parmsulc;kl;20;
sc617;Phlyarge;kl;10;
sc617;Parmsulc;kl;50;
sc617;Pertamar;kl;40;
sc617;Candconc;kl;1;
sc618;Pseufurf;kl;100;
sc619;Verrmura;kl;20;
sc619;Leprcras;kl;80;
sc620;Platglau;kl;60;
sc621;Phlyarge;kl;20;
sc621;Grapscri;kl;1;
sc622;Verrmura;kl;10;
sc622;Verrnigr;kl;1;
sc622;Protrupe;kl;10;
sc622;Leprniva;kl;1;
sc623;Verrmura;kl;10;
sc623;Collfusc;kl;1;
sc623;Protrupe;kl;10;
sc624;Verrmura;kl;20;
sc624;Verrnigr;kl;30;
sc624;Gyaljene;kl;40;
sc624;Dermmini;kl;1;
sc625;Leprniva;kl;5;
sc625;Peltprae;kl;10;
sc625;Catilent;kl;1;
sc625;Protincr;kl;10;
sc625;Verrcomp;kl;5;
sc626;Collfusc;kl;20;
sc626;Claddigi;kl;20;
sc626;Agontris;kl;20;
sc626;Peltcoll;kl;20;
sc627;Cladconi;kl;10;
sc627;Peltprae;kl;5;
sc627;Claddigi;kl;5;
sc627;Peltcoll;kl;1;
sc628;Cladconi;kl;30;
sc628;Peltprae;kl;20;
sc628;Claddigi;kl;30;
sc629;Verrmura;kl;30;
sc629;Gyaljene;kl;30;
sc629;Leptlich;kl;20;
sc629;Collcri1;kl;1;
sc629;Verrochr;kl;1;
sc630;Trapviri;kl;50;
sc631;Cladconi;kl;40;
sc631;Claddigi;kl;40;
bl632;Parmglab;kl;10;
bl632;Hypophys;kl;20;
bl632;Cladconi;kl;1;
bl632;Parmexas;kl;10;
bl632;Hyposcal;kl;1;
bl632;Parmambi;kl;10;
bl632;Claddigi;kl;1;
bl632;Cladochr;kl;1;
bl632;Cyphtigi;kl;1;
bl633;Hypophys;kl;20;
bl633;Cladconi;kl;5;
bl633;Parmexas;kl;10;
bl633;Hyposcal;kl;10;
bl633;Claddigi;kl;1;
bl633;Cladochr;kl;5;
bl634;Parmglab;kl;10;
bl634;Hypophys;kl;5;
bl634;Parmexas;kl;20;
bl634;Hyposcal;kl;5;
bl634;Claddigi;kl;1;
bl634;Cladochr;kl;1;
bl635;Collfusc;kl;20;
bl636;Phlyarge;kl;20;
bl636;Parmsulc;kl;20;
bl636;Platglau;kl;30;
bl636;Cladpyxi;kl;10;
bl637;Amanpunc;kl;1;
bl637;Phlyarge;kl;10;
bl637;Parmglab;kl;10;
bl637;Parmsulc;kl;20;
bl638;Phlyarge;kl;10;
bl638;Phystene;kl;1;
bl638;Phaeorbi;kl;10;
bl638;Leprinca;kl;1;
bl638;Candxant;kl;10;
bl639;Phlyarge;kl;5;
bl639;Physadsc;kl;1;
bl639;Phystene;kl;5;
bl639;Candrefl;kl;5;
bl639;Phaeorbi;kl;1;
bl639;Candxant;kl;5;
bl640;Verrmura;kl;1;
bl640;Gyaljene;kl;20;
bl640;Leprniva;kl;1;
bl640;Verrhoch;kl;1;
bl641;Lecachla;kl;20;
bl641;Parmsulc;kl;20;
bl641;Hypophys;kl;20;
bl641;Platglau;kl;20;
bl641;Vulppina;kl;1;
bl641;Micapras;kl;1;
bl642;Leprinca;kl;10;
bl642;Hypophys;kl;20;
bl642;Cladfimb;kl;20;
bl642;Pseufurf;kl;20;
bl642;Bryofusc;kl;10;
bl642;Parmambi;kl;1;
bl642;Lecapuli;kl;10;
bl643;Lecachla;kl;20;
bl643;Leprinca;kl;1;
bl643;Hypophys;kl;20;
bl643;Cladfimb;kl;10;
bl643;Pseufurf;kl;20;
bl643;Everprun;kl;10;
bl643;Parmambi;kl;10;
bl643;Lecapuli;kl;1;
bl643;Bryosubc;kl;1;
bl643;Chaechry;kl;1;
bl643;Chaeferr;kl;1;
bl644;Lecachla;kl;1;
bl644;Hypophys;kl;20;
bl644;Pseufurf;kl;40;
bl644;Parmambi;kl;20;
bl644;Caliviri;kl;1;
bl645;Pseufurf;kl;50;
bl645;Everprun;kl;30;
bl645;Bryofusc;kl;10;
bl645;Lecapuli;kl;1;
bl645;Caliviri;kl;1;
bl646;Parmglab;kl;10;
bl646;Hypophys;kl;30;
bl646;Pertamar;kl;10;
bl646;Pseufurf;kl;50;
bl646;Platglau;kl;1;
bl647;Amanpunc;kl;20;
bl647;Cladfimb;kl;10;
bl647;Platglau;kl;60;
bl647;Parmambi;kl;10;
bl648;Amanpunc;kl;5;
bl648;Lecachla;kl;1;
bl648;Everprun;kl;20;
bl648;Bryofusc;kl;1;
bl648;Platglau;kl;60;
bl648;Parmambi;kl;10;
bl648;Caliviri;kl;5;
bl649;Verrmura;kl;5;
bl649;Verrnigr;kl;5;
bl649;Gyaljene;kl;1;
bl649;Agontris;kl;1;
bl649;Dermmini;kl;1;
bl649;Physdubi;kl;1;
bl649;Catarufe;kl;1;
bl649;Tonicand;kl;1;
bl649;Collmult;kl;1;
bl650;Verrmura;kl;5;
bl650;Verrnigr;kl;5;
bl650;Gyaljene;kl;10;
bl650;Placnigr;kl;1;
bl650;Physdubi;kl;1;
bl650;Tonicand;kl;1;
bl650;Collmult;kl;1;
bl651;Gyaljene;kl;10;
bl651;Placnigr;kl;1;
bl651;Dermmini;kl;1;
bl651;Physdubi;kl;10;
bl651;Catarufe;kl;1;
bl651;Tonicand;kl;10;
bl651;Collmult;kl;1;
bl652;Verrmura;kl;1;
bl652;Verrnigr;kl;1;
bl652;Gyaljene;kl;10;
bl652;Placnigr;kl;1;
bl652;Dermmini;kl;10;
bl652;Physdubi;kl;10;
bl652;Catarufe;kl;1;
