plot;abbr;layer;cov;browsed;voucher;comment;history
hw27;prun maha;hl;+;no;;;
hw27;rosa cani;hl;+;yes;;;
hw27;sang mino mino;hl;+;no;;;
hw27;scab ochr;hl;+;no;;;
hw27;secu vari;hl;1;no;;;
hw27;sedu albu;hl;+;no;;;
hw27;sesl caer;hl;+;yes;;;
hw27;sile nuta nuta;hl;+;no;;;
hw27;sorb pann;hl;+;yes;;;
hw27;teuc botr;hl;+;no;;;
hw27;teuc cham;hl;1;no;;;
hw27;teuc mont;hl;+;no;;;
hw27;vale offi tenu;hl;+;no;;;
hw27;verb chai aust;hl;+;no;;;
hw27;vero cham cham;hl;+;no;;;
hw27;hylo sple;ml;1;no;;;
hw27;unde bryo;ml;1;;;;
hw27;acer camp;sl;+;yes;;;
hw27;acer pseu;sl;+;yes;;;
hw27;berb vulg;sl;+;no;;;
hw27;corn mas;sl;1;yes;;;
hw27;corn sang slat;sl;1;yes;;;
hw27;frax exce;sl;+;no;;;
hw27;ligu vulg;sl;+;no;;;
hw27;pinu nigr nigr;sl;+;no;;;
hw27;prun maha;sl;2a;no;;;
hw27;sorb pann;sl;+;yes;;;
hw28;anth vuln poly;hl;1;no;;;
hw28;arab sagi;hl;+;no;;;
hw28;aren serp;hl;+;no;;;
hw28;arrh elat;hl;1;no;;;
hw28;aspl ruta;hl;+;no;;;
hw28;brac sylv;hl;+;no;;;
hw28;bupl falc falc;hl;+;no;;;
hw28;care hall;hl;1;yes;;;
hw28;clin alpi alpi;hl;+;no;;;
hw28;corn mas;hl;1;yes;;;
hw28;corn sang slat;hl;1;yes;;;
hw28;cyti nigr nigr;hl;1;no;;;
hw28;dact glom glom;hl;+;no;;;
hw28;dory germ;hl;2a;no;;;
hw28;euph cypa;hl;+;no;;;
hw28;euph poly;hl;+;no;;;
hw28;frax exce;hl;+;yes;;;
hw28;gale angu;hl;2m;no;;;
hw28;gali albu;hl;1;no;2008-0002;cf.;
hw28;hier spec ies;hl;1;no;2008-0078;Cauligera-elata-type;
hw28;hype perf;hl;+;no;;;
hw28;jugl regi;hl;r;no;;;
hw28;lina geni;hl;+;no;;;
hw28;medi lupu;hl;1;no;;;
hw28;meli cili;hl;2a;no;;;
hw28;meli offi;hl;1;no;;;
hw28;micr perf;hl;+;no;;;
hw28;orig vulg;hl;+;no;;;
hw28;pinu nigr nigr;hl;+;no;;;
hw28;prun maha;hl;1;no;;;
hw28;rosa cani;hl;+;yes;;;
hw28;salv vert;hl;1;no;;;
hw28;sang mino mino;hl;+;yes;;;
hw28;scab ochr;hl;2m;no;;;
hw28;secu vari;hl;+;no;;;
hw28;sedu acre;hl;1;no;;;
hw28;sedu albu;hl;2b;no;;;
hw28;sedu sexa;hl;+;no;;;
hw28;sile nuta nuta;hl;+;no;;;
hw28;stac rect rect;hl;+;yes;;;
hw28;teuc botr;hl;1;no;;;
hw28;teuc cham;hl;+;no;;;
hw28;verb chai aust;hl;+;no;;;
hw28;verb dens;hl;+;no;;;
hw28;tort tort;ml;+;no;;;
hw28;unde bryo;ml;+;;;;
hw28;corn mas;sl;+;yes;;;
hw28;corn sang slat;sl;+;yes;;;
hw28;frax exce;sl;+;yes;;;
hw28;pinu nigr nigr;sl;+;no;;;
hw28;prun maha;sl;+;no;;;
hw28;pinu nigr nigr;tl2;1;no;;;
hw29;acer camp;hl;+;yes;;;
hw29;anth vuln poly;hl;+;no;;;
hw29;arab auri;hl;+;no;;;
hw29;arab sagi;hl;+;yes;;;
hw29;arrh elat;hl;1;no;;;
hw29;aspe cyna;hl;+;no;;;
hw29;aspl ruta;hl;+;no;;;
hw29;aspl tric quad;hl;+;no;2008-0012;;
hw29;buph sali;hl;+;no;;;
hw29;bupl falc falc;hl;+;yes;;;
hw29;clin acin;hl;+;no;;;
hw29;clin alpi alpi;hl;+;no;;;
hw29;dian cart cart;hl;+;no;;;
hw29;erig annu annu;hl;+;yes;2008-0028;;
hw29;erys sylv;hl;+;no;;;
hw29;euph cypa;hl;+;no;;;
hw29;euph poly;hl;1;no;;;
hw29;fest stri sulc;hl;+;no;2008-0167;;
hw29;frax exce;hl;+;yes;;;
hw29;gali luci;hl;2a;yes;;cf. G. album;
hw29;hier spec ies;hl;+;no;2008-0076;;
hw29;hype perf;hl;+;no;;;
hw29;jugl regi;hl;r;no;;;
hw29;lina geni;hl;+;no;;;
hw29;lotu corn;hl;+;no;;;
hw29;malv negl;hl;+;no;;;
hw29;medi lupu;hl;+;no;;;
hw29;meli cili;hl;1;no;;;
hw29;meli offi;hl;+;no;;;
hw29;micr perf;hl;+;no;;;
hw29;orig vulg;hl;1;no;;;
hw29;pinu nigr nigr;hl;+;no;;;
hw29;prun maha;hl;+;no;;;
hw29;quer pube pube;hl;r;no;;;
hw29;rosa cani;hl;+;yes;;var. andegavensis;
hw29;rosa cory;hl;+;yes;;;
hw29;salv vert;hl;2a;no;;;
hw29;sang mino mino;hl;1;yes;;;
hw29;scab ochr;hl;1;no;;;
hw29;secu vari;hl;2a;yes;;;
hw29;sedu albu;hl;+;no;;;
hw29;sedu sexa;hl;2a;no;;;
hw29;sesl caer;hl;1;no;;;
hw29;sile nuta nuta;hl;+;yes;;;
hw29;teuc mont;hl;1;no;;;
hw29;thes spec ies;hl;+;no;2008-0090;;
hw29;vale offi tenu;hl;+;yes;;;
hw29;verb chai aust;hl;+;no;;;
hw29;vero cham cham;hl;+;no;;;
hw29;bryu arge;ml;+;no;;;
hw29;pinu nigr nigr;sl;+;no;;;
hw29;prun maha;sl;+;no;;;
hw29;rosa cani;sl;+;yes;;var. andegavensis;
hw30;ajug gene;hl;1;yes;;;
hw30;alli lusi;hl;+;yes;;;
hw30;anch offi;hl;2m;no;;;
hw30;aren serp;hl;1;no;;;
hw30;aspl ruta;hl;+;no;;;
hw30;aspl tric quad;hl;+;no;;;
hw30;card cras glau;hl;1;yes;;;
hw30;card nuta nuta;hl;+;no;;;
hw30;clin alpi alpi;hl;+;no;;;
hw30;conv arve;hl;+;no;;;
hw30;corn mas;hl;+;yes;;;
hw30;echi vulg;hl;+;no;;;
hw30;erys sylv;hl;1;yes;;;
hw30;euph cypa;hl;+;no;;;
hw30;frag vesc;hl;+;no;;;
hw30;hack defl;hl;1;no;2008-0081;;
hw30;heli numm glab;hl;+;no;;;
hw30;heli numm obsc;hl;+;no;2008-0114;;
hw30;hype perf;hl;+;yes;;;
hw30;jovi glob hirt;hl;1;no;;;
hw30;leon inca;hl;+;yes;;;
hw30;ligu vulg;hl;+;yes;;;
hw30;medi lupu;hl;+;yes;;;
hw30;micr perf;hl;+;no;;;
hw30;orig vulg;hl;+;yes;;;
hw30;pelt alli;hl;+;no;;;
hw30;rese lute lute;hl;+;yes;;;
hw30;sang mino mino;hl;+;yes;;;
hw30;secu vari;hl;+;yes;;;
hw30;sedu albu;hl;+;no;;;
hw30;sorb pann;hl;+;yes;;;
hw30;stac rect rect;hl;+;yes;;;
hw30;tara sect rude;hl;+;no;;;
hw30;teuc cham;hl;+;no;;;
hw30;vinc hiru;hl;2a;no;;;
hw30;viol coll;hl;+;no;;;
hw30;viol tric saxa;hl;+;no;;;
hw30;bryu arge;ml;1;no;;;
hw30;tort tort;ml;1;no;;;
hw30;amel oval;sl;+;yes;;;
hw30;corn mas;sl;1;yes;;;
hw30;sorb pann;sl;1;yes;;;
hw31;ajug gene;hl;+;yes;;;
hw31;alli lusi;hl;+;yes;;;
hw31;anth vuln poly;hl;+;no;;;
hw31;arab auri;hl;+;no;;;
hw31;arab sagi;hl;+;yes;;;
hw31;aren serp;hl;+;no;;;
hw31;aspe cyna;hl;2m;no;;;
hw31;aspl ruta;hl;+;no;;;
hw31;brac sylv;hl;+;yes;;;
hw31;briz medi;hl;+;yes;;;
hw31;care hall;hl;2a;yes;;;
hw31;care mich;hl;2b;yes;;;
hw31;cent scab bade;hl;+;yes;;;
hw31;clin alpi alpi;hl;+;no;;;
hw31;coto tome;hl;+;yes;;;
hw31;cyno offi;hl;+;no;;;
hw31;dact glom glom;hl;+;yes;;;
hw31;echi vulg;hl;+;yes;;;
hw31;erys sylv;hl;+;no;;;
hw31;euph cypa;hl;+;no;;;
hw31;fest rubr;hl;1;no;;;
hw31;fest stri sulc;hl;2a;no;2008-0168;;
hw31;frag vesc;hl;+;no;;;
hw31;gali luci;hl;1;yes;;;
hw31;gera sang;hl;+;no;;;
hw31;glob cord;hl;+;yes;;;
hw31;heli canu;hl;+;yes;;;
hw31;heli numm glab;hl;+;no;;;
hw31;heli numm obsc;hl;+;no;2008-0113;;
hw31;hier humi;hl;+;yes;;;
hw31;jovi glob hirt;hl;1;no;;;
hw31;lase sile sile;hl;+;yes;;;
hw31;leon inca;hl;+;yes;;;
hw31;ligu vulg;hl;+;yes;;;
hw31;lotu corn;hl;+;yes;;;
hw31;medi lupu;hl;+;yes;;;
hw31;micr perf;hl;+;no;;;
hw31;orig vulg;hl;+;yes;;;
hw31;pelt alli;hl;+;no;;;
hw31;pinu nigr nigr;hl;+;yes;;;
hw31;plan medi;hl;+;no;;;
hw31;poa bade;hl;1;no;;;
hw31;poa comp;hl;+;no;;;
hw31;pote inca;hl;1;no;2008-0115;;
hw31;puls gran;hl;+;yes;;;
hw31;rosa arve;hl;+;yes;;;
hw31;salv prat prat;hl;2a;yes;;;
hw31;salv vert;hl;+;no;;;
hw31;sang mino mino;hl;+;yes;;;
hw31;sedu albu;hl;+;no;;;
hw31;sedu sexa;hl;+;no;;;
hw31;sese aust;hl;+;yes;;;
hw31;sesl caer;hl;+;yes;;;
hw31;stac rect rect;hl;+;no;;;
hw31;tana cory cory;hl;+;yes;;;
hw31;tara sect rude;hl;+;no;;;
hw31;teuc cham;hl;+;yes;;;
hw31;teuc mont;hl;+;no;;;
hw31;thym odor;hl;2a;no;2008-0018;;
hw31;vinc hiru;hl;2a;no;;;
hw31;viol coll;hl;+;no;;;
hw31;tort tort;ml;1;no;;;
hw32;achi mill aggr;hl;1;yes;;;
hw32;alli lusi;hl;+;yes;;;
hw32;anth ramo;hl;+;yes;;;
hw32;arab sagi;hl;+;yes;;;
hw32;aren serp;hl;1;no;;;
hw32;aspe cyna;hl;+;no;;;
hw32;care humi;hl;3;yes;;;
hw32;care mich;hl;2a;yes;;;
hw32;carl acau slat;hl;+;no;;;
hw32;cyno offi;hl;+;yes;;;
hw32;dact glom glom;hl;+;yes;;;
hw32;dory germ;hl;+;yes;;;
hw32;echi vulg;hl;+;yes;;;
hw32;erys sylv;hl;+;yes;;;
hw32;euph cypa;hl;+;no;;;
hw32;fest stri sulc;hl;2b;yes;2008-0164;;
hw32;frag vesc;hl;+;no;;;
hw32;gali luci;hl;+;yes;;;
hw32;geni pilo;hl;+;yes;;;
hw32;heli numm glab;hl;+;no;;;
hw32;hier pilo aggr;hl;+;yes;;;
hw32;jovi glob hirt;hl;+;no;;;
hw32;leon inca;hl;+;yes;;;
hw32;lotu corn;hl;+;yes;;;
hw32;medi lupu;hl;+;yes;;;
hw32;micr perf;hl;+;no;;;
hw32;pelt alli;hl;+;no;;;
hw32;pimp saxi slat;hl;+;yes;voucher;;
hw32;plan lanc;hl;+;no;;;
hw32;plan medi;hl;+;yes;;;
hw32;poa bade;hl;1;yes;;;
hw32;poa comp;hl;+;yes;;;
hw32;pote pusi;hl;1;no;2008-0125;;
hw32;rese lute lute;hl;+;yes;;;
hw32;sang mino mino;hl;1;yes;;;
hw32;scab ochr;hl;+;no;;;
hw32;sedu albu;hl;+;no;;;
hw32;sese aust;hl;+;yes;;;
hw32;sile nuta nuta;hl;+;yes;;;
hw32;stac rect rect;hl;+;yes;;;
hw32;tara sect rude;hl;+;no;;;
hw32;teuc cham;hl;2a;yes;;;
hw32;teuc mont;hl;+;no;;;
hw32;thym prae prae;hl;+;no;;;
hw32;trif alpe;hl;+;yes;;;
hw32;trif mont mont;hl;+;no;;;
hw32;vacc viti;hl;+;no;;;
hw32;vero aust;hl;+;yes;;;
hw32;vinc hiru;hl;2a;no;;;
hw32;tort tort;ml;+;no;;;
hw33;alli flav;hl;1;no;;;
hw33;alli lusi;hl;+;no;;;
hw33;amel oval;hl;1;no;;;
hw33;anth ramo;hl;+;no;;;
hw33;aspe cyna;hl;1;no;;;
hw33;berb vulg;hl;1;no;;;
hw33;bupl falc falc;hl;+;no;;;
hw33;came micr sylv;hl;+;no;;;
hw33;cent scab bade;hl;1;no;;;
hw33;coto inte;hl;+;no;;;
hw33;cusc epit epit;hl;+;no;;;
hw33;cyan triu;hl;1;no;;;
hw33;cycl purp;hl;+;no;;;
hw33;dian cart cart;hl;1;no;;;
hw33;euon euro;hl;1;no;;;
hw33;euon verr;hl;+;no;;;
hw33;euph cypa;hl;+;no;;;
hw33;fuma proc;hl;+;no;;;
hw33;gali luci;hl;1;no;;;
hw33;gera sang;hl;+;no;;;
hw33;glob cord;hl;1;no;;;
hw33;heli numm glab;hl;1;no;;;
hw33;heli numm obsc;hl;+;no;2008-0107;;
hw33;hipp emer emer;hl;+;no;;;
hw33;jovi glob hirt;hl;1;no;;;
hw33;juni comm comm;hl;1;no;;;
hw33;lase sile sile;hl;2b;no;;;
hw33;leon inca;hl;+;no;;;
hw33;ligu vulg;hl;+;no;;;
hw33;meli cili;hl;2b;no;;;
hw33;poa comp;hl;+;no;2008-0142;;
hw33;poly odor;hl;2a;no;;;
hw33;prun maha;hl;1;no;;;
hw33;puls gran;hl;1;no;;;
hw33;rham cath;hl;+;no;;;
hw33;scab ochr;hl;+;no;;;
hw33;secu vari;hl;1;no;;;
hw33;sedu albu;hl;+;no;;;
hw33;sese aust;hl;2a;no;;;
hw33;sesl caer;hl;3;no;;;
hw33;sorb pann;hl;+;no;;;
hw33;stac rect rect;hl;+;no;;;
hw33;stip penn;hl;2a;no;2008-0136;cf.;
hw33;syri vulg;hl;1;no;;;
hw33;teuc cham;hl;1;no;;;
hw33;teuc mont;hl;+;no;;;
hw33;vero aust;hl;+;no;;;
hw33;vinc hiru;hl;+;no;;;
hw33;tort tort;ml;+;no;;;
hw33;amel oval;sl;+;no;;;
hw33;berb vulg;sl;+;no;;;
hw33;frax exce;sl;+;no;;;
hw33;ligu vulg;sl;+;no;;;
hw33;pinu nigr nigr;sl;+;no;;;
hw33;prun maha;sl;2a;no;;;
hw33;rham cath;sl;+;no;;;
hw33;rosa cani;sl;1;no;;;
hw33;sorb pann;sl;+;no;;;
hw34;alli flav;hl;2a;no;;;
hw34;alli lusi;hl;+;no;;;
hw34;amel oval;hl;+;no;;;
hw34;anth ramo;hl;+;no;;;
hw34;aspe cyna;hl;1;no;;;
hw34;aspl ruta;hl;+;no;;;
hw34;bupl falc falc;hl;+;no;;;
hw34;came micr sylv;hl;+;no;;;
hw34;camp coch;hl;+;no;;;
hw34;card cras glau;hl;+;no;;;
hw34;cent scab bade;hl;2a;no;;;
hw34;clin acin;hl;+;no;;;
hw34;clin alpi alpi;hl;+;no;;;
hw34;conv arve;hl;+;no;;;
hw34;cyan triu;hl;1;no;;;
hw34;dian cart cart;hl;1;no;;;
hw34;erys sylv;hl;+;no;;;
hw34;euon euro;hl;+;no;;;
hw34;euph cypa;hl;+;no;;;
hw34;fest stri sulc;hl;+;no;;;
hw34;gali luci;hl;2a;no;;;
hw34;gera sang;hl;+;no;;;
hw34;heli numm glab;hl;1;no;;;
hw34;hier humi;hl;+;no;;;
hw34;hipp emer emer;hl;1;no;;;
hw34;hylo maxi;hl;+;no;;;
hw34;hype perf;hl;+;no;;;
hw34;jovi glob hirt;hl;+;no;;;
hw34;lase sile sile;hl;2a;no;;;
hw34;leon inca;hl;+;no;;;
hw34;ligu vulg;hl;+;no;;;
hw34;lina geni;hl;+;no;;;
hw34;meli cili;hl;2b;no;;;
hw34;pelt alli;hl;+;no;;;
hw34;poly cham;hl;+;no;;;
hw34;poly odor;hl;1;no;;;
hw34;prun maha;hl;+;no;;;
hw34;pseu turr;hl;+;no;;;
hw34;puls gran;hl;1;no;;;
hw34;rham cath;hl;+;no;;;
hw34;rosa cani;hl;+;no;;;
hw34;scab ochr;hl;1;no;;;
hw34;secu vari;hl;+;no;;;
hw34;sedu albu;hl;+;no;;;
hw34;sese aust;hl;2b;no;;;
hw34;sesl caer;hl;3;no;;;
hw34;sorb pann;hl;+;no;;;
hw34;stac rect rect;hl;+;no;;;
hw34;teuc cham;hl;1;no;;;
hw34;teuc mont;hl;+;no;;;
hw34;vale offi tenu;hl;+;no;;;
hw34;vero aust;hl;+;no;;;
hw34;vinc hiru;hl;+;no;;;
hw34;tort tort;ml;+;no;;;
hw34;amel oval;sl;+;no;;;
hw34;sorb pann;sl;+;no;;;
hw35;ajug gene;hl;+;no;;;
hw35;alli flav;hl;1;no;;;
hw35;alli lusi;hl;+;no;;;
hw35;amel oval;hl;+;no;;;
hw35;aspe cyna;hl;1;no;;;
hw35;aspl ruta;hl;+;no;;;
hw35;camp rotu aggr;hl;+;no;2008-0030;;
hw35;cent scab bade;hl;1;no;;;
hw35;cyan triu;hl;+;no;;;
hw35;dian cart cart;hl;+;no;;;
hw35;erys sylv;hl;+;no;;;
hw35;euph cypa;hl;+;no;;;
hw35;fest stri sulc;hl;+;no;;;
hw35;gali luci;hl;1;no;;;
hw35;glob cord;hl;+;no;;;
hw35;heli numm glab;hl;1;no;;;
hw35;hipp emer emer;hl;1;no;;;
hw35;jovi glob hirt;hl;+;no;;;
hw35;lase sile sile;hl;1;no;;;
hw35;leon inca;hl;+;no;;;
hw35;lina geni;hl;+;no;;;
hw35;meli cili;hl;2a;no;;;
hw35;poa comp;hl;+;no;2008-0150;;
hw35;poly cham;hl;+;no;;;
hw35;poly odor;hl;1;no;;;
hw35;prun maha;hl;+;no;;;
hw35;puls gran;hl;1;no;;;
hw35;scab ochr;hl;1;no;;;
hw35;secu vari;hl;+;no;;;
hw35;sedu albu;hl;+;no;;;
hw35;sese aust;hl;2a;no;2008-0041;;
hw35;sesl caer;hl;3;no;;;
hw35;stac rect rect;hl;+;no;;;
hw35;teuc cham;hl;1;no;;;
hw35;teuc mont;hl;+;no;;;
hw35;vinc hiru;hl;+;no;;;
hw35;tort tort;ml;+;no;;;
hw36;achi mill aggr;hl;+;yes;2008-0080;;
hw36;ajug gene;hl;+;yes;;;
hw36;alli flav;hl;+;no;;;
hw36;amel oval;hl;+;yes;;;
hw36;aren serp;hl;1;no;;;
hw36;aspe tinc;hl;+;no;;cf.;
hw36;berb vulg;hl;+;yes;;;
hw36;beto offi offi;hl;+;yes;;;
hw36;brac pinn;hl;1;no;;;
hw36;bupl falc falc;hl;+;yes;;;
hw36;card cras glau;hl;+;yes;;;
hw36;care alba;hl;2b;no;;;
hw36;care hall;hl;+;yes;;;
hw36;clin acin;hl;+;no;;;
hw36;corn mas;hl;+;yes;;;
hw36;cory avel;hl;2a;yes;;;
hw36;crat mono;hl;+;yes;;;
hw36;cycl purp;hl;+;no;;;
hw36;dact glom glom;hl;1;yes;;;
hw36;dian cart cart;hl;+;yes;;;
hw36;echi vulg;hl;+;no;;;
hw36;erys sylv;hl;+;yes;;;
hw36;euph cypa;hl;1;no;;;
hw36;euph sali;hl;+;no;;;
hw36;fest stri sulc;hl;2b;yes;;;
hw36;frag vesc;hl;+;yes;;;
hw36;frax exce;hl;+;yes;;;
hw36;gali luci;hl;2a;yes;;;
hw36;gera sang;hl;+;no;;;
hw36;geum urba;hl;+;no;;;
hw36;heli numm glab;hl;1;yes;;;
hw36;heli numm obsc;hl;+;yes;;;
hw36;hipp emer emer;hl;1;yes;;;
hw36;hype perf;hl;+;yes;;;
hw36;leon inca;hl;+;yes;;;
hw36;lotu corn;hl;+;yes;;;
hw36;medi lupu;hl;+;no;;;
hw36;meli cili;hl;1;yes;;;
hw36;meli unif;hl;+;yes;;;
hw36;orig vulg;hl;2a;no;;;
hw36;pelt alli;hl;+;yes;;;
hw36;phle phle;hl;2b;yes;;;
hw36;plan medi;hl;+;no;;;
hw36;poa comp;hl;1;yes;;;
hw36;pseu turr;hl;+;yes;;;
hw36;rham cath;hl;1;yes;;;
hw36;rosa arve;hl;+;no;;;
hw36;rubu idae;hl;+;no;;;
hw36;rubu sect rubu;hl;+;no;;;
hw36;sang mino mino;hl;+;no;;;
hw36;scab ochr;hl;+;yes;;;
hw36;sedu albu;hl;+;no;;;
hw36;sesl caer;hl;1;yes;;;
hw36;stac rect rect;hl;+;yes;;;
hw36;stel holo;hl;+;no;;;
hw36;tana cory cory;hl;+;yes;;;
hw36;tara sect rude;hl;+;no;;;
hw36;teuc cham;hl;+;no;;;
hw36;trif alpe;hl;2a;yes;;;
hw36;vale offi tenu;hl;+;yes;;;
hw36;vale trip;hl;+;no;;;
hw36;verb chai aust;hl;+;yes;;;
hw36;vero offi;hl;+;no;;;
hw36;vinc hiru;hl;1;no;;;
hw36;viol alba slat;hl;+;no;;;
hw36;viol hirt;hl;+;no;;;
hw36;viol tric saxa;hl;+;no;;;
hw36;pleu schr;ml;+;no;;;
hw36;tort tort;ml;+;no;;;
hw36;amel oval;sl;+;yes;;;
hw36;berb vulg;sl;+;yes;;;
hw36;conv arve;sl;+;yes;;;
hw36;corn mas;sl;1;yes;;;
hw36;rham cath;sl;1;yes;;;
hw37;acon anth;hl;+;yes;;;
hw37;alli lusi;hl;1;yes;;;
hw37;anch offi;hl;+;no;;;
hw37;anth ramo;hl;+;yes;;;
hw37;arab auri;hl;+;no;;;
hw37;arab sagi;hl;+;no;;;
hw37;aren serp;hl;1;no;;;
hw37;aspe cyna;hl;+;no;;;
hw37;aspl ruta;hl;+;yes;;;
hw37;aspl tric quad;hl;+;yes;;;
hw37;bupl falc falc;hl;+;yes;;;
hw37;camp cesp;hl;+;no;;;
hw37;card cras glau;hl;+;yes;;;
hw37;care humi;hl;2b;no;;;
hw37;clin acin;hl;+;no;;;
hw37;cyan triu;hl;+;yes;;;
hw37;dian cart cart;hl;+;yes;;;
hw37;dory germ;hl;+;no;;;
hw37;echi vulg;hl;1;yes;;;
hw37;erys sylv;hl;1;yes;;;
hw37;euph cypa;hl;1;no;;;
hw37;fall conv;hl;+;no;;;
hw37;gale angu;hl;+;yes;;;
hw37;gali luci;hl;+;yes;;;
hw37;hack defl;hl;1;no;2008-0082;;
hw37;heli numm glab;hl;+;yes;;;
hw37;hier humi;hl;+;yes;;;
hw37;hipp emer emer;hl;+;yes;;;
hw37;jovi glob hirt;hl;1;no;;;
hw37;lase sile sile;hl;+;yes;;;
hw37;lina geni;hl;+;yes;;;
hw37;medi lupu;hl;+;yes;;;
hw37;meli cili;hl;+;yes;;;
hw37;micr minu;hl;+;no;;;
hw37;orig vulg;hl;+;yes;;;
hw37;pelt alli;hl;+;yes;;;
hw37;poa comp;hl;+;yes;;;
hw37;rese lute lute;hl;1;yes;;;
hw37;rosa arve;hl;+;yes;;;
hw37;sang mino mino;hl;+;yes;;;
hw37;secu vari;hl;+;yes;;;
hw37;sedu albu;hl;+;no;;;
hw37;sese aust;hl;+;yes;;;
hw37;sesl caer;hl;+;yes;;;
hw37;sonc aspe aspe;hl;+;no;2008-0026;cf.;
hw37;stac rect rect;hl;+;yes;;;
hw37;tara sect rude;hl;+;yes;;;
hw37;teuc cham;hl;1;no;;;
hw37;teuc mont;hl;+;no;;;
hw37;thal minu slat;hl;+;no;;;
hw37;thym prae poly;hl;+;no;;;
hw37;verb thap;hl;+;no;;;
hw37;vinc hiru;hl;+;no;;;
hw37;viol alba slat;hl;+;no;;cf.;
hw37;viol tric saxa;hl;+;no;;;
hw37;bryu arge;ml;+;no;;;
hw37;tort tort;ml;1;no;;;
hw38;ajug gene;hl;+;yes;;;
hw38;alli flav;hl;+;yes;;;
hw38;alli lusi;hl;+;yes;;;
hw38;anch offi;hl;1;no;;;
hw38;anth ramo;hl;+;yes;;;
hw38;aren serp;hl;+;no;2008-0037;;
hw38;aspe cyna;hl;+;yes;;;
hw38;aspl ruta;hl;+;no;;;
hw38;bupl falc falc;hl;+;yes;;;
hw38;camp cesp;hl;+;yes;;;
hw38;card cras glau;hl;+;yes;;;
hw38;care humi;hl;2b;yes;;;
hw38;cent scab bade;hl;+;yes;;;
hw38;ceri mino mino;hl;1;no;;;
hw38;clin acin;hl;+;no;;;
hw38;conv arve;hl;+;no;;;
hw38;corn mas;hl;+;yes;;;
hw38;cyan triu;hl;+;yes;;;
hw38;echi vulg;hl;+;yes;;;
hw38;erys sylv;hl;+;yes;;;
hw38;euph cypa;hl;+;yes;;;
hw38;fall conv;hl;+;no;;;
hw38;gale angu;hl;+;no;voucher;cf.;
hw38;gali luci;hl;1;yes;;;
hw38;hack defl;hl;+;no;;;
hw38;heli numm glab;hl;+;no;;;
hw38;hype perf;hl;+;yes;;;
hw38;lina geni;hl;+;yes;;;
hw38;medi lupu;hl;+;yes;;;
hw38;meli cili;hl;+;yes;;;
hw38;orig vulg;hl;+;yes;;;
hw38;pelt alli;hl;+;yes;;;
hw38;poa comp;hl;+;yes;;;
hw38;rese lute lute;hl;+;yes;;;
hw38;rham cath;hl;+;yes;;;
hw38;secu vari;hl;+;yes;;;
hw38;sedu albu;hl;+;no;;;
hw38;sesl caer;hl;+;yes;;;
hw38;sile nuta nuta;hl;+;yes;;;
hw38;stac rect rect;hl;+;no;;;
hw38;teuc cham;hl;1;yes;;;
hw38;teuc mont;hl;1;no;;;
hw38;verb lych;hl;+;no;;;
hw38;viol tric saxa;hl;+;yes;;;
hw38;bryu arge;ml;+;no;;;
hw38;tort tort;ml;+;no;;;
hw39;ajug gene;hl;1;yes;;;
hw39;alli lusi;hl;+;yes;;;
hw39;anch offi;hl;1;no;;;
hw39;arab sagi;hl;+;yes;;;
hw39;aren serp;hl;1;no;;;
hw39;aspe cyna;hl;+;yes;;;
hw39;brom erec;hl;+;yes;;;
hw39;card cras glau;hl;+;yes;;;
hw39;care humi;hl;3;no;;;
hw39;cent scab bade;hl;+;yes;;;
hw39;ceri mino mino;hl;2a;no;;;
hw39;cirs vulg;hl;+;no;;;
hw39;cyan triu;hl;+;yes;;;
hw39;echi vulg;hl;+;yes;;;
hw39;erys sylv;hl;+;yes;;;
hw39;euph cypa;hl;+;no;;;
hw39;fest amet amet;hl;+;yes;;;
hw39;fest stri sulc;hl;+;yes;;;
hw39;frag vesc;hl;2a;no;;;
hw39;gali luci;hl;+;yes;;;
hw39;hack defl;hl;1;no;2008-0083;;
hw39;heli numm glab;hl;+;yes;;;
hw39;hype perf;hl;+;yes;;;
hw39;jovi glob hirt;hl;+;yes;;;
hw39;medi lupu;hl;+;yes;;;
hw39;meli cili;hl;+;yes;;;
hw39;orig vulg;hl;+;yes;;;
hw39;pelt alli;hl;2a;yes;;;
hw39;poa angu;hl;+;no;2008-0158;;
hw39;poa annu;hl;2a;yes;;;
hw39;rese lute lute;hl;1;yes;;;
hw39;scab ochr;hl;+;yes;;;
hw39;secu vari;hl;+;yes;;;
hw39;sedu albu;hl;+;no;;;
hw39;sesl caer;hl;+;yes;;;
hw39;stac rect rect;hl;+;yes;;;
hw39;tara sect rude;hl;+;no;;;
hw39;verb lych;hl;+;no;;;
hw39;vinc hiru;hl;+;no;;;
hw39;viol tric saxa;hl;+;no;;;
hw39;tort tort;ml;+;no;;;
hw40;alli lusi;hl;+;no;;;
hw40;amel oval;hl;+;no;;;
hw40;aren serp;hl;+;no;;;
hw40;aspe cyna;hl;+;no;;;
hw40;bupl falc falc;hl;2b;no;;;
hw40;care humi;hl;2a;no;;;
hw40;cyan triu;hl;2a;no;;;
hw40;echi vulg;hl;+;no;;;
hw40;gali luci;hl;+;no;;;
hw40;glob cord;hl;+;no;;;
hw40;heli numm glab;hl;+;no;;;
hw40;jovi glob hirt;hl;+;no;;;
hw40;lase sile sile;hl;+;no;;;
hw40;meli cili;hl;2b;no;;;
hw40;pelt alli;hl;+;no;;;
