plot,abbr,layer,cov,comment,voucher,history
gb17,hede heli,hl,1,,,
gb17,hepa nobi,hl,1,,,
gb17,hier bifi,hl,+,,,
gb17,lath vern,hl,r,,,
gb17,ligu vulg,hl,1,,,
gb17,loni xylo,hl,+,,,
gb17,mela prat,hl,+,cf.,,
gb17,meli nuta,hl,+,,,
gb17,moli caer aggr,hl,+,M. arundinacea,,
gb17,orig vulg,hl,+,,,
gb17,poly cham,hl,+,,,
gb17,pren purp,hl,+,,,
gb17,quer robu,hl,+,,,
gb17,rham cath,hl,1,,,
gb17,rosa arve,hl,+,,,
gb17,salv glut,hl,+,,,
gb17,sesl caer,hl,1,,,
gb17,soli virg virg,hl,+,,,
gb17,sorb aria,hl,+,,,
gb17,taxu bacc,hl,+,,,
gb17,teuc cham,hl,r,,,
gb17,tili plat,hl,+,,,
gb17,ulmu glab,hl,+,,,
gb17,vale trip,hl,+,,,
gb17,vibu lant,hl,+,,,
gb17,vinc hiru,hl,+,,,
gb17,viol coll,hl,r,,2015-0056,
gb17,viol reic,hl,+,,,
gb17,acer camp,sl,+,,,
gb17,berb vulg,sl,+,,,
gb17,carp betu,sl,+,,,
gb17,clem vita,sl,+,,,
gb17,corn sang sang,sl,+,,,
gb17,cory avel,sl,2b,,,
gb17,coto tome,sl,r,,,
gb17,crat laev laev,sl,+,,,
gb17,crat mono,sl,+,,,
gb17,fagu sylv,sl,+,,,
gb17,ligu vulg,sl,1,,,
gb17,loni xylo,sl,+,,,
gb17,rham cath,sl,r,,,
gb17,rosa cani,sl,r,,,
gb17,sorb aria,sl,+,,,
gb17,tili plat,sl,+,,,
gb17,ulmu glab,sl,+,,,
gb17,vibu lant,sl,+,,,
gb17,quer robu,tl1,2a,,,
gb17,taxu bacc,tl1,2a,,,
gb17,tili plat,tl1,2a,,,
gb17,acer camp,tl2,+,,,
gb17,acer pseu,tl2,+,,,
gb17,carp betu,tl2,2b,,,
gb17,frax exce,tl2,1,,,
gb17,hede heli,tl2,+,,,
gb17,sorb aria,tl2,2a,,,
gb18,acer plat,hl,+,,,
gb18,acer pseu,hl,+,,,
gb18,ajug rept,hl,r,,,
gb18,anth ramo,hl,r,,,
gb18,aspl ruta,hl,+,,,
gb18,berb vulg,hl,+,,,
gb18,beto alop,hl,r,cf.,,
gb18,brac pinn,hl,+,,,
gb18,brac sylv,hl,+,,,
gb18,buph sali,hl,+,,,
gb18,cala vari,hl,2a,,,
gb18,camp rapu rapu,hl,+,,,
gb18,camp trac,hl,+,,,
gb18,care alba,hl,2a,,,
gb18,care digi,hl,+,,,
gb18,care flac,hl,1,,,
gb18,care mont,hl,2b,,,
gb18,carp betu,hl,+,,,
gb18,cerv rivi,hl,+,,,
gb18,clem vita,hl,+,,,
gb18,clin vulg vulg,hl,r,,,
gb18,corn sang sang,hl,+,,,
gb18,cory avel,hl,+,,,
gb18,crat laev laev,hl,+,,,
gb18,crat mono,hl,+,,,
gb18,cycl purp,hl,r,,,
gb18,eric carn,hl,r,,,
gb18,euph amyg amyg,hl,+,,,
gb18,euph cypa,hl,+,,,
gb18,fagu sylv,hl,+,,,
gb18,fest amet amet,hl,+,,,
gb18,frag mosc,hl,r,cf.,,
gb18,frag vesc,hl,+,,,
gb18,frax exce,hl,+,,,
gb18,gali bore,hl,+,,,
gb18,gali sylv,hl,+,,,
gb18,geni tinc,hl,+,,,
gb18,hede heli,hl,+,,,
gb18,hepa nobi,hl,+,,,
gb18,hier saba,hl,r,,,
gb18,hype perf,hl,+,,,
gb18,lase lati lati,hl,+,,,
gb18,ligu vulg,hl,2a,,,
gb18,loni alpi,hl,r,,,
gb18,mela prat,hl,+,cf.,,
gb18,meli nuta,hl,+,,,
gb18,moli caer aggr,hl,1,M. arundinacea,,
gb18,orig vulg,hl,+,,,
gb18,poly cham,hl,r,,,
gb18,poly odor,hl,r,,,
gb18,quer robu,hl,+,,,
gb18,rham cath,hl,1,,,
gb18,rosa arve,hl,2a,,,
gb18,salv glut,hl,+,,,
gb18,sesl caer,hl,+,,,
gb18,soli virg virg,hl,+,,,
gb18,sorb aria,hl,+,,,
gb18,sorb aucu aucu,hl,+,,,
gb18,teuc cham,hl,2m,,,
gb18,tili ×vul,hl,+,,,
gb18,vibu lant,hl,+,,,
gb18,vinc hiru,hl,+,,,
gb18,viol reic,hl,+,,,
gb18,berb vulg,sl,+,,,
gb18,carp betu,sl,+,,,
gb18,clem vita,sl,+,,,
gb18,corn sang sang,sl,+,,,
gb18,cory avel,sl,1,,,
gb18,crat laev laev,sl,+,,,
gb18,crat mono,sl,+,,,
gb18,fagu sylv,sl,2a,,,
gb18,frax exce,sl,+,,,
gb18,ligu vulg,sl,+,,,
gb18,rham cath,sl,2a,,,
gb18,rosa arve,sl,+,,,
gb18,sorb aria,sl,+,,,
gb18,tili ×vul,sl,+,,,
gb18,vibu lant,sl,+,,,
gb18,fagu sylv,tl1,2b,,,
gb18,quer robu,tl1,2b,,,
gb18,carp betu,tl2,2a,,,
gb18,frax exce,tl2,1,,,
gb18,quer robu,tl2,1,,,
gb18,sorb aria,tl2,1,,,
gb18,taxu bacc,tl2,1,,,
gb18,tili ×vul,tl2,1,,,
gb19,acer plat,hl,+,,,
gb19,acer pseu,hl,+,,,
gb19,ajug rept,hl,r,,,
gb19,brac sylv,hl,+,,,
gb19,cala vari,hl,2a,,,
gb19,camp trac,hl,+,,,
gb19,care alba,hl,2b,,,
gb19,care digi,hl,+,,,
gb19,care flac,hl,+,,,
gb19,care mont,hl,2b,,,
gb19,conv maja maja,hl,+,,,
gb19,corn sang sang,hl,+,,,
gb19,coto tome,hl,r,,,
gb19,cycl purp,hl,+,,,
gb19,euph amyg amyg,hl,+,,,
gb19,euph cypa,hl,+,,,
gb19,euph dulc,hl,r,,,
gb19,fagu sylv,hl,+,,,
gb19,fest amet amet,hl,r,,,
gb19,frag vesc,hl,+,,,
gb19,frax exce,hl,+,,,
gb19,gali sylv,hl,+,,,
gb19,geni tinc,hl,+,,,
gb19,hepa nobi,hl,+,,,
gb19,hier muro,hl,+,,,
gb19,hier saba,hl,r,,,
gb19,jugl regi,hl,r,,,
gb19,lath vern,hl,r,,,
gb19,ligu vulg,hl,+,,,
gb19,orig vulg,hl,+,,,
gb19,pimp majo majo,hl,+,,,
gb19,poly cham,hl,+,,,
gb19,poly vulg,hl,r,,,
gb19,quer robu,hl,+,,,
gb19,rham cath,hl,+,,,
gb19,rosa arve,hl,+,,,
gb19,salv glut,hl,r,,,
gb19,sesl caer,hl,1,,,
gb19,soli virg virg,hl,+,,,
gb19,sorb aria,hl,+,,,
gb19,teuc cham,hl,+,,,
gb19,vibu lant,hl,r,,,
gb19,vinc hiru,hl,+,,,
gb19,viol reic,hl,+,,,
gb19,corn sang sang,sl,1,,,
gb19,fagu sylv,sl,1,,,
gb19,pice abie,sl,r,,,
gb19,rosa cani,sl,r,,,
gb19,sorb aria,sl,+,,,
gb19,vibu lant,sl,r,,,
gb19,fagu sylv,tl1,3,,,
gb19,fagu sylv,tl2,2b,,,
gb19,quer robu,tl2,1,,,
gb19,sorb aria,tl2,1,,,
gb19,taxu bacc,tl2,+,,,
gb20,acer plat,hl,+,,,
gb20,acer pseu,hl,+,,,
gb20,aspl ruta,hl,+,,,
gb20,aspl tric quad,hl,+,,,
gb20,berb vulg,hl,+,,,
gb20,buph sali,hl,r,,,
gb20,cala vari,hl,2a,,,
gb20,camp trac,hl,+,,,
gb20,care alba,hl,3,,,
gb20,care digi,hl,1,,,
gb20,care flac,hl,1,,,
gb20,care mont,hl,+,,,
gb20,ceph long,hl,r,,,
gb20,clem vita,hl,+,,,
gb20,corn sang sang,hl,+,,,
gb20,cory avel,hl,+,,,
gb20,cycl purp,hl,+,,,
gb20,fagu sylv,hl,+,,,
gb20,frax exce,hl,+,,,
gb20,gali sylv,hl,+,,,
gb20,hede heli,hl,1,,,
gb20,hepa nobi,hl,+,,,
gb20,jugl regi,hl,r,,,
gb20,ligu vulg,hl,+,,,
gb20,loni xylo,hl,+,,,
gb20,poly odor,hl,r,,,
gb20,prun aviu slat,hl,+,,,
gb20,quer robu,hl,+,,,
gb20,rham cath,hl,+,,,
gb20,salv glut,hl,+,,,
gb20,sesl caer,hl,+,,,
gb20,sorb aria,hl,+,,,
gb20,taxu bacc,hl,+,,,
gb20,tili plat,hl,+,,,
gb20,vibu lant,hl,+,,,
gb20,vinc hiru,hl,+,,,
gb20,viol coll,hl,r,,,
gb20,berb vulg,sl,+,,,
gb20,clem vita,sl,+,,,
gb20,corn sang sang,sl,+,,,
gb20,cory avel,sl,+,,,
gb20,fagu sylv,sl,+,,,
gb20,ligu vulg,sl,+,,,
gb20,loni xylo,sl,+,,,
gb20,pice abie,sl,+,,,
gb20,sorb aria,sl,+,,,
gb20,taxu bacc,sl,+,,,
gb20,ulmu glab,sl,+,,,
gb20,vibu lant,sl,+,,,
gb20,frax exce,tl1,2b,,,
gb20,tili plat,tl1,2b,,,
gb20,acer plat,tl2,1,,,
gb20,fagu sylv,tl2,2a,,,
gb20,frax exce,tl2,1,,,
gb20,pice abie,tl2,+,,,
gb20,prun aviu slat,tl2,+,,,
gb20,sorb aria,tl2,2b,,,
gb20,taxu bacc,tl2,1,,,
gb20,ulmu glab,tl2,+,,,
