plot,cov,hcov,mcov,hhl1,hhl2,scov,hsl,t1cov,t2cov,htl1,htl2,plsx,plsy,aspect,slope,rock,bare,stones,date,longitude,latitude,accuracy,elevation,ffh.code,alliance.code,alliance,geology1,geology2,comment,locality,habitat,observer
rs089,10,10,0,"0,07","0,3",0,0,0,0,0,0,4,4,NE,50,0,0,0,2018-07-23,12.57631,47.23095,10,1025,8150,THL-07A,Galeopsion Oberd. 1957,Parasinit & Amphibolit,Amphibolit,,"Stubachtal, Geierwand",montane Silikat-Schutthalde,R. Kaiser
rs090,3,3,0,"0,03","0,4",0,0,0,0,0,0,4,4,NE,40,0,0,0,2018-07-23,12.57639,47.23100,10,1020,8150,THL-07A,Galeopsion Oberd. 1957,Parasinit & Amphibolit,Amphibolit,,"Stubachtal, Geierwand",montane Silikat-Schutthalde,R. Kaiser
rs091,5,4,1,"0,05","0,4",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-23,12.52683,47.18476,10,1480,8150,THL-07A,Galeopsion Oberd. 1957,﻿Granitgneis,Gneis,,"Felber Tal, N Elisabethsee",montane Silikat-Schutthalde,R. Kaiser
rs092,13,9,1,"0,05","0,95",3,3,0,0,0,0,4,4,SSW,40,0,0,0,2018-07-23,12.52706,47.18496,10,1507,8150,THL-07A,Galeopsion Oberd. 1957,﻿Granitgneis,Gneis,,"Felber Tal, N Elisabethsee",montane Silikat-Schutthalde,R. Kaiser
rs093,5,2,3,"0,1","0,35",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-24,11.99022,47.19156,10,1592,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs094,8,3,3,"0,02","0,35",2,1,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-24,11.99017,47.19157,10,1592,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs095,5,2,3,"0,02","0,25",0,0,0,0,0,0,4,4,ESE,35,0,0,0,2018-07-24,11.99001,47.19158,10,1600,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs096,60,60,1,"0,1","0,4",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-07-24,11.99011,47.19176,10,1607,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs097,8,7,1,"0,15","0,4",0,0,0,0,0,0,4,4,E,40,0,0,0,2018-07-24,11.98927,47.19128,10,1638,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs098,21,1,20,"0,1","0,3",0,0,0,0,0,0,4,4,ESE,30,0,0,0,2018-07-24,11.99128,47.19121,10,1533,8150,THL-07A,Galeopsion Oberd. 1957,﻿Arkosegneis,Gneis,,"Zillertal, NW Untere Schwarzachalm",montane Silikat-Schutthalde,R. Kaiser
rs099,8,3,5,"0,02","0,15",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-07-24,11.85686,47.17044,10,772,8150,THL-07A,Galeopsion Oberd. 1957,Akrosegneis,Gneis,,"Zillertal, N Kreuzlau bei Mayrhofen",montane Silikat-Schutthalde,R. Kaiser
rs100,7,5,2,"0,01","0,2",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-07-24,11.85708,47.17043,10,765,8150,THL-07A,Galeopsion Oberd. 1957,Akrosegneis,Gneis,,"Zillertal, N Kreuzlau bei Mayrhofen",montane Silikat-Schutthalde,R. Kaiser
rs101,17,7,10,"0,05","0,4",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-07-24,11.85718,47.17056,10,763,8150,THL-07A,Galeopsion Oberd. 1957,Akrosegneis,Gneis,,"Zillertal, N Kreuzlau bei Mayrhofen",montane Silikat-Schutthalde,R. Kaiser
rs102,25,10,15,"0,05","0,2",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-07-24,11.85790,47.17067,10,734,8150,THL-07A,Galeopsion Oberd. 1957,Akrosegneis,Gneis,,"Zillertal, N Kreuzlau bei Mayrhofen",montane Silikat-Schutthalde,R. Kaiser
rs103,8,53,5,"0,1","0,45",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35859,47.05361,10,1338,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs104,2,1,1,"0,02","0,05",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35853,47.05369,10,1345,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs105,6,5,1,"0,02","0,1",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35846,47.05386,10,1361,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs106,45,45,1,"0,03","0,4",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35854,47.05387,10,1358,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs107,26,25,1,"0,02","0,3",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35837,47.05393,10,1368,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs108,40,40,1,"0,1","0,5",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35830,47.05399,10,1371,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs109,1,1,0,"0,05","0,1",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35896,47.05397,10,1351,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs110,4,3,1,"0,03","0,6",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-07-24,11.35644,47.05311,10,1350,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gschnitztal, E Kühwand",montane Silikat-Schutthalde,R. Kaiser
rs111,5,0,5,0,0,0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.33350,47.04704,10,1460,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Paznauntal, N Alschnerbach W Ulmich",montane Silikat-Schutthalde,R. Kaiser
rs112,45,45,0,"0,3","0,7",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-07-25,10.33316,47.04730,10,1488,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Paznauntal, N Alschnerbach W Ulmich",montane Silikat-Schutthalde,R. Kaiser
rs113,10,5,5,"0,2","0,45",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-07-25,10.33265,47.04742,10,1519,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Paznauntal, N Alschnerbach W Ulmich",montane Silikat-Schutthalde,R. Kaiser
rs114,15,10,5,"0,02","0,3",0,0,0,0,0,0,4,4,SSE,25,0,0,0,2018-07-25,10.30069,47.02282,10,1394,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Versahl",montane Silikat-Schutthalde,R. Kaiser
rs115,3,2,1,"0,01","0,35",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.30048,47.02288,10,1408,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Versahl",montane Silikat-Schutthalde,R. Kaiser
rs116,16,15,1,"0,02","0,45",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.30036,47.02289,10,1412,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Versahl",montane Silikat-Schutthalde,R. Kaiser
rs117,35,35,2,"0,1","0,8",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.30045,47.02294,10,1414,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Versahl",montane Silikat-Schutthalde,R. Kaiser
rs118,60,60,2,"0,15","0,8",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.30086,47.02336,10,1418,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Versahl",montane Silikat-Schutthalde,R. Kaiser
rs119,17,15,2,"0,2","0,7",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.29352,47.01786,10,1399,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Ischgl",montane Silikat-Schutthalde,R. Kaiser
rs120,27,7,20,"0,1","0,4",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.29333,47.01785,10,1408,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Ischgl",montane Silikat-Schutthalde,R. Kaiser
rs121,55,50,5,"0,2","0,9",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-07-25,10.29019,47.01810,10,1512,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, N Ischgl",montane Silikat-Schutthalde,R. Kaiser
rs122,27,20,5,"0,05","0,8",3,1,0,0,0,0,4,4,SSE,30,0,0,0,2018-07-25,10.21133,46.97844,10,1562,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, Außertschafein",montane Silikat-Schutthalde,R. Kaiser
rs123,21,20,1,"0,1","0,7",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-25,10.23751,46.99211,10,1605,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, NW Mathon",montane Silikat-Schutthalde,R. Kaiser
rs124,31,30,1,"0,1","0,5",0,0,0,0,0,0,4,4,WSW,40,0,0,0,2018-07-25,10.23766,46.99216,10,1615,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Paznauntal, NW Mathon",montane Silikat-Schutthalde,R. Kaiser
rs125,10,10,0,"0,1","0,25",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-07-25,10.15492,46.97056,10,1766,8110,THL-06B,Androsacion alpinae Br.-Bl. in Br.-Bl. et Jenny 1926,Amphibolit,Amphibolit,,"Paznauntal, NW Mathon",alpine Silikat-Schutthalde,R. Kaiser
rs126,70,60,15,"0,1","0,5",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06574,46.97000,10,1082,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs127,35,35,1,"0,25","0,7",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06550,46.97010,10,1084,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs128,40,35,7,"0,07","0,6",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06552,46.97015,10,1090,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs129,32,30,2,"0,02","0,15",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06566,46.97033,10,1106,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs130,70,70,1,"0,1","0,7",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06540,46.97030,10,1101,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs131,55,55,1,"0,1","0,7",1,"1,7",0,0,0,0,4,4,SSW,35,0,0,0,2018-07-26,10.06532,46.97019,10,1088,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, N Partenen",montane Silikat-Schutthalde,R. Kaiser
rs132,30,30,0,"0,2","0,7",0,0,0,0,0,0,4,4,SSE,40,0,0,0,2018-07-26,10.01213,47.01950,10,1421,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, Balbierbach S Netzmaisäß",montane Silikat-Schutthalde,R. Kaiser
rs133,25,25,0,"0,25","0,4",0,0,0,0,0,0,4,4,SSE,40,0,0,0,2018-07-26,10.01201,47.01970,10,1440,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, Balbierbach S Netzmaisäß",montane Silikat-Schutthalde,R. Kaiser
rs134,70,60,10,"0,07","0,7",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-07-26,9.99403,47.01810,10,927,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, NW Außergant",montane Silikat-Schutthalde,R. Kaiser
rs135,30,10,20,"0,02","0,5",0,0,0,0,0,0,4,4,WSW,40,0,0,0,2018-07-26,9.99445,47.01783,10,934,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, NW Außergant",montane Silikat-Schutthalde,R. Kaiser
rs136,20,5,15,"0,1","0,9",0,0,0,0,0,0,4,4,WSW,35,0,0,0,2018-07-26,9.99477,47.01759,10,936,8150,THL-07A,Galeopsion Oberd. 1957,Amphibolit,Amphibolit,,"Montafon, NW Außergant",montane Silikat-Schutthalde,R. Kaiser
rs137,3,2,0,"0,2","0,3",0,0,0,0,0,0,4,4,W,30,0,0,0,2018-07-26,9.95149,47.05469,10,1232,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Montafon, Laubkopf W-Hang N Frattemaisäß",montane Silikat-Schutthalde,R. Kaiser
rs138,7,7,0,"0,2","0,3",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-07-26,9.95235,47.05474,10,1276,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Montafon, Laubkopf W-Hang N Frattemaisäß",montane Silikat-Schutthalde,R. Kaiser
rs139,15,15,0,"0,25","0,35",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-07-26,9.95264,47.05467,10,1290,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Montafon, Laubkopf W-Hang N Frattemaisäß",montane Silikat-Schutthalde,R. Kaiser
rs140,18,15,3,"0,05","0,25",0,0,0,0,0,0,4,4,W,35,0,0,0,2018-07-26,9.95305,47.05477,10,1311,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Montafon, Laubkopf W-Hang N Frattemaisäß",montane Silikat-Schutthalde,R. Kaiser
rs141,25,10,20,"0,1","0,3",0,0,0,0,0,0,4,4,E,40,0,0,0,2018-07-26,9.93557,47.04230,10,985,8150,THL-07A,Galeopsion Oberd. 1957,Schiefergneis,Gneis,,"Montafon, Mairentobel W Hof",montane Silikat-Schutthalde,R. Kaiser
rs142,15,15,1,"0,02","0,7",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-08-01,12.46333,47.12684,10,1681,8150,THL-07A,Galeopsion Oberd. 1957,Prasinit & Amphibolit,Amphibolit,,"Innergschlöß, NW Felsenkappelle",montane Silikat-Schutthalde,T. Eberl & R. Kaiser
rs143,20,18,3,"0,05","0,7",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-01,12.46319,47.12699,10,1695,8150,THL-07A,Galeopsion Oberd. 1957,Prasinit & Amphibolit,Amphibolit,,"Innergschlöß, NW Felsenkappelle",montane Silikat-Schutthalde,T. Eberl & R. Kaiser
rs144,50,20,30,"0,1","0,3",0,0,0,0,0,0,4,4,ESE,40,0,0,0,2018-07-24,11.85825,47.17074,10,717,8150,THL-07A,Galeopsion Oberd. 1957,Akrosegneis,Gneis,,"Zillertal, N Kreuzlau bei Mayrhofen",montane Silikat-Schutthalde,R. Kaiser
rs145,22,1,20,"0,3","0,35",1,"1,8",0,0,0,0,4,4,WSW,35,0,0,0,2018-08-06,13.66751,47.34720,10,1042,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Schladminger Obertal, Rabensteinwand SW-Hang",montane Silikat-Schutthalde,R. Kaiser
rs146,62,2,60,"0,4","0,5",0,0,0,0,0,0,4,4,WSW,35,0,0,0,2018-08-06,13.66731,47.34728,10,1039,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Schladminger Obertal, Rabensteinwand SW-Hang",montane Silikat-Schutthalde,R. Kaiser
rs147,10,7,2,"0,02","0,7",1,"1,1",0,0,0,0,4,4,WSW,35,0,0,0,2018-08-06,13.68913,47.33315,10,1182,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Obertal, NE Postlehen",montane Silikat-Schutthalde,R. Kaiser
rs148,27,25,2,"0,1","0,8",1,1,0,0,0,0,4,4,WSW,35,0,0,0,2018-08-06,13.68906,47.33320,10,1182,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Obertal, NE Postlehen",montane Silikat-Schutthalde,R. Kaiser
rs149,6,5,1,"0,02","0,4",0,0,0,0,0,0,4,4,WSW,40,0,0,0,2018-08-06,13.68921,47.33339,10,1196,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Obertal, NE Postlehen",montane Silikat-Schutthalde,R. Kaiser
rs150,5,3,2,"0,1","0,5",0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-08-06,13.75310,47.33286,10,1102,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Untertal, E Angeralm",montane Silikat-Schutthalde,R. Kaiser
rs151,8,5,3,"0,15","0,6",0,0,0,0,0,0,4,4,SW,40,0,0,0,2018-08-06,13.75339,47.33307,10,1124,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Untertal, E Angeralm",montane Silikat-Schutthalde,R. Kaiser
rs152,40,20,20,"0,1","0,8",0,0,0,0,0,0,4,4,SW,40,0,0,0,2018-08-06,13.75335,47.33312,10,1130,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Untertal, E Angeralm",montane Silikat-Schutthalde,R. Kaiser
rs153,75,10,70,"0,25",1,0,0,0,0,0,0,4,4,SW,35,0,0,0,2018-08-06,13.75369,47.33263,10,1106,8150,THL-07A,Galeopsion Oberd. 1957,Paragneis,Gneis,,"Schladminger Untertal, E Angeralm",montane Silikat-Schutthalde,R. Kaiser
rs154,60,10,50,"0,2","0,8",0,0,0,0,0,0,4,4,SE,40,0,0,0,2018-08-07,14.48454,47.37727,10,1296,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Bärntalbach S Schellberg",montane Silikat-Schutthalde,R. Kaiser
rs155,80,5,75,"0,2","0,7",3,"0,7",0,0,0,0,4,4,SE,45,0,0,0,2018-08-07,14.48391,47.37721,10,1320,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Bärntalbach S Schellberg",montane Silikat-Schutthalde,R. Kaiser
rs156,7,2,5,"0,15","0,8",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-07,14.48378,47.37664,10,1286,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Bärntalbach S Schellberg",montane Silikat-Schutthalde,R. Kaiser
rs157,22,2,20,"0,2","0,75",0,0,0,0,0,0,4,4,SE,35,0,0,0,2018-08-07,14.48250,47.37622,10,1314,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Bärntalbach S Schellberg",montane Silikat-Schutthalde,R. Kaiser
rs158,20,1,20,"0,1","0,9",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-08-07,14.50517,47.32487,10,1225,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs159,35,20,15,"0,15","0,8",0,0,0,0,0,0,4,4,S,40,0,0,0,2018-08-07,14.50558,47.32541,10,1261,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs160,60,50,20,"0,2",1,0,0,0,0,0,0,4,4,SSE,40,0,0,0,2018-08-07,14.50562,47.32564,10,1285,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs161,35,20,15,"0,1","1,1",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-07,14.50622,47.32551,10,1260,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs162,35,25,10,"0,1","1,2",1,1,0,0,0,0,4,4,S,35,0,0,0,2018-08-07,14.50643,47.32549,10,1259,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs163,3,1,1,"0,3","0,6",2,"0,7",0,0,0,0,4,4,SSE,40,0,0,0,2018-08-07,14.50706,47.32544,10,1249,8150,THL-07A,Galeopsion Oberd. 1957,Granitgneis,Gneis,,"Pölstal, Koinbach NE Stocker",montane Silikat-Schutthalde,R. Kaiser
rs164,45,65,3,"0,05","0,7",1,"1,8",0,0,0,0,4,4,S,35,0,0,0,2018-08-08,15.02314,47.29562,10,855,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Gleinalpe, N Hinterloibming",montane Silikat-Schutthalde,R. Kaiser
rs165,2,2,0,"0,05","0,2",0,0,0,0,0,0,4,4,S,40,0,0,0,2018-08-08,15.02177,47.29685,10,881,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Gleinalpe, N Hinterloibming",montane Silikat-Schutthalde,R. Kaiser
rs166,7,7,0,"0,05","0,3",0,0,0,0,0,0,4,4,SSW,40,0,0,0,2018-08-08,15.01893,47.29757,10,877,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Gleinalpe, N Hinterloibming",montane Silikat-Schutthalde,R. Kaiser
rs167,7,7,0,"0,05","0,3",0,0,0,0,0,0,4,4,S,30,0,0,0,2018-08-08,15.01808,47.29712,10,846,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Gleinalpe, N Hinterloibming",montane Silikat-Schutthalde,R. Kaiser
rs168,10,10,0,"0,1","0,4",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-08-08,15.01804,47.29692,10,833,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Gleinalpe, N Hinterloibming",montane Silikat-Schutthalde,R. Kaiser
rs169,5,5,0,"0,05","0,25",0,0,0,0,0,0,4,4,SSE,30,0,0,0,2018-08-08,14.92469,47.28178,10,637,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Murtal, Gulsen S-Abfall W Hartsteinwerke Preg",montane Silikat-Schutthalde,R. Kaiser
rs170,3,3,0,"0,03","0,15",0,0,0,0,0,0,4,4,S,35,0,0,0,2018-08-08,14.92467,47.28191,10,649,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Murtal, Gulsen S-Abfall W Hartsteinwerke Preg",montane Silikat-Schutthalde,R. Kaiser
rs171,7,7,1,"0,1","0,2",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-08,14.92555,47.28211,10,660,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Murtal, Gulsen S-Abfall W Hartsteinwerke Preg",montane Silikat-Schutthalde,R. Kaiser
rs172,3,3,0,"0,1","0,6",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-08,14.92540,47.28227,10,675,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Murtal, Gulsen S-Abfall W Hartsteinwerke Preg",montane Silikat-Schutthalde,R. Kaiser
rs173,20,20,1,"0,05","0,9",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-08,14.92534,47.28237,10,685,8150,THL-07A,Galeopsion Oberd. 1957,Ultrabasit,Ultrabasit,,"Murtal, Gulsen S-Abfall W Hartsteinwerke Preg",montane Silikat-Schutthalde,R. Kaiser
rs174,13,5,7,"0,5","0,8",3,"1,7",0,0,0,0,4,4,SE,35,0,0,0,2018-08-08,14.96134,47.25034,10,1005,8150,THL-07A,Galeopsion Oberd. 1957,Plagioklasgneis,Gneis,,"Gleinalpe, Krumeckbach SW Schabernack",montane Silikat-Schutthalde,R. Kaiser
rs175,4,1,3,"0,05","0,4",0,0,0,0,0,0,4,4,SSW,35,0,0,0,2018-08-08,15.12803,47.35553,10,688,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NW Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
rs176,33,5,30,"0,2","0,5",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-08-08,15.12829,47.35544,10,688,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NW Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
rs177,30,7,25,"0,1","0,5",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-08-08,15.12850,47.35545,10,701,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NW Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
rs178,15,5,15,"0,1","0,6",0,0,0,0,0,0,4,4,SW,30,0,0,0,2018-08-08,15.12899,47.35559,10,724,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NW Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
rs179,5,5,0,"0,1","0,2",0,0,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-08,15.13455,47.35484,10,721,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NE Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
rs180,100,98,1,"0,2","0,3",1,1,0,0,0,0,4,4,SSE,35,0,0,0,2018-08-08,15.13466,47.35486,10,719,8150,THL-07A,Galeopsion Oberd. 1957,Biotitgneis,Gneis,,"Gleinalpe, Kienberg S-Abfall NE Kreuzbauer",montane Silikat-Schutthalde,R. Kaiser
