plot,abbr,layer,cover,voucher,comment,compare,history
rs108,rubu idae,hl,r,,,,
rs108,sang mino mino,hl,+,,,,
rs108,sedu albu,hl,+,,,,
rs108,sedu annu,hl,+,,,,
rs108,semp arac,hl,+,,,,
rs108,sile nuta nuta,hl,+,,,,
rs108,thym prae poly,hl,1,2018-0494,,,
rs108,trif prat prat,hl,r,,,,
rs108,vale offi tenu,hl,+,,,,
rs108,verb lych,hl,+,,,,
rs108,vinc hiru,hl,2b,,,,
rs109,aspl sept sept,hl,+,,,,
rs109,sedu dasy,hl,+,,,,
rs109,semp arac,hl,+,,,,
rs110,cala arun,hl,r,,,,
rs110,elym cani,hl,1,,,,
rs110,gale pube pube,hl,r,,,,
rs110,gali albu,hl,+,,,,
rs110,gera robe,hl,+,,,,
rs110,poa nemo,hl,+,2018-0496,,,
rs110,sedu albu,hl,+,,,,
rs110,semp arac,hl,+,,,,
rs110,sile nuta nuta,hl,r,,,,
rs110,thym prae poly,hl,+,,thym prae poly,ok,
rs110,verb lych,hl,r,,,,
rs110,vinc hiru,hl,+,,,,
rs111,aspl sept sept,hl,r,,dried out/dead specimen,,
rs112,epil angu,hl,2a,,,,
rs112,lact mura,hl,+,,,,
rs112,lath sylv,hl,2a,,,,
rs112,poa nemo,hl,+,,,,
rs112,rubu idae,hl,2b,,,,
rs112,sola dulc,hl,r,2018-0457,,,
rs113,cirs palu,hl,r,,,,
rs113,epil angu,hl,+,,,,
rs113,epil coll,hl,r,2018-0460,,,
rs113,gale pube pube,hl,r,2018-0459,,,
rs113,hack defl,hl,r,2018-0458,,,
rs113,lact mura,hl,r,,,,
rs113,poa nemo,hl,1,,,,
rs113,rubu idae,hl,+,,,,
rs113,sile rupe,hl,r,,,,
rs113,sola dulc,hl,r,,sola dulc,ok,
rs113,urti dioi dioi,hl,+,,,,
rs114,aspl sept sept,hl,r,,,,
rs114,poa nemo,hl,+,,,,
rs114,poly vulg,hl,2a,,,,
rs114,sedu dasy,hl,r,,,,
rs114,semp arac,hl,+,,,,
rs115,aspl sept sept,hl,+,,,,
rs115,poly vulg,hl,r,,,,
rs115,rume scut,hl,+,,,,
rs115,sedu dasy,hl,r,,,,
rs115,semp arac,hl,+,,,,
rs116,aspl sept sept,hl,+,,,,
rs116,care poly,hl,r,,,,
rs116,cera arve suff,hl,+,2018-0461,,,
rs116,dryo fili,hl,+,,,,
rs116,euph cypa,hl,r,,,,
rs116,gale lada,hl,+,2018-0462,,,
rs116,gale pube pube,hl,r,,gale pube pube,ok,
rs116,gera robe,hl,r,,,,
rs116,rume scut,hl,2a,,,,
rs116,sedu dasy,hl,+,,,,
rs116,semp arac,hl,+,,,,
rs116,sile nuta nuta,hl,r,,,,
rs116,verb lych,hl,r,,,,
rs117,achi mill aggr,hl,+,,,,
rs117,aspl sept sept,hl,+,,,,
rs117,camp rotu,hl,+,,,,
rs117,card defl viri,hl,+,2018-0464,,,
rs117,cera arve suff,hl,+,,cera arve suff,ok,
rs117,clin alpi alpi,hl,+,,,,
rs117,cusc epit epit,hl,r,,,,
rs117,euph cypa,hl,+,,,,
rs117,fest hete ylla,hl,1,2018-0463,,,
rs117,frag vesc,hl,+,,,,
rs117,gale lada,hl,r,,,,
rs117,gali albu,hl,+,,,,
rs117,gali anis,hl,+,,,,
rs117,gera robe,hl,+,,,,
rs117,lase lati lati,hl,1,,,,
rs117,lath prat prat,hl,+,,,,
rs117,lath sylv,hl,+,,,,
rs117,lotu corn slat,hl,+,,,,
rs117,orig vulg,hl,+,,,,
rs117,phle phle,hl,1,,,,
rs117,rume scut,hl,+,,,,
rs117,scab colu,hl,+,,,,
rs117,sedu dasy,hl,+,,,,
rs117,semp arac,hl,+,,,,
rs117,sile nuta nuta,hl,+,,,,
rs117,thym prae poly,hl,1,2018-0476,,,
rs117,verb lych,hl,r,,,,
rs117,vici sepi,hl,+,,,,
rs117,vinc hiru,hl,1,,,,
rs118,achi mill aggr,hl,+,,,,
rs118,care poly,hl,+,,,,
rs118,cera arve suff,hl,+,,cera arve suff,ok,
rs118,chae aure,hl,2a,,,,
rs118,chae vill,hl,+,,,,
rs118,clin vulg vulg,hl,1,,,,
rs118,echi vulg,hl,+,,,,
rs118,elym cani,hl,r,,,,
rs118,epil angu,hl,r,,,,
rs118,euph cypa,hl,r,,,,
rs118,fest hete ylla,hl,2a,,,,
rs118,frag vesc,hl,+,,,,
rs118,gale pube pube,hl,r,,,,
rs118,gali albu,hl,r,,,,
rs118,knau maxi,hl,r,,,,
rs118,lath prat prat,hl,+,,,,
rs118,phle phle,hl,+,,,,
rs118,ranu bulb,hl,r,,,,
rs118,rubu idae,hl,+,,,,
rs118,rume scut,hl,1,,,,
rs118,sedu albu,hl,+,,,,
rs118,thal minu prat,hl,+,2018-0465,,,
rs118,thym pule slat,hl,+,,non! typical T. pulegoides ssp. pulegoides,,
rs118,vale offi slat,hl,r,,non! V. officinalis ssp. tenuifolia,,
rs118,verb lych,hl,+,,,,
rs118,vero cham cham,hl,+,,,,
rs118,vici crac,hl,+,,,,
rs118,vinc hiru,hl,2a,,,,
rs119,camp rotu,hl,+,,,,
rs119,care poly,hl,+,,,,
rs119,cent scab slat,hl,r,,,,
rs119,cera arve suff,hl,+,,cera arve suff,ok,
rs119,chae aure,hl,1,,,,
rs119,clin alpi alpi,hl,+,,,,
rs119,digi gran,hl,+,,,,
rs119,dryo fili,hl,2a,,,,
rs119,epip hell slat,hl,r,,,,
rs119,euph cypa,hl,+,,,,
rs119,fest hete ylla,hl,+,,fest hete ylla,ok,
rs119,gali albu,hl,r,,,,
rs119,knau maxi,hl,r,,,,
rs119,lath sylv,hl,2a,,,,
rs119,pimp majo rubr,hl,+,,cf. P. major var. rubella,,
rs119,poa nemo,hl,+,,,,
rs119,rubu idae,hl,+,,,,
rs119,rume scut,hl,1,,,,
rs119,sile nuta nuta,hl,r,,,,
rs119,thym pule slat,hl,+,,,,
rs119,urti dioi dioi,hl,+,,,,
rs119,vici crac,hl,+,,,,
rs120,aspl sept sept,hl,+,,,,
rs120,aspl tric tric,hl,1,2018-0466,,,
rs120,card defl viri,hl,r,,card defl viri,ok,
rs120,cera arve suff,hl,+,,cera arve suff,ok,
rs120,clin alpi alpi,hl,+,,,,
rs120,digi gran,hl,r,,,,
rs120,dryo fili,hl,r,,,,
rs120,euph cypa,hl,+,,,,
rs120,phle phle,hl,+,,,,
rs120,poly vulg,hl,r,,,,
rs120,rume scut,hl,1,,,,
rs120,sedu annu,hl,+,,,,
rs120,sedu dasy,hl,r,,,,
rs120,sile nuta nuta,hl,r,,,,
rs120,verb lych,hl,r,,,,
rs121,achi mill aggr,hl,+,,cp. voucher 2018-0467,,
rs121,anch offi,hl,r,,,,
rs121,arrh elat,hl,r,,,,
rs121,chae aure,hl,1,,,,
rs121,cirs erio erio,hl,r,,,,
rs121,clin alpi alpi,hl,2m,,,,
rs121,clin vulg vulg,hl,+,,,,
rs121,cusc euro,hl,r,2018-0467,,,
rs121,dact glom glom,hl,+,,,,
rs121,elym cani,hl,r,,,,
rs121,fest hete ylla,hl,1,,fest hete ylla,ok,
rs121,gali anis,hl,+,,,,
rs121,lath prat prat,hl,+,,,,
rs121,lath sylv,hl,1,,,,
rs121,myos spec ies,hl,+,,voucher lost?,,
rs121,poa nemo,hl,1,,,,
rs121,rubu idae,hl,r,,,,
rs121,rume scut,hl,1,,,,
rs121,sile vulg vulg,hl,r,,,,
rs121,thes alpi,hl,r,2018-0468,,,
rs121,thym pule pule,hl,+,2018-0469,,,
rs121,urti dioi dioi,hl,1,,,,
rs121,vero cham cham,hl,+,,,,
rs122,aspl sept sept,hl,r,,,,
rs122,athy dist,hl,+,,,,
rs122,briz medi,hl,+,,,,
rs122,cala vill,hl,+,,,,
rs122,chae aure,hl,+,,,,
rs122,cirs hete,hl,r,,,,
rs122,cryp cris,hl,+,,,,
rs122,dryo cart,hl,+,,,,
rs122,dryo fili,hl,+,,,,
rs122,epil angu,hl,+,,,,
rs122,fest hete ylla,hl,+,,cf.,,
rs122,gali anis,hl,+,,,,
rs122,hera spho spho,hl,+,,,,
rs122,hipp como,hl,r,,,,
rs122,lase hall,hl,1,2018-0471,,,
rs122,loni caer caer,hl,+,,,,
rs122,lotu corn slat,hl,+,,,,
rs122,poa nemo,hl,+,,,,
rs122,poly vulg,hl,r,,,,
rs122,ranu nemo,hl,r,2018-0470,,,
rs122,rume scut,hl,+,,,,
rs122,sile nuta nuta,hl,+,,,,
rs122,sile vulg vulg,hl,r,,,,
rs122,soli virg virg,hl,+,,,,
rs122,thym prae poly,hl,1,,cf.,,
rs122,trag orie,hl,+,,,,
rs122,trif prat prat,hl,+,,,,
rs122,samb race,sl,1,,,,
rs123,athy dist,hl,+,,,,
rs123,athy fili,hl,1,,,,
rs123,cala arun,hl,r,,,,
rs123,epil angu,hl,1,,,,
rs123,epil coll,hl,+,2018-0474,,,
rs123,pice abie,hl,+,,,,
rs123,poa nemo,hl,+,,,,
rs123,rubu idae,hl,2a,,,,
rs123,rume scut,hl,+,,,,
rs123,thym prae poly,hl,+,2018-0473,,,
rs123,vacc viti,hl,+,,,,
rs123,vale trip,hl,+,,,,
rs123,viol hirt,hl,+,2018-0472,,,
rs124,achi mill aggr,hl,+,,,,
rs124,anth alpi,hl,+,,,,
rs124,cala arun,hl,+,,,,
rs124,camp coch,hl,r,,,,
rs124,card defl summ,hl,+,2018-0475,,,
rs124,care orni slat,hl,r,,,,
rs124,chae vill,hl,1,,,,
rs124,epil coll,hl,r,,,,
rs124,fest nigr cens,hl,+,,,,
rs124,frag vesc,hl,+,,,,
rs124,gali anis,hl,+,,,,
rs124,gali veru,hl,r,,,,
rs124,hier muro,hl,r,,,,
rs124,hier pilo ella,hl,+,,,,
rs124,lase hall,hl,+,,lase hall,ok,
rs124,leuc vulg,hl,+,,,,
rs124,lotu corn slat,hl,+,,,,
rs124,mela sylv,hl,+,,,,
rs124,phyt beto,hl,r,,,,
rs124,poa nemo,hl,+,,,,
rs124,rubu idae,hl,+,,,,
rs124,rume scut,hl,r,,,,
rs124,scab colu,hl,+,,,,
rs124,sile nuta nuta,hl,r,,,,
rs124,sile rupe,hl,+,,,,
rs124,thes alpi,hl,r,,,,
rs124,thym prae poly,hl,1,,thym prae poly,ok,
rs124,trif prat prat,hl,+,,,,
rs124,vale trip,hl,1,,,,
rs124,viol hirt,hl,+,,viol hirt,ok,
rs125,anth alpi,hl,r,,,,
rs125,arct uvau,hl,+,,,,
rs125,arni mont,hl,r,,,,
rs125,aven flex flex,hl,+,,,,
rs125,cala vill,hl,+,,,,
rs125,call vulg,hl,r,,,,
rs125,cryp cris,hl,2a,,,,
rs125,epil angu,hl,r,,,,
rs125,gent pann,hl,r,,,,
rs125,hier inty,hl,r,,,,
rs125,rhod ferr,hl,r,,,,
rs125,soli virg virg,hl,1,,,,
rs125,thes alpi,hl,r,,,,
rs125,vacc viti,hl,r,,,,
rs126,achi mill aggr,hl,+,,,,
rs126,anth niti,hl,+,2018-0431,,,
rs126,anth odor,hl,+,,,,
rs126,arte vulg,hl,r,,,,
rs126,aspl sept sept,hl,r,,,,
rs126,card defl viri,hl,+,2018-0430,cf. C. defloratus ssp. viridis × C. defloratus ssp. summanus,,
rs126,care pilu pilu,hl,r,,cf.,,
rs126,carl acau slat,hl,+,,,,
rs126,clin alpi alpi,hl,2a,,,,
rs126,corn sang slat,hl,+,,,,
rs126,dauc caro caro,hl,r,,,,
rs126,digi gran,hl,r,,,,
rs126,frag vesc,hl,+,,,,
rs126,gali albu,hl,+,,,,
rs126,gali pumi,hl,+,2018-0432,,,
rs126,leuc vulg,hl,+,,,,
rs126,orig vulg,hl,+,,,,
rs126,phle prat,hl,r,,,,
rs126,poa nemo,hl,+,,,,
rs126,poa prat,hl,r,,,,
rs126,rubu idae,hl,+,,,,
rs126,rume scut,hl,1,,,,
rs126,scab colu,hl,+,,,,
rs126,sedu albu,hl,+,,,,
rs126,sedu sexa,hl,1,,,,
rs126,sile nuta nuta,hl,2a,,,,
rs126,sile rupe,hl,r,,,,
rs126,sile vulg vulg,hl,+,,,,
rs126,soli virg virg,hl,r,,,,
rs126,stel gram,hl,r,,,,
rs126,thal minu saxa,hl,r,2018-0433,,,
rs126,thym pule slat,hl,1,,,,
rs126,trif prat prat,hl,+,,,,
rs126,verb lych,hl,r,,,,
rs126,vinc hiru,hl,2a,,,,
rs127,anth niti,hl,+,,anth niti,ok,
rs127,arte vulg,hl,r,,,,
rs127,aspl sept sept,hl,r,,,,
rs127,card defl viri,hl,+,,card defl viri,ok,
rs127,clin alpi alpi,hl,+,,,,
rs127,epil coll,hl,r,2018-0434,,,
rs127,frag vesc,hl,+,,,,
rs127,gali albu,hl,1,,,,
rs127,gali pumi,hl,+,,gali pumi,ok,
rs127,orig vulg,hl,r,,,,
rs127,phyt beto,hl,r,,cf.,,
rs127,picr hier slat,hl,+,,,,
rs127,rubu idae,hl,+,,,,
rs127,rume scut,hl,2b,,,,
rs127,sedu albu,hl,+,,,,
rs127,sile vulg vulg,hl,+,,,,
rs127,soli virg virg,hl,r,,,,
rs127,stel gram,hl,r,,,,
rs127,vici crac,hl,+,,,,
rs127,vinc hiru,hl,2a,,,,
rs128,anth niti,hl,+,,anth niti,ok,
rs128,arte vulg,hl,r,,,,
rs128,aspl sept sept,hl,+,,,,
rs128,aspl tric quad,hl,+,2018-0437,,,
rs128,camp rotu,hl,+,,,,
rs128,card defl viri,hl,+,,card defl viri,ok,
rs128,clin alpi alpi,hl,+,,,,
rs128,dact glom glom,hl,r,,,,
rs128,epil coll,hl,r,,,,
rs128,frag vesc,hl,+,,,,
rs128,gale lada,hl,r,2018-0435,,,
rs128,gali albu,hl,+,,,,
rs128,hier saba,hl,r,2018-0436,,,
rs128,orig vulg,hl,+,,,,
rs128,poa nemo,hl,r,,,,
rs128,pote pusi,hl,+,2018-0438,,,
rs128,rubu idae,hl,1,,,,
rs128,rume scut,hl,2a,,,,
rs128,sedu albu,hl,1,,,,
rs128,sedu annu,hl,r,,,,
rs128,sedu sexa,hl,+,,,,
rs128,soli virg virg,hl,r,,,,
rs128,vinc hiru,hl,2a,,,,
rs129,rume scut,hl,1,,,,
rs129,sedu albu,hl,2b,,,,
rs129,sedu annu,hl,+,,,,
rs129,sedu dasy,hl,1,,,,
rs129,sile nuta nuta,hl,+,,,,
rs129,vinc hiru,hl,r,,,,
rs130,brac sylv,hl,+,,,,
rs130,card defl viri,hl,r,,card defl viri,ok,
rs130,care poly,hl,+,,,,
rs130,clin vulg vulg,hl,+,,,,
rs130,cusc epit epit,hl,r,,,,
rs130,digi gran,hl,r,,,,
rs130,elym cani,hl,+,,,,
rs130,frag vesc,hl,+,,,,
rs130,gali albu,hl,2a,,,,
rs130,orig vulg,hl,2b,,,,
rs130,plan lanc,hl,r,,,,
rs130,poa nemo,hl,+,,,,
rs130,rubu idae,hl,2a,,,,
rs130,rume scut,hl,2a,,,,
rs130,samb race,hl,+,,,,
rs130,sedu albu,hl,+,,,,
rs130,sile nuta nuta,hl,1,,,,
rs130,sile vulg vulg,hl,+,,,,
rs130,soli virg virg,hl,+,,,,
rs130,vinc hiru,hl,2a,,,,
rs131,achi mill aggr,hl,r,,,,
rs131,anth niti,hl,+,,anth niti,ok,
rs131,berb vulg,hl,r,,,,
rs131,brac sylv,hl,+,,,,
rs131,card defl viri,hl,r,,card defl viri,ok,
rs131,clin alpi alpi,hl,1,,,,
rs131,dact glom glom,hl,+,,,,
rs131,fest rubr slat,hl,r,,,,
rs131,frag vesc,hl,+,,,,
rs131,gali albu,hl,+,,,,
rs131,gali pumi,hl,+,2018-0439,,,
rs131,lath sylv,hl,r,,,,
rs131,orig vulg,hl,2b,,,,
rs131,plan lanc,hl,r,,,,
rs131,poa nemo,hl,+,,,,
rs131,pote pusi,hl,+,,pote pusi,ok,
rs131,rham cath,hl,r,,,,
rs131,rosa cani ande,hl,r,,cf.,,
rs131,rubu idae,hl,2a,,,,
rs131,rume scut,hl,1,,,,
rs131,sile nuta nuta,hl,+,,,,
rs131,sile vulg vulg,hl,+,,,,
rs131,soli virg virg,hl,+,,,,
rs131,thym pule slat,hl,1,,,,
rs131,vinc hiru,hl,1,,,,
rs132,agro agro,hl,+,,,,
rs132,camp coch,hl,+,,,,
rs132,card defl viri,hl,r,,card defl viri,ok,
rs132,epil flei,hl,+,2018-0440,,,
rs132,frag vesc,hl,+,,,,
rs132,hier muro,hl,+,,,,
rs132,knau maxi,hl,r,,,,
rs132,poa nemo,hl,+,,,,
rs132,rubu idae,hl,2b,,,,
rs132,trif prat prat,hl,r,,,,
rs132,tuss farf,hl,2b,,,,
rs133,camp coch,hl,+,2018-0442,,,
rs133,card defl viri,hl,+,2018-0441,cf. C. defloratus ssp. viridis × C. defloratus ssp. summanus,,
rs133,chlo stat,hl,+,,,,
rs133,epil flei,hl,2a,,,,
rs133,gali anis,hl,+,,,,
rs133,hier pilo ella,hl,r,,,,
rs133,lotu corn slat,hl,+,,,,
rs133,rubu idae,hl,1,,,,
rs133,sile rupe,hl,r,,,,
rs133,thym prae poly,hl,1,,,,
rs133,tuss farf,hl,1,,,,
rs133,verb thap,hl,+,,,,
rs134,acer pseu,hl,r,,,,
rs134,aspl sept sept,hl,r,,,,
rs134,care poly,hl,r,,,,
rs134,clin alpi alpi,hl,+,,,,
rs134,echi vulg,hl,+,,,,
rs134,elym cani,hl,+,,,,
rs134,frag vesc,hl,+,,,,
rs134,gera rotu,hl,r,2018-0443,,,
rs134,laps comm comm,hl,1,,,,
rs134,poa nemo,hl,+,,,,
rs134,rume scut,hl,3,,,,
rs134,sedu albu,hl,1,,,,
rs134,sedu sexa,hl,+,,,,
rs134,thym pule slat,hl,+,,,,
rs134,verb lych,hl,r,,,,
rs134,vinc hiru,hl,+,,,,
rs135,aspl sept sept,hl,r,,,,
rs135,aspl tric tric,hl,+,2018-0444,det!,,
rs135,care poly,hl,r,,,,
rs135,dryo fili,hl,1,,,,
rs135,epil coll,hl,+,2018-0445,,,
rs135,gera robe,hl,r,,,,
rs135,rubu idae,hl,r,,,,
rs135,rume scut,hl,1,,,,
rs135,sedu dasy,hl,+,,,,
rs136,aspl sept sept,hl,r,,,,
rs136,aspl tric tric,hl,r,,aspl tric tric,ok,
rs136,gale mont,hl,r,,,,
rs136,gera robe,hl,+,,,,
rs136,laps comm comm,hl,r,,,,
rs136,rosa arve,hl,r,,,,
rs136,rubu sect rubu,hl,+,,,,
rs136,rume scut,hl,+,,,,
rs136,urti dioi dioi,hl,r,,,,
rs136,vinc hiru,hl,+,,,,
rs137,dryo fili,hl,r,,,,
rs137,pice abie,hl,r,,,,
rs137,rubu idae,hl,+,,,,
rs137,rume scut,hl,r,,,,
rs138,card impa,hl,r,,,,
rs138,gale pube pube,hl,r,,,,
rs138,gali albu,hl,+,,,,
rs138,rubu idae,hl,r,,,,
rs138,rume scut,hl,2a,,,,
rs139,anth alpi,hl,+,,,,
rs139,camp coch,hl,r,,,,
rs139,card impa,hl,+,,,,
rs139,cirs palu,hl,r,,,,
rs139,clin vulg vulg,hl,+,,,,
rs139,digi gran,hl,+,,,,
rs139,epil coll,hl,+,2018-0449,,,
rs139,gali albu,hl,2a,,,,
rs139,gali pumi,hl,1,2018-0446,,,
rs139,gnap sylv,hl,+,2018-0447,,,
rs139,peuc ostr,hl,r,,,,
rs139,pimp saxi nigr,hl,+,2018-0450,,,
rs139,rubu idae,hl,+,,,,
rs139,rume scut,hl,1,,,,
rs139,sile rupe,hl,r,,,,
rs139,thym prae poly,hl,+,2018-0448,,,
rs140,anth alpi,hl,1,,,,
rs140,carl acau slat,hl,+,,,,
rs140,cusc epit epit,hl,r,,,,
rs140,dact glom glom,hl,r,,,,
rs140,epil coll,hl,+,,,,
rs140,fest nigr cens,hl,r,,,,
rs140,gali albu,hl,1,,,,
rs140,gali pumi,hl,+,,gali pumi,ok,
rs140,luzu camp,hl,r,,,,
rs140,pimp saxi nigr,hl,1,,pimp saxi nigr,ok,
rs140,rume scut,hl,1,,,,
rs140,sedu annu,hl,+,,,,
rs140,sile rupe,hl,+,,,,
rs140,thym prae poly,hl,+,,thym prae poly,ok,
rs141,aspl tric tric,hl,1,2018-0451,,,
rs141,clin vulg vulg,hl,+,,,,
rs141,dryo fili,hl,r,,,,
rs141,epil coll,hl,r,2018-0452,,,
rs141,erig acri slat,hl,r,,,,
rs141,gera robe,hl,r,,,,
rs141,medi lupu,hl,+,,,,
rs141,orig vulg,hl,+,,,,
rs141,poa nemo,hl,+,,,,
rs141,popu trem,hl,r,,,,
rs141,rume scut,hl,+,,,,
rs141,sile rupe,hl,r,,,,
rs141,viol rivi,hl,r,,,,
rs142,achi mill sude,hl,r,,,,
rs142,astr pend,hl,r,2018-0520,cf.,,
rs142,aven flex flex,hl,+,,,,
rs142,cala vari,hl,+,,,,
rs142,care semp semp,hl,r,,,,
rs142,cryp cris,hl,+,,,,
rs142,dryo dila,hl,r,,,,
rs142,dryo expa,hl,r,,,,
rs142,dryo fili,hl,r,,,,
rs142,fest nigr cens,hl,2a,2018-0518,,,
rs142,fest pict,hl,r,2018-0519,,,
rs142,gali anis,hl,+,,,,
rs142,myos alpe,hl,r,,,,
rs142,poa nemo,hl,+,2018-0516,,,
rs142,poly vulg,hl,+,,,,
rs142,pote cran cran,hl,r,2018-0514,,,
rs142,rubu idae,hl,+,,,,
rs142,saxi aspe,hl,r,,,,
rs142,saxi pani,hl,+,,,,
rs142,sedu albu,hl,r,,,,
rs142,sedu annu,hl,r,,,,
rs142,semp arac,hl,1,,,,
rs142,semp mont,hl,+,,,,
rs142,sile rupe,hl,+,,,,
rs142,thal minu prat,hl,+,2018-0515,,,
rs142,thym pule slat,hl,2a,,,,
rs142,vale offi tenu,hl,+,,,,
rs143,achi mill sude,hl,r,,,,
rs143,anth alpi,hl,1,,,,
rs143,astr alpi alpi,hl,r,2018-0521,cf.,,
rs143,astr pend,hl,+,,,,
rs143,aven flex flex,hl,r,,,,
rs143,cryp cris,hl,2a,,,,
rs143,dryo cart,hl,+,,,,
rs143,dryo fili,hl,+,,,,
rs143,fest apen,hl,r,,,,
rs143,fest nigr cens,hl,1,,fest nigr cens,ok,
rs143,fest pict,hl,1,,fest pict,ok,
rs143,gali anis,hl,+,,,,
rs143,junc trif,hl,r,,,,
rs143,poa comp,hl,r,,,,
rs143,poa moli,hl,+,,,,
rs143,poa nemo,hl,+,,,,
rs143,poa vari,hl,2a,2018-0517,cf.,,
rs143,rubu idae,hl,+,,,,
rs143,saxi aspe,hl,+,,,,
rs143,semp arac,hl,+,,,,
rs143,semp mont,hl,+,,,,
rs143,thal minu prat,hl,+,,thal minu prat,ok,
rs143,thym prae poly,hl,+,,,,
rs143,viol bifl,hl,r,,,,
rs144,aspl tric tric,hl,r,,aspl tric tric,ok,
rs144,berb vulg,hl,r,,,,
rs144,dryo cart,hl,r,,,,
rs144,gera robe,hl,+,,,,
rs144,moeh musc,hl,r,,,,
rs144,pice abie,hl,r,,,,
rs144,poly inte,hl,+,,poly inte,ok,
rs144,poly vulg,hl,2a,,,,
rs144,rubu idae,hl,+,,,,
rs144,rubu sect rubu,hl,+,,,,
rs144,samb race,hl,+,,,,
rs144,sedu albu,hl,+,,,,
rs144,sola dulc,hl,+,,,,
rs144,soli virg virg,hl,1,,,,
rs144,sorb aucu glab,hl,r,,,,
rs144,tara sect rude,hl,r,,,,
rs144,urti dioi dioi,hl,r,,,,
rs145,dryo cart,hl,r,,,,
rs145,betu pend,sl,r,,,,
rs146,aven flex flex,hl,r,,,,
rs146,betu pend,hl,+,,,,
rs146,dryo cart,hl,r,,,,
rs146,dryo fili,hl,r,,,,
rs146,lact mura,hl,r,,,,
rs146,pice abie,hl,r,,,,
rs146,poa nemo,hl,r,,,,
rs146,rubu idae,hl,+,,,,
rs146,samb race,hl,r,,,,
rs146,betu pend,sl,r,,,,
rs147,aspl sept sept,hl,+,,,,
rs147,athy fili,hl,r,,,,
rs147,cala vari,hl,+,,,,
rs147,clin vulg vulg,hl,+,,,,
rs147,dact glom glom,hl,+,,,,
rs147,digi gran,hl,+,,,,
rs147,epil coll,hl,1,2018-0524,,,
rs147,erig acri slat,hl,r,,erig acri slat,ok,
rs147,fest hete ylla,hl,r,2018-0523,,,
rs147,gali albu,hl,1,,,,
rs147,leuc vulg,hl,+,,,,
rs147,lotu corn slat,hl,+,,,,
rs147,merc pere,hl,r,,,,
rs147,orig vulg,hl,+,,,,
rs147,pimp majo majo,hl,r,,,,
rs147,poa nemo,hl,+,,,,
rs147,sedu annu,hl,+,,,,
rs147,sedu dasy,hl,+,,,,
rs147,sile rupe,hl,+,,,,
rs147,sile vulg vulg,hl,r,,,,
rs147,urti dioi dioi,hl,+,,,,
rs147,vinc hiru,hl,r,,,,
rs147,viol rivi,hl,r,2018-0525,,,
rs147,rosa cani,sl,r,,,,
rs147,samb race,sl,r,,,,
rs148,achi mill aggr,hl,r,,,,
rs148,aspl sept sept,hl,r,,,,
rs148,aspl tric tric,hl,r,2018-0526,,,
rs148,cala vari,hl,2a,,,,
rs148,camp glom,hl,r,2018-0528,,,
rs148,camp patu,hl,r,,,,
rs148,carl bieb bieb,hl,r,,cf.,,
rs148,clin vulg vulg,hl,1,,,,
rs148,digi gran,hl,+,,,,
rs148,dryo fili,hl,r,,,,
rs148,epil coll,hl,+,,,,
rs148,erig acri slat,hl,+,2018-0529,,,
rs148,fest hete ylla,hl,+,,fest hete ylla,ok,
rs148,frag vesc,hl,+,,,,
rs148,gali albu,hl,1,,,,
rs148,gali anis,hl,+,,,,
rs148,hier muro,hl,r,,,,
rs148,hype perf,hl,r,,,,
rs148,lath prat prat,hl,r,,,,
rs148,leuc vulg,hl,+,,,,
rs148,lotu corn slat,hl,+,,,,
rs148,merc pere,hl,1,,,,
rs148,moeh musc,hl,r,,,,
rs148,orig vulg,hl,1,,,,
rs148,pimp majo majo,hl,+,,,,
rs148,poa nemo,hl,+,,,,
rs148,rosa cani,hl,r,,,,
rs148,rubu idae,hl,+,,,,
rs148,sedu annu,hl,r,,,,
rs148,sile rupe,hl,+,,,,
rs148,thym prae poly,hl,r,,det!,,
rs148,urti dioi dioi,hl,r,,,,
rs148,vinc hiru,hl,+,,,,
rs148,viol coll,hl,r,2018-0527,,,
rs148,viol rivi,hl,r,,viol rivi,ok,
rs148,betu pend,sl,r,,,,
rs149,acer pseu,hl,r,,,,
rs149,aspl sept sept,hl,r,,,,
rs149,aspl tric tric,hl,r,,aspl tric tric,ok,
rs149,cala vari,hl,r,,,,
rs149,dryo fili,hl,r,,,,
rs149,epil coll,hl,+,,,,
rs149,gali albu,hl,1,,,,
rs149,gera robe,hl,+,,,,
rs149,hype perf,hl,r,,,,
rs149,sedu dasy,hl,+,,,,
rs149,urti dioi dioi,hl,r,,,,
rs150,aspl sept sept,hl,r,,,,
rs150,athy fili,hl,r,,,,
rs150,cala arun,hl,r,,,,
rs150,dryo cart,hl,r,,,,
rs150,epil coll,hl,r,2018-0530,,,
rs150,urti dioi dioi,hl,r,,,,
rs151,acer pseu,hl,r,,,,
rs151,aspl sept sept,hl,+,,,,
rs151,aspl tric quad,hl,+,2018-0532,,,
rs151,dryo camb,hl,r,,,,
rs151,dryo fili,hl,+,,,,
rs151,epil coll,hl,1,,,,
rs151,fest hete ylla,hl,r,2018-0533,,,
rs151,gale flav,hl,r,,,,
rs151,gale tetr,hl,r,2018-0531,,,
rs151,gera robe,hl,+,,,,
rs151,lami macu,hl,r,,,,
rs151,merc pere,hl,+,,,,
rs151,orig vulg,hl,r,,,,
rs151,poa nemo,hl,r,,,,
rs151,poly vulg,hl,r,,,,
rs151,rubu idae,hl,r,,,,
rs151,sedu annu,hl,r,,,,
