"plot";"abbr";"layer";"cov";"comment";"history"
"bm04";"lyco euro euro";"hl";"2a";;" | Changed lyco euro To lyco euro euro 2012-11-26 23:29:54"
"bm04";"myos palu aggr";"hl";"+";;
"bm04";"ranu acri acri";"hl";"2b";;" | Changed ranu acri To ranu acri acri 2012-11-26 23:29:55"
"bm04";"equi palu";"hl";"2a";;
"bm04";"care hirt";"hl";"1";;
"bm04";"care cane cane";"hl";"+";;" | Changed care cane To care cane cane 2012-11-26 23:29:55"
"bm04";"epil cili cili";"hl";"+";;" | Changed epil aden To epil cili cili 2012-11-26 23:29:55"
"bm04";"epil palu";"hl";"+";;
"bm04";"gali palu palu";"hl";"1";;" | Changed gali palu To gali palu palu 2012-11-26 23:29:54"
"bm04";"aula palu";"ml";"2b";;
"bm04";"clim dend";"ml";"3";;
"bm04";"luzu mult";"hl";"+";;
"bm04";"holc lana";"hl";"1";;
"bm04";"alnu glut";"hl";"+";;
"bm04";"betu pend";"hl";"+";;" | Changed betu pube To betu pend 2012-11-26 23:29:54"
"bm04";"frag vesc";"hl";"1";;
"bm04";"prun vulg";"hl";"1";;
"bm04";"cent jace jace";"hl";"+";;
"bm04";"moli caer aggr";"hl";"1";;
"bm04";"rume acet ella";"hl";"+";;" | Changed rume acel To rume acet ella 2012-11-26 23:29:55"
"bm04";"poa palu";"hl";"+";;
"bm04";"call cusp";"ml";"2a";;" | Changed cali cusp To call cusp 2012-11-26 23:29:54"
"bm04";"fest rubr slat";"hl";"2a";;" | Changed fest rubr ruhr To fest rubr slat 2012-11-26 23:29:55"
"bm04";"ranu repe";"hl";"1";;
"bm04";"care rost";"hl";"+";;
"bm04";"dact glom glom";"hl";"+";;" | Changed dact glom To dact glom glom 2012-11-26 23:29:54"
"bm04";"lych flos cucu";"hl";"2m";;" | Changed lych flos To lych flos cucu 2012-11-26 23:29:55"
"bm04";"sali purp";"hl";"1";;
"bm04";"achi mill aggr";"hl";"1";;
"bm04";"bryu pseu pseu";"ml";"1";;" | Changed bryu pseu To bryu pseu pseu 2012-11-26 23:29:55"
"bm05";"phra aust";"hl";"2a";;
"bm05";"spha spec ies";"hl";"2b";;" | Changed spha squa To spha spec ies 2012-11-26 23:29:55"
"bm05";"aula palu";"hl";"2b";;
"bm05";"leuc vulg";"hl";"1";;
"bm05";"rubu frut aggr";"hl";"+";;
"bm05";"anth odor";"hl";"1";;
"bm05";"moli caer aggr";"hl";"1";;
"bm05";"care rost";"hl";"1";;
"bm05";"hypo radi";"hl";"2b";;
"bm05";"lyco euro euro";"hl";"2m";;" | Changed lyco euro To lyco euro euro 2012-11-26 23:29:54"
"bm05";"clim dend";"ml";"2a";;
"bm05";"call cusp";"ml";"1";;" | Changed cali cusp To call cusp 2012-11-26 23:29:54"
"bm05";"sali cine";"hl";"3";;
"bm05";"care cane cane";"hl";"+";;" | Changed care cane To care cane cane 2012-11-26 23:29:55"
"bm05";"betu pend";"hl";"1";;" | Changed betu pube To betu pend 2012-11-26 23:29:54"
"bm05";"camp patu";"hl";"1";;
"bm05";"iris sibi";"hl";"1";;
"bm05";"junc effu";"hl";"+";;
"bm05";"gali palu palu";"hl";"+";;" | Changed gali palu To gali palu palu 2012-11-26 23:29:54"
"bm05";"poly spec ies";"ml";"3";;" | Changed poly spec To poly spec ies 2012-11-26 23:29:55"
"bm05";"care lepo";"hl";"+";;
"bm05";"equi palu";"hl";"1";;
"bm05";"care echi";"hl";"+";;
"bm05";"epil palu";"hl";"+";;
"bm05";"cirs palu";"hl";"1";;
"bm05";"luzu mult";"hl";"+";;
"bm05";"soli giga";"hl";"+";;
"bm05";"trol euro";"hl";"+";;
"bm05";"pinu sylv";"hl";"+";;
"bm05";"popu trem";"hl";"+";;
"bm05";"fest rubr rubr";"hl";"+";;
"bm05";"frag vesc";"hl";"+";;
"bm05";"scir sylv";"hl";"+";;
"bm05";"ranu acri acri";"hl";"+";;" | Changed ranu acri To ranu acri acri 2012-11-26 23:29:55"
"bm05";"euph offi rost";"hl";"+";;" | Changed euph rost To euph offi rost 2012-11-26 23:29:54"
"bm05";"hier pilo ella";"hl";"r";;" | Changed hier pilo To hier pilo ella 2012-11-26 23:29:55"
"bm06";"care briz";"hl";"2a";;
"bm06";"phra aust";"hl";"2a";;
"bm06";"dact maja maja";"hl";"+";;
"bm06";"soli giga";"hl";"2b";;
"bm06";"care hirt";"hl";"2b";;
"bm06";"prun vulg";"hl";"2a";;
"bm06";"trif prat prat";"hl";1;;
"bm06";"junc effu";"hl";1;;
"bm06";"vero arve";"hl";"2m";;
"bm06";"soli cana";"hl";"2a";;
"bm06";"cera holo";"hl";1;;
"bm06";"holc lana";"hl";1;;
"bm06";"rume acet osa";"hl";"+";;
"bm06";"pote norv";"hl";"2m";;
"bm06";"tara sect rude";"hl";1;;
"bm06";"poa triv";"hl";1;;
"bm06";"agro stol";"hl";1;;
"bm06";"equi palu";"hl";1;;
"bm06";"gali palu palu";"hl";"2m";;
"bm06";"vale offi offi";"hl";"+";;
"bm06";"junc tenu";"hl";1;;
"bm06";"frag vesc";"hl";"+";;
"bm06";"scir sylv";"hl";4;;
"bm06";"epil cili cili";"hl";"+";;
"bm06";"cirs palu";"hl";1;;
"bm06";"poa palu";"hl";1;;
"bm06";"leer oryz";"hl";"r";;
"bm06";"luzu mult";"hl";1;;
"bm06";"erig cana";"hl";"+";;
"bm06";"lych flos cucu";"hl";"+";;
"bm06";"lyco euro euro";"hl";"+";;
"bm06";"myos palu aggr";"hl";"+";;
"bm06";"care cane cane";"hl";"+";;
"bm06";"agro capi";"hl";"2a";;
"bm06";"anth odor";"hl";"+";;
"bm06";"lotu corn";"hl";"+";;
"bm06";"vero serp serp";"hl";"+";;
"bm06";"tana vulg";"hl";"r";;
"bm06";"call cusp";"ml";"2b";;
"bm07";"pice abie";"hl";"2a";;
"bm07";"pice abie";"sl";"2b";;
"bm07";"pice abie";"tl1";"2b";;
"bm07";"pinu sylv";"hl";"+";;
"bm07";"pinu sylv";"sl";1;;
"bm07";"pinu sylv";"tl1";3;;
"bm07";"betu pend";"hl";"+";;
"bm07";"betu pend";"tl1";"2b";;
"bm07";"fran alnu";"hl";"2b";;
"bm07";"fran alnu";"sl";3;;
"bm07";"abie alba";"hl";"2a";;
"bm07";"sorb aucu aucu";"hl";"+";;
"bm07";"quer robu";"hl";"+";;
"bm07";"vacc myrt";"hl";5;;
"bm07";"vacc ulig";"hl";"+";;
"bm07";"moli caer aggr";"hl";"2a";;
"bm07";"vacc viti";"hl";"+";;
"bm07";"rubu sect rubu";"hl";1;;
"bm07";"dryo cart";"hl";"r";;
"bm07";"poly form";"ml";"2a";;
"bm07";"hylo sple";"ml";3;;
"bm07";"dicr scop";"ml";"2a";;
"bm07";"pleu schr";"ml";"2b";;
