plot,abbr,layer,cov,comment,voucher,history
kb14,tili cord,hl,+,,,
kb14,tili plat,hl,+,,,
kb14,vero urti,hl,+,,,
kb14,viol reic,hl,+,,,
kb14,acer plat,sl,1,,,
kb14,fagu sylv,sl,+,,,
kb14,frax exce,sl,+,,,
kb14,samb nigr,sl,2b,,,
kb14,tili plat,sl,1,,,
kb14,fagu sylv,tl1,4,,,
kb14,tili plat,tl1,2a,,,
kb14,acer plat,tl2,2a,,,
kb14,fagu sylv,tl2,2b,,,
kb14,frax exce,tl2,2a,,,
kb14,tili cord,tl2,2b,,,
kb14,tili plat,tl2,3,,,
kb15,acer plat,hl,1,,,
kb15,acer pseu,hl,+,,,
kb15,alli peti,hl,1,,,
kb15,arab alpi alpi,hl,r,,,
kb15,aspl scol scol,hl,2a,,,
kb15,aspl tric quad,hl,+,,,
kb15,aspl viri,hl,+,,,
kb15,camp trac,hl,1,,,
kb15,card impa,hl,+,,,
kb15,chel maju,hl,+,,,
kb15,chry alte,hl,+,,,
kb15,clem vita,hl,+,,,
kb15,cycl purp,hl,+,,,
kb15,cyst frag,hl,+,,,
kb15,dryo fili,hl,+,,,
kb15,fagu sylv,hl,+,,,
kb15,gale mont,hl,3,,,
kb15,gera robe,hl,1,,,
kb15,hede heli,hl,+,,,
kb15,impa parv,hl,+,,,
kb15,laps comm comm,hl,+,,,
kb15,merc pere,hl,+,,,
kb15,poa nemo,hl,+,,,
kb15,poly acul,hl,+,,,
kb15,rubu idae,hl,+,,,
kb15,salv glut,hl,+,,,
kb15,samb nigr,hl,1,,,
kb15,symp tube slat,hl,+,,,
kb15,tili plat,hl,+,,,
kb15,ulmu glab,hl,+,,,
kb15,urti dioi dioi,hl,1,,,
kb15,vero urti,hl,+,,,
kb15,fagu sylv,sl,+,,,
kb15,samb nigr,sl,2b,,,
kb15,tili cord,sl,+,,,
kb15,tili plat,sl,+,,,
kb15,ulmu glab,sl,+,,,
kb15,fagu sylv,tl1,2b,,,
kb15,tili cord,tl1,2b,,,
kb15,tili plat,tl1,2b,,,
kb15,acer plat,tl2,2b,,,
kb15,fagu sylv,tl2,1,,,
kb15,taxu bacc,tl2,1,,,
kb15,tili plat,tl2,2a,,,
kb15,ulmu glab,tl2,2b,,,
kb16,acon lyco vulp,hl,r,,,
kb16,apos foet,hl,r,,,
kb16,aqui atra,hl,r,,,
kb16,aspl ruta,hl,r,,,
kb16,aspl viri,hl,r,,,
kb16,camp rapu rapu,hl,+,,,
kb16,clem vita,hl,+,,,
kb16,cory avel,hl,+,,,
kb16,cycl purp,hl,+,,,
kb16,daph meze,hl,+,,,
kb16,dryo fili,hl,+,,,
kb16,epil mont,hl,+,,,
kb16,eupa cann,hl,+,,,
kb16,euph amyg amyg,hl,+,,,
kb16,fagu sylv,hl,+,,,
kb16,frax exce,hl,1,,,
kb16,gale flav,hl,+,,,
kb16,gali sylv,hl,+,,,
kb16,geum urba,hl,r,,,
kb16,gymn robe,hl,+,,,
kb16,hede heli,hl,+,,,
kb16,lili mart,hl,+,,,
kb16,merc pere,hl,+,,,
kb16,moeh musc,hl,r,,,
kb16,pari quad,hl,+,,,
kb16,poly acul,hl,+,,,
kb16,poly lonc,hl,r,,,
kb16,poly mult,hl,+,,,
kb16,salv glut,hl,+,,,
kb16,samb nigr,hl,+,,,
kb16,tara sect rude,hl,r,,,
kb16,vale mont,hl,r,,,
kb16,vero cham mica,hl,+,cf.,,
kb16,vero urti,hl,+,,,
kb16,cory avel,sl,1,,,
kb16,samb nigr,sl,+,,,
kb16,abie alba,tl1,1,,,
kb16,fagu sylv,tl1,2b,,,
kb16,tili plat,tl1,2b,,,
kb16,acer pseu,tl2,2b,,,
kb16,fagu sylv,tl2,2a,,,
kb16,sorb aria,tl2,1,,,
kb16,tili ×vul,tl2,2a,,,
kb17,acer pseu,hl,+,,,
kb17,apos foet,hl,+,,,
kb17,aqui atra,hl,+,,,
kb17,berb vulg,hl,+,,,
kb17,brac pinn,hl,+,,,
kb17,brac sylv,hl,+,,,
kb17,cala vari,hl,2b,,,
kb17,camp coch,hl,+,,,
kb17,camp rapu rapu,hl,+,,,
kb17,care alba,hl,1,,,
kb17,care flac,hl,4,,,
kb17,clem vita,hl,+,,,
kb17,corn sang slat,hl,+,,,
kb17,cycl purp,hl,1,,,
kb17,daph meze,hl,+,,,
kb17,epip atro,hl,r,,,
kb17,eupa cann,hl,+,,,
kb17,euph amyg amyg,hl,+,,,
kb17,euph cypa,hl,+,,,
kb17,fagu sylv,hl,+,,,
kb17,frax exce,hl,+,,,
kb17,gali sylv,hl,+,,,
kb17,gymn robe,hl,+,,,
kb17,hepa nobi,hl,+,,,
kb17,jugl regi,hl,r,,,
kb17,knau maxi,hl,+,,,
kb17,loni alpi,hl,+,,,
kb17,loni xylo,hl,+,,,
kb17,meli nuta,hl,+,,,
kb17,phyt orbi,hl,+,,,
kb17,pren purp,hl,+,,,
kb17,ranu nemo,hl,+,,,
kb17,rham cath,hl,1,,,
kb17,rhod hirs,hl,r,,,
kb17,sesl caer,hl,+,,,
kb17,sorb aria,hl,+,,,
kb17,vale mont,hl,+,,,
kb17,vinc hiru,hl,2a,,,
kb17,acer pseu,sl,1,,,
kb17,amel oval,sl,+,,,
kb17,corn sang slat,sl,1,,,
kb17,cory avel,sl,2b,,,
kb17,daph meze,sl,+,,,
kb17,loni xylo,sl,+,,,
kb17,sorb aria,sl,1,,,
kb17,acer pseu,tl1,2a,,,
kb17,betu pend,tl1,2a,,,
kb17,frax exce,tl1,2a,,,
kb17,pice abie,tl1,2a,,,
kb17,sorb aria,tl1,2b,,,
kb17,tili ×vul,tl1,2b,,,
kb17,fagu sylv,tl2,1,,,
kb17,sorb aria,tl2,2b,,,
kb18,acer pseu,hl,1,,,
kb18,aego poda,hl,r,,,
kb18,anem nemo,hl,+,,,
kb18,apos foet,hl,1,,,
kb18,cala vari,hl,1,,,
kb18,camp pers,hl,r,,,
kb18,care alba,hl,4,,,
kb18,care digi,hl,+,,,
kb18,care flac,hl,2a,,,
kb18,care mont,hl,1,,,
kb18,care orni orni,hl,r,,,
kb18,ceph long,hl,r,,,
kb18,ceph rubr,hl,r,,,
kb18,clem vita,hl,+,,,
kb18,conv maja maja,hl,+,,,
kb18,corn sang slat,hl,+,,,
kb18,cycl purp,hl,1,,,
kb18,daph meze,hl,+,,,
kb18,euph amyg amyg,hl,+,,,
kb18,euph dulc dulc,hl,+,,,
kb18,fagu sylv,hl,1,,,
kb18,frax exce,hl,+,,,
kb18,gali sylv,hl,+,,,
kb18,hede heli,hl,1,,,
kb18,hepa nobi,hl,2m,,,
kb18,hier muro,hl,+,,,
kb18,lact mura,hl,+,,,
kb18,lath vern,hl,r,,,
kb18,lili mart,hl,+,,,
kb18,loni alpi,hl,1,,,
kb18,loni xylo,hl,+,,,
kb18,meli nuta,hl,+,,,
kb18,merc pere,hl,+,,,
kb18,moli caer aggr,hl,+,M. arundinacea,,
kb18,phyt spic,hl,+,,,
kb18,poly cham,hl,r,,,
kb18,popu trem,hl,+,,,
kb18,pren purp,hl,r,,,
kb18,quer robu,hl,r,,,
kb18,rham cath,hl,+,,,
kb18,rosa arve,hl,r,,,
kb18,salv glut,hl,+,,,
kb18,samb nigr,hl,r,,,
kb18,sesl caer,hl,+,,,
kb18,soli virg virg,hl,r,,,
kb18,taxu bacc,hl,r,,,
kb18,vale trip,hl,r,,,
kb18,viol reic,hl,+,,,
kb18,viol rivi,hl,+,,,
kb18,acer pseu,sl,+,,,
kb18,corn sang slat,sl,+,,,
kb18,crat laev laev,sl,+,,,
kb18,crat mono,sl,+,,,
kb18,fagu sylv,sl,2a,,,
kb18,loni alpi,sl,+,,,
kb18,pice abie,sl,r,,,
kb18,taxu bacc,sl,+,,,
kb18,fagu sylv,tl1,3,,,
kb18,acer pseu,tl2,1,,,
kb18,fagu sylv,tl2,3,,,
kb18,frax exce,tl2,2b,,,
kb18,sorb aria,tl2,2b,,,
kb19,acer plat,hl,+,,,
kb19,acer pseu,hl,1,,,
kb19,ajug rept,hl,r,,,
kb19,anem nemo,hl,1,,,
kb19,apos foet,hl,+,,,
kb19,cala vari,hl,2a,,,
kb19,camp rapu rapu,hl,r,,,
kb19,care alba,hl,3,,,
kb19,care flac,hl,2m,,,
kb19,care mont,hl,1,,,
kb19,ceph long,hl,r,,,
kb19,ceph rubr,hl,r,,,
kb19,conv maja maja,hl,+,,,
kb19,corn sang slat,hl,+,,,
kb19,coto diva,hl,r,,,
kb19,crat laev laev,hl,+,,,
kb19,crat mono,hl,r,,,
kb19,cycl purp,hl,1,,,
kb19,euph amyg amyg,hl,+,,,
kb19,euph dulc dulc,hl,+,,,
kb19,fagu sylv,hl,2m,,,
kb19,fest hete ylla,hl,+,,,
kb19,frag vesc,hl,+,,,
kb19,frax exce,hl,+,,,
kb19,gali sylv,hl,+,,,
kb19,hepa nobi,hl,1,,,
kb19,hier muro,hl,+,,,
kb19,loni alpi,hl,r,,,
kb19,mela sylv,hl,+,,,
kb19,meli nuta,hl,+,,,
kb19,merc pere,hl,r,,,
kb19,moli caer aggr,hl,1,M. arundinacea,,
kb19,phyt spic,hl,+,,,
kb19,poly cham,hl,+,,,
kb19,poly mult,hl,r,,,
kb19,pren purp,hl,+,,,
kb19,quer robu,hl,+,,,
kb19,rosa arve,hl,1,,,
kb19,rosa pend,hl,1,,,
kb19,rubu sect rubu,hl,+,,,
kb19,sesl caer,hl,2a,,,
kb19,soli virg virg,hl,+,,,
kb19,sorb aria,hl,+,,,
kb19,sorb aucu aucu,hl,+,,,
kb19,symp tube slat,hl,+,,,
kb19,tara sect rude,hl,+,,,
kb19,taxu bacc,hl,r,,,
kb19,vacc myrt,hl,r,,,
kb19,vale trip,hl,r,,,
kb19,vibu lant,hl,+,,,
kb19,vibu opul,hl,+,,,
kb19,viol rivi,hl,+,,,
kb19,acer pseu,sl,+,,,
kb19,crat laev laev,sl,+,,,
kb19,fagu sylv,sl,1,,,
kb19,frax exce,sl,+,,,
kb19,loni xylo,sl,+,,,
kb19,pice abie,sl,+,,,
kb19,sorb aucu aucu,sl,+,,,
kb19,vibu opul,sl,+,,,
kb19,fagu sylv,tl1,3,,,
kb19,quer robu,tl1,2b,,,
kb19,acer plat,tl2,+,,,
kb19,fagu sylv,tl2,3,,,
kb19,frax exce,tl2,2a,,,
kb19,quer robu,tl2,2a,,,
kb19,sorb aria,tl2,2a,,,
kb20,acer plat,hl,+,,,
kb20,acer pseu,hl,+,,,
kb20,anem nemo,hl,+,,,
kb20,apos foet,hl,+,,,
kb20,aspl ruta,hl,r,,,
kb20,brac sylv,hl,+,,,
kb20,cala vari,hl,+,,,
kb20,care alba,hl,3,,,
kb20,care digi,hl,+,,,
kb20,carp betu,hl,+,,,
kb20,ceph dama,hl,r,,,
kb20,clem vita,hl,+,,,
kb20,conv maja maja,hl,+,,,
kb20,cory avel,hl,+,,,
kb20,coto tome,hl,r,,,
kb20,cycl purp,hl,1,,,
kb20,euph dulc dulc,hl,+,,,
kb20,fagu sylv,hl,2a,,,
kb20,fest hete ylla,hl,r,,,
kb20,frax exce,hl,+,,,
kb20,gali sylv,hl,r,,,
kb20,geum urba,hl,r,,,
kb20,hede heli,hl,+,,,
kb20,hepa nobi,hl,1,,,
kb20,hier bifi,hl,r,,,
kb20,jugl regi,hl,+,,,
kb20,ligu vulg,hl,+,,,
kb20,meli nuta,hl,r,,,
kb20,pren purp,hl,+,,,
kb20,prun aviu slat,hl,r,,,
kb20,quer robu,hl,+,,,
kb20,rham cath,hl,+,,,
kb20,rosa arve,hl,+,,,
kb20,rubu idae,hl,+,,,
kb20,rubu sect rubu,hl,+,,,
kb20,salv glut,hl,r,,,
kb20,taxu bacc,hl,r,,,
kb20,tili plat,hl,+,,,
kb20,ulmu glab,hl,+,,,
kb20,vinc hiru,hl,+,,,
kb20,viol coll,hl,r,,2015-0035,
kb20,viol reic,hl,+,,,
kb20,viol rivi,hl,+,,,
kb20,acer plat,sl,1,,,
kb20,acer pseu,sl,2a,,,
kb20,carp betu,sl,1,,,
kb20,clem vita,sl,+,,,
kb20,corn sang slat,sl,+,,,
kb20,cory avel,sl,2a,,,
kb20,coto diva,sl,r,,,
kb20,euon euro,sl,r,,,
kb20,fagu sylv,sl,2b,,,
kb20,jugl regi,sl,+,,,
kb20,quer robu,sl,r,,,
kb20,tili plat,sl,1,,,
kb20,ulmu glab,sl,+,,,
kb20,fagu sylv,tl1,4,,,
kb20,acer plat,tl2,1,,,
kb20,carp betu,tl2,1,,,
kb20,fagu sylv,tl2,2a,,,
kb20,frax exce,tl2,2a,,,
kb20,ulmu glab,tl2,+,,,
kb21,acer plat,hl,1,,,
kb21,acer pseu,hl,1,,,
kb21,alli vine,hl,r,cf.,,
kb21,anem nemo,hl,1,,,
kb21,apos foet,hl,+,,,
kb21,aspl ruta,hl,r,,,
kb21,brac sylv,hl,+,,,
kb21,cala vari,hl,1,,,
kb21,camp rapu rapu,hl,r,,,
kb21,care alba,hl,3,,,
kb21,care digi,hl,+,,,
kb21,care flac,hl,+,,,
kb21,care sylv,hl,r,,,
kb21,carp betu,hl,+,,,
kb21,clem vita,hl,+,,,
kb21,conv maja maja,hl,+,,,
kb21,cory avel,hl,+,,,
kb21,cycl purp,hl,+,,,
kb21,euon euro,hl,1,,,
kb21,euph amyg amyg,hl,+,,,
kb21,euph dulc dulc,hl,+,,,
kb21,fagu sylv,hl,1,,,
kb21,fest hete ylla,hl,r,,,
kb21,frax exce,hl,+,,,
kb21,gale mont,hl,r,,,
kb21,gali albu,hl,r,,,
kb21,gali sylv,hl,+,,,
kb21,hede heli,hl,+,,,
kb21,hepa nobi,hl,1,,,
kb21,ligu vulg,hl,+,,,
kb21,loni xylo,hl,+,,,
kb21,meli nuta,hl,+,,,
kb21,orig vulg,hl,r,,,
kb21,phyt spic,hl,+,,,
kb21,poly mult,hl,+,,,
kb21,pren purp,hl,r,,,
kb21,prun padu padu,hl,+,,,
kb21,rham cath,hl,r,,,
kb21,rosa arve,hl,+,,,
kb21,rubu sect rubu,hl,+,,,
kb21,salv glut,hl,r,,,
kb21,soli virg virg,hl,+,,,
kb21,taxu bacc,hl,+,,,
kb21,tili cord,hl,+,,,
kb21,tili plat,hl,1,,,
kb21,ulmu glab,hl,+,,,
kb21,vibu lant,hl,r,,,
kb21,vinc hiru,hl,+,,,
kb21,viol reic,hl,+,,,
kb21,viol rivi,hl,+,,,
kb21,acer plat,sl,1,,,
kb21,acer pseu,sl,2a,,,
kb21,carp betu,sl,1,,,
kb21,cory avel,sl,+,,,
kb21,crat laev laev,sl,r,,,
kb21,euon euro,sl,+,,,
kb21,fagu sylv,sl,2b,,,
kb21,frax exce,sl,1,,,
kb21,ligu vulg,sl,+,,,
kb21,loni xylo,sl,r,,,
kb21,prun aviu slat,sl,+,,,
kb21,prun padu padu,sl,+,,,
kb21,rosa cani,sl,+,,,
kb21,taxu bacc,sl,r,,,
kb21,tili cord,sl,+,,,
kb21,tili plat,sl,1,,,
kb21,ulmu glab,sl,+,,,
kb21,fagu sylv,tl1,3,,,
kb21,frax exce,tl1,2a,,,
kb21,acer plat,tl2,1,,,
kb21,carp betu,tl2,3,,,
kb21,fagu sylv,tl2,1,,,
kb22,acer plat,hl,+,,,
kb22,acer pseu,hl,1,,,
kb22,aspl ruta,hl,+,,,
kb22,brac sylv,hl,+,,,
kb22,cala vari,hl,+,,,
kb22,care alba,hl,2b,,,
kb22,care digi,hl,+,,,
kb22,care mont,hl,+,,,
kb22,care orni orni,hl,r,,,
kb22,carp betu,hl,+,,,
kb22,clem vita,hl,+,,,
kb22,conv maja maja,hl,+,,,
kb22,corn sang slat,hl,+,,,
kb22,cycl purp,hl,1,,,
kb22,euph dulc dulc,hl,+,,,
kb22,fagu sylv,hl,+,,,
kb22,frax exce,hl,+,,,
kb22,gali sylv,hl,+,,,
kb22,hede heli,hl,+,,,
kb22,hepa nobi,hl,+,,,
kb22,jugl regi,hl,+,,,
kb22,ligu vulg,hl,+,,,
kb22,lili mart,hl,+,,,
kb22,loni xylo,hl,+,,,
kb22,meli nuta,hl,1,,,
kb22,merc pere,hl,+,,,
kb22,poly mult,hl,+,,,
kb22,quer robu,hl,+,,,
kb22,rham cath,hl,+,,,
kb22,rosa arve,hl,+,,,
kb22,salv glut,hl,+,,,
kb22,soli virg virg,hl,r,,,
kb22,tili cord,hl,+,,,
kb22,tili plat,hl,+,,,
kb22,vinc hiru,hl,+,,,
kb22,viol rivi,hl,+,,,
kb22,acer plat,sl,1,,,
kb22,acer pseu,sl,+,,,
kb22,corn sang slat,sl,+,,,
kb22,cory avel,sl,+,,,
kb22,fagu sylv,sl,1,,,
kb22,frax exce,sl,+,,,
kb22,ligu vulg,sl,+,,,
kb22,rosa cani,sl,r,,,
kb22,tili cord,sl,1,,,
kb22,tili plat,sl,1,,,
kb22,fagu sylv,tl1,2a,,,
kb22,frax exce,tl1,2a,,,
kb22,acer plat,tl2,2a,,,
kb22,carp betu,tl2,3,,,
kb22,clem vita,tl2,+,,,
kb22,fagu sylv,tl2,2a,,,
kb22,frax exce,tl2,1,,,
kb22,sorb aria,tl2,2a,,,
kb22,taxu bacc,tl2,1,,,
kb22,tili cord,tl2,1,,,
kb23,acer plat,hl,+,,,
kb23,acer pseu,hl,+,,,
kb23,apos foet,hl,+,,,
kb23,aspl ruta,hl,+,,,
kb23,cala vari,hl,1,,,
kb23,camp rapu rapu,hl,r,,,
kb23,camp trac,hl,+,,,
kb23,care alba,hl,2a,,,
kb23,care digi,hl,+,,,
kb23,care mont,hl,+,,,
kb23,care orni orni,hl,r,,,
kb23,carp betu,hl,+,,,
kb23,conv maja maja,hl,+,,,
kb23,cycl purp,hl,+,,,
kb23,frax exce,hl,+,,,
kb23,hede heli,hl,+,,,
kb23,hepa nobi,hl,+,,,
kb23,hier bifi,hl,r,,,
kb23,lact mura,hl,+,,,
kb23,lase lati lati,hl,r,,,
kb23,ligu vulg,hl,+,,,
kb23,loni xylo,hl,+,,,
kb23,meli nuta,hl,+,,,
kb23,merc pere,hl,+,,,
kb23,phyt spic,hl,+,,,
kb23,quer ×ros,hl,+,cf.,,
kb23,quer robu,hl,+,,,
kb23,rham cath,hl,+,,,
kb23,salv glut,hl,r,,,
kb23,taxu bacc,hl,+,,,
kb23,vinc hiru,hl,r,,,
kb23,viol alba slat,hl,r,,2015-0036,
kb23,viol rivi,hl,+,,,
kb23,berb vulg,sl,r,,,
kb23,frax exce,sl,+,,,
kb23,jugl regi,sl,+,,,
kb23,ligu vulg,sl,1,,,
kb23,loni xylo,sl,+,,,
kb23,taxu bacc,sl,+,,,
kb23,vibu lant,sl,+,,,
kb23,fagu sylv,tl1,2a,,,
kb23,taxu bacc,tl1,3,,,
kb23,acer pseu,tl2,1,,,
kb23,carp betu,tl2,1,,,
kb23,sorb aria,tl2,1,,,
kb23,taxu bacc,tl2,2a,,,
kb23,tili cord,tl2,1,,,
kb23,tili plat,tl2,2a,,,
kb23,ulmu glab,tl2,1,,,
kb24,acer pseu,hl,+,,,
kb24,alli cari cari,hl,r,,,
kb24,aspl ruta,hl,+,,,
kb24,berb vulg,hl,r,,,
kb24,brac pinn,hl,r,,,
kb24,brac sylv,hl,2a,,,
kb24,brom bene,hl,+,,,
kb24,cala vari,hl,+,,,
kb24,camp rapu rapu,hl,+,,,
kb24,camp trac,hl,+,,,
kb24,care alba,hl,3,,,
kb24,care digi,hl,+,,,
kb24,care mont,hl,+,,,
kb24,carp betu,hl,+,,,
kb24,clem vita,hl,1,,,
kb24,clin foli,hl,r,,,
kb24,cory avel,hl,+,,,
kb24,coto inte,hl,r,,,
kb24,crat laev laev,hl,+,,,
kb24,crat mono,hl,+,,,
kb24,cycl purp,hl,+,,,
kb24,epip hell slat,hl,+,,,
kb24,euon euro,hl,+,,,
kb24,euph amyg amyg,hl,+,,,
kb24,euph dulc dulc,hl,+,,,
kb24,fest hete ylla,hl,+,,,
kb24,frax exce,hl,+,,,
kb24,gera robe,hl,+,,,
kb24,geum urba,hl,r,,,
kb24,hede heli,hl,1,,,
kb24,hepa nobi,hl,+,,,
kb24,hier saba,hl,r,,,
kb24,hylo maxi,hl,1,,,
kb24,jugl regi,hl,+,,,
kb24,ligu vulg,hl,+,,,
kb24,lili mart,hl,+,,,
kb24,meli nuta,hl,+,,,
kb24,orig vulg,hl,r,,,
kb24,poa nemo,hl,+,,,
kb24,poly mult,hl,r,,,
kb24,pren purp,hl,1,,,
kb24,rham cath,hl,+,,,
kb24,rosa arve,hl,2b,,,
kb24,rubu sect rubu,hl,1,,,
kb24,salv glut,hl,+,,,
kb24,secu vari,hl,r,,,
kb24,soli virg virg,hl,+,,,
kb24,sorb aria,hl,+,,,
kb24,taxu bacc,hl,+,,,
kb24,tili ×vul,hl,+,,,
kb24,ulmu glab,hl,+,,,
kb24,vibu lant,hl,+,,,
kb24,vinc hiru,hl,1,,,
kb24,viol alba slat,hl,r,,,
kb24,viol rivi,hl,+,,,
kb24,acer plat,sl,+,,,
kb24,acer pseu,sl,+,,,
kb24,carp betu,sl,1,,,
kb24,clem vita,sl,+,,,
kb24,crat laev laev,sl,1,,,
kb24,crat mono,sl,+,,,
kb24,frax exce,sl,+,,,
kb24,hede heli,sl,+,,,
kb24,jugl regi,sl,+,,,
kb24,ligu vulg,sl,+,,,
kb24,rham cath,sl,+,,,
kb24,rosa cani,sl,+,,,
kb24,sorb aria,sl,+,,,
kb24,taxu bacc,sl,+,,,
kb24,tili ×vul,sl,2a,,,
kb24,ulmu glab,sl,+,,,
kb24,vibu lant,sl,+,,,
kb24,acer plat,tl1,2a,,,
kb24,frax exce,tl1,2a,,,
kb24,quer robu,tl1,3,,,
kb24,tili ×vul,tl1,2a,,,
kb24,acer plat,tl2,1,,,
kb24,carp betu,tl2,3,,,
kb24,frax exce,tl2,1,,,
kb24,hede heli,tl2,+,,,
kb24,sorb aria,tl2,1,,,
kb24,taxu bacc,tl2,+,,,
kb24,tili ×vul,tl2,2b,,,
kb24,ulmu glab,tl2,+,,,
kb25,acer pseu,hl,+,,,
kb25,aspl ruta,hl,+,,,
kb25,brac sylv,hl,+,,,
kb25,cala vari,hl,1,,,
kb25,camp rapu rapu,hl,+,,,
kb25,camp trac,hl,+,,,
kb25,care alba,hl,2a,,,
kb25,care digi,hl,+,,,
kb25,care mont,hl,+,,,
kb25,carp betu,hl,+,,,
kb25,ceph dama,hl,r,,,
kb25,clem vita,hl,+,,,
kb25,clin foli,hl,+,,,
kb25,conv maja maja,hl,r,,,
kb25,corn sang slat,hl,+,,,
kb25,coto hori,hl,r,,,
kb25,crat mono,hl,+,,,
kb25,cycl purp,hl,+,,,
kb25,epip hell slat,hl,r,,,
kb25,euon euro,hl,+,,,
kb25,euph amyg amyg,hl,+,,,
kb25,fest hete ylla,hl,+,,,
kb25,frax exce,hl,+,,,
kb25,gali moll,hl,r,Blüten klein und grünlich,,
kb25,gali sylv,hl,r,,,
kb25,hede heli,hl,+,,,
kb25,hepa nobi,hl,+,,,
kb25,hier muro,hl,+,,,
kb25,hier saba,hl,r,,,
kb25,jugl regi,hl,+,,,
kb25,lact mura,hl,r,,,
kb25,ligu vulg,hl,1,,,
kb25,loni xylo,hl,+,,,
kb25,meli nuta,hl,+,,,
kb25,orig vulg,hl,+,,,
kb25,quer petr,hl,+,,,
kb25,quer robu,hl,+,,,
kb25,rham cath,hl,+,,,
kb25,rosa arve,hl,1,,,
kb25,salv glut,hl,+,,,
kb25,soli virg virg,hl,+,,,
kb25,tili ×vul,hl,+,,,
kb25,tili cord,hl,+,,,
kb25,vibu lant,hl,+,,,
kb25,vinc hiru,hl,1,,,
kb25,viol alba slat,hl,+,,,
kb25,viol rivi,hl,+,,,
kb25,acer pseu,sl,+,,,
kb25,carp betu,sl,1,,,
kb25,corn sang slat,sl,+,,,
kb25,crat laev laev,sl,+,,,
kb25,crat mono,sl,+,,,
kb25,euon euro,sl,+,,,
kb25,frax exce,sl,+,,,
kb25,jugl regi,sl,+,,,
kb25,ligu vulg,sl,+,,,
kb25,loni xylo,sl,+,,,
kb25,quer robu,sl,+,,,
kb25,taxu bacc,sl,+,,,
kb25,tili cord,sl,+,,,
kb25,acer plat,tl1,1,,,
kb25,frax exce,tl1,2b,,,
kb25,quer robu,tl1,2a,,,
kb25,acer plat,tl2,2a,,,
kb25,carp betu,tl2,3,,,
kb25,clem vita,tl2,+,,,
kb25,frax exce,tl2,2a,,,
kb25,quer ×ros,tl2,1,cf.,,
kb25,quer petr,tl2,1,ein mehrstämmiges Individuum an der Basteimauer,,
kb25,taxu bacc,tl2,+,,,
kb25,tili ×vul,tl2,1,,,
kb25,ulmu glab,tl2,+,,,
kb26,acer plat,hl,+,,,
kb26,acer pseu,hl,+,,,
kb26,berb vulg,hl,+,,,
kb26,brac sylv,hl,+,,,
kb26,camp trac,hl,+,,,
kb26,care alba,hl,2b,,,
kb26,care digi,hl,+,,,
kb26,care mont,hl,+,,,
kb26,carp betu,hl,+,,,
kb26,clem vita,hl,+,,,
kb26,conv maja maja,hl,+,,,
kb26,crat mono,hl,+,,,
kb26,cycl purp,hl,+,,,
kb26,euon euro,hl,+,,,
kb26,euph amyg amyg,hl,+,,,
kb26,euph dulc dulc,hl,+,,,
kb26,hede heli,hl,+,,,
kb26,hepa nobi,hl,+,,,
kb26,jugl regi,hl,+,,,
kb26,ligu vulg,hl,+,,,
kb26,meli nuta,hl,+,,,
kb26,merc pere,hl,+,,,
kb26,poly odor,hl,r,,,
kb26,prun aviu slat,hl,+,,,
kb26,quer robu,hl,+,,,
kb26,rham cath,hl,r,,,
kb26,rosa arve,hl,1,,,
kb26,rubu sect rubu,hl,+,,,
kb26,soli virg virg,hl,+,,,
kb26,tili ×vul,hl,+,,,
kb26,tili cord,hl,+,,,
kb26,ulmu glab,hl,+,,,
kb26,vibu lant,hl,r,,,
kb26,vinc hiru,hl,1,,,
kb26,viol alba slat,hl,+,,,
kb26,viol reic,hl,+,,,
kb26,viol rivi,hl,+,,,
kb26,acer plat,sl,+,,,
kb26,acer pseu,sl,+,,,
kb26,carp betu,sl,+,,,
kb26,corn sang slat,sl,+,,,
kb26,crat laev laev,sl,+,,,
kb26,crat mono,sl,+,,,
kb26,fagu sylv,sl,1,,,
kb26,jugl regi,sl,+,,,
kb26,rham cath,sl,+,,,
kb26,sorb aria,sl,+,,,
kb26,ulmu glab,sl,+,,,
kb26,carp betu,tl1,2a,,,
kb26,frax exce,tl1,2a,,,
kb26,quer robu,tl1,2b,,,
kb26,ulmu glab,tl1,1,,,
kb26,carp betu,tl2,2b,,,
kb26,fagu sylv,tl2,2b,,,
kb26,quer robu,tl2,1,,,
kb26,taxu bacc,tl2,+,,,
kb26,tili ×vul,tl2,1,,,
kb26,tili cord,tl2,1,,,
