"year";"plot";"cell";"abbr";"height";"comment"
2010;"krr-z6";11;"jovi glob hirt";1;
2010;"krr-z6";12;"lina geni";61;
2010;"krr-z6";13;"gali luci";34;
2010;"krr-z6";14;"lact vimi";89;
2010;"krr-z6";15;"lact vimi";64;
2010;"krr-z6";16;"leon inca";11;
2010;"krr-z6";17;"lact vimi";60;
2010;"krr-z6";18;"lact vimi";66;
2010;"krr-z6";19;"lina geni";60;
2010;"krr-z6";20;"sedu albu";14;
2010;"krr-z6";21;"sedu albu";7;
2010;"krr-z6";22;"jovi glob hirt";1;
2010;"krr-z6";23;"aren serp";14;
2010;"krr-z6";24;"sedu albu";13;
2010;"krr-z6";25;"sedu albu";13;
2010;"krr-z7";1;"card nuta nuta";45;
2010;"krr-z7";2;"leon inca";11;
2010;"krr-z7";3;"leon inca";15;
2010;"krr-z7";4;"leon inca";15;
2010;"krr-z7";5;"gali luci";15;
2010;"krr-z7";6;"bupl falc falc";30;
2010;"krr-z7";7;"gali luci";26;
2010;"krr-z7";8;"gali luci";18;
2010;"krr-z7";9;"rese lute";22;
2010;"krr-z7";10;"card nuta nuta";34;
2010;"krr-z7";11;"jovi glob hirt";1;
2010;"krr-z7";12;"sedu albu";5;
2010;"krr-z7";13;"sedu albu";7;
2010;"krr-z7";14;"bupl falc falc";33;
2010;"krr-z7";15;"sedu albu";6;
2010;"krr-z7";16;"sedu albu";4;
2010;"krr-z7";17;"sedu albu";7;
2010;"krr-z7";18;"sedu albu";9;
2010;"krr-z7";19;"sedu albu";2;
2010;"krr-z7";20;"sedu albu";5;
2010;"krr-z7";21;"sedu albu";8;
2010;"krr-z7";22;"sedu albu";6;
2010;"krr-z7";23;"sedu albu";10;
2010;"krr-z7";24;"sedu albu";11;
2010;"krr-z7";25;"jovi glob hirt";1;
2010;"krr-k1";1;"empt cell";0;
2010;"krr-k1";2;"empt cell";0;
2010;"krr-k1";3;"empt cell";0;
2010;"krr-k1";4;"empt cell";0;
2010;"krr-k1";5;"empt cell";0;
2010;"krr-k1";6;"empt cell";0;
2010;"krr-k1";7;"sedu albu";5;
2010;"krr-k1";8;"sedu albu";3;
2010;"krr-k1";9;"jovi glob hirt";1;
2010;"krr-k1";10;"jovi glob hirt";1;
2010;"krr-k1";11;"empt cell";0;
2010;"krr-k1";12;"card nuta nuta";4;
2010;"krr-k1";13;"card nuta nuta";26;
2010;"krr-k1";14;"jovi glob hirt";1;
2010;"krr-k1";15;"alli lusi";6;
2010;"krr-k1";16;"sedu albu";4;
2010;"krr-k1";17;"sedu albu";10;
2010;"krr-k1";18;"card nuta nuta";16;
2010;"krr-k1";19;"card nuta nuta";22;
2010;"krr-k1";20;"sedu albu";6;
2010;"krr-k1";21;"empt cell";0;
2010;"krr-k1";22;"sedu albu";11;
2010;"krr-k1";23;"sedu albu";11;
2010;"krr-k1";24;"sedu albu";10;
2010;"krr-k1";25;"sedu albu";2;
2010;"krr-k2";1;"aren serp";8;
2010;"krr-k2";2;"anch offi";7;
2010;"krr-k2";3;"aren serp";8;
2010;"krr-k2";4;"aren serp";8;
2010;"krr-k2";5;"sedu albu";2;
2010;"krr-k2";6;"jovi glob hirt";1;
2010;"krr-k2";7;"rese lute";13;
2010;"krr-k2";8;"rese lute";24;
2010;"krr-k2";9;"rese lute";11;
2010;"krr-k2";10;"anch offi";10;
2010;"krr-k2";11;"anch offi";12;
2010;"krr-k2";12;"rese lute";16;
2010;"krr-k2";13;"rese lute";25;
2010;"krr-k2";14;"rese lute";23;
2010;"krr-k2";15;"sedu albu";2;
2010;"krr-k2";16;"bupl falc falc";6;
2010;"krr-k2";17;"rese lute";18;
2010;"krr-k2";18;"rese lute";23;
2010;"krr-k2";19;"rese lute";31;
2010;"krr-k2";20;"anch offi";8;
2010;"krr-k2";21;"teuc mont";7;
2010;"krr-k2";22;"teuc mont";4;
2010;"krr-k2";23;"bupl falc falc";3;
2010;"krr-k2";24;"sedu albu";3;
2010;"krr-k2";25;"empt cell";0;
2010;"krr-k3";1;"erys sylv";7;
2010;"krr-k3";2;"echi vulg";2;
2010;"krr-k3";3;"sedu albu";9;
2010;"krr-k3";4;"sedu albu";5;
2010;"krr-k3";5;"sedu albu";4;
2010;"krr-k3";6;"gali luci";7;
2010;"krr-k3";7;"sedu albu";3;
2010;"krr-k3";8;"sedu albu";6;
2010;"krr-k3";9;"jovi glob hirt";1;
2010;"krr-k3";10;"sedu albu";8;
2010;"krr-k3";11;"sedu albu";13;
2010;"krr-k3";12;"sedu albu";11;
2010;"krr-k3";13;"aren serp";13;
2010;"krr-k3";14;"anch offi";8;
2010;"krr-k3";15;"alli lusi";7;
2010;"krr-k3";16;"verb offi";9;
2010;"krr-k3";17;"verb offi";7;
2010;"krr-k3";18;"sedu albu";10;
2010;"krr-k3";19;"sedu albu";7;
2010;"krr-k3";20;"sedu albu";9;
2010;"krr-k3";21;"sedu albu";8;
2010;"krr-k3";22;"sedu albu";10;
2010;"krr-k3";23;"aren serp";4;
2010;"krr-k3";24;"aren serp";11;
2010;"krr-k3";25;"sedu albu";7;
2010;"krr-k4";1;"sedu albu";10;
2010;"krr-k4";2;"aren serp";9;
2010;"krr-k4";3;"meli cili";42;
2010;"krr-k4";4;"aren serp";10;
2010;"krr-k4";5;"aren serp";9;
2010;"krr-k4";6;"sedu albu";9;
2010;"krr-k4";7;"vinc hiru";26;
2010;"krr-k4";8;"vinc hiru";32;
2010;"krr-k4";9;"vinc hiru";47;
2010;"krr-k4";10;"vinc hiru";46;
2010;"krr-k4";11;"sedu albu";12;
2010;"krr-k4";12;"sedu albu";11;
2010;"krr-k4";13;"vinc hiru";36;
2010;"krr-k4";14;"vinc hiru";40;
2010;"krr-k4";15;"vinc hiru";19;
2010;"krr-k4";16;"aren serp";7;
2010;"krr-k4";17;"sedu albu";9;
2010;"krr-k4";18;"aren serp";5;
2010;"krr-k4";19;"alli lusi";12;
2010;"krr-k4";20;"medi lupu";7;
2010;"krr-k4";21;"sedu albu";4;
2010;"krr-k4";22;"sedu albu";7;
2010;"krr-k4";23;"sedu albu";8;
2010;"krr-k4";24;"sedu albu";8;
2010;"krr-k4";25;"jovi glob hirt";1;
2010;"krr-z8";1;"sedu albu";19;
2010;"krr-z8";2;"gali luci";34;
2010;"krr-z8";3;"sedu albu";10;
2010;"krr-z8";4;"sedu albu";9;
2010;"krr-z8";5;"sedu albu";3;
2010;"krr-z8";6;"sedu albu";9;
2010;"krr-z8";7;"sedu albu";11;
2010;"krr-z8";8;"sedu albu";11;
2010;"krr-z8";9;"sedu albu";8;
2010;"krr-z8";10;"secu vari";56;
2010;"krr-z8";11;"secu vari";49;
2010;"krr-z8";12;"secu vari";51;
2010;"krr-z8";13;"sedu albu";10;
2010;"krr-z8";14;"sedu albu";9;
2010;"krr-z8";15;"sedu albu";6;
2010;"krr-z8";16;"sedu albu";3;
2010;"krr-z8";17;"sedu albu";7;
2010;"krr-z8";18;"sedu albu";3;
2010;"krr-z8";19;"jovi glob hirt";1;
2010;"krr-z8";20;"sedu albu";5;
2010;"krr-z8";21;"jovi glob hirt";2;
2010;"krr-z8";22;"sedu albu";5;
2010;"krr-z8";23;"sedu albu";4;
2010;"krr-z8";24;"sedu albu";3;
2010;"krr-z8";25;"jovi glob hirt";1;
2011;"htl-k1";1;"ajug gene";5;
2011;"htl-k1";2;"teuc cham";5;
2011;"htl-k1";3;"erys sylv";7;
2011;"htl-k1";4;"ajug gene";7;
2011;"htl-k1";5;"erys sylv";5;
2011;"htl-k1";6;"sedu albu";4;
2011;"htl-k1";7;"card nuta nuta";7;
2011;"htl-k1";8;"teuc cham";13;
2011;"htl-k1";9;"card nuta nuta";25;
2011;"htl-k1";10;"card nuta nuta";20;
2011;"htl-k1";11;"card nuta nuta";33;
2011;"htl-k1";12;"card nuta nuta";40;
2011;"htl-k1";13;"card nuta nuta";12;
2011;"htl-k1";14;"card nuta nuta";12;
2011;"htl-k1";15;"teuc cham";9;
2011;"htl-k1";16;"sedu albu";4;
2011;"htl-k1";17;"hack defl";11;
2011;"htl-k1";18;"card nuta nuta";16;
2011;"htl-k1";19;"aren serp";14;
2011;"htl-k1";20;"hack defl";30;
2011;"htl-k1";21;"teuc cham";15;
2011;"htl-k1";22;"sedu albu";16;
2011;"htl-k1";23;"teuc cham";17;
2011;"htl-k1";24;"teuc mont";8;
2011;"htl-k1";25;"sedu albu";1;
2011;"htl-k2";1;"sedu albu";13;
2011;"htl-k2";2;"sedu albu";10;
2011;"htl-k2";3;"sedu albu";8;
2011;"htl-k2";4;"sedu albu";10;
2011;"htl-k2";5;"sedu albu";6;
2011;"htl-k2";6;"sedu albu";1;
2011;"htl-k2";7;"echi vulg";4;
2011;"htl-k2";8;"echi vulg";9;
2011;"htl-k2";9;"sedu albu";10;
2011;"htl-k2";10;"sedu albu";9;
2011;"htl-k2";11;"sedu albu";10;
2011;"htl-k2";12;"echi vulg";10;
2011;"htl-k2";13;"echi vulg";11;
2011;"htl-k2";14;"echi vulg";9;
2011;"htl-k2";15;"erys sylv";3;
2011;"htl-k2";16;"sedu albu";11;
2011;"htl-k2";17;"sedu albu";10;
2011;"htl-k2";18;"sedu albu";9;
2011;"htl-k2";19;"sedu albu";7;
2011;"htl-k2";20;"sedu albu";10;
2011;"htl-k2";21;"sedu albu";3;
2011;"htl-k2";22;"sedu albu";2;
2011;"htl-k2";23;"sedu albu";13;
2011;"htl-k2";24;"sedu albu";14;
2011;"htl-k2";25;"sedu albu";13;
2011;"htl-k3";1;"teuc mont";2;
2011;"htl-k3";2;"hype perf";8;
2011;"htl-k3";3;"empt cell";0;
2011;"htl-k3";4;"empt cell";0;
2011;"htl-k3";5;"sedu albu";9;
2011;"htl-k3";6;"sedu albu";3;
2011;"htl-k3";7;"jovi glob hirt";1;
2011;"htl-k3";8;"empt cell";0;
2011;"htl-k3";9;"empt cell";0;
2011;"htl-k3";10;"empt cell";0;
2011;"htl-k3";11;"empt cell";0;
2011;"htl-k3";12;"empt cell";0;
2011;"htl-k3";13;"sedu albu";9;
2011;"htl-k3";14;"sedu albu";8;
2011;"htl-k3";15;"jovi glob hirt";1;
2011;"htl-k3";16;"jovi glob hirt";1;
2011;"htl-k3";17;"jovi glob hirt";2;
2011;"htl-k3";18;"empt cell";0;
2011;"htl-k3";19;"sedu albu";9;
2011;"htl-k3";20;"hype perf";6;
2011;"htl-k3";21;"sedu albu";10;
2011;"htl-k3";22;"sedu albu";13;
2011;"htl-k3";23;"empt cell";0;
2011;"htl-k3";24;"empt cell";0;
2011;"htl-k3";25;"sedu albu";2;
2011;"htl-k4";1;"orig vulg";7;
2011;"htl-k4";2;"aren serp";10;
2011;"htl-k4";3;"teuc cham";11;
2011;"htl-k4";4;"sedu albu";8;
2011;"htl-k4";5;"jovi glob hirt";1;
2011;"htl-k4";6;"sedu albu";7;
2011;"htl-k4";7;"sedu albu";10;
2011;"htl-k4";8;"sedu albu";10;
2011;"htl-k4";9;"anth ramo";16;
2011;"htl-k4";10;"card nuta nuta";6;
2011;"htl-k4";11;"sedu albu";2;
2011;"htl-k4";12;"anth ramo";4;
2011;"htl-k4";13;"anth ramo";10;
2011;"htl-k4";14;"card nuta nuta";6;
2011;"htl-k4";15;"empt cell";0;
2011;"htl-k4";16;"card nuta nuta";4;
2011;"htl-k4";17;"card nuta nuta";8;
2011;"htl-k4";18;"jovi glob hirt";1;
2011;"htl-k4";19;"empt cell";0;
2011;"htl-k4";20;"jovi glob hirt";1;
2011;"htl-k4";21;"empt cell";0;
2011;"htl-k4";22;"empt cell";0;
2011;"htl-k4";23;"card nuta nuta";7;
2011;"htl-k4";24;"card nuta nuta";7;
2011;"htl-k4";25;"card nuta nuta";2;
2011;"htl-k5";1;"aren serp";10;
2011;"htl-k5";2;"empt cell";0;
2011;"htl-k5";3;"empt cell";0;
2011;"htl-k5";4;"empt cell";0;
2011;"htl-k5";5;"empt cell";0;
2011;"htl-k5";6;"empt cell";0;
2011;"htl-k5";7;"sedu albu";3;
2011;"htl-k5";8;"sedu albu";5;
2011;"htl-k5";9;"anch";12;
2011;"htl-k5";10;"anch";9;
2011;"htl-k5";11;"anch";6;
2011;"htl-k5";12;"anch";8;
2011;"htl-k5";13;"empt cell";0;
2011;"htl-k5";14;"empt cell";0;
2011;"htl-k5";15;"empt cell";0;
2011;"htl-k5";16;"empt cell";0;
2011;"htl-k5";17;"empt cell";0;
2011;"htl-k5";18;"empt cell";0;
2011;"htl-k5";19;"empt cell";0;
2011;"htl-k5";20;"empt cell";0;
2011;"htl-k5";21;"sedu albu";4;
2011;"htl-k5";22;"sedu albu";5;
2011;"htl-k5";23;"sedu albu";5;
2011;"htl-k5";24;"empt cell";0;
2011;"htl-k5";25;"empt cell";0;
2011;"htl-k6";1;"vinc hiru";52;
2011;"htl-k6";2;"vinc hiru";78;
2011;"htl-k6";3;"vinc hiru";54;
2011;"htl-k6";4;"vinc hiru";45;
2011;"htl-k6";5;"vinc hiru";63;
2011;"htl-k6";6;"vinc hiru";56;
2011;"htl-k6";7;"vinc hiru";53;
2011;"htl-k6";8;"vinc hiru";44;
2011;"htl-k6";9;"vinc hiru";72;
2011;"htl-k6";10;"vinc hiru";46;
2011;"htl-k6";11;"vinc hiru";50;
2011;"htl-k6";12;"vinc hiru";41;
2011;"htl-k6";13;"vinc hiru";41;
2011;"htl-k6";14;"vinc hiru";55;
2011;"htl-k6";15;"vinc hiru";55;
2011;"htl-k6";16;"vinc hiru";85;
2011;"htl-k6";17;"vinc hiru";40;
2011;"htl-k6";18;"vinc hiru";47;
2011;"htl-k6";19;"vinc hiru";52;
2011;"htl-k6";20;"vinc hiru";42;
2011;"htl-k6";21;"vinc hiru";45;
2011;"htl-k6";22;"vinc hiru";43;
2011;"htl-k6";23;"vinc hiru";59;
2011;"htl-k6";24;"vinc hiru";47;
2011;"htl-k6";25;"vinc hiru";65;
2011;"htl-k7";1;"empt cell";0;
2011;"htl-k7";2;"sedu albu";10;
2011;"htl-k7";3;"sedu albu";12;
2011;"htl-k7";4;"sedu albu";1;
2011;"htl-k7";5;"empt cell";0;
2011;"htl-k7";6;"empt cell";0;
2011;"htl-k7";7;"empt cell";0;
2011;"htl-k7";8;"sedu albu";4;
2011;"htl-k7";9;"sedu albu";7;
2011;"htl-k7";10;"empt cell";0;
2011;"htl-k7";11;"pelt alli";2;
2011;"htl-k7";12;"sedu albu";6;
2011;"htl-k7";13;"sedu albu";4;
2011;"htl-k7";14;"sedu albu";7;
2011;"htl-k7";15;"sedu albu";6;
2011;"htl-k7";16;"teuc mont";8;
2011;"htl-k7";17;"erys sylv";12;
2011;"htl-k7";18;"erys sylv";22;
2011;"htl-k7";19;"sedu albu";7;
2011;"htl-k7";20;"teuc mont";1;
2011;"htl-k7";21;"sedu albu";5;
2011;"htl-k7";22;"sedu albu";9;
2011;"htl-k7";23;"orig vulg";19;
2011;"htl-k7";24;"erys sylv";5;
2011;"htl-k7";25;"teuc mont";6;
2011;"htl-k8";1;"hack defl";32;
2011;"htl-k8";2;"vinc hiru";46;
2011;"htl-k8";3;"vinc hiru";50;
2011;"htl-k8";4;"vinc hiru";36;
2011;"htl-k8";5;"vinc hiru";39;
2011;"htl-k8";6;"vinc hiru";44;
2011;"htl-k8";7;"vinc hiru";52;
2011;"htl-k8";8;"vinc hiru";55;
2011;"htl-k8";9;"vinc hiru";52;
2011;"htl-k8";10;"hack defl";39;
2011;"htl-k8";11;"teuc cham";12;
2011;"htl-k8";12;"vinc hiru";51;
2011;"htl-k8";13;"vinc hiru";52;
2011;"htl-k8";14;"vinc hiru";44;
2011;"htl-k8";15;"vinc hiru";39;
2011;"htl-k8";16;"vinc hiru";44;
2011;"htl-k8";17;"vinc hiru";58;
2011;"htl-k8";18;"vinc hiru";52;
2011;"htl-k8";19;"vinc hiru";50;
2011;"htl-k8";20;"orig vulg";26;
2011;"htl-k8";21;"orig vulg";38;
2011;"htl-k8";22;"vinc hiru";49;
2011;"htl-k8";23;"vinc hiru";50;
2011;"htl-k8";24;"vinc hiru";52;
2011;"htl-k8";25;"vinc hiru";40;
2011;"htl-z1";1;"clin acin";14;
2011;"htl-z1";2;"sedu albu";10;
2011;"htl-z1";3;"clin acin";16;
2011;"htl-z1";4;"erys sylv";20;
2011;"htl-z1";5;"meli cili";16;
2011;"htl-z1";6;"erys sylv";21;
2011;"htl-z1";7;"meli cili";17;
2011;"htl-z1";8;"sedu albu";13;
2011;"htl-z1";9;"sedu albu";4;
2011;"htl-z1";10;"sedu albu";4;
2011;"htl-z1";11;"erys sylv";20;
2011;"htl-z1";12;"sedu albu";8;
2011;"htl-z1";13;"sedu albu";9;
2011;"htl-z1";14;"sedu albu";14;
2011;"htl-z1";15;"meli cili";23;
2011;"htl-z1";16;"sedu albu";15;
2011;"htl-z1";17;"sedu albu";12;
2011;"htl-z1";18;"sedu albu";12;
2011;"htl-z1";19;"anth ramo";11;
2011;"htl-z1";20;"sedu albu";40;"measured: 22 / estimated: 40"
2011;"htl-z1";21;"sedu albu";11;
2011;"htl-z1";22;"sedu albu";6;
2011;"htl-z1";23;"sedu albu";14;
2011;"htl-z1";24;"sedu albu";11;
2011;"htl-z1";25;"clin acin";21;
2011;"htl-z2";1;"erys sylv";20;
2011;"htl-z2";2;"erys sylv";25;
2011;"htl-z2";3;"erys sylv";21;
2011;"htl-z2";4;"erys sylv";35;
2011;"htl-z2";5;"erys sylv";24;
2011;"htl-z2";6;"sedu albu";10;
2011;"htl-z2";7;"erys sylv";34;
2011;"htl-z2";8;"erys sylv";10;
2011;"htl-z2";9;"erys sylv";26;
2011;"htl-z2";10;"meli cili";17;
2011;"htl-z2";11;"erys sylv";30;
2011;"htl-z2";12;"erys sylv";23;
2011;"htl-z2";13;"erys sylv";38;
2011;"htl-z2";14;"erys sylv";35;
2011;"htl-z2";15;"sedu albu";8;
2011;"htl-z2";16;"sedu albu";18;
2011;"htl-z2";17;"sedu albu";10;
2011;"htl-z2";18;"sedu albu";7;
2011;"htl-z2";19;"sedu albu";2;
2011;"htl-z2";20;"sedu albu";12;
2011;"htl-z2";21;"sedu albu";4;
2011;"htl-z2";22;"sedu albu";1;
2011;"htl-z2";23;"sese aust";20;"measured: 7 / estimated: 20"
2011;"htl-z2";24;"sedu albu";13;
2011;"htl-z2";25;"sedu albu";10;
2011;"htl-z3";1;"brac sylv";59;
2011;"htl-z3";2;"hype perf";61;
2011;"htl-z3";3;"hype perf";64;
2011;"htl-z3";4;"poa comp";52;
2011;"htl-z3";5;"hype perf";50;
2011;"htl-z3";6;"hype perf";44;
2011;"htl-z3";7;"hype perf";46;
2011;"htl-z3";8;"poa comp";56;
2011;"htl-z3";9;"hype perf";57;
2011;"htl-z3";10;"heli numm glab";13;
2011;"htl-z3";11;"hype perf";20;
2011;"htl-z3";12;"poa comp";45;
2011;"htl-z3";13;"poa comp";40;
2011;"htl-z3";14;"poa comp";46;
2011;"htl-z3";15;"poa comp";54;
2011;"htl-z3";16;"hype perf";32;
2011;"htl-z3";17;"poa comp";48;
2011;"htl-z3";18;"poa comp";56;
2011;"htl-z3";19;"poa comp";56;
2011;"htl-z3";20;"hype perf";20;
2011;"htl-z3";21;"poa comp";53;
2011;"htl-z3";22;"poa comp";49;
2011;"htl-z3";23;"poa comp";59;
2011;"htl-z3";24;"poa comp";62;
2011;"htl-z3";25;"hype perf";51;
2011;"htl-z4";1;"ajug gene";20;
2011;"htl-z4";2;"ajug gene";20;
2011;"htl-z4";3;"meli cili";74;
2011;"htl-z4";4;"anth ramo";50;
2011;"htl-z4";5;"sedu albu";16;
2011;"htl-z4";6;"orig vulg";32;
2011;"htl-z4";7;"heli numm obsc";36;
2011;"htl-z4";8;"vinc hiru";39;
2011;"htl-z4";9;"vinc hiru";60;
2011;"htl-z4";10;"meli cili";17;
2011;"htl-z4";11;"acon anth";50;"measured: 23 / estimated: 50"
2011;"htl-z4";12;"meli cili";82;
2011;"htl-z4";13;"meli cili";39;
2011;"htl-z4";14;"anth ramo";38;
2011;"htl-z4";15;"heli numm obsc";31;
2011;"htl-z4";16;"orig vulg";45;
2011;"htl-z4";17;"orig vulg";40;
2011;"htl-z4";18;"meli cili";37;
2011;"htl-z4";19;"meli cili";95;
2011;"htl-z4";20;"meli cili";45;
2011;"htl-z4";21;"orig vulg";36;
2011;"htl-z4";22;"meli cili";77;
2011;"htl-z4";23;"orig vulg";46;
2011;"htl-z4";24;"orig vulg";37;
2011;"htl-z4";25;"orig vulg";43;
2011;"htl-z5";1;"hack defl";33;
2011;"htl-z5";2;"teuc mont";7;
2011;"htl-z5";3;"aspe cyna";12;
2011;"htl-z5";4;"sedu albu";12;
2011;"htl-z5";5;"sedu albu";19;
2011;"htl-z5";6;"orig vulg";39;
2011;"htl-z5";7;"tara sect rude";10;
2011;"htl-z5";8;"anth ramo";50;"measured: 23 / estimated: 50"
2011;"htl-z5";9;"teuc mont";7;
2011;"htl-z5";10;"hack defl";30;
2011;"htl-z5";11;"heli numm obsc";14;
2011;"htl-z5";12;"anth ramo";24;
2011;"htl-z5";13;"anth ramo";23;
2011;"htl-z5";14;"orig vulg";30;
2011;"htl-z5";15;"orig vulg";41;
2011;"htl-z5";16;"orig vulg";40;
2011;"htl-z5";17;"erys sylv";19;
2011;"htl-z5";18;"anth ramo";60;"measured: 35 / estimated: 60"
2011;"htl-z5";19;"anth ramo";60;"measured: 34 / estimated: 60"
2011;"htl-z5";20;"erys sylv";29;
2011;"htl-z5";21;"anth ramo";50;"measured: 23 / estimated: 50"
2011;"htl-z5";22;"anth ramo";60;"measured: 29 / estimated: 60"
2011;"htl-z5";23;"erys sylv";30;
2011;"htl-z5";24;"erys sylv";20;
2011;"htl-z5";25;"heli numm obsc";15;
2011;"htl-z6";1;"sedu albu";14;
2011;"htl-z6";2;"sedu albu";13;
2011;"htl-z6";3;"orig vulg";32;
2011;"htl-z6";4;"orig vulg";27;
2011;"htl-z6";5;"jovi glob hirt";1;
2011;"htl-z6";6;"orig vulg";52;
2011;"htl-z6";7;"orig vulg";37;
2011;"htl-z6";8;"orig vulg";35;
2011;"htl-z6";9;"orig vulg";26;
2011;"htl-z6";10;"sedu albu";14;
2011;"htl-z6";11;"erys sylv";21;
2011;"htl-z6";12;"sedu albu";13;
2011;"htl-z6";13;"erys sylv";42;
2011;"htl-z6";14;"erys sylv";41;
2011;"htl-z6";15;"erys sylv";38;
2011;"htl-z6";16;"erys sylv";38;
2011;"htl-z6";17;"erys sylv";44;
2011;"htl-z6";18;"erys sylv";45;
2011;"htl-z6";19;"sedu albu";14;
2011;"htl-z6";20;"erys sylv";18;
2011;"htl-z6";21;"orig vulg";46;
2011;"htl-z6";22;"micr perf";16;
2011;"htl-z6";23;"orig vulg";20;
2011;"htl-z6";24;"orig vulg";26;
2011;"htl-z6";25;"orig vulg";12;
2011;"htl-z7";1;"empt cell";0;
2011;"htl-z7";2;"sedu albu";29;
2011;"htl-z7";3;"vinc hiru";30;
2011;"htl-z7";4;"vinc hiru";40;
2011;"htl-z7";5;"vinc hiru";5;
2011;"htl-z7";6;"sedu albu";40;
2011;"htl-z7";7;"vinc hiru";11;
2011;"htl-z7";8;"tara sect rude";2;
2011;"htl-z7";9;"glob cord";2;
2011;"htl-z7";10;"glob cord";2;
2011;"htl-z7";11;"glob cord";10;
2011;"htl-z7";12;"glob cord";13;
2011;"htl-z7";13;"lina geni";75;"measured: 24 / estimated: 75"
2011;"htl-z7";14;"vinc hiru";26;
2011;"htl-z7";15;"vinc hiru";20;
2011;"htl-z7";16;"vinc hiru";60;
2011;"htl-z7";17;"lina geni";80;"measured: 26 / estimated: 80"
2011;"htl-z7";18;"sedu albu";16;
2011;"htl-z7";19;"sedu albu";13;
2011;"htl-z7";20;"sedu albu";8;
2011;"htl-z7";21;"vinc hiru";56;
2011;"htl-z7";22;"sedu albu";12;
2011;"htl-z7";23;"vinc hiru";32;
2011;"htl-z7";24;"vinc hiru";50;
2011;"htl-z7";25;"vinc hiru";51;
2011;"htl-z8";1;"sedu albu";20;
2011;"htl-z8";2;"empt cell";0;
2011;"htl-z8";3;"pelt alli";23;
2011;"htl-z8";4;"anth ramo";70;"measured: 35 / estimated: 70"
2011;"htl-z8";5;"teuc mont";11;
2011;"htl-z8";6;"sedu albu";15;
2011;"htl-z8";7;"anth ramo";60;"measured: 30 / estimated: 60"
2011;"htl-z8";8;"vinc hiru";42;
2011;"htl-z8";9;"tara sect rude";25;"measured: 15 / estimated: 25"
2011;"htl-z8";10;"sedu albu";19;
2011;"htl-z8";11;"sedu albu";21;
2011;"htl-z8";12;"tara sect rude";20;"measured: 14 / estimated: 20"
2011;"htl-z8";13;"vinc hiru";35;
2011;"htl-z8";14;"vinc hiru";41;
2011;"htl-z8";15;"vinc hiru";16;
2011;"htl-z8";16;"vinc hiru";51;
2011;"htl-z8";17;"vinc hiru";35;
2011;"htl-z8";18;"vinc hiru";42;
2011;"htl-z8";19;"tara sect rude";15;"measured: 10 / estimated: 15"
2011;"htl-z8";20;"sedu albu";12;
2011;"htl-z8";21;"sedu albu";17;
2011;"htl-z8";22;"sedu albu";10;
2011;"htl-z8";23;"rese lute";50;"measured: 26 / estimated: 50"
2011;"htl-z8";24;"acon anth";75;"measured: 33 / estimated: 75"
2011;"htl-z8";25;"vinc hiru";36;
2011;"krr-k1";1;"empt cell";0;
2011;"krr-k1";2;"sedu albu";2;
2011;"krr-k1";3;"empt cell";0;
2011;"krr-k1";4;"sedu albu";1;
2011;"krr-k1";5;"empt cell";0;
2011;"krr-k1";6;"empt cell";0;
2011;"krr-k1";7;"sedu albu";3;
2011;"krr-k1";8;"empt cell";0;
2011;"krr-k1";9;"sedu albu";9;
2011;"krr-k1";10;"empt cell";7;
2011;"krr-k1";11;"empt cell";7;
2011;"krr-k1";12;"empt cell";9;
2011;"krr-k1";13;"empt cell";14;
2011;"krr-k1";14;"jovi glob hirt";1;
2011;"krr-k1";15;"alli lusi";4;
2011;"krr-k1";16;"gali luci";13;
2011;"krr-k1";17;"sedu albu";8;
2011;"krr-k1";18;"sedu albu";7;
2011;"krr-k1";19;"sedu albu";8;
2011;"krr-k1";20;"sedu albu";5;
2011;"krr-k1";21;"empt cell";0;
2011;"krr-k1";22;"jovi glob hirt";1;
2011;"krr-k1";23;"sedu albu";8;
2011;"krr-k1";24;"sedu albu";13;
2011;"krr-k1";25;"gali luci";11;
2011;"krr-k2";1;"sile lati alba";15;
2011;"krr-k2";2;"rese lute";8;
2011;"krr-k2";3;"rese lute";9;
2011;"krr-k2";4;"rese lute";13;
2011;"krr-k2";5;"sedu albu";2;
2011;"krr-k2";6;"sedu albu";2;
2011;"krr-k2";7;"rese lute";19;
2011;"krr-k2";8;"rese lute";14;
2011;"krr-k2";9;"rese lute";17;
2011;"krr-k2";10;"cent scab bade";21;
2011;"krr-k2";11;"rese lute";10;
2011;"krr-k2";12;"ajug gene";11;
2011;"krr-k2";13;"rese lute";26;
2011;"krr-k2";14;"rese lute";19;
2011;"krr-k2";15;"rese lute";13;
2011;"krr-k2";16;"sedu albu";4;
2011;"krr-k2";17;"rese lute";28;
2011;"krr-k2";18;"rese lute";26;
2011;"krr-k2";19;"rese lute";22;
2011;"krr-k2";20;"rese lute";12;
2011;"krr-k2";21;"ajug gene";7;
2011;"krr-k2";22;"teuc mont";6;
2011;"krr-k2";23;"sedu albu";8;
2011;"krr-k2";24;"sedu albu";2;
2011;"krr-k2";25;"empt cell";0;
2011;"krr-k3";1;"erys sylv";7;
2011;"krr-k3";2;"erys sylv";5;
2011;"krr-k3";3;"scab ochr";5;
2011;"krr-k3";4;"leon mont";3;
2011;"krr-k3";5;"sedu albu";8;
2011;"krr-k3";6;"empt cell";0;
2011;"krr-k3";7;"sedu albu";3;
